Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
16000	-91921.2	1,1,1,2,2,2	1.695768	6.634819	6.634819	6.634819	5.518179	5.518179	5.518179	1,1,1,1,1,1	1.695768	0.676806	0.056082	0.119321	0.147791	0.676806	0.056082	0.119321	0.147791	0.676806	0.056082	0.119321	0.147791	0.676806	0.056082	0.119321	0.147791	0.676806	0.056082	0.119321	0.147791	0.676806	0.056082	0.119321	0.147791	1,2,2,2,1,3	1.695768	0.096429	0.021747	0.006083	0.090902	0.473465	0.311375	0.122274	0.397755	0.173843	0.082214	0.189513	0.034401	0.122274	0.397755	0.173843	0.082214	0.189513	0.034401	0.122274	0.397755	0.173843	0.082214	0.189513	0.034401	0.096429	0.021747	0.006083	0.090902	0.473465	0.311375	0.330531	0.163740	0.062461	0.010287	0.361885	0.071096	1,1,1,2,2,3	1.695768	0.129184	0.129184	0.129184	1.376211	1.376211	0.860884	
17000	-91025.9	1,1,1,2,2,2	1.695768	6.623466	6.623466	6.623466	5.814068	5.814068	5.814068	1,1,1,1,1,1	1.695768	0.672960	0.054704	0.117911	0.154425	0.672960	0.054704	0.117911	0.154425	0.672960	0.054704	0.117911	0.154425	0.672960	0.054704	0.117911	0.154425	0.672960	0.054704	0.117911	0.154425	0.672960	0.054704	0.117911	0.154425	1,2,2,2,1,3	1.695768	0.085010	0.023285	0.004324	0.101424	0.460906	0.325050	0.124934	0.393726	0.174255	0.118050	0.154280	0.034755	0.124934	0.393726	0.174255	0.118050	0.154280	0.034755	0.124934	0.393726	0.174255	0.118050	0.154280	0.034755	0.085010	0.023285	0.004324	0.101424	0.460906	0.325050	0.095003	0.148831	0.003756	0.390692	0.063041	0.298677	1,2,1,3,4,3	1.695768	0.122462	0.074231	0.122462	1.336234	1.370382	1.336234	
18000	-91303.1	1,1,1,2,2,3	1.695768	6.619501	6.619501	6.619501	5.852866	5.852866	4.828949	1,1,1,1,1,1	1.695768	0.671422	0.057851	0.119985	0.150742	0.671422	0.057851	0.119985	0.150742	0.671422	0.057851	0.119985	0.150742	0.671422	0.057851	0.119985	0.150742	0.671422	0.057851	0.119985	0.150742	0.671422	0.057851	0.119985	0.150742	1,2,2,2,1,3	1.695768	0.090421	0.023147	0.004146	0.119498	0.439115	0.323673	0.127730	0.419018	0.175729	0.094612	0.146766	0.036145	0.127730	0.419018	0.175729	0.094612	0.146766	0.036145	0.127730	0.419018	0.175729	0.094612	0.146766	0.036145	0.090421	0.023147	0.004146	0.119498	0.439115	0.323673	0.091402	0.210201	0.049120	0.146948	0.268634	0.233695	1,2,1,3,3,4	1.695768	0.129471	0.008049	0.129471	1.445679	1.445679	1.293987	
19000	-91338	1,1,1,2,3,2	1.695768	6.890681	6.890681	6.890681	5.365221	5.695996	5.365221	1,1,1,1,1,1	1.695768	0.663300	0.055592	0.120133	0.160975	0.663300	0.055592	0.120133	0.160975	0.663300	0.055592	0.120133	0.160975	0.663300	0.055592	0.120133	0.160975	0.663300	0.055592	0.120133	0.160975	0.663300	0.055592	0.120133	0.160975	1,2,2,2,1,3	1.695768	0.099053	0.021411	0.005320	0.121798	0.432025	0.320393	0.123598	0.407100	0.166163	0.094387	0.178347	0.030405	0.123598	0.407100	0.166163	0.094387	0.178347	0.030405	0.123598	0.407100	0.166163	0.094387	0.178347	0.030405	0.099053	0.021411	0.005320	0.121798	0.432025	0.320393	0.386306	0.284440	0.041553	0.097773	0.092588	0.097340	1,2,1,3,4,5	1.695768	0.120552	0.024782	0.120552	1.378439	1.474028	0.836962	
20000	-91107	1,1,1,2,2,1	1.695768	6.578006	6.578006	6.578006	5.502589	5.502589	6.578006	1,1,1,1,1,1	1.695768	0.689452	0.050074	0.120328	0.140146	0.689452	0.050074	0.120328	0.140146	0.689452	0.050074	0.120328	0.140146	0.689452	0.050074	0.120328	0.140146	0.689452	0.050074	0.120328	0.140146	0.689452	0.050074	0.120328	0.140146	1,2,2,2,1,3	1.695768	0.083165	0.018945	0.004211	0.100305	0.488469	0.304905	0.136910	0.371520	0.178468	0.079098	0.198412	0.035592	0.136910	0.371520	0.178468	0.079098	0.198412	0.035592	0.136910	0.371520	0.178468	0.079098	0.198412	0.035592	0.083165	0.018945	0.004211	0.100305	0.488469	0.304905	0.427520	0.222948	0.001791	0.076746	0.091411	0.179585	1,2,1,3,3,4	1.695768	0.118734	0.022112	0.118734	1.483297	1.483297	0.946398	
21000	-91152	1,1,1,2,2,3	1.695768	6.487009	6.487009	6.487009	5.350948	5.350948	5.866545	1,1,1,1,1,1	1.695768	0.686416	0.048606	0.116650	0.148328	0.686416	0.048606	0.116650	0.148328	0.686416	0.048606	0.116650	0.148328	0.686416	0.048606	0.116650	0.148328	0.686416	0.048606	0.116650	0.148328	0.686416	0.048606	0.116650	0.148328	1,2,2,2,1,3	1.695768	0.094576	0.019517	0.004355	0.126663	0.457087	0.297802	0.133303	0.378295	0.174274	0.079956	0.203791	0.030380	0.133303	0.378295	0.174274	0.079956	0.203791	0.030380	0.133303	0.378295	0.174274	0.079956	0.203791	0.030380	0.094576	0.019517	0.004355	0.126663	0.457087	0.297802	0.272085	0.279619	0.035362	0.084684	0.098410	0.229840	1,2,1,3,3,4	1.695768	0.134429	0.082847	0.134429	1.699952	1.699952	1.349006	
22000	-91479.1	1,1,1,2,2,3	1.695768	6.826317	6.826317	6.826317	5.611033	5.611033	5.363681	1,1,1,1,1,1	1.695768	0.672236	0.049224	0.124411	0.154129	0.672236	0.049224	0.124411	0.154129	0.672236	0.049224	0.124411	0.154129	0.672236	0.049224	0.124411	0.154129	0.672236	0.049224	0.124411	0.154129	0.672236	0.049224	0.124411	0.154129	1,2,2,2,1,3	1.695768	0.095955	0.019811	0.003947	0.112523	0.465309	0.302455	0.144633	0.407713	0.182270	0.081621	0.159964	0.023798	0.144633	0.407713	0.182270	0.081621	0.159964	0.023798	0.144633	0.407713	0.182270	0.081621	0.159964	0.023798	0.095955	0.019811	0.003947	0.112523	0.465309	0.302455	0.233739	0.243103	0.058654	0.137520	0.214898	0.112087	1,2,1,3,3,4	1.695768	0.121547	0.115047	0.121547	1.527922	1.527922	1.040681	
23000	-91760.6	1,2,1,3,3,4	1.695768	6.592388	6.674558	6.592388	5.563535	5.563535	5.922475	1,1,1,1,1,1	1.695768	0.679977	0.058343	0.113711	0.147969	0.679977	0.058343	0.113711	0.147969	0.679977	0.058343	0.113711	0.147969	0.679977	0.058343	0.113711	0.147969	0.679977	0.058343	0.113711	0.147969	0.679977	0.058343	0.113711	0.147969	1,2,2,2,1,3	1.695768	0.089186	0.022430	0.005357	0.116802	0.447909	0.318317	0.118991	0.397047	0.168196	0.086853	0.202634	0.026279	0.118991	0.397047	0.168196	0.086853	0.202634	0.026279	0.118991	0.397047	0.168196	0.086853	0.202634	0.026279	0.089186	0.022430	0.005357	0.116802	0.447909	0.318317	0.057745	0.388635	0.043100	0.255437	0.034999	0.220083	1,2,1,3,4,5	1.695768	0.128636	0.095789	0.128636	1.416203	1.500484	0.828317	
24000	-91543.1	1,1,2,3,3,3	1.695768	6.507465	6.507465	6.876934	5.483780	5.483780	5.483780	1,1,1,1,1,1	1.695768	0.664079	0.057077	0.127219	0.151625	0.664079	0.057077	0.127219	0.151625	0.664079	0.057077	0.127219	0.151625	0.664079	0.057077	0.127219	0.151625	0.664079	0.057077	0.127219	0.151625	0.664079	0.057077	0.127219	0.151625	1,2,2,2,1,3	1.695768	0.096059	0.022648	0.005037	0.122904	0.436924	0.316429	0.128912	0.419990	0.180991	0.083296	0.157744	0.029067	0.128912	0.419990	0.180991	0.083296	0.157744	0.029067	0.128912	0.419990	0.180991	0.083296	0.157744	0.029067	0.096059	0.022648	0.005037	0.122904	0.436924	0.316429	0.334788	0.226900	0.076662	0.183684	0.026934	0.151032	1,2,1,3,3,4	1.695768	0.126106	0.085911	0.126106	1.469255	1.469255	1.416487	
25000	-91256.8	1,1,1,2,3,3	1.695768	6.811138	6.811138	6.811138	5.835369	5.546085	5.546085	1,1,1,1,1,1	1.695768	0.667158	0.052075	0.119083	0.161684	0.667158	0.052075	0.119083	0.161684	0.667158	0.052075	0.119083	0.161684	0.667158	0.052075	0.119083	0.161684	0.667158	0.052075	0.119083	0.161684	0.667158	0.052075	0.119083	0.161684	1,2,2,2,1,3	1.695768	0.087320	0.021352	0.004130	0.103846	0.459006	0.324346	0.130819	0.397922	0.173133	0.088822	0.174784	0.034519	0.130819	0.397922	0.173133	0.088822	0.174784	0.034519	0.130819	0.397922	0.173133	0.088822	0.174784	0.034519	0.087320	0.021352	0.004130	0.103846	0.459006	0.324346	0.273116	0.422568	0.000570	0.026269	0.042851	0.234626	1,2,1,3,3,4	1.695768	0.126221	0.046598	0.126221	1.485332	1.485332	0.739323	
26000	-91252.5	1,2,2,3,3,3	1.695768	6.383766	6.797238	6.797238	5.542434	5.542434	5.542434	1,1,1,1,1,1	1.695768	0.680529	0.049505	0.118945	0.151021	0.680529	0.049505	0.118945	0.151021	0.680529	0.049505	0.118945	0.151021	0.680529	0.049505	0.118945	0.151021	0.680529	0.049505	0.118945	0.151021	0.680529	0.049505	0.118945	0.151021	1,2,2,2,1,3	1.695768	0.100381	0.025258	0.004079	0.125325	0.402301	0.342655	0.129930	0.392917	0.173602	0.099631	0.187279	0.016641	0.129930	0.392917	0.173602	0.099631	0.187279	0.016641	0.129930	0.392917	0.173602	0.099631	0.187279	0.016641	0.100381	0.025258	0.004079	0.125325	0.402301	0.342655	0.197345	0.159534	0.021480	0.447225	0.018591	0.155826	1,2,1,3,3,4	1.695768	0.136779	0.102948	0.136779	1.421266	1.421266	1.212255	
27000	-91827.3	1,1,1,2,2,1	1.695768	6.814337	6.814337	6.814337	5.587584	5.587584	6.814337	1,1,1,1,1,1	1.695768	0.669236	0.053634	0.132210	0.144920	0.669236	0.053634	0.132210	0.144920	0.669236	0.053634	0.132210	0.144920	0.669236	0.053634	0.132210	0.144920	0.669236	0.053634	0.132210	0.144920	0.669236	0.053634	0.132210	0.144920	1,2,2,2,1,3	1.695768	0.092402	0.019464	0.003632	0.122639	0.459484	0.302380	0.122029	0.393530	0.193015	0.081850	0.182646	0.026930	0.122029	0.393530	0.193015	0.081850	0.182646	0.026930	0.122029	0.393530	0.193015	0.081850	0.182646	0.026930	0.092402	0.019464	0.003632	0.122639	0.459484	0.302380	0.097739	0.086541	0.041269	0.142270	0.085293	0.546889	1,1,1,2,3,4	1.695768	0.129366	0.129366	0.129366	1.397088	1.423880	0.475753	
