Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-68519.7	1,1,2,2,3,3	0.957271	5.441413	5.441413	6.200898	6.200898	5.785507	5.785507	1,1,2,1,1,2	1.649139	0.049064	0.312162	0.015973	0.622802	0.049064	0.312162	0.015973	0.622802	0.196331	0.410774	0.325901	0.066994	0.049064	0.312162	0.015973	0.622802	0.049064	0.312162	0.015973	0.622802	0.196331	0.410774	0.325901	0.066994	1,2,2,2,2,2	1.809030	0.101016	0.250734	0.214752	0.142639	0.045614	0.245246	0.183667	0.215540	0.006476	0.389167	0.173318	0.031833	0.183667	0.215540	0.006476	0.389167	0.173318	0.031833	0.183667	0.215540	0.006476	0.389167	0.173318	0.031833	0.183667	0.215540	0.006476	0.389167	0.173318	0.031833	0.183667	0.215540	0.006476	0.389167	0.173318	0.031833	1,1,1,1,1,1	0.460930	0.031008	0.031008	0.031008	0.031008	0.031008	0.031008	
11000	-68625.6	1,2,1,1,3,4	2.747377	6.649370	5.172491	6.649370	6.649370	5.956599	5.976923	1,1,2,1,1,2	0.324643	0.047027	0.314199	0.015822	0.622952	0.047027	0.314199	0.015822	0.622952	0.195577	0.407315	0.326779	0.070329	0.047027	0.314199	0.015822	0.622952	0.047027	0.314199	0.015822	0.622952	0.195577	0.407315	0.326779	0.070329	1,2,2,2,2,2	0.166385	0.060979	0.043859	0.273176	0.039501	0.033594	0.548891	0.191275	0.206087	0.005725	0.393999	0.175505	0.027409	0.191275	0.206087	0.005725	0.393999	0.175505	0.027409	0.191275	0.206087	0.005725	0.393999	0.175505	0.027409	0.191275	0.206087	0.005725	0.393999	0.175505	0.027409	0.191275	0.206087	0.005725	0.393999	0.175505	0.027409	1,1,1,1,1,1	1.596982	0.033132	0.033132	0.033132	0.033132	0.033132	0.033132	
12000	-68595.1	1,1,2,2,1,1	1.125678	5.631510	5.631510	6.185517	6.185517	5.631510	5.631510	1,1,2,1,1,2	1.675588	0.048017	0.307911	0.015374	0.628699	0.048017	0.307911	0.015374	0.628699	0.205075	0.404174	0.319494	0.071257	0.048017	0.307911	0.015374	0.628699	0.048017	0.307911	0.015374	0.628699	0.205075	0.404174	0.319494	0.071257	1,2,2,2,2,2	1.191170	0.017532	0.686360	0.178662	0.000351	0.045087	0.072007	0.201875	0.208799	0.005727	0.394086	0.164113	0.025400	0.201875	0.208799	0.005727	0.394086	0.164113	0.025400	0.201875	0.208799	0.005727	0.394086	0.164113	0.025400	0.201875	0.208799	0.005727	0.394086	0.164113	0.025400	0.201875	0.208799	0.005727	0.394086	0.164113	0.025400	1,1,1,1,1,1	1.298134	0.033153	0.033153	0.033153	0.033153	0.033153	0.033153	
13000	-68664.7	1,2,3,4,3,5	1.463196	6.432996	5.364267	6.213891	6.232219	6.213891	5.864211	1,1,2,1,1,2	0.807252	0.050971	0.308324	0.015961	0.624744	0.050971	0.308324	0.015961	0.624744	0.200606	0.394757	0.322348	0.082290	0.050971	0.308324	0.015961	0.624744	0.050971	0.308324	0.015961	0.624744	0.200606	0.394757	0.322348	0.082290	1,2,2,2,2,2	2.626939	0.338668	0.055268	0.275184	0.070466	0.041887	0.218527	0.186373	0.218585	0.007628	0.397342	0.172133	0.017938	0.186373	0.218585	0.007628	0.397342	0.172133	0.017938	0.186373	0.218585	0.007628	0.397342	0.172133	0.017938	0.186373	0.218585	0.007628	0.397342	0.172133	0.017938	0.186373	0.218585	0.007628	0.397342	0.172133	0.017938	1,1,1,1,1,1	1.037131	0.029149	0.029149	0.029149	0.029149	0.029149	0.029149	
14000	-68517.3	1,1,2,2,2,3	2.008293	5.039713	5.039713	6.353789	6.353789	6.353789	5.916228	1,1,2,1,1,2	0.873275	0.055433	0.306726	0.015229	0.622612	0.055433	0.306726	0.015229	0.622612	0.191222	0.411102	0.324897	0.072779	0.055433	0.306726	0.015229	0.622612	0.055433	0.306726	0.015229	0.622612	0.191222	0.411102	0.324897	0.072779	1,2,2,2,2,2	1.314354	0.079742	0.037715	0.157380	0.423775	0.094127	0.207262	0.179155	0.219828	0.003977	0.398412	0.171230	0.027398	0.179155	0.219828	0.003977	0.398412	0.171230	0.027398	0.179155	0.219828	0.003977	0.398412	0.171230	0.027398	0.179155	0.219828	0.003977	0.398412	0.171230	0.027398	0.179155	0.219828	0.003977	0.398412	0.171230	0.027398	1,1,1,1,1,1	0.197353	0.030849	0.030849	0.030849	0.030849	0.030849	0.030849	
15000	-68627.1	1,1,2,2,3,3	1.656059	5.413299	5.413299	6.473201	6.473201	6.030172	6.030172	1,1,2,1,1,2	0.680560	0.048860	0.310575	0.015593	0.624971	0.048860	0.310575	0.015593	0.624971	0.188014	0.413546	0.326178	0.072262	0.048860	0.310575	0.015593	0.624971	0.048860	0.310575	0.015593	0.624971	0.188014	0.413546	0.326178	0.072262	1,2,2,2,2,2	0.635316	0.090563	0.182508	0.203128	0.160638	0.172097	0.191066	0.190076	0.211464	0.003586	0.403213	0.166373	0.025288	0.190076	0.211464	0.003586	0.403213	0.166373	0.025288	0.190076	0.211464	0.003586	0.403213	0.166373	0.025288	0.190076	0.211464	0.003586	0.403213	0.166373	0.025288	0.190076	0.211464	0.003586	0.403213	0.166373	0.025288	1,1,1,1,1,1	1.566446	0.035187	0.035187	0.035187	0.035187	0.035187	0.035187	
16000	-68611.4	1,1,2,2,1,1	1.470314	5.711059	5.711059	6.246207	6.246207	5.711059	5.711059	1,1,2,1,1,2	0.450518	0.050648	0.304549	0.015116	0.629688	0.050648	0.304549	0.015116	0.629688	0.196611	0.406636	0.324356	0.072396	0.050648	0.304549	0.015116	0.629688	0.050648	0.304549	0.015116	0.629688	0.196611	0.406636	0.324356	0.072396	1,2,2,2,2,2	1.460469	0.099237	0.132131	0.488877	0.060499	0.100919	0.118337	0.193177	0.220204	0.006123	0.390110	0.169945	0.020441	0.193177	0.220204	0.006123	0.390110	0.169945	0.020441	0.193177	0.220204	0.006123	0.390110	0.169945	0.020441	0.193177	0.220204	0.006123	0.390110	0.169945	0.020441	0.193177	0.220204	0.006123	0.390110	0.169945	0.020441	1,1,1,1,1,1	0.642461	0.037298	0.037298	0.037298	0.037298	0.037298	0.037298	
17000	-68618.5	1,2,3,3,4,5	2.374960	5.078625	5.457649	6.200250	6.200250	5.995693	5.746232	1,1,2,1,1,2	2.391417	0.054002	0.306393	0.015387	0.624218	0.054002	0.306393	0.015387	0.624218	0.200374	0.397889	0.325442	0.076294	0.054002	0.306393	0.015387	0.624218	0.054002	0.306393	0.015387	0.624218	0.200374	0.397889	0.325442	0.076294	1,2,2,2,2,2	0.543380	0.055696	0.004584	0.360608	0.378113	0.142908	0.058091	0.199709	0.203586	0.000939	0.402266	0.169519	0.023981	0.199709	0.203586	0.000939	0.402266	0.169519	0.023981	0.199709	0.203586	0.000939	0.402266	0.169519	0.023981	0.199709	0.203586	0.000939	0.402266	0.169519	0.023981	0.199709	0.203586	0.000939	0.402266	0.169519	0.023981	1,1,1,1,1,1	1.496098	0.038454	0.038454	0.038454	0.038454	0.038454	0.038454	
18000	-68509.5	1,1,2,2,3,4	0.919047	5.272906	5.272906	6.368743	6.368743	5.816640	5.562866	1,1,2,1,1,2	1.887336	0.052406	0.310701	0.014677	0.622216	0.052406	0.310701	0.014677	0.622216	0.201059	0.399558	0.324656	0.074728	0.052406	0.310701	0.014677	0.622216	0.052406	0.310701	0.014677	0.622216	0.201059	0.399558	0.324656	0.074728	1,2,2,2,2,2	1.604108	0.140729	0.039926	0.238297	0.254166	0.082861	0.244020	0.187233	0.221104	0.003711	0.394311	0.169654	0.023988	0.187233	0.221104	0.003711	0.394311	0.169654	0.023988	0.187233	0.221104	0.003711	0.394311	0.169654	0.023988	0.187233	0.221104	0.003711	0.394311	0.169654	0.023988	0.187233	0.221104	0.003711	0.394311	0.169654	0.023988	1,1,1,1,1,1	0.589302	0.033595	0.033595	0.033595	0.033595	0.033595	0.033595	
19000	-68718.7	1,1,2,3,1,3	1.847062	5.500713	5.500713	6.210176	6.099092	5.500713	6.099092	1,1,2,1,1,2	0.797897	0.052673	0.310921	0.014945	0.621461	0.052673	0.310921	0.014945	0.621461	0.204257	0.412207	0.313667	0.069869	0.052673	0.310921	0.014945	0.621461	0.052673	0.310921	0.014945	0.621461	0.204257	0.412207	0.313667	0.069869	1,2,2,2,2,2	1.147116	0.010172	0.049625	0.626741	0.039303	0.185101	0.089058	0.178860	0.222318	0.008899	0.397250	0.166823	0.025851	0.178860	0.222318	0.008899	0.397250	0.166823	0.025851	0.178860	0.222318	0.008899	0.397250	0.166823	0.025851	0.178860	0.222318	0.008899	0.397250	0.166823	0.025851	0.178860	0.222318	0.008899	0.397250	0.166823	0.025851	1,1,1,1,1,1	0.518426	0.035827	0.035827	0.035827	0.035827	0.035827	0.035827	
20000	-68607.7	1,1,2,3,4,4	1.051514	5.201250	5.201250	6.364204	6.058574	6.184135	6.184135	1,1,2,1,1,2	0.622097	0.050990	0.305936	0.015430	0.627644	0.050990	0.305936	0.015430	0.627644	0.201983	0.404488	0.316211	0.077318	0.050990	0.305936	0.015430	0.627644	0.050990	0.305936	0.015430	0.627644	0.201983	0.404488	0.316211	0.077318	1,2,2,2,2,2	1.081759	0.279481	0.004817	0.138227	0.000210	0.087697	0.489568	0.187856	0.203509	0.006756	0.415693	0.167815	0.018371	0.187856	0.203509	0.006756	0.415693	0.167815	0.018371	0.187856	0.203509	0.006756	0.415693	0.167815	0.018371	0.187856	0.203509	0.006756	0.415693	0.167815	0.018371	0.187856	0.203509	0.006756	0.415693	0.167815	0.018371	1,1,1,1,1,1	1.579891	0.032267	0.032267	0.032267	0.032267	0.032267	0.032267	
21000	-68512.7	1,1,2,2,3,4	1.913672	5.492706	5.492706	6.260862	6.260862	5.911325	5.801889	1,1,2,1,1,2	2.027555	0.052756	0.303179	0.014764	0.629301	0.052756	0.303179	0.014764	0.629301	0.196066	0.405262	0.325132	0.073540	0.052756	0.303179	0.014764	0.629301	0.052756	0.303179	0.014764	0.629301	0.196066	0.405262	0.325132	0.073540	1,2,2,2,2,2	1.107831	0.002926	0.092083	0.146050	0.337502	0.063932	0.357506	0.189233	0.219604	0.007068	0.380628	0.177881	0.025585	0.189233	0.219604	0.007068	0.380628	0.177881	0.025585	0.189233	0.219604	0.007068	0.380628	0.177881	0.025585	0.189233	0.219604	0.007068	0.380628	0.177881	0.025585	0.189233	0.219604	0.007068	0.380628	0.177881	0.025585	1,1,1,1,1,1	1.890684	0.032743	0.032743	0.032743	0.032743	0.032743	0.032743	
22000	-68519.1	1,2,3,4,5,5	1.922197	5.283761	5.138890	6.525813	6.522863	6.013695	6.013695	1,1,2,1,1,2	0.758394	0.052801	0.309712	0.014062	0.623424	0.052801	0.309712	0.014062	0.623424	0.201471	0.409358	0.316963	0.072209	0.052801	0.309712	0.014062	0.623424	0.052801	0.309712	0.014062	0.623424	0.201471	0.409358	0.316963	0.072209	1,2,2,2,2,2	1.674384	0.064392	0.078488	0.286986	0.126345	0.133584	0.310205	0.184537	0.214203	0.003916	0.395725	0.179840	0.021780	0.184537	0.214203	0.003916	0.395725	0.179840	0.021780	0.184537	0.214203	0.003916	0.395725	0.179840	0.021780	0.184537	0.214203	0.003916	0.395725	0.179840	0.021780	0.184537	0.214203	0.003916	0.395725	0.179840	0.021780	1,1,1,1,1,1	0.933503	0.034140	0.034140	0.034140	0.034140	0.034140	0.034140	
23000	-68660.7	1,2,3,3,4,5	3.754771	5.090368	5.723668	6.304353	6.304353	6.092334	6.040754	1,1,2,1,1,2	2.130863	0.049377	0.311998	0.016623	0.622001	0.049377	0.311998	0.016623	0.622001	0.192352	0.403665	0.328313	0.075670	0.049377	0.311998	0.016623	0.622001	0.049377	0.311998	0.016623	0.622001	0.192352	0.403665	0.328313	0.075670	1,2,2,2,2,2	0.797628	0.171588	0.083212	0.093350	0.523927	0.065106	0.062816	0.191353	0.218976	0.003672	0.395623	0.171726	0.018650	0.191353	0.218976	0.003672	0.395623	0.171726	0.018650	0.191353	0.218976	0.003672	0.395623	0.171726	0.018650	0.191353	0.218976	0.003672	0.395623	0.171726	0.018650	0.191353	0.218976	0.003672	0.395623	0.171726	0.018650	1,1,1,1,1,1	1.144444	0.037946	0.037946	0.037946	0.037946	0.037946	0.037946	
24000	-68692.3	1,2,3,3,4,5	1.931909	5.598058	5.584155	6.321498	6.321498	5.947855	5.985364	1,1,2,1,1,2	1.219667	0.049500	0.310405	0.017139	0.622957	0.049500	0.310405	0.017139	0.622957	0.199232	0.405161	0.323253	0.072355	0.049500	0.310405	0.017139	0.622957	0.049500	0.310405	0.017139	0.622957	0.199232	0.405161	0.323253	0.072355	1,2,2,2,2,2	1.388814	0.005390	0.010525	0.081166	0.421960	0.089600	0.391358	0.182995	0.222702	0.003787	0.397548	0.172536	0.020432	0.182995	0.222702	0.003787	0.397548	0.172536	0.020432	0.182995	0.222702	0.003787	0.397548	0.172536	0.020432	0.182995	0.222702	0.003787	0.397548	0.172536	0.020432	0.182995	0.222702	0.003787	0.397548	0.172536	0.020432	1,1,1,1,1,1	1.440110	0.036579	0.036579	0.036579	0.036579	0.036579	0.036579	
25000	-68525.5	1,2,3,4,5,6	6.113082	5.490850	5.278520	6.105708	6.337769	6.027164	5.796666	1,1,2,1,1,2	1.528309	0.054699	0.307261	0.015575	0.622464	0.054699	0.307261	0.015575	0.622464	0.197977	0.406452	0.325147	0.070424	0.054699	0.307261	0.015575	0.622464	0.054699	0.307261	0.015575	0.622464	0.197977	0.406452	0.325147	0.070424	1,2,2,2,2,2	0.921918	0.123127	0.238249	0.223098	0.193722	0.053915	0.167889	0.178794	0.225939	0.005615	0.397516	0.167616	0.024520	0.178794	0.225939	0.005615	0.397516	0.167616	0.024520	0.178794	0.225939	0.005615	0.397516	0.167616	0.024520	0.178794	0.225939	0.005615	0.397516	0.167616	0.024520	0.178794	0.225939	0.005615	0.397516	0.167616	0.024520	1,1,1,1,1,1	1.263056	0.034044	0.034044	0.034044	0.034044	0.034044	0.034044	
26000	-68543.4	1,1,2,2,3,4	2.219110	5.293454	5.293454	6.338156	6.338156	6.022436	5.829403	1,1,2,1,1,2	0.988064	0.051640	0.306156	0.017466	0.624739	0.051640	0.306156	0.017466	0.624739	0.201195	0.407114	0.314322	0.077369	0.051640	0.306156	0.017466	0.624739	0.051640	0.306156	0.017466	0.624739	0.201195	0.407114	0.314322	0.077369	1,2,2,2,2,2	1.010520	0.125922	0.231511	0.273951	0.006075	0.125357	0.237184	0.190836	0.220429	0.002281	0.395331	0.169264	0.021860	0.190836	0.220429	0.002281	0.395331	0.169264	0.021860	0.190836	0.220429	0.002281	0.395331	0.169264	0.021860	0.190836	0.220429	0.002281	0.395331	0.169264	0.021860	0.190836	0.220429	0.002281	0.395331	0.169264	0.021860	1,1,1,1,1,1	0.440205	0.034868	0.034868	0.034868	0.034868	0.034868	0.034868	
27000	-68508.8	1,1,2,2,3,4	1.515802	5.282824	5.282824	6.427071	6.427071	6.081103	5.899675	1,1,2,1,1,2	3.627263	0.052160	0.311397	0.017826	0.618618	0.052160	0.311397	0.017826	0.618618	0.199574	0.409271	0.311692	0.079463	0.052160	0.311397	0.017826	0.618618	0.052160	0.311397	0.017826	0.618618	0.199574	0.409271	0.311692	0.079463	1,2,2,2,2,2	1.614374	0.008240	0.308889	0.266665	0.107587	0.079079	0.229540	0.190269	0.210468	0.006158	0.396610	0.175839	0.020657	0.190269	0.210468	0.006158	0.396610	0.175839	0.020657	0.190269	0.210468	0.006158	0.396610	0.175839	0.020657	0.190269	0.210468	0.006158	0.396610	0.175839	0.020657	0.190269	0.210468	0.006158	0.396610	0.175839	0.020657	1,1,1,1,1,1	0.209428	0.032645	0.032645	0.032645	0.032645	0.032645	0.032645	
