Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-112443	1,2,3,4,4,5	71.354689	5.823384	5.701857	5.955571	4.382384	4.382384	5.934544	1,1,2,3,4,4	71.354689	0.495339	0.176675	0.277013	0.050973	0.495339	0.176675	0.277013	0.050973	0.449365	0.419800	0.059326	0.071509	0.134450	0.133425	0.046802	0.685323	0.215368	0.153482	0.303059	0.328091	0.215368	0.153482	0.303059	0.328091	1,1,2,2,3,4	71.354689	0.021464	0.482663	0.087041	0.113593	0.228546	0.066693	0.021464	0.482663	0.087041	0.113593	0.228546	0.066693	0.391245	0.009047	0.069492	0.086212	0.321518	0.122487	0.391245	0.009047	0.069492	0.086212	0.321518	0.122487	0.328579	0.166554	0.156235	0.031106	0.143082	0.174444	0.131538	0.037248	0.133643	0.162474	0.172565	0.362532	1,2,3,4,2,1	71.354689	1.160537	0.419972	1.130530	0.581903	0.419972	1.160537	
11000	-112259	1,2,2,2,3,4	71.354689	6.363656	4.970155	4.970155	4.970155	5.438190	5.382200	1,2,3,4,3,5	71.354689	0.365700	0.109218	0.423320	0.101762	0.485040	0.221421	0.155873	0.137666	0.367072	0.189322	0.120492	0.323114	0.051711	0.120507	0.053893	0.773888	0.367072	0.189322	0.120492	0.323114	0.213629	0.072470	0.343259	0.370642	1,1,2,3,4,2	71.354689	0.016618	0.660475	0.065215	0.108222	0.052599	0.096871	0.016618	0.660475	0.065215	0.108222	0.052599	0.096871	0.242738	0.021794	0.041583	0.205252	0.190233	0.298399	0.161134	0.060247	0.364889	0.150570	0.213259	0.049901	0.137159	0.193738	0.193161	0.192284	0.054955	0.228703	0.242738	0.021794	0.041583	0.205252	0.190233	0.298399	1,2,3,4,5,6	71.354689	1.016631	0.445105	0.951852	0.575029	0.451794	1.525638	
12000	-113970	1,2,3,4,5,6	71.354689	6.089758	6.296573	5.765645	4.294502	4.792747	5.047583	1,1,2,3,4,4	71.354689	0.520957	0.152372	0.286747	0.039924	0.520957	0.152372	0.286747	0.039924	0.513026	0.364753	0.003405	0.118816	0.057927	0.375824	0.272059	0.294190	0.368075	0.212451	0.239129	0.180344	0.368075	0.212451	0.239129	0.180344	1,1,2,2,3,4	71.354689	0.014299	0.511010	0.212780	0.051129	0.146977	0.063805	0.014299	0.511010	0.212780	0.051129	0.146977	0.063805	0.250425	0.033976	0.186197	0.127424	0.262383	0.139595	0.250425	0.033976	0.186197	0.127424	0.262383	0.139595	0.132065	0.173062	0.475494	0.039773	0.058390	0.121216	0.122718	0.032378	0.061097	0.141690	0.189724	0.452392	1,2,1,3,2,4	71.354689	1.137426	0.376590	1.137426	0.649900	0.376590	1.904869	
13000	-113670	1,2,3,4,5,6	71.354689	6.225379	5.799926	5.759825	5.298808	5.366573	6.021302	1,1,2,2,3,1	71.354689	0.519581	0.166807	0.238337	0.075276	0.519581	0.166807	0.238337	0.075276	0.247302	0.357876	0.084561	0.310261	0.247302	0.357876	0.084561	0.310261	0.499452	0.184501	0.105678	0.210369	0.519581	0.166807	0.238337	0.075276	1,1,2,3,1,2	71.354689	0.020788	0.548336	0.118462	0.104835	0.100731	0.106848	0.020788	0.548336	0.118462	0.104835	0.100731	0.106848	0.303052	0.005282	0.083349	0.067065	0.191793	0.349459	0.023296	0.266166	0.021148	0.227474	0.214819	0.247097	0.020788	0.548336	0.118462	0.104835	0.100731	0.106848	0.303052	0.005282	0.083349	0.067065	0.191793	0.349459	1,2,1,3,4,5	71.354689	1.051969	0.446799	1.051969	0.690618	0.482835	1.945235	
14000	-114367	1,2,3,3,4,5	71.354689	5.662107	5.847108	5.457921	5.457921	5.159041	5.623945	1,1,2,3,4,4	71.354689	0.464123	0.251320	0.258184	0.026374	0.464123	0.251320	0.258184	0.026374	0.291119	0.311270	0.225615	0.171995	0.236391	0.237135	0.337765	0.188709	0.247171	0.081994	0.366631	0.304203	0.247171	0.081994	0.366631	0.304203	1,1,2,3,3,2	71.354689	0.001436	0.354212	0.259126	0.026675	0.125149	0.233402	0.001436	0.354212	0.259126	0.026675	0.125149	0.233402	0.370461	0.013024	0.014955	0.115055	0.310938	0.175567	0.198490	0.066985	0.174502	0.103260	0.393901	0.062863	0.198490	0.066985	0.174502	0.103260	0.393901	0.062863	0.370461	0.013024	0.014955	0.115055	0.310938	0.175567	1,2,1,3,4,5	71.354689	1.133014	0.373892	1.133014	0.630028	0.581427	2.189455	
15000	-112720	1,2,3,4,5,6	71.354689	6.489572	4.902654	5.293802	4.763539	6.384457	5.775293	1,2,3,4,5,6	71.354689	0.381146	0.210008	0.234837	0.174009	0.489323	0.297379	0.188841	0.024457	0.220764	0.550618	0.071915	0.156703	0.353977	0.199081	0.044042	0.402899	0.441847	0.233455	0.093487	0.231211	0.175419	0.207866	0.315453	0.301262	1,1,2,3,1,2	71.354689	0.012574	0.631551	0.074472	0.036922	0.073671	0.170809	0.012574	0.631551	0.074472	0.036922	0.073671	0.170809	0.298208	0.020916	0.081168	0.072712	0.229784	0.297212	0.055489	0.234259	0.007622	0.154159	0.245024	0.303447	0.012574	0.631551	0.074472	0.036922	0.073671	0.170809	0.298208	0.020916	0.081168	0.072712	0.229784	0.297212	1,2,3,4,5,6	71.354689	1.238473	0.363838	0.908850	0.510653	0.391123	1.806923	
16000	-112728	1,2,3,3,3,4	71.354689	5.562089	5.803386	4.706071	4.706071	4.706071	6.387574	1,1,2,3,4,5	71.354689	0.511259	0.201324	0.260452	0.026965	0.511259	0.201324	0.260452	0.026965	0.181682	0.430625	0.212858	0.174835	0.239355	0.102076	0.114805	0.543764	0.705626	0.078458	0.115445	0.100471	0.164018	0.117829	0.464765	0.253388	1,1,2,3,4,2	71.354689	0.000587	0.403460	0.314806	0.092932	0.130837	0.057378	0.000587	0.403460	0.314806	0.092932	0.130837	0.057378	0.410630	0.006197	0.061896	0.088511	0.161389	0.271376	0.120755	0.212546	0.077559	0.241725	0.296632	0.050784	0.143839	0.130282	0.122679	0.171537	0.173718	0.257944	0.410630	0.006197	0.061896	0.088511	0.161389	0.271376	1,2,3,4,5,1	71.354689	1.374616	0.449437	0.961694	0.842201	0.660505	1.374616	
17000	-113748	1,2,3,3,4,5	71.354689	6.012364	5.153707	4.062641	4.062641	5.358288	5.933416	1,2,3,4,5,1	71.354689	0.415566	0.097918	0.353201	0.133315	0.478070	0.079405	0.427789	0.014736	0.324378	0.409933	0.218914	0.046774	0.138338	0.173809	0.297781	0.390072	0.380947	0.135750	0.304807	0.178496	0.415566	0.097918	0.353201	0.133315	1,1,2,3,4,2	71.354689	0.048997	0.426543	0.166075	0.036607	0.121031	0.200746	0.048997	0.426543	0.166075	0.036607	0.121031	0.200746	0.260164	0.007223	0.066449	0.021221	0.285428	0.359516	0.093999	0.064573	0.158218	0.019510	0.528664	0.135037	0.243345	0.263624	0.254830	0.016978	0.115819	0.105405	0.260164	0.007223	0.066449	0.021221	0.285428	0.359516	1,2,3,4,2,5	71.354689	1.015354	0.445305	0.914948	0.547005	0.445305	2.112309	
18000	-117316	1,2,3,4,4,5	71.354689	5.559963	6.538277	5.906949	5.212634	5.212634	6.714903	1,1,2,3,4,5	71.354689	0.557846	0.138905	0.253091	0.050159	0.557846	0.138905	0.253091	0.050159	0.457438	0.350668	0.104911	0.086983	0.059828	0.277503	0.301569	0.361101	0.326670	0.318933	0.227696	0.126702	0.206656	0.218154	0.385597	0.189593	1,1,2,3,3,4	71.354689	0.008285	0.667463	0.071352	0.134726	0.046246	0.071928	0.008285	0.667463	0.071352	0.134726	0.046246	0.071928	0.097105	0.050294	0.090946	0.446487	0.173458	0.141711	0.131593	0.116440	0.265830	0.177538	0.115569	0.193030	0.131593	0.116440	0.265830	0.177538	0.115569	0.193030	0.062283	0.016641	0.130676	0.351501	0.163272	0.275627	1,2,3,4,2,5	71.354689	1.076199	0.427980	1.007958	0.631782	0.427980	1.806233	
19000	-113143	1,2,3,2,2,4	71.354689	5.652122	4.389052	5.508651	4.389052	4.389052	5.969359	1,2,3,4,3,5	71.354689	0.639017	0.097404	0.245278	0.018302	0.609816	0.208085	0.139904	0.042194	0.257662	0.460121	0.023063	0.259155	0.000658	0.146355	0.037223	0.815765	0.257662	0.460121	0.023063	0.259155	0.101494	0.034072	0.664889	0.199544	1,1,2,3,1,2	71.354689	0.027206	0.462770	0.116188	0.052991	0.053405	0.287441	0.027206	0.462770	0.116188	0.052991	0.053405	0.287441	0.334725	0.021810	0.070310	0.174665	0.181873	0.216616	0.189114	0.219053	0.190492	0.021083	0.300151	0.080106	0.027206	0.462770	0.116188	0.052991	0.053405	0.287441	0.334725	0.021810	0.070310	0.174665	0.181873	0.216616	1,2,1,3,4,5	71.354689	1.171219	0.297008	1.171219	0.598762	0.566204	2.475223	
20000	-112996	1,2,3,4,5,6	71.354689	5.479239	5.470234	5.131280	5.401878	6.031879	6.130260	1,1,2,3,2,4	71.354689	0.536957	0.178751	0.275296	0.008996	0.536957	0.178751	0.275296	0.008996	0.296395	0.264056	0.216150	0.223399	0.039812	0.250152	0.136884	0.573152	0.296395	0.264056	0.216150	0.223399	0.108302	0.099055	0.577549	0.215093	1,1,2,2,3,4	71.354689	0.024766	0.411822	0.251169	0.092871	0.075511	0.143861	0.024766	0.411822	0.251169	0.092871	0.075511	0.143861	0.260675	0.071420	0.054349	0.161960	0.338183	0.113414	0.260675	0.071420	0.054349	0.161960	0.338183	0.113414	0.057755	0.202521	0.128455	0.207690	0.077295	0.326284	0.231492	0.079297	0.104319	0.156882	0.261586	0.166423	1,2,1,3,4,5	71.354689	1.178869	0.385509	1.178869	0.544311	0.461130	1.656209	
21000	-112631	1,2,1,3,4,5	71.354689	5.409969	6.042926	5.409969	5.661106	5.658534	6.790404	1,1,2,3,2,4	71.354689	0.528009	0.228868	0.221375	0.021748	0.528009	0.228868	0.221375	0.021748	0.407857	0.300005	0.111334	0.180803	0.093552	0.146758	0.237726	0.521964	0.407857	0.300005	0.111334	0.180803	0.163902	0.206934	0.347576	0.281587	1,1,2,3,4,2	71.354689	0.001441	0.311507	0.353162	0.069447	0.099679	0.164765	0.001441	0.311507	0.353162	0.069447	0.099679	0.164765	0.310898	0.005618	0.030437	0.108466	0.308507	0.236074	0.224536	0.473563	0.030169	0.122618	0.148420	0.000694	0.060914	0.429454	0.116776	0.012127	0.088591	0.292138	0.310898	0.005618	0.030437	0.108466	0.308507	0.236074	1,2,1,3,4,5	71.354689	1.066701	0.388425	1.066701	0.543112	0.507276	1.805313	
22000	-113494	1,2,3,4,5,6	71.354689	5.516552	6.332803	5.726916	4.659151	5.616848	6.911186	1,1,2,2,3,4	71.354689	0.555574	0.133043	0.230301	0.081082	0.555574	0.133043	0.230301	0.081082	0.245438	0.442525	0.030171	0.281865	0.245438	0.442525	0.030171	0.281865	0.520323	0.095662	0.277840	0.106176	0.128406	0.087608	0.436390	0.347596	1,2,3,2,4,3	71.354689	0.019601	0.452190	0.270462	0.085360	0.051752	0.120636	0.014738	0.368939	0.139275	0.046804	0.260450	0.169794	0.387386	0.030527	0.112169	0.060376	0.108382	0.301159	0.014738	0.368939	0.139275	0.046804	0.260450	0.169794	0.172019	0.128386	0.070095	0.048323	0.405861	0.175315	0.387386	0.030527	0.112169	0.060376	0.108382	0.301159	1,2,1,3,4,5	71.354689	1.152286	0.469789	1.152286	0.671861	0.493919	1.716358	
23000	-112347	1,2,3,2,4,2	71.354689	6.279736	4.713500	5.403064	4.713500	5.605592	4.713500	1,2,3,4,3,5	71.354689	0.452991	0.143674	0.369867	0.033468	0.424635	0.299371	0.227646	0.048348	0.349563	0.312307	0.113423	0.224708	0.138784	0.423965	0.017199	0.420052	0.349563	0.312307	0.113423	0.224708	0.507756	0.024833	0.222021	0.245390	1,1,2,3,1,3	71.354689	0.014031	0.495636	0.149317	0.079845	0.084037	0.177134	0.014031	0.495636	0.149317	0.079845	0.084037	0.177134	0.400885	0.018875	0.069188	0.067492	0.277938	0.165622	0.178695	0.024996	0.069580	0.073131	0.284076	0.369521	0.014031	0.495636	0.149317	0.079845	0.084037	0.177134	0.178695	0.024996	0.069580	0.073131	0.284076	0.369521	1,2,3,4,4,5	71.354689	1.033181	0.418122	1.156542	0.425588	0.425588	2.176460	
24000	-112177	1,2,3,4,5,6	71.354689	5.895877	7.338878	4.731487	5.232032	6.158238	5.728804	1,1,2,3,4,5	71.354689	0.593360	0.114260	0.265508	0.026871	0.593360	0.114260	0.265508	0.026871	0.253518	0.481029	0.193638	0.071815	0.034397	0.379878	0.072845	0.512880	0.453183	0.140155	0.169973	0.236689	0.297182	0.148137	0.344400	0.210280	1,1,2,3,4,4	71.354689	0.009450	0.498334	0.090003	0.094438	0.078255	0.229520	0.009450	0.498334	0.090003	0.094438	0.078255	0.229520	0.341516	0.018734	0.088097	0.093898	0.370367	0.087388	0.174339	0.059843	0.273107	0.009498	0.295519	0.187695	0.177913	0.083623	0.092753	0.126400	0.095751	0.423560	0.177913	0.083623	0.092753	0.126400	0.095751	0.423560	1,2,1,3,3,4	71.354689	0.927506	0.332547	0.927506	0.518839	0.518839	1.519071	
25000	-113243	1,2,1,1,3,4	71.354689	4.953317	5.913826	4.953317	4.953317	6.238639	6.846192	1,1,2,3,4,5	71.354689	0.541205	0.246070	0.196974	0.015751	0.541205	0.246070	0.196974	0.015751	0.206013	0.286964	0.165434	0.341588	0.184702	0.272102	0.137285	0.405911	0.388687	0.201299	0.179520	0.230495	0.119667	0.069837	0.574296	0.236201	1,1,2,3,4,5	71.354689	0.003155	0.194338	0.205520	0.017479	0.228767	0.350740	0.003155	0.194338	0.205520	0.017479	0.228767	0.350740	0.298488	0.144374	0.207877	0.058377	0.159961	0.130923	0.320807	0.239461	0.076837	0.041774	0.270552	0.050569	0.135390	0.383426	0.094146	0.055570	0.158543	0.172925	0.128849	0.031370	0.176296	0.156769	0.050154	0.456563	1,2,3,4,5,6	71.354689	1.230448	0.376315	1.179506	0.598688	0.515381	1.485570	
26000	-114374	1,2,3,3,4,3	71.354689	6.224068	5.744469	4.781477	4.781477	5.557924	4.781477	1,1,2,3,3,4	71.354689	0.586300	0.105149	0.298909	0.009641	0.586300	0.105149	0.298909	0.009641	0.196314	0.650168	0.020259	0.133259	0.266047	0.184084	0.125312	0.424556	0.266047	0.184084	0.125312	0.424556	0.407594	0.166800	0.199929	0.225677	1,1,2,3,1,4	71.354689	0.051485	0.391083	0.174320	0.017504	0.167842	0.197765	0.051485	0.391083	0.174320	0.017504	0.167842	0.197765	0.377181	0.181294	0.062508	0.067638	0.226170	0.085209	0.217855	0.008006	0.010467	0.174316	0.422177	0.167179	0.051485	0.391083	0.174320	0.017504	0.167842	0.197765	0.167424	0.098674	0.124938	0.022197	0.233011	0.353756	1,2,3,4,2,5	71.354689	1.149437	0.473301	0.885248	0.662170	0.473301	1.324878	
27000	-113265	1,2,3,4,4,5	71.354689	6.218526	5.717555	5.110578	4.975087	4.975087	5.516749	1,2,3,4,5,5	71.354689	0.534849	0.094711	0.331788	0.038651	0.624309	0.129997	0.185921	0.059773	0.260126	0.250282	0.266251	0.223341	0.082126	0.210419	0.121619	0.585836	0.281364	0.044965	0.344187	0.329485	0.281364	0.044965	0.344187	0.329485	1,1,2,3,3,2	71.354689	0.040812	0.344662	0.252697	0.046936	0.067082	0.247812	0.040812	0.344662	0.252697	0.046936	0.067082	0.247812	0.387980	0.027885	0.029055	0.162350	0.229695	0.163034	0.121871	0.057126	0.071793	0.251337	0.337960	0.159913	0.121871	0.057126	0.071793	0.251337	0.337960	0.159913	0.387980	0.027885	0.029055	0.162350	0.229695	0.163034	1,2,1,3,4,5	71.354689	1.037777	0.363593	1.037777	0.578050	0.598020	1.561695	
