Gen	lnL	RGF(Length)	L(Alpha)	L(1,1)	L(2,1)	L(3,1)	L(4,1)	L(5,1)	L(6,1)	RGF(Pi)	Pi(Alpha)	Pi(1,A)	Pi(1,C)	Pi(1,G)	Pi(1,T)	Pi(2,A)	Pi(2,C)	Pi(2,G)	Pi(2,T)	Pi(3,A)	Pi(3,C)	Pi(3,G)	Pi(3,T)	Pi(4,A)	Pi(4,C)	Pi(4,G)	Pi(4,T)	Pi(5,A)	Pi(5,C)	Pi(5,G)	Pi(5,T)	Pi(6,A)	Pi(6,C)	Pi(6,G)	Pi(6,T)	RGF(R)	R(Alpha)	R(1,AC)	R(1,AG)	R(1,AT)	R(1,CG)	R(1,CT)	R(1,GT)	R(2,AC)	R(2,AG)	R(2,AT)	R(2,CG)	R(2,CT)	R(2,GT)	R(3,AC)	R(3,AG)	R(3,AT)	R(3,CG)	R(3,CT)	R(3,GT)	R(4,AC)	R(4,AG)	R(4,AT)	R(4,CG)	R(4,CT)	R(4,GT)	R(5,AC)	R(5,AG)	R(5,AT)	R(5,CG)	R(5,CT)	R(5,GT)	R(6,AC)	R(6,AG)	R(6,AT)	R(6,CG)	R(6,CT)	R(6,GT)	RGF(Alpha)	Alpha(Alpha)	Alpha(1,1)	Alpha(2,1)	Alpha(3,1)	Alpha(4,1)	Alpha(5,1)	Alpha(6,1)	
10000	-140645	1,1,1,1,1,1	0.092720	7.410533	7.410533	7.410533	7.410533	7.410533	7.410533	1,1,1,1,2,1	0.092720	0.059898	0.105150	0.462104	0.372847	0.059898	0.105150	0.462104	0.372847	0.059898	0.105150	0.462104	0.372847	0.059898	0.105150	0.462104	0.372847	0.176845	0.645240	0.108589	0.069326	0.059898	0.105150	0.462104	0.372847	1,2,1,2,2,2	0.092720	0.093503	0.024153	0.110051	0.048062	0.194799	0.529433	0.229476	0.327788	0.001593	0.077434	0.228229	0.135481	0.093503	0.024153	0.110051	0.048062	0.194799	0.529433	0.229476	0.327788	0.001593	0.077434	0.228229	0.135481	0.229476	0.327788	0.001593	0.077434	0.228229	0.135481	0.229476	0.327788	0.001593	0.077434	0.228229	0.135481	1,1,1,1,1,1	0.092720	3.376283	3.376283	3.376283	3.376283	3.376283	3.376283	
11000	-139208	1,1,1,1,1,1	0.092720	7.186679	7.186679	7.186679	7.186679	7.186679	7.186679	1,1,1,1,2,1	0.092720	0.068741	0.093036	0.471674	0.366550	0.068741	0.093036	0.471674	0.366550	0.068741	0.093036	0.471674	0.366550	0.068741	0.093036	0.471674	0.366550	0.039546	0.598522	0.003891	0.358041	0.068741	0.093036	0.471674	0.366550	1,2,1,2,3,2	0.092720	0.117900	0.024746	0.107611	0.050460	0.190952	0.508332	0.232753	0.286147	0.006020	0.095976	0.251820	0.127283	0.117900	0.024746	0.107611	0.050460	0.190952	0.508332	0.232753	0.286147	0.006020	0.095976	0.251820	0.127283	0.123970	0.640426	0.022770	0.030210	0.118132	0.064493	0.232753	0.286147	0.006020	0.095976	0.251820	0.127283	1,1,1,1,1,1	0.092720	3.302729	3.302729	3.302729	3.302729	3.302729	3.302729	
12000	-138772	1,1,1,1,1,1	0.092720	7.351755	7.351755	7.351755	7.351755	7.351755	7.351755	1,1,1,1,2,1	0.092720	0.062851	0.103380	0.460453	0.373316	0.062851	0.103380	0.460453	0.373316	0.062851	0.103380	0.460453	0.373316	0.062851	0.103380	0.460453	0.373316	0.147123	0.558601	0.044687	0.249589	0.062851	0.103380	0.460453	0.373316	1,2,1,2,2,2	0.092720	0.103742	0.025911	0.109503	0.044911	0.190754	0.525179	0.231979	0.336932	0.004182	0.092271	0.199784	0.134852	0.103742	0.025911	0.109503	0.044911	0.190754	0.525179	0.231979	0.336932	0.004182	0.092271	0.199784	0.134852	0.231979	0.336932	0.004182	0.092271	0.199784	0.134852	0.231979	0.336932	0.004182	0.092271	0.199784	0.134852	1,1,1,1,2,1	0.092720	3.240067	3.240067	3.240067	3.240067	2.774500	3.240067	
13000	-139123	1,1,1,1,2,1	0.092720	7.252273	7.252273	7.252273	7.252273	6.427709	7.252273	1,1,1,1,2,1	0.092720	0.066467	0.103976	0.463526	0.366031	0.066467	0.103976	0.463526	0.366031	0.066467	0.103976	0.463526	0.366031	0.066467	0.103976	0.463526	0.366031	0.044952	0.561060	0.142142	0.251847	0.066467	0.103976	0.463526	0.366031	1,2,1,2,2,2	0.092720	0.096325	0.025953	0.105523	0.046883	0.191627	0.533689	0.274637	0.268278	0.011756	0.093762	0.214543	0.137024	0.096325	0.025953	0.105523	0.046883	0.191627	0.533689	0.274637	0.268278	0.011756	0.093762	0.214543	0.137024	0.274637	0.268278	0.011756	0.093762	0.214543	0.137024	0.274637	0.268278	0.011756	0.093762	0.214543	0.137024	1,1,1,1,1,1	0.092720	3.119673	3.119673	3.119673	3.119673	3.119673	3.119673	
14000	-138768	1,1,1,1,1,1	0.092720	7.270042	7.270042	7.270042	7.270042	7.270042	7.270042	1,1,1,1,2,1	0.092720	0.066149	0.102833	0.464499	0.366519	0.066149	0.102833	0.464499	0.366519	0.066149	0.102833	0.464499	0.366519	0.066149	0.102833	0.464499	0.366519	0.136304	0.565523	0.079665	0.218508	0.066149	0.102833	0.464499	0.366519	1,2,1,2,3,2	0.092720	0.100634	0.029322	0.104890	0.057200	0.193140	0.514813	0.243564	0.295211	0.008070	0.090845	0.223913	0.138397	0.100634	0.029322	0.104890	0.057200	0.193140	0.514813	0.243564	0.295211	0.008070	0.090845	0.223913	0.138397	0.193965	0.248711	0.015495	0.110513	0.317929	0.113387	0.243564	0.295211	0.008070	0.090845	0.223913	0.138397	1,1,1,1,1,1	0.092720	3.365415	3.365415	3.365415	3.365415	3.365415	3.365415	
15000	-139433	1,1,1,1,2,1	0.092720	7.191968	7.191968	7.191968	7.191968	5.571023	7.191968	1,1,1,1,2,1	0.092720	0.066273	0.101629	0.462257	0.369840	0.066273	0.101629	0.462257	0.369840	0.066273	0.101629	0.462257	0.369840	0.066273	0.101629	0.462257	0.369840	0.044195	0.734704	0.081378	0.139723	0.066273	0.101629	0.462257	0.369840	1,2,1,2,2,2	0.092720	0.093052	0.019739	0.110722	0.057210	0.192725	0.526552	0.224935	0.300998	0.004512	0.114726	0.213010	0.141819	0.093052	0.019739	0.110722	0.057210	0.192725	0.526552	0.224935	0.300998	0.004512	0.114726	0.213010	0.141819	0.224935	0.300998	0.004512	0.114726	0.213010	0.141819	0.224935	0.300998	0.004512	0.114726	0.213010	0.141819	1,1,1,1,2,1	0.092720	3.459132	3.459132	3.459132	3.459132	2.730295	3.459132	
16000	-139166	1,1,1,1,2,1	0.092720	7.170819	7.170819	7.170819	7.170819	5.909655	7.170819	1,1,1,1,2,1	0.092720	0.071257	0.102321	0.454029	0.372394	0.071257	0.102321	0.454029	0.372394	0.071257	0.102321	0.454029	0.372394	0.071257	0.102321	0.454029	0.372394	0.083235	0.444427	0.223760	0.248578	0.071257	0.102321	0.454029	0.372394	1,2,1,2,3,2	0.092720	0.100735	0.023043	0.102414	0.053254	0.195147	0.525406	0.219745	0.286390	0.007636	0.108261	0.226658	0.151310	0.100735	0.023043	0.102414	0.053254	0.195147	0.525406	0.219745	0.286390	0.007636	0.108261	0.226658	0.151310	0.273376	0.152518	0.137367	0.083192	0.325277	0.028271	0.219745	0.286390	0.007636	0.108261	0.226658	0.151310	1,1,1,1,1,1	0.092720	3.437628	3.437628	3.437628	3.437628	3.437628	3.437628	
17000	-139270	1,1,1,1,2,1	0.092720	7.373253	7.373253	7.373253	7.373253	6.549611	7.373253	1,1,1,1,2,1	0.092720	0.068230	0.103578	0.457443	0.370750	0.068230	0.103578	0.457443	0.370750	0.068230	0.103578	0.457443	0.370750	0.068230	0.103578	0.457443	0.370750	0.020223	0.603525	0.067780	0.308472	0.068230	0.103578	0.457443	0.370750	1,2,1,2,2,2	0.092720	0.095473	0.022420	0.106288	0.051688	0.189709	0.534423	0.180114	0.326855	0.008514	0.112850	0.220344	0.151323	0.095473	0.022420	0.106288	0.051688	0.189709	0.534423	0.180114	0.326855	0.008514	0.112850	0.220344	0.151323	0.180114	0.326855	0.008514	0.112850	0.220344	0.151323	0.180114	0.326855	0.008514	0.112850	0.220344	0.151323	1,1,1,1,1,1	0.092720	3.494148	3.494148	3.494148	3.494148	3.494148	3.494148	
18000	-138625	1,1,1,1,1,1	0.092720	7.193605	7.193605	7.193605	7.193605	7.193605	7.193605	1,1,1,1,2,1	0.092720	0.059629	0.096747	0.463069	0.380554	0.059629	0.096747	0.463069	0.380554	0.059629	0.096747	0.463069	0.380554	0.059629	0.096747	0.463069	0.380554	0.067194	0.603727	0.046165	0.282914	0.059629	0.096747	0.463069	0.380554	1,2,1,2,2,2	0.092720	0.116204	0.032335	0.104654	0.052080	0.189458	0.505269	0.235316	0.322496	0.008396	0.110655	0.203992	0.119145	0.116204	0.032335	0.104654	0.052080	0.189458	0.505269	0.235316	0.322496	0.008396	0.110655	0.203992	0.119145	0.235316	0.322496	0.008396	0.110655	0.203992	0.119145	0.235316	0.322496	0.008396	0.110655	0.203992	0.119145	1,1,1,1,1,1	0.092720	3.241567	3.241567	3.241567	3.241567	3.241567	3.241567	
19000	-139352	1,1,1,1,1,1	0.092720	7.290423	7.290423	7.290423	7.290423	7.290423	7.290423	1,1,1,1,2,1	0.092720	0.067208	0.098886	0.464566	0.369341	0.067208	0.098886	0.464566	0.369341	0.067208	0.098886	0.464566	0.369341	0.067208	0.098886	0.464566	0.369341	0.131334	0.666653	0.070499	0.131514	0.067208	0.098886	0.464566	0.369341	1,2,1,2,2,2	0.092720	0.097858	0.028775	0.118346	0.050865	0.178794	0.525363	0.243723	0.283978	0.006185	0.102492	0.230092	0.133530	0.097858	0.028775	0.118346	0.050865	0.178794	0.525363	0.243723	0.283978	0.006185	0.102492	0.230092	0.133530	0.243723	0.283978	0.006185	0.102492	0.230092	0.133530	0.243723	0.283978	0.006185	0.102492	0.230092	0.133530	1,1,1,1,1,1	0.092720	3.402677	3.402677	3.402677	3.402677	3.402677	3.402677	
20000	-139793	1,1,1,1,2,1	0.092720	7.296255	7.296255	7.296255	7.296255	5.663146	7.296255	1,1,1,1,2,1	0.092720	0.069602	0.100960	0.453660	0.375779	0.069602	0.100960	0.453660	0.375779	0.069602	0.100960	0.453660	0.375779	0.069602	0.100960	0.453660	0.375779	0.292058	0.260480	0.101763	0.345700	0.069602	0.100960	0.453660	0.375779	1,2,1,2,3,2	0.092720	0.090223	0.028147	0.107230	0.054544	0.192229	0.527627	0.292968	0.263216	0.004293	0.101121	0.204494	0.133909	0.090223	0.028147	0.107230	0.054544	0.192229	0.527627	0.292968	0.263216	0.004293	0.101121	0.204494	0.133909	0.202021	0.156514	0.010700	0.151296	0.385245	0.094224	0.292968	0.263216	0.004293	0.101121	0.204494	0.133909	1,1,1,1,2,1	0.092720	3.324054	3.324054	3.324054	3.324054	1.945131	3.324054	
21000	-139038	1,1,1,1,2,1	0.092720	7.281024	7.281024	7.281024	7.281024	6.233958	7.281024	1,1,1,1,2,1	0.092720	0.069131	0.096996	0.471916	0.361957	0.069131	0.096996	0.471916	0.361957	0.069131	0.096996	0.471916	0.361957	0.069131	0.096996	0.471916	0.361957	0.039280	0.614172	0.102677	0.243871	0.069131	0.096996	0.471916	0.361957	1,2,1,2,2,2	0.092720	0.104370	0.022892	0.107638	0.053191	0.198398	0.513509	0.244211	0.271852	0.003124	0.096690	0.244387	0.139735	0.104370	0.022892	0.107638	0.053191	0.198398	0.513509	0.244211	0.271852	0.003124	0.096690	0.244387	0.139735	0.244211	0.271852	0.003124	0.096690	0.244387	0.139735	0.244211	0.271852	0.003124	0.096690	0.244387	0.139735	1,1,1,1,1,1	0.092720	3.142571	3.142571	3.142571	3.142571	3.142571	3.142571	
22000	-139286	1,1,1,1,2,1	0.092720	7.375358	7.375358	7.375358	7.375358	6.013513	7.375358	1,1,1,1,2,1	0.092720	0.069309	0.106319	0.461130	0.363242	0.069309	0.106319	0.461130	0.363242	0.069309	0.106319	0.461130	0.363242	0.069309	0.106319	0.461130	0.363242	0.042567	0.586394	0.166010	0.205029	0.069309	0.106319	0.461130	0.363242	1,2,1,2,3,2	0.092720	0.121778	0.023210	0.111075	0.052761	0.178919	0.512258	0.170791	0.304985	0.004431	0.104765	0.245922	0.169105	0.121778	0.023210	0.111075	0.052761	0.178919	0.512258	0.170791	0.304985	0.004431	0.104765	0.245922	0.169105	0.220218	0.081427	0.259821	0.046961	0.359751	0.031822	0.170791	0.304985	0.004431	0.104765	0.245922	0.169105	1,1,1,1,1,1	0.092720	3.302021	3.302021	3.302021	3.302021	3.302021	3.302021	
23000	-139534	1,1,1,1,1,1	0.092720	7.327969	7.327969	7.327969	7.327969	7.327969	7.327969	1,1,1,1,2,1	0.092720	0.068344	0.107369	0.454860	0.369427	0.068344	0.107369	0.454860	0.369427	0.068344	0.107369	0.454860	0.369427	0.068344	0.107369	0.454860	0.369427	0.068661	0.315458	0.021784	0.594097	0.068344	0.107369	0.454860	0.369427	1,2,1,2,2,2	0.092720	0.120192	0.024611	0.103100	0.042213	0.176199	0.533685	0.218836	0.301928	0.011876	0.098760	0.218237	0.150363	0.120192	0.024611	0.103100	0.042213	0.176199	0.533685	0.218836	0.301928	0.011876	0.098760	0.218237	0.150363	0.218836	0.301928	0.011876	0.098760	0.218237	0.150363	0.218836	0.301928	0.011876	0.098760	0.218237	0.150363	1,1,1,1,1,1	0.092720	3.249857	3.249857	3.249857	3.249857	3.249857	3.249857	
24000	-140413	1,1,1,1,2,1	0.092720	7.428996	7.428996	7.428996	7.428996	5.069563	7.428996	1,1,1,1,2,1	0.092720	0.065029	0.110552	0.453258	0.371161	0.065029	0.110552	0.453258	0.371161	0.065029	0.110552	0.453258	0.371161	0.065029	0.110552	0.453258	0.371161	0.171565	0.183030	0.055675	0.589730	0.065029	0.110552	0.453258	0.371161	1,2,1,2,2,2	0.092720	0.107874	0.025717	0.114434	0.051273	0.182072	0.518629	0.231601	0.316514	0.005288	0.100547	0.200182	0.145868	0.107874	0.025717	0.114434	0.051273	0.182072	0.518629	0.231601	0.316514	0.005288	0.100547	0.200182	0.145868	0.231601	0.316514	0.005288	0.100547	0.200182	0.145868	0.231601	0.316514	0.005288	0.100547	0.200182	0.145868	1,1,1,1,1,1	0.092720	3.237409	3.237409	3.237409	3.237409	3.237409	3.237409	
25000	-139562	1,1,1,1,2,1	0.092720	6.936387	6.936387	6.936387	6.936387	5.707579	6.936387	1,1,1,1,2,1	0.092720	0.063635	0.100121	0.462637	0.373607	0.063635	0.100121	0.462637	0.373607	0.063635	0.100121	0.462637	0.373607	0.063635	0.100121	0.462637	0.373607	0.260048	0.413757	0.108202	0.217993	0.063635	0.100121	0.462637	0.373607	1,2,1,2,3,2	0.092720	0.107772	0.023727	0.107430	0.048841	0.195855	0.516374	0.219150	0.317707	0.007787	0.105979	0.208608	0.140769	0.107772	0.023727	0.107430	0.048841	0.195855	0.516374	0.219150	0.317707	0.007787	0.105979	0.208608	0.140769	0.040361	0.492966	0.035059	0.105926	0.296517	0.029171	0.219150	0.317707	0.007787	0.105979	0.208608	0.140769	1,1,1,1,2,1	0.092720	3.461009	3.461009	3.461009	3.461009	1.819955	3.461009	
26000	-139063	1,1,1,1,2,1	0.092720	7.174172	7.174172	7.174172	7.174172	6.549936	7.174172	1,1,1,1,2,1	0.092720	0.065117	0.103451	0.455062	0.376370	0.065117	0.103451	0.455062	0.376370	0.065117	0.103451	0.455062	0.376370	0.065117	0.103451	0.455062	0.376370	0.171542	0.643253	0.044989	0.140216	0.065117	0.103451	0.455062	0.376370	1,2,1,2,2,2	0.092720	0.107467	0.020102	0.102425	0.053120	0.188864	0.528021	0.210140	0.316100	0.005694	0.090771	0.233447	0.143849	0.107467	0.020102	0.102425	0.053120	0.188864	0.528021	0.210140	0.316100	0.005694	0.090771	0.233447	0.143849	0.210140	0.316100	0.005694	0.090771	0.233447	0.143849	0.210140	0.316100	0.005694	0.090771	0.233447	0.143849	1,1,1,1,1,1	0.092720	3.261465	3.261465	3.261465	3.261465	3.261465	3.261465	
27000	-140734	1,1,1,1,2,1	0.092720	7.096713	7.096713	7.096713	7.096713	6.025693	7.096713	1,1,1,1,2,1	0.092720	0.068433	0.102959	0.462242	0.366365	0.068433	0.102959	0.462242	0.366365	0.068433	0.102959	0.462242	0.366365	0.068433	0.102959	0.462242	0.366365	0.104513	0.505122	0.210121	0.180244	0.068433	0.102959	0.462242	0.366365	1,2,1,2,3,2	0.092720	0.100453	0.019656	0.106401	0.053667	0.192270	0.527554	0.220297	0.309851	0.009462	0.102384	0.212494	0.145512	0.100453	0.019656	0.106401	0.053667	0.192270	0.527554	0.220297	0.309851	0.009462	0.102384	0.212494	0.145512	0.071806	0.129809	0.017440	0.278827	0.274118	0.227999	0.220297	0.309851	0.009462	0.102384	0.212494	0.145512	1,1,1,1,2,1	0.092720	3.009486	3.009486	3.009486	3.009486	1.916050	3.009486	
