Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	1.695768	4	9.782749	8.847017	22.932568	8.847017	11.067362	22.932568	
2000	1.695768	5	8.511844	9.372214	23.586437	8.090039	11.655990	23.586437	
3000	1.695768	3	10.354010	10.354010	22.299638	8.503729	10.354010	22.299638	
4000	1.695768	4	11.274345	9.391296	21.374778	8.119655	11.274345	21.374778	
5000	1.695768	4	10.729111	9.922153	20.846239	8.730655	10.729111	20.846239	
6000	1.695768	5	11.070809	9.611287	19.521529	8.965928	11.444458	19.521529	
7000	1.695768	4	10.958589	9.898201	22.314019	8.928687	10.958589	22.314019	
8000	1.695768	3	11.190424	11.190424	21.168903	8.684775	11.190424	21.168903	
9000	1.695768	3	11.224091	11.224091	19.446951	7.704566	11.224091	19.446951	
10000	1.695768	3	12.033407	12.033407	19.643423	8.940728	12.033407	19.643423	
11000	1.695768	3	11.256210	11.256210	18.154179	8.234954	11.256210	18.154179	
12000	1.695768	3	11.070386	11.070386	20.152554	8.444305	11.070386	20.152554	
13000	1.695768	4	11.601061	10.542262	19.850527	8.432681	11.601061	19.850527	
14000	1.695768	4	11.934973	11.448996	19.725441	8.995304	11.448996	19.725441	
15000	1.695768	4	11.197670	10.457068	20.387829	7.408859	10.457068	20.387829	
16000	1.695768	3	10.460768	10.460768	20.279489	9.053368	10.460768	20.279489	
17000	1.695768	4	13.578022	10.341369	20.226470	8.468881	10.341369	20.226470	
18000	1.695768	4	11.504739	10.275884	21.154544	7.135805	11.504739	21.154544	
19000	1.695768	4	13.342269	11.135390	20.781750	8.132834	11.135390	20.781750	
20000	1.695768	3	11.765866	11.765866	20.466205	8.047171	11.765866	20.466205	
21000	1.695768	4	12.314304	10.660439	21.076967	7.521209	12.314304	21.076967	
22000	1.695768	4	11.521482	9.896122	20.413388	7.601964	11.521482	20.413388	
23000	1.695768	3	11.484357	11.484357	21.408673	7.915039	11.484357	21.408673	
24000	1.695768	3	11.380023	11.380023	20.187105	6.904222	11.380023	20.187105	
25000	1.695768	3	11.220006	11.220006	19.871522	7.762180	11.220006	19.871522	
26000	1.695768	4	12.422555	10.368478	20.037139	8.752680	10.368478	20.037139	
27000	1.695768	3	11.722540	11.722540	19.767498	8.815480	11.722540	19.767498	
28000	1.695768	3	11.640826	11.640826	20.332585	7.319238	11.640826	20.332585	
29000	1.695768	4	11.641452	9.537279	19.965406	7.943867	11.641452	19.965406	
30000	1.695768	5	12.307190	10.238072	19.974985	9.395690	9.982738	19.974985	
31000	1.695768	4	11.544719	9.670239	20.784991	7.773473	11.544719	20.784991	
32000	1.695768	4	11.125894	10.394658	19.968539	8.858400	11.125894	19.968539	
33000	1.695768	5	13.174823	9.026407	19.526389	7.822372	9.842593	19.526389	
34000	1.695768	5	11.822093	10.819791	19.598110	7.331130	10.312093	19.598110	
35000	1.695768	4	12.397251	11.482010	19.901094	8.175915	11.482010	19.901094	
36000	1.695768	3	10.858534	10.858534	20.149576	8.078000	10.858534	20.149576	
37000	1.695768	3	11.639823	11.639823	20.186136	8.005443	11.639823	20.186136	
38000	1.695768	4	12.388897	10.452108	19.194221	9.121450	10.452108	19.194221	
39000	1.695768	3	10.336730	10.336730	20.715298	7.767002	10.336730	20.715298	
40000	1.695768	4	11.118110	10.806845	19.481192	8.739010	10.806845	19.481192	
41000	1.695768	4	11.112666	10.928219	18.082078	8.410823	10.928219	18.082078	
42000	1.695768	4	11.978194	11.978194	18.565295	8.452990	10.397142	18.565295	
43000	1.695768	5	12.266267	10.115514	18.937719	8.512362	10.182827	18.937719	
44000	1.695768	3	10.368783	10.368783	18.967468	7.154176	10.368783	18.967468	
45000	1.695768	5	10.990995	10.292985	18.864954	7.837475	9.919644	18.864954	
46000	1.695768	4	11.423254	11.423254	18.560073	8.492942	11.141853	18.560073	
47000	1.695768	4	11.324038	11.324038	18.934486	7.534572	10.156353	18.934486	
48000	1.695768	4	11.732053	12.572257	18.741379	7.485757	11.732053	18.741379	
49000	1.695768	3	11.733646	11.733646	18.714296	8.557195	11.733646	18.714296	
50000	1.695768	4	11.234916	11.234916	18.237836	7.577022	10.276181	18.237836	
51000	1.695768	3	11.227057	11.227057	18.996037	7.954530	11.227057	18.996037	
52000	1.695768	3	11.618595	11.618595	18.438215	8.359977	11.618595	18.438215	
53000	1.695768	4	11.564124	10.424528	17.620350	8.601187	10.424528	17.620350	
54000	1.695768	3	10.656908	10.656908	19.088966	7.807164	10.656908	19.088966	
55000	1.695768	4	11.958679	10.948553	17.677993	8.482816	10.948553	17.677993	
56000	1.695768	3	10.555957	10.555957	17.378368	8.500928	10.555957	17.378368	
57000	1.695768	5	10.610817	9.941702	17.105457	8.178850	10.534182	17.105457	
58000	1.695768	4	10.591041	10.591041	17.003923	8.153973	9.759286	17.003923	
59000	1.695768	5	10.405160	10.064528	16.811299	8.269047	9.590881	16.811299	
