Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
1508000	0.118577	1	0.140528	0.258456	0.036191	0.157650	0.277871	0.129305	0.140528	0.258456	0.036191	0.157650	0.277871	0.129305	0.140528	0.258456	0.036191	0.157650	0.277871	0.129305	0.140528	0.258456	0.036191	0.157650	0.277871	0.129305	
1509000	0.118577	1	0.123176	0.259706	0.035034	0.175232	0.260733	0.146119	0.123176	0.259706	0.035034	0.175232	0.260733	0.146119	0.123176	0.259706	0.035034	0.175232	0.260733	0.146119	0.123176	0.259706	0.035034	0.175232	0.260733	0.146119	
1510000	0.118577	1	0.114570	0.243590	0.044985	0.183797	0.261235	0.151824	0.114570	0.243590	0.044985	0.183797	0.261235	0.151824	0.114570	0.243590	0.044985	0.183797	0.261235	0.151824	0.114570	0.243590	0.044985	0.183797	0.261235	0.151824	
1511000	0.118577	1	0.124817	0.225442	0.036218	0.205728	0.258750	0.149045	0.124817	0.225442	0.036218	0.205728	0.258750	0.149045	0.124817	0.225442	0.036218	0.205728	0.258750	0.149045	0.124817	0.225442	0.036218	0.205728	0.258750	0.149045	
1512000	0.118577	1	0.105150	0.254667	0.043190	0.191988	0.266180	0.138826	0.105150	0.254667	0.043190	0.191988	0.266180	0.138826	0.105150	0.254667	0.043190	0.191988	0.266180	0.138826	0.105150	0.254667	0.043190	0.191988	0.266180	0.138826	
1513000	0.118577	1	0.132391	0.244934	0.044024	0.192946	0.265822	0.119883	0.132391	0.244934	0.044024	0.192946	0.265822	0.119883	0.132391	0.244934	0.044024	0.192946	0.265822	0.119883	0.132391	0.244934	0.044024	0.192946	0.265822	0.119883	
1514000	0.118577	1	0.102571	0.222251	0.029542	0.205048	0.265066	0.175521	0.102571	0.222251	0.029542	0.205048	0.265066	0.175521	0.102571	0.222251	0.029542	0.205048	0.265066	0.175521	0.102571	0.222251	0.029542	0.205048	0.265066	0.175521	
1515000	0.118577	1	0.116366	0.239338	0.033026	0.166091	0.282877	0.162303	0.116366	0.239338	0.033026	0.166091	0.282877	0.162303	0.116366	0.239338	0.033026	0.166091	0.282877	0.162303	0.116366	0.239338	0.033026	0.166091	0.282877	0.162303	
1516000	0.118577	1	0.108272	0.238154	0.039616	0.198068	0.263377	0.152514	0.108272	0.238154	0.039616	0.198068	0.263377	0.152514	0.108272	0.238154	0.039616	0.198068	0.263377	0.152514	0.108272	0.238154	0.039616	0.198068	0.263377	0.152514	
1517000	0.118577	1	0.119161	0.223378	0.035546	0.201154	0.267193	0.153568	0.119161	0.223378	0.035546	0.201154	0.267193	0.153568	0.119161	0.223378	0.035546	0.201154	0.267193	0.153568	0.119161	0.223378	0.035546	0.201154	0.267193	0.153568	
1518000	0.118577	1	0.129274	0.204405	0.038968	0.207865	0.268827	0.150661	0.129274	0.204405	0.038968	0.207865	0.268827	0.150661	0.129274	0.204405	0.038968	0.207865	0.268827	0.150661	0.129274	0.204405	0.038968	0.207865	0.268827	0.150661	
1519000	0.118577	1	0.118381	0.277970	0.045432	0.210421	0.205309	0.142488	0.118381	0.277970	0.045432	0.210421	0.205309	0.142488	0.118381	0.277970	0.045432	0.210421	0.205309	0.142488	0.118381	0.277970	0.045432	0.210421	0.205309	0.142488	
1520000	0.118577	1	0.093290	0.260945	0.023921	0.198018	0.260528	0.163299	0.093290	0.260945	0.023921	0.198018	0.260528	0.163299	0.093290	0.260945	0.023921	0.198018	0.260528	0.163299	0.093290	0.260945	0.023921	0.198018	0.260528	0.163299	
1521000	0.118577	2	0.140580	0.228690	0.027573	0.171932	0.257706	0.173520	0.170970	0.165861	0.091124	0.162644	0.324421	0.084981	0.140580	0.228690	0.027573	0.171932	0.257706	0.173520	0.140580	0.228690	0.027573	0.171932	0.257706	0.173520	
1522000	0.118577	1	0.126343	0.223767	0.027560	0.225351	0.270538	0.126441	0.126343	0.223767	0.027560	0.225351	0.270538	0.126441	0.126343	0.223767	0.027560	0.225351	0.270538	0.126441	0.126343	0.223767	0.027560	0.225351	0.270538	0.126441	
1523000	0.118577	1	0.137772	0.245052	0.033124	0.179936	0.268824	0.135293	0.137772	0.245052	0.033124	0.179936	0.268824	0.135293	0.137772	0.245052	0.033124	0.179936	0.268824	0.135293	0.137772	0.245052	0.033124	0.179936	0.268824	0.135293	
1524000	0.118577	1	0.116070	0.267271	0.030278	0.181796	0.272229	0.132356	0.116070	0.267271	0.030278	0.181796	0.272229	0.132356	0.116070	0.267271	0.030278	0.181796	0.272229	0.132356	0.116070	0.267271	0.030278	0.181796	0.272229	0.132356	
1525000	0.118577	1	0.127829	0.235778	0.034288	0.147884	0.281899	0.172321	0.127829	0.235778	0.034288	0.147884	0.281899	0.172321	0.127829	0.235778	0.034288	0.147884	0.281899	0.172321	0.127829	0.235778	0.034288	0.147884	0.281899	0.172321	
1526000	0.118577	1	0.135367	0.244300	0.039422	0.171436	0.261683	0.147792	0.135367	0.244300	0.039422	0.171436	0.261683	0.147792	0.135367	0.244300	0.039422	0.171436	0.261683	0.147792	0.135367	0.244300	0.039422	0.171436	0.261683	0.147792	
1527000	0.118577	1	0.124262	0.224085	0.036729	0.214075	0.258042	0.142807	0.124262	0.224085	0.036729	0.214075	0.258042	0.142807	0.124262	0.224085	0.036729	0.214075	0.258042	0.142807	0.124262	0.224085	0.036729	0.214075	0.258042	0.142807	
1528000	0.118577	1	0.121487	0.200472	0.033411	0.150117	0.319617	0.174896	0.121487	0.200472	0.033411	0.150117	0.319617	0.174896	0.121487	0.200472	0.033411	0.150117	0.319617	0.174896	0.121487	0.200472	0.033411	0.150117	0.319617	0.174896	
1529000	0.118577	1	0.119170	0.239673	0.039742	0.225250	0.251543	0.124622	0.119170	0.239673	0.039742	0.225250	0.251543	0.124622	0.119170	0.239673	0.039742	0.225250	0.251543	0.124622	0.119170	0.239673	0.039742	0.225250	0.251543	0.124622	
1530000	0.118577	1	0.143666	0.353893	0.035184	0.118584	0.203043	0.145629	0.143666	0.353893	0.035184	0.118584	0.203043	0.145629	0.143666	0.353893	0.035184	0.118584	0.203043	0.145629	0.143666	0.353893	0.035184	0.118584	0.203043	0.145629	
1531000	0.118577	1	0.117215	0.273359	0.029253	0.170809	0.270756	0.138609	0.117215	0.273359	0.029253	0.170809	0.270756	0.138609	0.117215	0.273359	0.029253	0.170809	0.270756	0.138609	0.117215	0.273359	0.029253	0.170809	0.270756	0.138609	
1532000	0.118577	1	0.122864	0.214178	0.030846	0.203129	0.285096	0.143887	0.122864	0.214178	0.030846	0.203129	0.285096	0.143887	0.122864	0.214178	0.030846	0.203129	0.285096	0.143887	0.122864	0.214178	0.030846	0.203129	0.285096	0.143887	
1533000	0.118577	1	0.127930	0.213729	0.029122	0.202881	0.275980	0.150358	0.127930	0.213729	0.029122	0.202881	0.275980	0.150358	0.127930	0.213729	0.029122	0.202881	0.275980	0.150358	0.127930	0.213729	0.029122	0.202881	0.275980	0.150358	
1534000	0.118577	1	0.115065	0.282673	0.043886	0.172958	0.245061	0.140358	0.115065	0.282673	0.043886	0.172958	0.245061	0.140358	0.115065	0.282673	0.043886	0.172958	0.245061	0.140358	0.115065	0.282673	0.043886	0.172958	0.245061	0.140358	
1535000	0.118577	1	0.126297	0.246206	0.026251	0.171042	0.296076	0.134129	0.126297	0.246206	0.026251	0.171042	0.296076	0.134129	0.126297	0.246206	0.026251	0.171042	0.296076	0.134129	0.126297	0.246206	0.026251	0.171042	0.296076	0.134129	
1536000	0.118577	1	0.104445	0.241836	0.030235	0.202967	0.274322	0.146196	0.104445	0.241836	0.030235	0.202967	0.274322	0.146196	0.104445	0.241836	0.030235	0.202967	0.274322	0.146196	0.104445	0.241836	0.030235	0.202967	0.274322	0.146196	
1537000	0.118577	1	0.110183	0.231615	0.034443	0.189796	0.270085	0.163877	0.110183	0.231615	0.034443	0.189796	0.270085	0.163877	0.110183	0.231615	0.034443	0.189796	0.270085	0.163877	0.110183	0.231615	0.034443	0.189796	0.270085	0.163877	
1538000	0.118577	1	0.130118	0.257920	0.044278	0.159751	0.262045	0.145888	0.130118	0.257920	0.044278	0.159751	0.262045	0.145888	0.130118	0.257920	0.044278	0.159751	0.262045	0.145888	0.130118	0.257920	0.044278	0.159751	0.262045	0.145888	
1539000	0.118577	1	0.137166	0.250595	0.031124	0.171341	0.270854	0.138921	0.137166	0.250595	0.031124	0.171341	0.270854	0.138921	0.137166	0.250595	0.031124	0.171341	0.270854	0.138921	0.137166	0.250595	0.031124	0.171341	0.270854	0.138921	
1540000	0.118577	1	0.133927	0.241353	0.026483	0.187817	0.258424	0.151995	0.133927	0.241353	0.026483	0.187817	0.258424	0.151995	0.133927	0.241353	0.026483	0.187817	0.258424	0.151995	0.133927	0.241353	0.026483	0.187817	0.258424	0.151995	
1541000	0.118577	1	0.103396	0.268000	0.034891	0.169427	0.263350	0.160936	0.103396	0.268000	0.034891	0.169427	0.263350	0.160936	0.103396	0.268000	0.034891	0.169427	0.263350	0.160936	0.103396	0.268000	0.034891	0.169427	0.263350	0.160936	
1542000	0.118577	1	0.110427	0.219828	0.034552	0.197417	0.286802	0.150974	0.110427	0.219828	0.034552	0.197417	0.286802	0.150974	0.110427	0.219828	0.034552	0.197417	0.286802	0.150974	0.110427	0.219828	0.034552	0.197417	0.286802	0.150974	
1543000	0.118577	1	0.126947	0.243149	0.036166	0.178377	0.251388	0.163973	0.126947	0.243149	0.036166	0.178377	0.251388	0.163973	0.126947	0.243149	0.036166	0.178377	0.251388	0.163973	0.126947	0.243149	0.036166	0.178377	0.251388	0.163973	
1544000	0.118577	1	0.127274	0.253676	0.039003	0.185980	0.235341	0.158726	0.127274	0.253676	0.039003	0.185980	0.235341	0.158726	0.127274	0.253676	0.039003	0.185980	0.235341	0.158726	0.127274	0.253676	0.039003	0.185980	0.235341	0.158726	
1545000	0.118577	1	0.129982	0.232346	0.037792	0.181060	0.275091	0.143728	0.129982	0.232346	0.037792	0.181060	0.275091	0.143728	0.129982	0.232346	0.037792	0.181060	0.275091	0.143728	0.129982	0.232346	0.037792	0.181060	0.275091	0.143728	
1546000	0.118577	1	0.122113	0.243864	0.034817	0.201034	0.264344	0.133827	0.122113	0.243864	0.034817	0.201034	0.264344	0.133827	0.122113	0.243864	0.034817	0.201034	0.264344	0.133827	0.122113	0.243864	0.034817	0.201034	0.264344	0.133827	
1547000	0.118577	1	0.135040	0.248094	0.038180	0.174233	0.269529	0.134923	0.135040	0.248094	0.038180	0.174233	0.269529	0.134923	0.135040	0.248094	0.038180	0.174233	0.269529	0.134923	0.135040	0.248094	0.038180	0.174233	0.269529	0.134923	
1548000	0.118577	1	0.103456	0.231219	0.031912	0.202519	0.269587	0.161307	0.103456	0.231219	0.031912	0.202519	0.269587	0.161307	0.103456	0.231219	0.031912	0.202519	0.269587	0.161307	0.103456	0.231219	0.031912	0.202519	0.269587	0.161307	
1549000	0.118577	1	0.128323	0.230272	0.030865	0.202676	0.265500	0.142363	0.128323	0.230272	0.030865	0.202676	0.265500	0.142363	0.128323	0.230272	0.030865	0.202676	0.265500	0.142363	0.128323	0.230272	0.030865	0.202676	0.265500	0.142363	
1550000	0.118577	1	0.132975	0.215613	0.032106	0.199516	0.282058	0.137732	0.132975	0.215613	0.032106	0.199516	0.282058	0.137732	0.132975	0.215613	0.032106	0.199516	0.282058	0.137732	0.132975	0.215613	0.032106	0.199516	0.282058	0.137732	
1551000	0.118577	1	0.117429	0.217832	0.031540	0.199122	0.286684	0.147393	0.117429	0.217832	0.031540	0.199122	0.286684	0.147393	0.117429	0.217832	0.031540	0.199122	0.286684	0.147393	0.117429	0.217832	0.031540	0.199122	0.286684	0.147393	
1552000	0.118577	1	0.118809	0.234752	0.030913	0.188187	0.279506	0.147832	0.118809	0.234752	0.030913	0.188187	0.279506	0.147832	0.118809	0.234752	0.030913	0.188187	0.279506	0.147832	0.118809	0.234752	0.030913	0.188187	0.279506	0.147832	
1553000	0.118577	1	0.129089	0.226849	0.027208	0.205940	0.289537	0.121377	0.129089	0.226849	0.027208	0.205940	0.289537	0.121377	0.129089	0.226849	0.027208	0.205940	0.289537	0.121377	0.129089	0.226849	0.027208	0.205940	0.289537	0.121377	
1554000	0.118577	1	0.117243	0.256299	0.037753	0.179821	0.250389	0.158495	0.117243	0.256299	0.037753	0.179821	0.250389	0.158495	0.117243	0.256299	0.037753	0.179821	0.250389	0.158495	0.117243	0.256299	0.037753	0.179821	0.250389	0.158495	
1555000	0.118577	1	0.113464	0.237146	0.030379	0.198845	0.289839	0.130328	0.113464	0.237146	0.030379	0.198845	0.289839	0.130328	0.113464	0.237146	0.030379	0.198845	0.289839	0.130328	0.113464	0.237146	0.030379	0.198845	0.289839	0.130328	
1556000	0.118577	1	0.128432	0.214378	0.026991	0.206199	0.278198	0.145803	0.128432	0.214378	0.026991	0.206199	0.278198	0.145803	0.128432	0.214378	0.026991	0.206199	0.278198	0.145803	0.128432	0.214378	0.026991	0.206199	0.278198	0.145803	
1557000	0.118577	1	0.111945	0.268269	0.031016	0.194400	0.238018	0.156353	0.111945	0.268269	0.031016	0.194400	0.238018	0.156353	0.111945	0.268269	0.031016	0.194400	0.238018	0.156353	0.111945	0.268269	0.031016	0.194400	0.238018	0.156353	
1558000	0.118577	1	0.127079	0.247999	0.036209	0.167781	0.277646	0.143286	0.127079	0.247999	0.036209	0.167781	0.277646	0.143286	0.127079	0.247999	0.036209	0.167781	0.277646	0.143286	0.127079	0.247999	0.036209	0.167781	0.277646	0.143286	
1559000	0.118577	1	0.133001	0.245517	0.032626	0.210694	0.248440	0.129723	0.133001	0.245517	0.032626	0.210694	0.248440	0.129723	0.133001	0.245517	0.032626	0.210694	0.248440	0.129723	0.133001	0.245517	0.032626	0.210694	0.248440	0.129723	
1560000	0.118577	1	0.128009	0.242679	0.033963	0.200144	0.260312	0.134892	0.128009	0.242679	0.033963	0.200144	0.260312	0.134892	0.128009	0.242679	0.033963	0.200144	0.260312	0.134892	0.128009	0.242679	0.033963	0.200144	0.260312	0.134892	
1561000	0.118577	1	0.131891	0.240515	0.029746	0.186776	0.273004	0.138068	0.131891	0.240515	0.029746	0.186776	0.273004	0.138068	0.131891	0.240515	0.029746	0.186776	0.273004	0.138068	0.131891	0.240515	0.029746	0.186776	0.273004	0.138068	
1562000	0.118577	1	0.125496	0.253839	0.032051	0.177246	0.263907	0.147461	0.125496	0.253839	0.032051	0.177246	0.263907	0.147461	0.125496	0.253839	0.032051	0.177246	0.263907	0.147461	0.125496	0.253839	0.032051	0.177246	0.263907	0.147461	
1563000	0.118577	1	0.123736	0.230424	0.026456	0.223180	0.255416	0.140789	0.123736	0.230424	0.026456	0.223180	0.255416	0.140789	0.123736	0.230424	0.026456	0.223180	0.255416	0.140789	0.123736	0.230424	0.026456	0.223180	0.255416	0.140789	
1564000	0.118577	1	0.132854	0.245502	0.028337	0.205532	0.244261	0.143514	0.132854	0.245502	0.028337	0.205532	0.244261	0.143514	0.132854	0.245502	0.028337	0.205532	0.244261	0.143514	0.132854	0.245502	0.028337	0.205532	0.244261	0.143514	
1565000	0.118577	1	0.114430	0.229195	0.035013	0.191754	0.267871	0.161738	0.114430	0.229195	0.035013	0.191754	0.267871	0.161738	0.114430	0.229195	0.035013	0.191754	0.267871	0.161738	0.114430	0.229195	0.035013	0.191754	0.267871	0.161738	
1566000	0.118577	1	0.129183	0.225329	0.030544	0.185767	0.266131	0.163046	0.129183	0.225329	0.030544	0.185767	0.266131	0.163046	0.129183	0.225329	0.030544	0.185767	0.266131	0.163046	0.129183	0.225329	0.030544	0.185767	0.266131	0.163046	
1567000	0.118577	1	0.128981	0.256410	0.034078	0.182424	0.260059	0.138048	0.128981	0.256410	0.034078	0.182424	0.260059	0.138048	0.128981	0.256410	0.034078	0.182424	0.260059	0.138048	0.128981	0.256410	0.034078	0.182424	0.260059	0.138048	
1568000	0.118577	1	0.138112	0.239019	0.032221	0.186011	0.260865	0.143773	0.138112	0.239019	0.032221	0.186011	0.260865	0.143773	0.138112	0.239019	0.032221	0.186011	0.260865	0.143773	0.138112	0.239019	0.032221	0.186011	0.260865	0.143773	
1569000	0.118577	1	0.137126	0.238178	0.033561	0.181567	0.278097	0.131470	0.137126	0.238178	0.033561	0.181567	0.278097	0.131470	0.137126	0.238178	0.033561	0.181567	0.278097	0.131470	0.137126	0.238178	0.033561	0.181567	0.278097	0.131470	
1570000	0.118577	1	0.108860	0.208926	0.030284	0.211741	0.282793	0.157395	0.108860	0.208926	0.030284	0.211741	0.282793	0.157395	0.108860	0.208926	0.030284	0.211741	0.282793	0.157395	0.108860	0.208926	0.030284	0.211741	0.282793	0.157395	
1571000	0.118577	1	0.130692	0.232243	0.035619	0.184393	0.281906	0.135147	0.130692	0.232243	0.035619	0.184393	0.281906	0.135147	0.130692	0.232243	0.035619	0.184393	0.281906	0.135147	0.130692	0.232243	0.035619	0.184393	0.281906	0.135147	
1572000	0.118577	1	0.123083	0.222820	0.044389	0.204756	0.247743	0.157209	0.123083	0.222820	0.044389	0.204756	0.247743	0.157209	0.123083	0.222820	0.044389	0.204756	0.247743	0.157209	0.123083	0.222820	0.044389	0.204756	0.247743	0.157209	
1573000	0.118577	1	0.110403	0.232552	0.044021	0.173846	0.287782	0.151396	0.110403	0.232552	0.044021	0.173846	0.287782	0.151396	0.110403	0.232552	0.044021	0.173846	0.287782	0.151396	0.110403	0.232552	0.044021	0.173846	0.287782	0.151396	
1574000	0.118577	1	0.125346	0.271592	0.028768	0.180776	0.258856	0.134661	0.125346	0.271592	0.028768	0.180776	0.258856	0.134661	0.125346	0.271592	0.028768	0.180776	0.258856	0.134661	0.125346	0.271592	0.028768	0.180776	0.258856	0.134661	
1575000	0.118577	1	0.127331	0.216100	0.035496	0.202753	0.271108	0.147211	0.127331	0.216100	0.035496	0.202753	0.271108	0.147211	0.127331	0.216100	0.035496	0.202753	0.271108	0.147211	0.127331	0.216100	0.035496	0.202753	0.271108	0.147211	
1576000	0.118577	1	0.137389	0.238396	0.034560	0.166029	0.262093	0.161533	0.137389	0.238396	0.034560	0.166029	0.262093	0.161533	0.137389	0.238396	0.034560	0.166029	0.262093	0.161533	0.137389	0.238396	0.034560	0.166029	0.262093	0.161533	
1577000	0.118577	2	0.100374	0.247746	0.020764	0.193560	0.273055	0.164501	0.179379	0.272739	0.073436	0.066207	0.226081	0.182157	0.100374	0.247746	0.020764	0.193560	0.273055	0.164501	0.100374	0.247746	0.020764	0.193560	0.273055	0.164501	
1578000	0.118577	1	0.104960	0.259048	0.040201	0.175931	0.288332	0.131527	0.104960	0.259048	0.040201	0.175931	0.288332	0.131527	0.104960	0.259048	0.040201	0.175931	0.288332	0.131527	0.104960	0.259048	0.040201	0.175931	0.288332	0.131527	
1579000	0.118577	1	0.112320	0.233999	0.027215	0.223701	0.253900	0.148864	0.112320	0.233999	0.027215	0.223701	0.253900	0.148864	0.112320	0.233999	0.027215	0.223701	0.253900	0.148864	0.112320	0.233999	0.027215	0.223701	0.253900	0.148864	
1580000	0.118577	1	0.133462	0.231697	0.033533	0.206171	0.261715	0.133421	0.133462	0.231697	0.033533	0.206171	0.261715	0.133421	0.133462	0.231697	0.033533	0.206171	0.261715	0.133421	0.133462	0.231697	0.033533	0.206171	0.261715	0.133421	
1581000	0.118577	1	0.118704	0.253058	0.032052	0.155986	0.292529	0.147670	0.118704	0.253058	0.032052	0.155986	0.292529	0.147670	0.118704	0.253058	0.032052	0.155986	0.292529	0.147670	0.118704	0.253058	0.032052	0.155986	0.292529	0.147670	
1582000	0.118577	1	0.096244	0.272160	0.032828	0.191426	0.249203	0.158139	0.096244	0.272160	0.032828	0.191426	0.249203	0.158139	0.096244	0.272160	0.032828	0.191426	0.249203	0.158139	0.096244	0.272160	0.032828	0.191426	0.249203	0.158139	
1583000	0.118577	1	0.120564	0.250352	0.031505	0.173916	0.246076	0.177586	0.120564	0.250352	0.031505	0.173916	0.246076	0.177586	0.120564	0.250352	0.031505	0.173916	0.246076	0.177586	0.120564	0.250352	0.031505	0.173916	0.246076	0.177586	
1584000	0.118577	1	0.143404	0.217231	0.035101	0.188540	0.280744	0.134979	0.143404	0.217231	0.035101	0.188540	0.280744	0.134979	0.143404	0.217231	0.035101	0.188540	0.280744	0.134979	0.143404	0.217231	0.035101	0.188540	0.280744	0.134979	
1585000	0.118577	1	0.117692	0.219150	0.035419	0.214591	0.258406	0.154741	0.117692	0.219150	0.035419	0.214591	0.258406	0.154741	0.117692	0.219150	0.035419	0.214591	0.258406	0.154741	0.117692	0.219150	0.035419	0.214591	0.258406	0.154741	
1586000	0.118577	1	0.122933	0.247217	0.029736	0.193499	0.237753	0.168864	0.122933	0.247217	0.029736	0.193499	0.237753	0.168864	0.122933	0.247217	0.029736	0.193499	0.237753	0.168864	0.122933	0.247217	0.029736	0.193499	0.237753	0.168864	
1587000	0.118577	1	0.123182	0.213114	0.033653	0.213064	0.256295	0.160693	0.123182	0.213114	0.033653	0.213064	0.256295	0.160693	0.123182	0.213114	0.033653	0.213064	0.256295	0.160693	0.123182	0.213114	0.033653	0.213064	0.256295	0.160693	
1588000	0.118577	1	0.107661	0.253130	0.039188	0.197137	0.268711	0.134173	0.107661	0.253130	0.039188	0.197137	0.268711	0.134173	0.107661	0.253130	0.039188	0.197137	0.268711	0.134173	0.107661	0.253130	0.039188	0.197137	0.268711	0.134173	
1589000	0.118577	1	0.111299	0.231676	0.028965	0.210239	0.265599	0.152222	0.111299	0.231676	0.028965	0.210239	0.265599	0.152222	0.111299	0.231676	0.028965	0.210239	0.265599	0.152222	0.111299	0.231676	0.028965	0.210239	0.265599	0.152222	
1590000	0.118577	1	0.121233	0.239634	0.042907	0.202737	0.264318	0.129171	0.121233	0.239634	0.042907	0.202737	0.264318	0.129171	0.121233	0.239634	0.042907	0.202737	0.264318	0.129171	0.121233	0.239634	0.042907	0.202737	0.264318	0.129171	
1591000	0.118577	1	0.108555	0.263584	0.035188	0.182398	0.268933	0.141342	0.108555	0.263584	0.035188	0.182398	0.268933	0.141342	0.108555	0.263584	0.035188	0.182398	0.268933	0.141342	0.108555	0.263584	0.035188	0.182398	0.268933	0.141342	
1592000	0.118577	1	0.117139	0.204537	0.017296	0.239144	0.258642	0.163241	0.117139	0.204537	0.017296	0.239144	0.258642	0.163241	0.117139	0.204537	0.017296	0.239144	0.258642	0.163241	0.117139	0.204537	0.017296	0.239144	0.258642	0.163241	
1593000	0.118577	1	0.117047	0.242950	0.035110	0.201410	0.261229	0.142253	0.117047	0.242950	0.035110	0.201410	0.261229	0.142253	0.117047	0.242950	0.035110	0.201410	0.261229	0.142253	0.117047	0.242950	0.035110	0.201410	0.261229	0.142253	
1594000	0.118577	1	0.117549	0.266938	0.028366	0.176978	0.260660	0.149509	0.117549	0.266938	0.028366	0.176978	0.260660	0.149509	0.117549	0.266938	0.028366	0.176978	0.260660	0.149509	0.117549	0.266938	0.028366	0.176978	0.260660	0.149509	
1595000	0.118577	1	0.124612	0.201569	0.032097	0.231859	0.280133	0.129731	0.124612	0.201569	0.032097	0.231859	0.280133	0.129731	0.124612	0.201569	0.032097	0.231859	0.280133	0.129731	0.124612	0.201569	0.032097	0.231859	0.280133	0.129731	
1596000	0.118577	1	0.118555	0.257322	0.036191	0.181759	0.270391	0.135781	0.118555	0.257322	0.036191	0.181759	0.270391	0.135781	0.118555	0.257322	0.036191	0.181759	0.270391	0.135781	0.118555	0.257322	0.036191	0.181759	0.270391	0.135781	
1597000	0.118577	1	0.131128	0.229946	0.031592	0.209413	0.254495	0.143427	0.131128	0.229946	0.031592	0.209413	0.254495	0.143427	0.131128	0.229946	0.031592	0.209413	0.254495	0.143427	0.131128	0.229946	0.031592	0.209413	0.254495	0.143427	
1598000	0.118577	1	0.130991	0.248533	0.033959	0.190347	0.264968	0.131202	0.130991	0.248533	0.033959	0.190347	0.264968	0.131202	0.130991	0.248533	0.033959	0.190347	0.264968	0.131202	0.130991	0.248533	0.033959	0.190347	0.264968	0.131202	
1599000	0.118577	1	0.120692	0.206955	0.031204	0.188157	0.314208	0.138783	0.120692	0.206955	0.031204	0.188157	0.314208	0.138783	0.120692	0.206955	0.031204	0.188157	0.314208	0.138783	0.120692	0.206955	0.031204	0.188157	0.314208	0.138783	
1600000	0.118577	1	0.138691	0.230380	0.040372	0.168757	0.271274	0.150526	0.138691	0.230380	0.040372	0.168757	0.271274	0.150526	0.138691	0.230380	0.040372	0.168757	0.271274	0.150526	0.138691	0.230380	0.040372	0.168757	0.271274	0.150526	
1601000	0.118577	1	0.120115	0.248543	0.029830	0.209798	0.231870	0.159845	0.120115	0.248543	0.029830	0.209798	0.231870	0.159845	0.120115	0.248543	0.029830	0.209798	0.231870	0.159845	0.120115	0.248543	0.029830	0.209798	0.231870	0.159845	
1602000	0.118577	1	0.111415	0.253210	0.041834	0.169180	0.240594	0.183768	0.111415	0.253210	0.041834	0.169180	0.240594	0.183768	0.111415	0.253210	0.041834	0.169180	0.240594	0.183768	0.111415	0.253210	0.041834	0.169180	0.240594	0.183768	
1603000	0.118577	1	0.144086	0.227833	0.032797	0.179761	0.272893	0.142630	0.144086	0.227833	0.032797	0.179761	0.272893	0.142630	0.144086	0.227833	0.032797	0.179761	0.272893	0.142630	0.144086	0.227833	0.032797	0.179761	0.272893	0.142630	
1604000	0.118577	1	0.119153	0.248334	0.039097	0.218215	0.244102	0.131099	0.119153	0.248334	0.039097	0.218215	0.244102	0.131099	0.119153	0.248334	0.039097	0.218215	0.244102	0.131099	0.119153	0.248334	0.039097	0.218215	0.244102	0.131099	
1605000	0.118577	1	0.110735	0.210454	0.042940	0.205657	0.286081	0.144132	0.110735	0.210454	0.042940	0.205657	0.286081	0.144132	0.110735	0.210454	0.042940	0.205657	0.286081	0.144132	0.110735	0.210454	0.042940	0.205657	0.286081	0.144132	
1606000	0.118577	1	0.140097	0.205656	0.035855	0.190222	0.288616	0.139555	0.140097	0.205656	0.035855	0.190222	0.288616	0.139555	0.140097	0.205656	0.035855	0.190222	0.288616	0.139555	0.140097	0.205656	0.035855	0.190222	0.288616	0.139555	
1607000	0.118577	1	0.145868	0.176015	0.023638	0.168327	0.358311	0.127841	0.145868	0.176015	0.023638	0.168327	0.358311	0.127841	0.145868	0.176015	0.023638	0.168327	0.358311	0.127841	0.145868	0.176015	0.023638	0.168327	0.358311	0.127841	
1608000	0.118577	1	0.128650	0.222125	0.029472	0.167530	0.313358	0.138865	0.128650	0.222125	0.029472	0.167530	0.313358	0.138865	0.128650	0.222125	0.029472	0.167530	0.313358	0.138865	0.128650	0.222125	0.029472	0.167530	0.313358	0.138865	
1609000	0.118577	1	0.115604	0.232637	0.030155	0.204423	0.281900	0.135282	0.115604	0.232637	0.030155	0.204423	0.281900	0.135282	0.115604	0.232637	0.030155	0.204423	0.281900	0.135282	0.115604	0.232637	0.030155	0.204423	0.281900	0.135282	
1610000	0.118577	1	0.131804	0.243678	0.027681	0.179008	0.258620	0.159209	0.131804	0.243678	0.027681	0.179008	0.258620	0.159209	0.131804	0.243678	0.027681	0.179008	0.258620	0.159209	0.131804	0.243678	0.027681	0.179008	0.258620	0.159209	
1611000	0.118577	1	0.173817	0.166337	0.030849	0.203211	0.271792	0.153995	0.173817	0.166337	0.030849	0.203211	0.271792	0.153995	0.173817	0.166337	0.030849	0.203211	0.271792	0.153995	0.173817	0.166337	0.030849	0.203211	0.271792	0.153995	
