Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	
1000	27.685548	1	0.163930	0.233958	0.054384	0.130260	0.290858	0.126610	0.163930	0.233958	0.054384	0.130260	0.290858	0.126610	0.163930	0.233958	0.054384	0.130260	0.290858	0.126610	0.163930	0.233958	0.054384	0.130260	0.290858	0.126610	
2000	27.685548	1	0.138848	0.215195	0.026188	0.177205	0.308659	0.133905	0.138848	0.215195	0.026188	0.177205	0.308659	0.133905	0.138848	0.215195	0.026188	0.177205	0.308659	0.133905	0.138848	0.215195	0.026188	0.177205	0.308659	0.133905	
3000	27.685548	1	0.143523	0.232209	0.032097	0.185008	0.251159	0.156003	0.143523	0.232209	0.032097	0.185008	0.251159	0.156003	0.143523	0.232209	0.032097	0.185008	0.251159	0.156003	0.143523	0.232209	0.032097	0.185008	0.251159	0.156003	
4000	27.685548	1	0.118030	0.276937	0.034604	0.192990	0.248287	0.129152	0.118030	0.276937	0.034604	0.192990	0.248287	0.129152	0.118030	0.276937	0.034604	0.192990	0.248287	0.129152	0.118030	0.276937	0.034604	0.192990	0.248287	0.129152	
5000	27.685548	1	0.123871	0.227019	0.026194	0.212138	0.281817	0.128961	0.123871	0.227019	0.026194	0.212138	0.281817	0.128961	0.123871	0.227019	0.026194	0.212138	0.281817	0.128961	0.123871	0.227019	0.026194	0.212138	0.281817	0.128961	
6000	27.685548	1	0.120069	0.228443	0.029857	0.186277	0.273081	0.162273	0.120069	0.228443	0.029857	0.186277	0.273081	0.162273	0.120069	0.228443	0.029857	0.186277	0.273081	0.162273	0.120069	0.228443	0.029857	0.186277	0.273081	0.162273	
7000	27.685548	2	0.122549	0.256963	0.048228	0.158215	0.285558	0.128487	0.122549	0.256963	0.048228	0.158215	0.285558	0.128487	0.157507	0.343240	0.025662	0.113372	0.255882	0.104338	0.157507	0.343240	0.025662	0.113372	0.255882	0.104338	
8000	27.685548	1	0.132157	0.251503	0.051687	0.180602	0.241551	0.142500	0.132157	0.251503	0.051687	0.180602	0.241551	0.142500	0.132157	0.251503	0.051687	0.180602	0.241551	0.142500	0.132157	0.251503	0.051687	0.180602	0.241551	0.142500	
9000	27.685548	1	0.161085	0.234047	0.029990	0.187819	0.241425	0.145634	0.161085	0.234047	0.029990	0.187819	0.241425	0.145634	0.161085	0.234047	0.029990	0.187819	0.241425	0.145634	0.161085	0.234047	0.029990	0.187819	0.241425	0.145634	
10000	27.685548	1	0.135641	0.251998	0.023322	0.213623	0.254057	0.121359	0.135641	0.251998	0.023322	0.213623	0.254057	0.121359	0.135641	0.251998	0.023322	0.213623	0.254057	0.121359	0.135641	0.251998	0.023322	0.213623	0.254057	0.121359	
11000	27.685548	1	0.109073	0.230263	0.031894	0.228646	0.264863	0.135260	0.109073	0.230263	0.031894	0.228646	0.264863	0.135260	0.109073	0.230263	0.031894	0.228646	0.264863	0.135260	0.109073	0.230263	0.031894	0.228646	0.264863	0.135260	
12000	27.685548	1	0.114807	0.237691	0.034076	0.205187	0.270243	0.137996	0.114807	0.237691	0.034076	0.205187	0.270243	0.137996	0.114807	0.237691	0.034076	0.205187	0.270243	0.137996	0.114807	0.237691	0.034076	0.205187	0.270243	0.137996	
13000	27.685548	1	0.129938	0.207568	0.029990	0.183422	0.285138	0.163943	0.129938	0.207568	0.029990	0.183422	0.285138	0.163943	0.129938	0.207568	0.029990	0.183422	0.285138	0.163943	0.129938	0.207568	0.029990	0.183422	0.285138	0.163943	
14000	27.685548	1	0.128180	0.216875	0.040165	0.186137	0.293095	0.135549	0.128180	0.216875	0.040165	0.186137	0.293095	0.135549	0.128180	0.216875	0.040165	0.186137	0.293095	0.135549	0.128180	0.216875	0.040165	0.186137	0.293095	0.135549	
15000	27.685548	1	0.133333	0.281508	0.042394	0.161541	0.235967	0.145257	0.133333	0.281508	0.042394	0.161541	0.235967	0.145257	0.133333	0.281508	0.042394	0.161541	0.235967	0.145257	0.133333	0.281508	0.042394	0.161541	0.235967	0.145257	
16000	27.685548	1	0.109364	0.220814	0.031699	0.191307	0.301006	0.145809	0.109364	0.220814	0.031699	0.191307	0.301006	0.145809	0.109364	0.220814	0.031699	0.191307	0.301006	0.145809	0.109364	0.220814	0.031699	0.191307	0.301006	0.145809	
17000	27.685548	1	0.107990	0.240969	0.033984	0.190914	0.283785	0.142358	0.107990	0.240969	0.033984	0.190914	0.283785	0.142358	0.107990	0.240969	0.033984	0.190914	0.283785	0.142358	0.107990	0.240969	0.033984	0.190914	0.283785	0.142358	
18000	27.685548	1	0.135443	0.242216	0.024917	0.153467	0.320673	0.123285	0.135443	0.242216	0.024917	0.153467	0.320673	0.123285	0.135443	0.242216	0.024917	0.153467	0.320673	0.123285	0.135443	0.242216	0.024917	0.153467	0.320673	0.123285	
19000	27.685548	1	0.117554	0.230051	0.031855	0.225900	0.254595	0.140045	0.117554	0.230051	0.031855	0.225900	0.254595	0.140045	0.117554	0.230051	0.031855	0.225900	0.254595	0.140045	0.117554	0.230051	0.031855	0.225900	0.254595	0.140045	
20000	27.685548	1	0.135790	0.220697	0.028014	0.205621	0.265401	0.144478	0.135790	0.220697	0.028014	0.205621	0.265401	0.144478	0.135790	0.220697	0.028014	0.205621	0.265401	0.144478	0.135790	0.220697	0.028014	0.205621	0.265401	0.144478	
21000	27.685548	1	0.110274	0.257733	0.033861	0.211618	0.254750	0.131763	0.110274	0.257733	0.033861	0.211618	0.254750	0.131763	0.110274	0.257733	0.033861	0.211618	0.254750	0.131763	0.110274	0.257733	0.033861	0.211618	0.254750	0.131763	
22000	27.685548	1	0.133577	0.234548	0.031950	0.182633	0.263278	0.154015	0.133577	0.234548	0.031950	0.182633	0.263278	0.154015	0.133577	0.234548	0.031950	0.182633	0.263278	0.154015	0.133577	0.234548	0.031950	0.182633	0.263278	0.154015	
23000	27.685548	1	0.116340	0.208709	0.046995	0.167262	0.281958	0.178735	0.116340	0.208709	0.046995	0.167262	0.281958	0.178735	0.116340	0.208709	0.046995	0.167262	0.281958	0.178735	0.116340	0.208709	0.046995	0.167262	0.281958	0.178735	
24000	27.685548	1	0.136228	0.224261	0.031302	0.179221	0.280657	0.148332	0.136228	0.224261	0.031302	0.179221	0.280657	0.148332	0.136228	0.224261	0.031302	0.179221	0.280657	0.148332	0.136228	0.224261	0.031302	0.179221	0.280657	0.148332	
25000	27.685548	1	0.174794	0.263173	0.028638	0.159488	0.253725	0.120182	0.174794	0.263173	0.028638	0.159488	0.253725	0.120182	0.174794	0.263173	0.028638	0.159488	0.253725	0.120182	0.174794	0.263173	0.028638	0.159488	0.253725	0.120182	
26000	27.685548	1	0.158838	0.211135	0.042097	0.152191	0.325131	0.110609	0.158838	0.211135	0.042097	0.152191	0.325131	0.110609	0.158838	0.211135	0.042097	0.152191	0.325131	0.110609	0.158838	0.211135	0.042097	0.152191	0.325131	0.110609	
27000	27.685548	1	0.104036	0.226230	0.036858	0.200202	0.292267	0.140407	0.104036	0.226230	0.036858	0.200202	0.292267	0.140407	0.104036	0.226230	0.036858	0.200202	0.292267	0.140407	0.104036	0.226230	0.036858	0.200202	0.292267	0.140407	
28000	27.685548	1	0.130190	0.215298	0.038164	0.161140	0.305790	0.149419	0.130190	0.215298	0.038164	0.161140	0.305790	0.149419	0.130190	0.215298	0.038164	0.161140	0.305790	0.149419	0.130190	0.215298	0.038164	0.161140	0.305790	0.149419	
29000	27.685548	1	0.150243	0.229681	0.040244	0.172718	0.276299	0.130815	0.150243	0.229681	0.040244	0.172718	0.276299	0.130815	0.150243	0.229681	0.040244	0.172718	0.276299	0.130815	0.150243	0.229681	0.040244	0.172718	0.276299	0.130815	
30000	27.685548	1	0.113545	0.238246	0.027512	0.214130	0.243333	0.163234	0.113545	0.238246	0.027512	0.214130	0.243333	0.163234	0.113545	0.238246	0.027512	0.214130	0.243333	0.163234	0.113545	0.238246	0.027512	0.214130	0.243333	0.163234	
31000	27.685548	1	0.100957	0.251588	0.031807	0.158560	0.299905	0.157183	0.100957	0.251588	0.031807	0.158560	0.299905	0.157183	0.100957	0.251588	0.031807	0.158560	0.299905	0.157183	0.100957	0.251588	0.031807	0.158560	0.299905	0.157183	
32000	27.685548	1	0.129914	0.235916	0.041367	0.206911	0.263414	0.122478	0.129914	0.235916	0.041367	0.206911	0.263414	0.122478	0.129914	0.235916	0.041367	0.206911	0.263414	0.122478	0.129914	0.235916	0.041367	0.206911	0.263414	0.122478	
33000	27.685548	1	0.181583	0.266439	0.039871	0.129744	0.220820	0.161542	0.181583	0.266439	0.039871	0.129744	0.220820	0.161542	0.181583	0.266439	0.039871	0.129744	0.220820	0.161542	0.181583	0.266439	0.039871	0.129744	0.220820	0.161542	
34000	27.685548	1	0.151628	0.295220	0.043594	0.159297	0.269008	0.081254	0.151628	0.295220	0.043594	0.159297	0.269008	0.081254	0.151628	0.295220	0.043594	0.159297	0.269008	0.081254	0.151628	0.295220	0.043594	0.159297	0.269008	0.081254	
35000	27.685548	1	0.123754	0.248779	0.031930	0.173700	0.254423	0.167413	0.123754	0.248779	0.031930	0.173700	0.254423	0.167413	0.123754	0.248779	0.031930	0.173700	0.254423	0.167413	0.123754	0.248779	0.031930	0.173700	0.254423	0.167413	
36000	27.685548	1	0.112600	0.213640	0.031042	0.206832	0.291524	0.144362	0.112600	0.213640	0.031042	0.206832	0.291524	0.144362	0.112600	0.213640	0.031042	0.206832	0.291524	0.144362	0.112600	0.213640	0.031042	0.206832	0.291524	0.144362	
37000	27.685548	1	0.107833	0.251140	0.036865	0.202688	0.273757	0.127717	0.107833	0.251140	0.036865	0.202688	0.273757	0.127717	0.107833	0.251140	0.036865	0.202688	0.273757	0.127717	0.107833	0.251140	0.036865	0.202688	0.273757	0.127717	
38000	27.685548	2	0.099845	0.216587	0.023833	0.234092	0.289272	0.136371	0.260714	0.215400	0.020010	0.124981	0.228928	0.149966	0.099845	0.216587	0.023833	0.234092	0.289272	0.136371	0.260714	0.215400	0.020010	0.124981	0.228928	0.149966	
39000	27.685548	1	0.166989	0.265122	0.034672	0.139178	0.270518	0.123520	0.166989	0.265122	0.034672	0.139178	0.270518	0.123520	0.166989	0.265122	0.034672	0.139178	0.270518	0.123520	0.166989	0.265122	0.034672	0.139178	0.270518	0.123520	
40000	27.685548	2	0.109067	0.230550	0.050667	0.165894	0.295112	0.148709	0.109067	0.230550	0.050667	0.165894	0.295112	0.148709	0.110065	0.335127	0.026733	0.066781	0.338423	0.122870	0.109067	0.230550	0.050667	0.165894	0.295112	0.148709	
41000	27.685548	1	0.114226	0.255627	0.039499	0.169315	0.257593	0.163741	0.114226	0.255627	0.039499	0.169315	0.257593	0.163741	0.114226	0.255627	0.039499	0.169315	0.257593	0.163741	0.114226	0.255627	0.039499	0.169315	0.257593	0.163741	
42000	27.685548	2	0.115437	0.233930	0.031026	0.200034	0.263813	0.155760	0.115437	0.233930	0.031026	0.200034	0.263813	0.155760	0.115437	0.233930	0.031026	0.200034	0.263813	0.155760	0.129687	0.416160	0.016132	0.085604	0.232672	0.119745	
43000	27.685548	1	0.139283	0.275975	0.054717	0.150617	0.242515	0.136894	0.139283	0.275975	0.054717	0.150617	0.242515	0.136894	0.139283	0.275975	0.054717	0.150617	0.242515	0.136894	0.139283	0.275975	0.054717	0.150617	0.242515	0.136894	
44000	27.685548	1	0.127947	0.239818	0.037736	0.183273	0.277683	0.133544	0.127947	0.239818	0.037736	0.183273	0.277683	0.133544	0.127947	0.239818	0.037736	0.183273	0.277683	0.133544	0.127947	0.239818	0.037736	0.183273	0.277683	0.133544	
45000	27.685548	1	0.130302	0.217300	0.027915	0.191430	0.271516	0.161537	0.130302	0.217300	0.027915	0.191430	0.271516	0.161537	0.130302	0.217300	0.027915	0.191430	0.271516	0.161537	0.130302	0.217300	0.027915	0.191430	0.271516	0.161537	
46000	27.685548	1	0.124015	0.244655	0.042416	0.211138	0.251393	0.126382	0.124015	0.244655	0.042416	0.211138	0.251393	0.126382	0.124015	0.244655	0.042416	0.211138	0.251393	0.126382	0.124015	0.244655	0.042416	0.211138	0.251393	0.126382	
47000	27.685548	1	0.128727	0.231972	0.035442	0.201918	0.284976	0.116964	0.128727	0.231972	0.035442	0.201918	0.284976	0.116964	0.128727	0.231972	0.035442	0.201918	0.284976	0.116964	0.128727	0.231972	0.035442	0.201918	0.284976	0.116964	
48000	27.685548	1	0.093159	0.216170	0.033471	0.209727	0.294955	0.152519	0.093159	0.216170	0.033471	0.209727	0.294955	0.152519	0.093159	0.216170	0.033471	0.209727	0.294955	0.152519	0.093159	0.216170	0.033471	0.209727	0.294955	0.152519	
49000	27.685548	1	0.204246	0.182990	0.013326	0.184823	0.307296	0.107319	0.204246	0.182990	0.013326	0.184823	0.307296	0.107319	0.204246	0.182990	0.013326	0.184823	0.307296	0.107319	0.204246	0.182990	0.013326	0.184823	0.307296	0.107319	
50000	27.685548	2	0.122188	0.253709	0.029266	0.176481	0.293248	0.125109	0.122188	0.253709	0.029266	0.176481	0.293248	0.125109	0.122188	0.253709	0.029266	0.176481	0.293248	0.125109	0.127133	0.346444	0.027850	0.145372	0.199361	0.153839	
51000	27.685548	1	0.125277	0.242896	0.034780	0.189801	0.263272	0.143974	0.125277	0.242896	0.034780	0.189801	0.263272	0.143974	0.125277	0.242896	0.034780	0.189801	0.263272	0.143974	0.125277	0.242896	0.034780	0.189801	0.263272	0.143974	
52000	27.685548	1	0.133777	0.291052	0.035359	0.145442	0.272016	0.122355	0.133777	0.291052	0.035359	0.145442	0.272016	0.122355	0.133777	0.291052	0.035359	0.145442	0.272016	0.122355	0.133777	0.291052	0.035359	0.145442	0.272016	0.122355	
53000	27.685548	1	0.096179	0.227026	0.023051	0.180613	0.303848	0.169283	0.096179	0.227026	0.023051	0.180613	0.303848	0.169283	0.096179	0.227026	0.023051	0.180613	0.303848	0.169283	0.096179	0.227026	0.023051	0.180613	0.303848	0.169283	
54000	27.685548	1	0.114185	0.217825	0.034424	0.175476	0.306972	0.151119	0.114185	0.217825	0.034424	0.175476	0.306972	0.151119	0.114185	0.217825	0.034424	0.175476	0.306972	0.151119	0.114185	0.217825	0.034424	0.175476	0.306972	0.151119	
55000	27.685548	1	0.166538	0.240992	0.026970	0.182710	0.256961	0.125828	0.166538	0.240992	0.026970	0.182710	0.256961	0.125828	0.166538	0.240992	0.026970	0.182710	0.256961	0.125828	0.166538	0.240992	0.026970	0.182710	0.256961	0.125828	
56000	27.685548	1	0.137168	0.236691	0.024426	0.223263	0.221793	0.156660	0.137168	0.236691	0.024426	0.223263	0.221793	0.156660	0.137168	0.236691	0.024426	0.223263	0.221793	0.156660	0.137168	0.236691	0.024426	0.223263	0.221793	0.156660	
57000	27.685548	1	0.097915	0.273602	0.030354	0.186456	0.290140	0.121532	0.097915	0.273602	0.030354	0.186456	0.290140	0.121532	0.097915	0.273602	0.030354	0.186456	0.290140	0.121532	0.097915	0.273602	0.030354	0.186456	0.290140	0.121532	
58000	27.685548	1	0.117171	0.254027	0.031163	0.197023	0.257763	0.142853	0.117171	0.254027	0.031163	0.197023	0.257763	0.142853	0.117171	0.254027	0.031163	0.197023	0.257763	0.142853	0.117171	0.254027	0.031163	0.197023	0.257763	0.142853	
59000	27.685548	1	0.149183	0.286163	0.037088	0.143012	0.250918	0.133636	0.149183	0.286163	0.037088	0.143012	0.250918	0.133636	0.149183	0.286163	0.037088	0.143012	0.250918	0.133636	0.149183	0.286163	0.037088	0.143012	0.250918	0.133636	
60000	27.685548	1	0.091334	0.276775	0.031666	0.199938	0.231469	0.168817	0.091334	0.276775	0.031666	0.199938	0.231469	0.168817	0.091334	0.276775	0.031666	0.199938	0.231469	0.168817	0.091334	0.276775	0.031666	0.199938	0.231469	0.168817	
61000	27.685548	1	0.125607	0.291172	0.028813	0.146610	0.232218	0.175580	0.125607	0.291172	0.028813	0.146610	0.232218	0.175580	0.125607	0.291172	0.028813	0.146610	0.232218	0.175580	0.125607	0.291172	0.028813	0.146610	0.232218	0.175580	
62000	27.685548	1	0.123342	0.240866	0.024980	0.192953	0.274698	0.143161	0.123342	0.240866	0.024980	0.192953	0.274698	0.143161	0.123342	0.240866	0.024980	0.192953	0.274698	0.143161	0.123342	0.240866	0.024980	0.192953	0.274698	0.143161	
63000	27.685548	1	0.127677	0.243764	0.029615	0.202398	0.244734	0.151812	0.127677	0.243764	0.029615	0.202398	0.244734	0.151812	0.127677	0.243764	0.029615	0.202398	0.244734	0.151812	0.127677	0.243764	0.029615	0.202398	0.244734	0.151812	
64000	27.685548	1	0.123236	0.244206	0.034169	0.183225	0.266104	0.149060	0.123236	0.244206	0.034169	0.183225	0.266104	0.149060	0.123236	0.244206	0.034169	0.183225	0.266104	0.149060	0.123236	0.244206	0.034169	0.183225	0.266104	0.149060	
65000	27.685548	2	0.101416	0.261098	0.026667	0.223181	0.256843	0.130795	0.208884	0.246220	0.031175	0.087121	0.246913	0.179686	0.101416	0.261098	0.026667	0.223181	0.256843	0.130795	0.208884	0.246220	0.031175	0.087121	0.246913	0.179686	
66000	27.685548	2	0.248090	0.199185	0.066515	0.058563	0.293590	0.134056	0.248090	0.199185	0.066515	0.058563	0.293590	0.134056	0.122791	0.392693	0.013176	0.041404	0.281921	0.148014	0.122791	0.392693	0.013176	0.041404	0.281921	0.148014	
67000	27.685548	2	0.121395	0.269104	0.029177	0.156666	0.270205	0.153453	0.279558	0.194513	0.085750	0.132106	0.197594	0.110479	0.121395	0.269104	0.029177	0.156666	0.270205	0.153453	0.121395	0.269104	0.029177	0.156666	0.270205	0.153453	
68000	27.685548	1	0.132506	0.233714	0.030977	0.181538	0.260310	0.160955	0.132506	0.233714	0.030977	0.181538	0.260310	0.160955	0.132506	0.233714	0.030977	0.181538	0.260310	0.160955	0.132506	0.233714	0.030977	0.181538	0.260310	0.160955	
69000	27.685548	2	0.125480	0.244944	0.046992	0.168026	0.269674	0.144884	0.125480	0.244944	0.046992	0.168026	0.269674	0.144884	0.125480	0.244944	0.046992	0.168026	0.269674	0.144884	0.118950	0.240866	0.017638	0.134783	0.375471	0.112292	
70000	27.685548	1	0.153773	0.281265	0.028250	0.186918	0.207629	0.142166	0.153773	0.281265	0.028250	0.186918	0.207629	0.142166	0.153773	0.281265	0.028250	0.186918	0.207629	0.142166	0.153773	0.281265	0.028250	0.186918	0.207629	0.142166	
71000	27.685548	1	0.120749	0.250875	0.044853	0.165607	0.257416	0.160501	0.120749	0.250875	0.044853	0.165607	0.257416	0.160501	0.120749	0.250875	0.044853	0.165607	0.257416	0.160501	0.120749	0.250875	0.044853	0.165607	0.257416	0.160501	
72000	27.685548	1	0.126300	0.256500	0.035649	0.141349	0.295996	0.144206	0.126300	0.256500	0.035649	0.141349	0.295996	0.144206	0.126300	0.256500	0.035649	0.141349	0.295996	0.144206	0.126300	0.256500	0.035649	0.141349	0.295996	0.144206	
73000	27.685548	1	0.107896	0.234455	0.046411	0.170720	0.284163	0.156355	0.107896	0.234455	0.046411	0.170720	0.284163	0.156355	0.107896	0.234455	0.046411	0.170720	0.284163	0.156355	0.107896	0.234455	0.046411	0.170720	0.284163	0.156355	
74000	27.685548	1	0.146480	0.248301	0.045734	0.218675	0.234759	0.106051	0.146480	0.248301	0.045734	0.218675	0.234759	0.106051	0.146480	0.248301	0.045734	0.218675	0.234759	0.106051	0.146480	0.248301	0.045734	0.218675	0.234759	0.106051	
75000	27.685548	1	0.127204	0.209844	0.032982	0.175263	0.316163	0.138543	0.127204	0.209844	0.032982	0.175263	0.316163	0.138543	0.127204	0.209844	0.032982	0.175263	0.316163	0.138543	0.127204	0.209844	0.032982	0.175263	0.316163	0.138543	
76000	27.685548	1	0.102308	0.273464	0.043543	0.184686	0.242314	0.153685	0.102308	0.273464	0.043543	0.184686	0.242314	0.153685	0.102308	0.273464	0.043543	0.184686	0.242314	0.153685	0.102308	0.273464	0.043543	0.184686	0.242314	0.153685	
77000	27.685548	1	0.104417	0.220769	0.030493	0.197891	0.267764	0.178665	0.104417	0.220769	0.030493	0.197891	0.267764	0.178665	0.104417	0.220769	0.030493	0.197891	0.267764	0.178665	0.104417	0.220769	0.030493	0.197891	0.267764	0.178665	
78000	27.685548	1	0.149494	0.220176	0.023374	0.185896	0.298914	0.122148	0.149494	0.220176	0.023374	0.185896	0.298914	0.122148	0.149494	0.220176	0.023374	0.185896	0.298914	0.122148	0.149494	0.220176	0.023374	0.185896	0.298914	0.122148	
79000	27.685548	1	0.135313	0.240069	0.032523	0.179396	0.284577	0.128121	0.135313	0.240069	0.032523	0.179396	0.284577	0.128121	0.135313	0.240069	0.032523	0.179396	0.284577	0.128121	0.135313	0.240069	0.032523	0.179396	0.284577	0.128121	
80000	27.685548	1	0.117228	0.218441	0.029329	0.211288	0.254126	0.169588	0.117228	0.218441	0.029329	0.211288	0.254126	0.169588	0.117228	0.218441	0.029329	0.211288	0.254126	0.169588	0.117228	0.218441	0.029329	0.211288	0.254126	0.169588	
81000	27.685548	2	0.125171	0.214665	0.031388	0.199304	0.262661	0.166811	0.125171	0.214665	0.031388	0.199304	0.262661	0.166811	0.197968	0.308944	0.035495	0.080092	0.266144	0.111357	0.197968	0.308944	0.035495	0.080092	0.266144	0.111357	
82000	27.685548	1	0.140308	0.260496	0.040503	0.150258	0.274017	0.134419	0.140308	0.260496	0.040503	0.150258	0.274017	0.134419	0.140308	0.260496	0.040503	0.150258	0.274017	0.134419	0.140308	0.260496	0.040503	0.150258	0.274017	0.134419	
83000	27.685548	1	0.134185	0.253258	0.032830	0.185378	0.270220	0.124128	0.134185	0.253258	0.032830	0.185378	0.270220	0.124128	0.134185	0.253258	0.032830	0.185378	0.270220	0.124128	0.134185	0.253258	0.032830	0.185378	0.270220	0.124128	
84000	27.685548	1	0.132843	0.270616	0.032294	0.169522	0.265862	0.128862	0.132843	0.270616	0.032294	0.169522	0.265862	0.128862	0.132843	0.270616	0.032294	0.169522	0.265862	0.128862	0.132843	0.270616	0.032294	0.169522	0.265862	0.128862	
85000	27.685548	1	0.099480	0.251905	0.030779	0.203285	0.277091	0.137459	0.099480	0.251905	0.030779	0.203285	0.277091	0.137459	0.099480	0.251905	0.030779	0.203285	0.277091	0.137459	0.099480	0.251905	0.030779	0.203285	0.277091	0.137459	
86000	27.685548	1	0.134546	0.241686	0.031887	0.179128	0.301184	0.111569	0.134546	0.241686	0.031887	0.179128	0.301184	0.111569	0.134546	0.241686	0.031887	0.179128	0.301184	0.111569	0.134546	0.241686	0.031887	0.179128	0.301184	0.111569	
87000	27.685548	1	0.125776	0.241873	0.038747	0.208394	0.243920	0.141290	0.125776	0.241873	0.038747	0.208394	0.243920	0.141290	0.125776	0.241873	0.038747	0.208394	0.243920	0.141290	0.125776	0.241873	0.038747	0.208394	0.243920	0.141290	
88000	27.685548	1	0.128114	0.239255	0.029991	0.166708	0.293568	0.142365	0.128114	0.239255	0.029991	0.166708	0.293568	0.142365	0.128114	0.239255	0.029991	0.166708	0.293568	0.142365	0.128114	0.239255	0.029991	0.166708	0.293568	0.142365	
89000	27.685548	1	0.123112	0.231318	0.025268	0.182934	0.297431	0.139938	0.123112	0.231318	0.025268	0.182934	0.297431	0.139938	0.123112	0.231318	0.025268	0.182934	0.297431	0.139938	0.123112	0.231318	0.025268	0.182934	0.297431	0.139938	
90000	27.685548	2	0.123480	0.229214	0.040187	0.217890	0.259454	0.129774	0.123480	0.229214	0.040187	0.217890	0.259454	0.129774	0.123480	0.229214	0.040187	0.217890	0.259454	0.129774	0.404045	0.168546	0.020076	0.119769	0.176099	0.111465	
91000	27.685548	1	0.133122	0.222779	0.034718	0.178347	0.284340	0.146695	0.133122	0.222779	0.034718	0.178347	0.284340	0.146695	0.133122	0.222779	0.034718	0.178347	0.284340	0.146695	0.133122	0.222779	0.034718	0.178347	0.284340	0.146695	
92000	27.685548	1	0.125320	0.229476	0.040765	0.180669	0.276997	0.146773	0.125320	0.229476	0.040765	0.180669	0.276997	0.146773	0.125320	0.229476	0.040765	0.180669	0.276997	0.146773	0.125320	0.229476	0.040765	0.180669	0.276997	0.146773	
93000	27.685548	1	0.143106	0.215572	0.032905	0.138501	0.315065	0.154851	0.143106	0.215572	0.032905	0.138501	0.315065	0.154851	0.143106	0.215572	0.032905	0.138501	0.315065	0.154851	0.143106	0.215572	0.032905	0.138501	0.315065	0.154851	
94000	27.685548	1	0.116148	0.212933	0.022133	0.191390	0.307391	0.150004	0.116148	0.212933	0.022133	0.191390	0.307391	0.150004	0.116148	0.212933	0.022133	0.191390	0.307391	0.150004	0.116148	0.212933	0.022133	0.191390	0.307391	0.150004	
95000	27.685548	1	0.218760	0.268753	0.039240	0.090034	0.243012	0.140200	0.218760	0.268753	0.039240	0.090034	0.243012	0.140200	0.218760	0.268753	0.039240	0.090034	0.243012	0.140200	0.218760	0.268753	0.039240	0.090034	0.243012	0.140200	
96000	27.685548	1	0.132786	0.219800	0.027785	0.209158	0.260672	0.149800	0.132786	0.219800	0.027785	0.209158	0.260672	0.149800	0.132786	0.219800	0.027785	0.209158	0.260672	0.149800	0.132786	0.219800	0.027785	0.209158	0.260672	0.149800	
97000	27.685548	1	0.107894	0.254094	0.021748	0.218426	0.278493	0.119346	0.107894	0.254094	0.021748	0.218426	0.278493	0.119346	0.107894	0.254094	0.021748	0.218426	0.278493	0.119346	0.107894	0.254094	0.021748	0.218426	0.278493	0.119346	
98000	27.685548	1	0.109522	0.230326	0.028356	0.201653	0.288816	0.141327	0.109522	0.230326	0.028356	0.201653	0.288816	0.141327	0.109522	0.230326	0.028356	0.201653	0.288816	0.141327	0.109522	0.230326	0.028356	0.201653	0.288816	0.141327	
99000	27.685548	1	0.139277	0.207611	0.030686	0.181522	0.287202	0.153702	0.139277	0.207611	0.030686	0.181522	0.287202	0.153702	0.139277	0.207611	0.030686	0.181522	0.287202	0.153702	0.139277	0.207611	0.030686	0.181522	0.287202	0.153702	
100000	27.685548	1	0.120444	0.267803	0.032945	0.175540	0.248323	0.154944	0.120444	0.267803	0.032945	0.175540	0.248323	0.154944	0.120444	0.267803	0.032945	0.175540	0.248323	0.154944	0.120444	0.267803	0.032945	0.175540	0.248323	0.154944	
101000	27.685548	1	0.124894	0.276483	0.034290	0.185335	0.237286	0.141712	0.124894	0.276483	0.034290	0.185335	0.237286	0.141712	0.124894	0.276483	0.034290	0.185335	0.237286	0.141712	0.124894	0.276483	0.034290	0.185335	0.237286	0.141712	
102000	27.685548	1	0.131689	0.243903	0.028078	0.202667	0.255045	0.138617	0.131689	0.243903	0.028078	0.202667	0.255045	0.138617	0.131689	0.243903	0.028078	0.202667	0.255045	0.138617	0.131689	0.243903	0.028078	0.202667	0.255045	0.138617	
103000	27.685548	1	0.134509	0.307944	0.028077	0.184851	0.209952	0.134667	0.134509	0.307944	0.028077	0.184851	0.209952	0.134667	0.134509	0.307944	0.028077	0.184851	0.209952	0.134667	0.134509	0.307944	0.028077	0.184851	0.209952	0.134667	
104000	27.685548	1	0.207127	0.212444	0.029078	0.137399	0.262306	0.151647	0.207127	0.212444	0.029078	0.137399	0.262306	0.151647	0.207127	0.212444	0.029078	0.137399	0.262306	0.151647	0.207127	0.212444	0.029078	0.137399	0.262306	0.151647	
105000	27.685548	1	0.141112	0.229216	0.042135	0.156998	0.295993	0.134547	0.141112	0.229216	0.042135	0.156998	0.295993	0.134547	0.141112	0.229216	0.042135	0.156998	0.295993	0.134547	0.141112	0.229216	0.042135	0.156998	0.295993	0.134547	
