Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	
46000	27.685548	2	0.327333	0.327333	0.346201	0.346201	
47000	27.685548	2	0.316144	0.240860	0.316144	0.316144	
48000	27.685548	4	0.353693	0.320676	0.397838	0.318530	
49000	27.685548	3	0.384495	0.384495	0.286713	0.462144	
50000	27.685548	4	0.335764	0.412541	0.221937	0.541694	
51000	27.685548	2	0.287099	0.385178	0.287099	0.385178	
52000	27.685548	2	0.259342	0.259342	0.259342	0.500394	
53000	27.685548	3	0.307330	0.288785	0.288785	0.470712	
54000	27.685548	3	0.343546	0.253984	0.384969	0.384969	
55000	27.685548	2	0.349169	0.245962	0.349169	0.349169	
56000	27.685548	3	0.341361	0.321197	0.420084	0.420084	
57000	27.685548	4	0.321603	0.322914	0.249844	0.561176	
58000	27.685548	3	0.457671	0.338563	0.338563	0.960875	
59000	27.685548	4	0.388080	0.288723	0.396319	0.478449	
60000	27.685548	2	0.420637	0.420637	0.420637	0.334752	
61000	27.685548	4	0.297156	0.296198	0.269420	0.324467	
62000	27.685548	3	0.376165	0.315039	0.315039	0.485238	
63000	27.685548	2	0.416280	0.416280	0.456625	0.456625	
64000	27.685548	3	0.391755	0.371646	0.391755	0.425513	
65000	27.685548	4	0.321348	0.310392	0.250078	0.430554	
66000	27.685548	2	0.301653	0.301653	0.301653	0.489182	
67000	27.685548	3	0.299701	0.256833	0.299701	0.643160	
68000	27.685548	3	0.334980	0.313130	0.334980	0.914630	
69000	27.685548	3	0.316452	0.381747	0.316452	0.604518	
70000	27.685548	2	0.401074	0.379519	0.401074	0.401074	
71000	27.685548	2	0.328841	0.301286	0.328841	0.328841	
72000	27.685548	4	0.284914	0.272836	0.344119	0.507297	
73000	27.685548	3	0.337406	0.337406	0.364260	0.396443	
74000	27.685548	2	0.378766	0.378766	0.334466	0.378766	
75000	27.685548	3	0.288894	0.380295	0.288894	0.588689	
76000	27.685548	3	0.331766	0.313312	0.342554	0.313312	
77000	27.685548	2	0.345853	0.345853	0.345853	0.408138	
78000	27.685548	4	0.359194	0.245362	0.347840	0.383472	
79000	27.685548	3	0.298803	0.368502	0.298803	0.715951	
80000	27.685548	2	0.288808	0.288808	0.288808	0.932455	
81000	27.685548	3	0.355744	0.245083	0.355744	0.572963	
82000	27.685548	2	0.265751	0.230440	0.265751	0.265751	
83000	27.685548	4	0.323429	0.266636	0.347995	0.915018	
84000	27.685548	4	0.349031	0.272749	0.384117	0.597950	
85000	27.685548	3	0.373401	0.262323	0.286030	0.373401	
86000	27.685548	2	0.284275	0.284275	0.284275	0.824125	
87000	27.685548	4	0.319894	0.312453	0.249228	0.584509	
88000	27.685548	3	0.360467	0.402857	0.523817	0.523817	
89000	27.685548	2	0.316751	0.316751	0.316751	0.806273	
90000	27.685548	4	0.323477	0.316541	0.351619	0.473974	
91000	27.685548	4	0.284629	0.351144	0.202441	0.823619	
92000	27.685548	2	0.295576	0.295576	0.295576	0.938481	
93000	27.685548	2	0.277929	0.245776	0.277929	0.277929	
94000	27.685548	3	0.350919	0.267366	0.350919	0.665151	
95000	27.685548	4	0.339857	0.314190	0.296676	0.684485	
96000	27.685548	3	0.343854	0.264311	0.343854	1.351902	
97000	27.685548	3	0.266708	0.266708	0.396737	0.401198	
98000	27.685548	4	0.390792	0.290867	0.305465	0.512284	
99000	27.685548	3	0.419725	0.394301	0.419725	0.620986	
100000	27.685548	1	0.373355	0.373355	0.373355	0.373355	
101000	27.685548	2	0.359869	0.359869	0.359869	0.644476	
102000	27.685548	3	0.322892	0.431482	0.322892	0.493994	
103000	27.685548	2	0.299869	0.299869	0.299869	0.647991	
104000	27.685548	4	0.280617	0.302030	0.458818	1.005210	
105000	27.685548	4	0.285211	0.344147	0.354405	0.598300	
106000	27.685548	2	0.329398	0.329398	0.329398	0.386844	
107000	27.685548	3	0.326762	0.319711	0.326762	0.496444	
108000	27.685548	4	0.411676	0.330013	0.280962	0.596631	
109000	27.685548	2	0.415078	0.392093	0.415078	0.392093	
110000	27.685548	4	0.311048	0.328362	0.228287	0.351624	
111000	27.685548	3	0.283929	0.537654	0.381607	0.537654	
112000	27.685548	3	0.364261	0.405061	0.344939	0.405061	
113000	27.685548	3	0.341885	0.341885	0.363007	0.474025	
114000	27.685548	3	0.411006	0.309433	0.395700	0.411006	
115000	27.685548	3	0.405825	0.335564	0.335564	0.375225	
116000	27.685548	2	0.385043	0.282897	0.282897	0.385043	
117000	27.685548	2	0.311245	0.311245	0.311245	0.977950	
118000	27.685548	1	0.392773	0.392773	0.392773	0.392773	
119000	27.685548	4	0.311353	0.301076	0.471312	0.764574	
120000	27.685548	3	0.294523	0.234213	0.234213	0.498124	
121000	27.685548	3	0.321717	0.259966	0.321717	1.001965	
122000	27.685548	4	0.283391	0.455525	0.437355	0.530503	
123000	27.685548	2	0.301016	0.390442	0.301016	0.390442	
124000	27.685548	3	0.415579	0.338279	0.338279	0.628155	
125000	27.685548	4	0.303660	0.334793	0.361369	0.542732	
126000	27.685548	3	0.303499	0.310203	0.310203	0.533702	
127000	27.685548	3	0.432221	0.297961	0.297961	0.477256	
128000	27.685548	2	0.308298	0.308298	0.308298	0.421298	
129000	27.685548	4	0.344086	0.242482	0.265636	0.838888	
130000	27.685548	4	0.363150	0.276402	0.313612	0.350008	
131000	27.685548	4	0.378574	0.383401	0.339529	0.907004	
132000	27.685548	2	0.295691	0.295691	0.389288	0.389288	
133000	27.685548	2	0.319595	0.319595	0.319595	1.247656	
134000	27.685548	3	0.319316	0.364425	0.319316	0.909309	
135000	27.685548	3	0.348549	0.346168	0.346168	0.653398	
136000	27.685548	4	0.334306	0.270562	0.373186	0.630154	
137000	27.685548	2	0.272834	0.272834	0.457255	0.457255	
138000	27.685548	4	0.353003	0.414436	0.295033	1.100513	
139000	27.685548	2	0.357575	0.357575	0.357575	0.459684	
140000	27.685548	2	0.614054	0.286826	0.286826	0.614054	
141000	27.685548	4	0.271588	0.253329	0.272980	0.376515	
142000	27.685548	3	0.332995	0.332995	0.317204	0.525009	
143000	27.685548	2	0.368466	0.368466	0.368466	0.763691	
144000	27.685548	3	0.345975	0.333267	0.345975	0.681052	
145000	27.685548	3	0.276478	0.340583	0.276478	0.442518	
146000	27.685548	3	0.347091	0.348232	0.348232	0.487039	
147000	27.685548	2	0.301354	0.358689	0.301354	0.358689	
148000	27.685548	4	0.261498	0.300496	0.264100	0.464655	
149000	27.685548	4	0.380661	0.324397	0.321578	1.010665	
150000	27.685548	3	0.349151	0.283733	0.349151	0.322686	
151000	27.685548	4	0.284158	0.294210	0.377280	0.548775	
152000	27.685548	3	0.464882	0.344613	0.383031	0.464882	
153000	27.685548	2	0.388585	0.335656	0.335656	0.388585	
154000	27.685548	4	0.392624	0.359598	0.388593	0.525076	
155000	27.685548	3	0.269625	0.359555	0.269625	0.578919	
156000	27.685548	2	0.295726	0.295726	0.295726	0.310882	
157000	27.685548	2	0.358249	0.358249	0.302376	0.358249	
158000	27.685548	4	0.402171	0.406192	0.274116	0.817370	
159000	27.685548	3	0.357403	0.357403	0.281220	0.385425	
160000	27.685548	2	0.363635	0.363635	0.363635	0.587797	
161000	27.685548	4	0.356021	0.274296	0.297571	0.450654	
162000	27.685548	2	0.277830	0.277830	0.277830	0.855883	
163000	27.685548	2	0.333765	0.343523	0.333765	0.333765	
164000	27.685548	2	0.335903	0.335903	0.377680	0.377680	
165000	27.685548	2	0.352665	0.352665	0.352665	0.568085	
166000	27.685548	3	0.298460	0.333576	0.298460	0.472862	
167000	27.685548	1	0.378404	0.378404	0.378404	0.378404	
168000	27.685548	3	0.251293	0.356585	0.356585	0.415183	
169000	27.685548	4	0.432620	0.367635	0.211052	0.551747	
170000	27.685548	2	0.345086	0.258215	0.258215	0.345086	
171000	27.685548	2	0.310925	0.310925	0.310925	0.792408	
172000	27.685548	1	0.313679	0.313679	0.313679	0.313679	
173000	27.685548	3	0.319674	0.411604	0.358608	0.411604	
174000	27.685548	3	0.336571	0.279199	0.336571	0.528467	
175000	27.685548	1	0.358594	0.358594	0.358594	0.358594	
176000	27.685548	2	0.334055	0.334055	0.334055	0.554003	
177000	27.685548	2	0.438852	0.309098	0.309098	0.438852	
178000	27.685548	4	0.348929	0.274109	0.291077	0.350485	
179000	27.685548	3	0.360326	0.360326	0.250546	0.449900	
180000	27.685548	2	0.392779	0.392779	0.392779	0.462395	
181000	27.685548	3	0.339075	0.339075	0.279983	1.009947	
182000	27.685548	1	0.388726	0.388726	0.388726	0.388726	
183000	27.685548	3	0.343363	0.343363	0.424208	0.827116	
184000	27.685548	2	0.348245	0.348245	0.348245	0.691249	
185000	27.685548	3	0.339514	0.336244	0.309197	0.339514	
186000	27.685548	3	0.285491	0.428031	0.285491	0.658346	
187000	27.685548	4	0.354538	0.298109	0.274403	0.832650	
188000	27.685548	3	0.347015	0.347015	0.383457	0.666915	
189000	27.685548	4	0.325411	0.407199	0.369192	0.366956	
190000	27.685548	4	0.288276	0.324588	0.410817	0.607082	
191000	27.685548	2	0.286141	0.286141	0.286141	0.385816	
192000	27.685548	3	0.307504	0.389888	0.389888	0.771656	
193000	27.685548	4	0.283405	0.256926	0.327507	0.582653	
194000	27.685548	2	0.251636	0.251636	0.317149	0.317149	
195000	27.685548	3	0.383887	0.294491	0.339921	0.383887	
196000	27.685548	4	0.239519	0.344097	0.369421	0.371733	
197000	27.685548	3	0.349973	0.418093	0.349973	0.332537	
198000	27.685548	3	0.276508	0.276508	0.358646	0.574448	
199000	27.685548	4	0.385518	0.379725	0.353512	0.569624	
200000	27.685548	3	0.384705	0.300718	0.359143	0.359143	
201000	27.685548	2	0.301943	0.301943	0.301943	1.128263	
202000	27.685548	4	0.281540	0.432263	0.678765	0.452222	
203000	27.685548	3	0.322984	0.336549	0.322984	0.645237	
204000	27.685548	3	0.562153	0.259826	0.259826	0.460603	
205000	27.685548	2	0.414775	0.281884	0.414775	0.414775	
206000	27.685548	4	0.362870	0.313919	0.232238	0.584661	
207000	27.685548	2	0.364786	0.290930	0.364786	0.364786	
208000	27.685548	3	0.349736	0.387869	0.349736	1.013830	
209000	27.685548	3	0.292394	0.292394	0.359022	0.411279	
210000	27.685548	3	0.349190	0.349190	0.363890	0.405715	
211000	27.685548	3	0.361493	0.361493	0.231958	0.437196	
212000	27.685548	1	0.359535	0.359535	0.359535	0.359535	
213000	27.685548	3	0.376769	0.377029	0.376769	0.449586	
214000	27.685548	4	0.380284	0.321914	0.333912	0.505476	
215000	27.685548	2	0.365001	0.365001	0.262863	0.365001	
216000	27.685548	1	0.431811	0.431811	0.431811	0.431811	
217000	27.685548	4	0.298140	0.218574	0.242829	0.655475	
218000	27.685548	2	0.342318	0.342318	0.342318	0.734993	
219000	27.685548	4	0.389874	0.285535	0.336045	0.698428	
220000	27.685548	2	0.281960	0.281960	0.323296	0.281960	
221000	27.685548	4	0.328342	0.358552	0.403318	0.424560	
222000	27.685548	3	0.443151	0.329878	0.329878	0.508493	
223000	27.685548	4	0.296773	0.322692	0.317776	0.288411	
224000	27.685548	2	0.324173	0.324173	0.324173	0.341284	
225000	27.685548	2	0.378363	0.378363	0.378363	0.613302	
226000	27.685548	2	0.347605	0.347605	0.347605	0.984644	
227000	27.685548	3	0.314894	0.261011	0.314894	0.830346	
228000	27.685548	3	0.352614	0.363518	0.363518	0.574598	
229000	27.685548	2	0.328663	0.328663	0.328663	0.617715	
230000	27.685548	2	0.300921	0.300921	0.300921	0.451464	
231000	27.685548	4	0.347376	0.283738	0.266029	0.483765	
232000	27.685548	4	0.287126	0.327341	0.305566	0.747284	
233000	27.685548	3	0.398843	0.374528	0.269489	0.374528	
234000	27.685548	1	0.361125	0.361125	0.361125	0.361125	
235000	27.685548	3	0.324213	0.324213	0.248493	0.517852	
236000	27.685548	4	0.399144	0.260844	0.354844	0.581445	
237000	27.685548	3	0.310823	0.301973	0.310823	0.653516	
238000	27.685548	2	0.317172	0.488896	0.317172	0.488896	
239000	27.685548	4	0.349165	0.283564	0.295228	0.474965	
240000	27.685548	2	0.340924	0.340924	0.340924	0.710486	
241000	27.685548	3	0.286218	0.369219	0.369219	0.580264	
242000	27.685548	3	0.416422	0.416422	0.280783	0.353383	
243000	27.685548	4	0.376933	0.289762	0.327089	0.421355	
244000	27.685548	3	0.341669	0.265190	0.341669	0.496179	
245000	27.685548	3	0.361317	0.443205	0.270341	0.443205	
246000	27.685548	3	0.440528	0.255584	0.422549	0.440528	
247000	27.685548	1	0.286242	0.286242	0.286242	0.286242	
248000	27.685548	3	0.389941	0.261037	0.342794	0.389941	
249000	27.685548	2	0.350248	0.350248	0.350248	0.476719	
250000	27.685548	2	0.415985	0.408007	0.415985	0.415985	
251000	27.685548	2	0.297170	0.297170	0.297170	0.444072	
252000	27.685548	3	0.317001	0.298994	0.298994	0.419915	
253000	27.685548	1	0.331830	0.331830	0.331830	0.331830	
254000	27.685548	3	0.299463	0.443054	0.299463	0.847474	
255000	27.685548	3	0.313312	0.371795	0.371795	0.932006	
256000	27.685548	2	0.281736	0.281736	0.281736	0.830293	
257000	27.685548	1	0.411142	0.411142	0.411142	0.411142	
258000	27.685548	3	0.324108	0.324108	0.361044	0.455717	
259000	27.685548	3	0.292506	0.292506	0.278649	0.384219	
260000	27.685548	2	0.363952	0.285370	0.363952	0.363952	
261000	27.685548	4	0.394663	0.349225	0.293129	0.415418	
262000	27.685548	3	0.325659	0.337005	0.325659	0.593769	
263000	27.685548	3	0.417600	0.263010	0.263010	0.637778	
264000	27.685548	4	0.330601	0.318828	0.292097	0.392169	
265000	27.685548	2	0.332905	0.332905	0.332905	0.428509	
266000	27.685548	4	0.354825	0.281445	0.230859	0.364778	
267000	27.685548	2	0.327829	0.327829	0.327829	0.603270	
268000	27.685548	4	0.326403	0.365211	0.351920	0.713008	
269000	27.685548	2	0.317906	0.317906	0.270046	0.317906	
270000	27.685548	3	0.323283	0.323283	0.342767	0.717342	
271000	27.685548	4	0.309324	0.313724	0.352707	0.543135	
272000	27.685548	3	0.347818	0.437777	0.347818	0.788866	
273000	27.685548	4	0.458943	0.386084	0.397070	0.415781	
274000	27.685548	4	0.408615	0.230974	0.306689	0.423380	
275000	27.685548	2	0.333521	0.333521	0.333521	0.845896	
276000	27.685548	3	0.313259	0.313259	0.333512	1.341230	
277000	27.685548	2	0.323277	0.323277	0.323277	0.730429	
278000	27.685548	4	0.352437	0.299282	0.315705	0.735689	
279000	27.685548	3	0.394464	0.394464	0.260926	0.679058	
280000	27.685548	2	0.462438	0.462438	0.334116	0.462438	
281000	27.685548	4	0.426420	0.234719	0.276915	0.539491	
282000	27.685548	2	0.312663	0.246306	0.246306	0.312663	
283000	27.685548	1	0.367947	0.367947	0.367947	0.367947	
284000	27.685548	3	0.345348	0.345348	0.347171	0.844306	
285000	27.685548	4	0.429253	0.307023	0.460224	0.287286	
286000	27.685548	4	0.396124	0.388236	0.287284	0.706169	
287000	27.685548	2	0.288160	0.309881	0.309881	0.309881	
288000	27.685548	4	0.302716	0.258479	0.334011	0.501540	
289000	27.685548	3	0.298492	0.298492	0.434413	0.632536	
290000	27.685548	4	0.293831	0.210771	0.355656	0.359794	
291000	27.685548	4	0.367446	0.316672	0.395826	0.653624	
292000	27.685548	3	0.302677	0.327696	0.343816	0.343816	
293000	27.685548	2	0.407949	0.407949	0.407949	0.507867	
294000	27.685548	3	0.253986	0.459651	0.459651	0.530331	
295000	27.685548	2	0.270492	0.270492	0.270492	0.463340	
296000	27.685548	3	0.319819	0.307337	0.319819	0.534900	
297000	27.685548	2	0.316199	0.316199	0.316199	0.398911	
298000	27.685548	2	0.325943	0.378914	0.378914	0.378914	
299000	27.685548	2	0.342380	0.342380	0.342380	0.307291	
300000	27.685548	3	0.271332	0.285468	0.271332	0.770662	
301000	27.685548	3	0.425853	0.299819	0.299819	0.413419	
302000	27.685548	2	0.404483	0.272801	0.272801	0.404483	
303000	27.685548	3	0.316255	0.316255	0.306738	0.755304	
304000	27.685548	3	0.282578	0.371843	0.341284	0.341284	
305000	27.685548	3	0.322190	0.342511	0.348580	0.348580	
306000	27.685548	3	0.311278	0.311278	0.275029	0.368297	
307000	27.685548	4	0.347043	0.287848	0.279762	0.668142	
308000	27.685548	4	0.358041	0.249916	0.311043	1.094121	
309000	27.685548	3	0.417852	0.417852	0.276163	0.725266	
310000	27.685548	3	0.312671	0.312671	0.354189	0.427918	
311000	27.685548	4	0.319839	0.261248	0.279519	0.870270	
312000	27.685548	3	0.336558	0.285576	0.336558	0.405909	
313000	27.685548	4	0.329686	0.328201	0.374397	0.935027	
314000	27.685548	3	0.341400	0.304341	0.341400	0.524253	
315000	27.685548	4	0.281346	0.348005	0.353778	0.923792	
316000	27.685548	3	0.335614	0.335614	0.224607	0.842282	
317000	27.685548	2	0.302817	0.330705	0.302817	0.302817	
318000	27.685548	2	0.313314	0.313314	0.313314	0.400501	
319000	27.685548	2	0.313441	0.313441	0.313441	0.759794	
320000	27.685548	3	0.248315	0.266318	0.238004	0.266318	
321000	27.685548	3	0.347400	0.367889	0.347400	0.328161	
322000	27.685548	3	0.341389	0.341389	0.281151	0.459860	
323000	27.685548	2	0.320470	0.361132	0.361132	0.361132	
324000	27.685548	4	0.403086	0.302809	0.392857	0.509350	
325000	27.685548	2	0.329193	0.256380	0.256380	0.329193	
326000	27.685548	3	0.402482	0.402482	0.344651	0.419946	
327000	27.685548	2	0.317497	0.317497	0.317497	0.630897	
328000	27.685548	3	0.352742	0.265284	0.381177	0.352742	
329000	27.685548	1	0.339635	0.339635	0.339635	0.339635	
330000	27.685548	4	0.528593	0.229549	0.232177	0.342418	
331000	27.685548	3	0.376071	0.376071	0.246483	0.699261	
332000	27.685548	3	0.308169	0.308169	0.463696	0.689850	
333000	27.685548	1	0.351273	0.351273	0.351273	0.351273	
334000	27.685548	2	0.312454	0.312454	0.328766	0.312454	
335000	27.685548	2	0.280108	0.280108	0.434636	0.434636	
336000	27.685548	3	0.370956	0.352809	0.352809	0.675273	
337000	27.685548	3	0.296199	0.296199	0.299755	0.468871	
338000	27.685548	3	0.315107	0.335863	0.335863	0.642348	
339000	27.685548	3	0.526455	0.268158	0.268158	0.702566	
340000	27.685548	3	0.382970	0.316795	0.316795	0.534357	
341000	27.685548	3	0.345803	0.345803	0.276042	0.566610	
342000	27.685548	3	0.318892	0.318892	0.285953	0.594844	
343000	27.685548	2	0.276050	0.276050	0.276050	0.809406	
344000	27.685548	3	0.329600	0.329600	0.283194	0.320328	
345000	27.685548	2	0.369722	0.369722	0.369722	0.563109	
346000	27.685548	2	0.333425	0.333425	0.333425	0.361537	
347000	27.685548	3	0.455173	0.275537	0.275537	0.490834	
348000	27.685548	3	0.318305	0.264183	0.385330	0.385330	
349000	27.685548	2	0.344383	0.344383	0.453780	0.453780	
350000	27.685548	3	0.325918	0.285324	0.325918	0.347941	
351000	27.685548	2	0.350161	0.377718	0.350161	0.350161	
352000	27.685548	2	0.406427	0.357107	0.406427	0.406427	
353000	27.685548	3	0.489110	0.304779	0.314128	0.489110	
354000	27.685548	4	0.393226	0.218091	0.331571	0.630507	
355000	27.685548	3	0.313343	0.334542	0.313343	0.664407	
356000	27.685548	2	0.325667	0.325667	0.325667	0.688712	
357000	27.685548	3	0.426924	0.356384	0.356384	0.666926	
358000	27.685548	4	0.332146	0.321555	0.211309	0.358839	
359000	27.685548	1	0.387206	0.387206	0.387206	0.387206	
360000	27.685548	1	0.350089	0.350089	0.350089	0.350089	
361000	27.685548	3	0.370219	0.370219	0.410869	0.590498	
362000	27.685548	3	0.383288	0.340120	0.383288	0.610235	
363000	27.685548	4	0.345123	0.401663	0.389084	0.403728	
364000	27.685548	3	0.449387	0.273715	0.343705	0.343705	
365000	27.685548	3	0.308173	0.530603	0.530603	0.623315	
366000	27.685548	3	0.273371	0.572557	0.212912	0.572557	
367000	27.685548	3	0.328512	0.370493	0.328512	0.740760	
368000	27.685548	3	0.357737	0.259260	0.357737	0.731769	
369000	27.685548	2	0.367988	0.367988	0.367988	0.745595	
370000	27.685548	4	0.458952	0.248347	0.529891	1.080295	
371000	27.685548	3	0.416000	0.352880	0.416000	0.419038	
372000	27.685548	3	0.319335	0.324041	0.319335	0.790840	
373000	27.685548	3	0.359115	0.319879	0.359115	0.385988	
374000	27.685548	1	0.279442	0.279442	0.279442	0.279442	
375000	27.685548	3	0.374428	0.340765	0.340765	0.930581	
376000	27.685548	4	0.339732	0.359812	0.287197	0.414762	
377000	27.685548	2	0.303051	0.303051	0.432753	0.432753	
378000	27.685548	3	0.430812	0.301977	0.301977	0.749543	
379000	27.685548	3	0.348307	0.276312	0.348307	0.588198	
380000	27.685548	2	0.248915	0.248915	0.248915	0.318557	
381000	27.685548	3	0.395241	0.417342	0.313005	0.417342	
382000	27.685548	2	0.376296	0.365703	0.365703	0.376296	
383000	27.685548	2	0.319527	0.288611	0.319527	0.319527	
384000	27.685548	2	0.383370	0.383370	0.383370	0.526904	
385000	27.685548	4	0.320472	0.231652	0.273708	0.378489	
386000	27.685548	2	0.290597	0.290597	0.443935	0.443935	
387000	27.685548	4	0.344462	0.408926	0.261935	0.452026	
388000	27.685548	2	0.383533	0.383533	0.383533	0.486734	
389000	27.685548	1	0.390742	0.390742	0.390742	0.390742	
390000	27.685548	1	0.316905	0.316905	0.316905	0.316905	
391000	27.685548	4	0.537436	0.370225	0.313130	0.595665	
392000	27.685548	4	0.317144	0.271763	0.313835	0.594474	
393000	27.685548	2	0.331654	0.331654	0.331654	0.778584	
394000	27.685548	2	0.347298	0.347298	0.347298	0.562964	
395000	27.685548	2	0.279025	0.279025	0.279025	0.861192	
396000	27.685548	3	0.368057	0.368057	0.275337	0.399648	
397000	27.685548	4	0.392263	0.336803	0.333511	0.939358	
398000	27.685548	2	0.401655	0.401655	0.411564	0.401655	
399000	27.685548	3	0.358779	0.324500	0.358779	0.450367	
400000	27.685548	3	0.326762	0.266234	0.266234	0.534821	
401000	27.685548	2	0.399519	0.399519	0.232268	0.399519	
402000	27.685548	3	0.407764	0.380141	0.341917	0.407764	
403000	27.685548	4	0.308411	0.296492	0.425664	0.581781	
404000	27.685548	4	0.276485	0.347538	0.397703	0.409154	
405000	27.685548	4	0.436782	0.241477	0.424690	0.461272	
406000	27.685548	1	0.317946	0.317946	0.317946	0.317946	
407000	27.685548	2	0.331451	0.331451	0.331451	0.672634	
408000	27.685548	3	0.306842	0.306842	0.296029	0.611281	
409000	27.685548	3	0.366167	0.273215	0.273215	0.304712	
410000	27.685548	4	0.306673	0.343344	0.355362	0.839512	
411000	27.685548	4	0.300769	0.398882	0.396001	0.799360	
412000	27.685548	1	0.342533	0.342533	0.342533	0.342533	
413000	27.685548	2	0.320260	0.320260	0.320260	0.612332	
414000	27.685548	2	0.432055	0.397504	0.397504	0.432055	
415000	27.685548	3	0.324125	0.324125	0.224723	0.544524	
416000	27.685548	4	0.335158	0.305323	0.463241	0.621272	
417000	27.685548	2	0.306116	0.306116	0.306116	0.589980	
418000	27.685548	3	0.282608	0.282608	0.290544	0.606001	
419000	27.685548	4	0.336921	0.384062	0.319018	0.416823	
420000	27.685548	3	0.266477	0.399135	0.399135	0.486084	
421000	27.685548	3	0.283290	0.283290	0.369759	0.789841	
422000	27.685548	3	0.331068	0.331068	0.424989	0.862850	
423000	27.685548	3	0.298229	0.268008	0.437597	0.437597	
424000	27.685548	3	0.331570	0.361099	0.361099	0.364974	
425000	27.685548	2	0.358733	0.358733	0.368046	0.358733	
426000	27.685548	1	0.335281	0.335281	0.335281	0.335281	
427000	27.685548	3	0.320050	0.306340	0.401727	0.401727	
428000	27.685548	2	0.328723	0.328723	0.328723	0.354955	
429000	27.685548	2	0.339799	0.339799	0.339799	0.678504	
430000	27.685548	3	0.316795	0.270635	0.270635	0.362758	
431000	27.685548	4	0.298483	0.281959	0.390446	1.120396	
432000	27.685548	2	0.379542	0.379542	0.300112	0.379542	
433000	27.685548	3	0.438913	0.264167	0.408430	0.408430	
434000	27.685548	2	0.366226	0.366580	0.366226	0.366226	
435000	27.685548	4	0.305081	0.254040	0.342013	1.027023	
436000	27.685548	4	0.276259	0.434187	0.223025	0.684402	
437000	27.685548	1	0.370217	0.370217	0.370217	0.370217	
438000	27.685548	4	0.371969	0.384708	0.258003	0.580407	
439000	27.685548	2	0.352035	0.352035	0.352035	0.765102	
440000	27.685548	3	0.346203	0.267494	0.346203	0.375631	
441000	27.685548	3	0.371369	0.378668	0.279710	0.378668	
442000	27.685548	1	0.320106	0.320106	0.320106	0.320106	
443000	27.685548	4	0.366849	0.295431	0.327341	0.388288	
444000	27.685548	3	0.376835	0.355168	0.376835	0.574345	
445000	27.685548	4	0.412009	0.344034	0.265924	0.350639	
446000	27.685548	2	0.292822	0.405738	0.292822	0.405738	
447000	27.685548	4	0.329927	0.336058	0.395182	0.489208	
448000	27.685548	3	0.353726	0.318699	0.478191	0.353726	
