Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.197482	0.056439	0.661424	0.661424	0.056439	0.197482	
2000	0.092720	3	0.209436	0.054253	0.701305	0.701305	0.054253	0.209436	
3000	0.092720	3	0.210716	0.053307	0.690223	0.690223	0.053307	0.210716	
4000	0.092720	3	0.192622	0.055436	0.678207	0.678207	0.055436	0.192622	
5000	0.092720	3	0.207263	0.052343	0.720247	0.720247	0.052343	0.207263	
6000	0.092720	3	0.206309	0.054827	0.707475	0.707475	0.054827	0.206309	
7000	0.092720	4	0.192901	0.057602	0.698366	0.698366	0.057602	0.209094	
8000	0.092720	3	0.203173	0.055198	0.717585	0.717585	0.055198	0.203173	
9000	0.092720	3	0.200386	0.057635	0.689387	0.689387	0.057635	0.200386	
10000	0.092720	3	0.195565	0.058881	0.713542	0.713542	0.058881	0.195565	
11000	0.092720	3	0.200017	0.058658	0.710115	0.710115	0.058658	0.200017	
12000	0.092720	3	0.199654	0.056984	0.717789	0.717789	0.056984	0.199654	
13000	0.092720	3	0.204685	0.058180	0.727338	0.727338	0.058180	0.204685	
14000	0.092720	3	0.200016	0.057361	0.749632	0.749632	0.057361	0.200016	
15000	0.092720	3	0.199699	0.058404	0.760584	0.760584	0.058404	0.199699	
16000	0.092720	3	0.196170	0.061204	0.766627	0.766627	0.061204	0.196170	
17000	0.092720	3	0.201565	0.057982	0.770550	0.770550	0.057982	0.201565	
18000	0.092720	3	0.206607	0.056489	0.751128	0.751128	0.056489	0.206607	
19000	0.092720	3	0.200591	0.057699	0.731759	0.731759	0.057699	0.200591	
20000	0.092720	3	0.201249	0.057713	0.767242	0.767242	0.057713	0.201249	
21000	0.092720	3	0.203795	0.058785	0.717072	0.717072	0.058785	0.203795	
22000	0.092720	3	0.197856	0.060370	0.737174	0.737174	0.060370	0.197856	
23000	0.092720	3	0.197150	0.060953	0.751358	0.751358	0.060953	0.197150	
24000	0.092720	3	0.203285	0.058775	0.768095	0.768095	0.058775	0.203285	
25000	0.092720	3	0.193917	0.061911	0.779573	0.779573	0.061911	0.193917	
26000	0.092720	3	0.207760	0.057346	0.734103	0.734103	0.057346	0.207760	
27000	0.092720	3	0.207705	0.057019	0.728185	0.728185	0.057019	0.207705	
28000	0.092720	3	0.201747	0.059236	0.772864	0.772864	0.059236	0.201747	
29000	0.092720	3	0.201750	0.060332	0.775732	0.775732	0.060332	0.201750	
30000	0.092720	3	0.205624	0.060478	0.756265	0.756265	0.060478	0.205624	
31000	0.092720	3	0.203364	0.060681	0.753335	0.753335	0.060681	0.203364	
32000	0.092720	3	0.202002	0.058262	0.757680	0.757680	0.058262	0.202002	
33000	0.092720	3	0.200317	0.057866	0.739211	0.739211	0.057866	0.200317	
34000	0.092720	3	0.208118	0.058201	0.749922	0.749922	0.058201	0.208118	
35000	0.092720	3	0.204155	0.059351	0.765324	0.765324	0.059351	0.204155	
36000	0.092720	3	0.199742	0.061395	0.781620	0.781620	0.061395	0.199742	
37000	0.092720	3	0.206820	0.057835	0.756406	0.756406	0.057835	0.206820	
38000	0.092720	3	0.199042	0.058518	0.781923	0.781923	0.058518	0.199042	
39000	0.092720	3	0.203190	0.058418	0.794256	0.794256	0.058418	0.203190	
40000	0.092720	3	0.199773	0.058955	0.750167	0.750167	0.058955	0.199773	
41000	0.092720	3	0.207740	0.060385	0.802446	0.802446	0.060385	0.207740	
42000	0.092720	3	0.203993	0.060642	0.727055	0.727055	0.060642	0.203993	
43000	0.092720	4	0.198420	0.058820	0.813832	0.741089	0.058820	0.198420	
44000	0.092720	3	0.203312	0.060123	0.774084	0.774084	0.060123	0.203312	
45000	0.092720	3	0.202048	0.064593	0.751684	0.751684	0.064593	0.202048	
46000	0.092720	3	0.208053	0.059295	0.760677	0.760677	0.059295	0.208053	
47000	0.092720	3	0.204531	0.058731	0.783641	0.783641	0.058731	0.204531	
48000	0.092720	3	0.203333	0.059853	0.784143	0.784143	0.059853	0.203333	
49000	0.092720	3	0.200657	0.058422	0.767187	0.767187	0.058422	0.200657	
50000	0.092720	3	0.200066	0.059721	0.742176	0.742176	0.059721	0.200066	
51000	0.092720	3	0.201895	0.060698	0.748077	0.748077	0.060698	0.201895	
52000	0.092720	3	0.198269	0.064898	0.762732	0.762732	0.064898	0.198269	
53000	0.092720	3	0.205118	0.057087	0.789446	0.789446	0.057087	0.205118	
54000	0.092720	3	0.201834	0.061031	0.800132	0.800132	0.061031	0.201834	
55000	0.092720	3	0.201950	0.056579	0.753577	0.753577	0.056579	0.201950	
56000	0.092720	3	0.200279	0.059373	0.802597	0.802597	0.059373	0.200279	
57000	0.092720	3	0.204609	0.059531	0.781203	0.781203	0.059531	0.204609	
58000	0.092720	3	0.203623	0.061501	0.780355	0.780355	0.061501	0.203623	
59000	0.092720	4	0.204965	0.060417	0.808592	0.808592	0.060417	0.203223	
60000	0.092720	3	0.201360	0.058850	0.810824	0.810824	0.058850	0.201360	
61000	0.092720	3	0.203017	0.058411	0.831025	0.831025	0.058411	0.203017	
62000	0.092720	3	0.202767	0.062124	0.737756	0.737756	0.062124	0.202767	
63000	0.092720	3	0.206612	0.063710	0.816674	0.816674	0.063710	0.206612	
64000	0.092720	3	0.197053	0.063030	0.831405	0.831405	0.063030	0.197053	
65000	0.092720	3	0.208321	0.058286	0.794255	0.794255	0.058286	0.208321	
66000	0.092720	3	0.205346	0.059604	0.775109	0.775109	0.059604	0.205346	
67000	0.092720	3	0.207219	0.063467	0.808552	0.808552	0.063467	0.207219	
68000	0.092720	3	0.199168	0.063107	0.822268	0.822268	0.063107	0.199168	
69000	0.092720	3	0.202276	0.058180	0.747613	0.747613	0.058180	0.202276	
70000	0.092720	3	0.199197	0.061269	0.781096	0.781096	0.061269	0.199197	
71000	0.092720	3	0.204441	0.060949	0.797857	0.797857	0.060949	0.204441	
72000	0.092720	3	0.205470	0.061602	0.740479	0.740479	0.061602	0.205470	
73000	0.092720	3	0.202997	0.062900	0.775133	0.775133	0.062900	0.202997	
74000	0.092720	3	0.198437	0.061881	0.777659	0.777659	0.061881	0.198437	
75000	0.092720	3	0.198992	0.060153	0.816289	0.816289	0.060153	0.198992	
76000	0.092720	3	0.211810	0.061404	0.834071	0.834071	0.061404	0.211810	
77000	0.092720	3	0.205308	0.060856	0.785397	0.785397	0.060856	0.205308	
78000	0.092720	3	0.196373	0.062061	0.800818	0.800818	0.062061	0.196373	
79000	0.092720	3	0.212833	0.056880	0.814178	0.814178	0.056880	0.212833	
80000	0.092720	4	0.219288	0.057619	0.830826	0.830826	0.057619	0.207139	
81000	0.092720	3	0.187086	0.063092	0.765486	0.765486	0.063092	0.187086	
82000	0.092720	3	0.201113	0.059826	0.784704	0.784704	0.059826	0.201113	
83000	0.092720	3	0.202649	0.058891	0.791199	0.791199	0.058891	0.202649	
84000	0.092720	3	0.195477	0.057815	0.767039	0.767039	0.057815	0.195477	
85000	0.092720	3	0.202664	0.060917	0.758124	0.758124	0.060917	0.202664	
86000	0.092720	3	0.199720	0.063465	0.813736	0.813736	0.063465	0.199720	
87000	0.092720	3	0.201420	0.059531	0.772050	0.772050	0.059531	0.201420	
