Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.213880	0.056501	0.720722	0.720722	0.056501	0.213880	
2000	0.092720	3	0.215662	0.058330	0.721062	0.721062	0.058330	0.215662	
3000	0.092720	4	0.182721	0.057831	0.741459	0.741459	0.057831	0.219483	
4000	0.092720	3	0.221090	0.060451	0.782704	0.782704	0.060451	0.221090	
5000	0.092720	3	0.187297	0.058343	0.751577	0.751577	0.058343	0.187297	
6000	0.092720	3	0.209211	0.057579	0.721637	0.721637	0.057579	0.209211	
7000	0.092720	3	0.195117	0.056394	0.722141	0.722141	0.056394	0.195117	
8000	0.092720	3	0.206863	0.056095	0.720567	0.720567	0.056095	0.206863	
9000	0.092720	3	0.199167	0.059193	0.700518	0.700518	0.059193	0.199167	
10000	0.092720	3	0.217032	0.053750	0.773802	0.773802	0.053750	0.217032	
11000	0.092720	3	0.186608	0.057581	0.690552	0.690552	0.057581	0.186608	
12000	0.092720	3	0.198792	0.057105	0.700134	0.700134	0.057105	0.198792	
13000	0.092720	3	0.197520	0.058028	0.683448	0.683448	0.058028	0.197520	
14000	0.092720	3	0.201571	0.057028	0.717190	0.717190	0.057028	0.201571	
15000	0.092720	4	0.185785	0.057236	0.649139	0.649139	0.057236	0.226123	
16000	0.092720	3	0.199775	0.060488	0.707604	0.707604	0.060488	0.199775	
17000	0.092720	3	0.210129	0.056813	0.707167	0.707167	0.056813	0.210129	
18000	0.092720	3	0.203388	0.056804	0.720131	0.720131	0.056804	0.203388	
19000	0.092720	3	0.202878	0.058580	0.700543	0.700543	0.058580	0.202878	
20000	0.092720	4	0.168156	0.057473	0.700124	0.700124	0.057473	0.229119	
21000	0.092720	3	0.204794	0.056041	0.656467	0.656467	0.056041	0.204794	
22000	0.092720	3	0.216106	0.056875	0.712628	0.712628	0.056875	0.216106	
23000	0.092720	3	0.196925	0.056135	0.662055	0.662055	0.056135	0.196925	
24000	0.092720	3	0.198469	0.058972	0.674484	0.674484	0.058972	0.198469	
25000	0.092720	3	0.203273	0.056935	0.690414	0.690414	0.056935	0.203273	
26000	0.092720	3	0.192391	0.055834	0.687502	0.687502	0.055834	0.192391	
27000	0.092720	3	0.178121	0.056115	0.703148	0.703148	0.056115	0.178121	
28000	0.092720	3	0.205860	0.058105	0.694713	0.694713	0.058105	0.205860	
29000	0.092720	3	0.211417	0.056800	0.746606	0.746606	0.056800	0.211417	
30000	0.092720	3	0.198602	0.057042	0.707986	0.707986	0.057042	0.198602	
31000	0.092720	3	0.198980	0.056393	0.695189	0.695189	0.056393	0.198980	
32000	0.092720	4	0.188098	0.056786	0.692897	0.692897	0.056786	0.220779	
33000	0.092720	3	0.213753	0.055709	0.735611	0.735611	0.055709	0.213753	
34000	0.092720	3	0.222820	0.056615	0.691629	0.691629	0.056615	0.222820	
35000	0.092720	3	0.203796	0.058148	0.692938	0.692938	0.058148	0.203796	
36000	0.092720	3	0.209489	0.056759	0.689043	0.689043	0.056759	0.209489	
37000	0.092720	3	0.207052	0.056944	0.700128	0.700128	0.056944	0.207052	
38000	0.092720	4	0.149792	0.058178	0.689901	0.689901	0.058178	0.203890	
39000	0.092720	3	0.219924	0.060664	0.699711	0.699711	0.060664	0.219924	
40000	0.092720	3	0.210809	0.057564	0.718266	0.718266	0.057564	0.210809	
41000	0.092720	3	0.212731	0.056507	0.745762	0.745762	0.056507	0.212731	
42000	0.092720	4	0.201912	0.058182	0.713673	0.713673	0.054934	0.201912	
43000	0.092720	3	0.208229	0.055884	0.751264	0.751264	0.055884	0.208229	
44000	0.092720	4	0.185934	0.058266	0.702192	0.702192	0.058266	0.216246	
45000	0.092720	3	0.208388	0.057154	0.716193	0.716193	0.057154	0.208388	
46000	0.092720	3	0.207462	0.058635	0.754431	0.754431	0.058635	0.207462	
47000	0.092720	3	0.212824	0.058036	0.731575	0.731575	0.058036	0.212824	
48000	0.092720	3	0.187765	0.060516	0.763200	0.763200	0.060516	0.187765	
49000	0.092720	3	0.216899	0.057824	0.730876	0.730876	0.057824	0.216899	
50000	0.092720	3	0.205406	0.059400	0.751896	0.751896	0.059400	0.205406	
51000	0.092720	3	0.202931	0.059025	0.735128	0.735128	0.059025	0.202931	
52000	0.092720	3	0.204899	0.058916	0.772904	0.772904	0.058916	0.204899	
