Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.091869	0.396552	0.406968	0.104611	0.248566	0.243031	0.246506	0.261897	0.403525	0.097222	0.094424	0.404828	0.091869	0.396552	0.406968	0.104611	0.248566	0.243031	0.246506	0.261897	0.403525	0.097222	0.094424	0.404828	
2000	1.695768	3	0.091869	0.396552	0.406968	0.104611	0.249217	0.267284	0.210088	0.273411	0.404823	0.101946	0.097243	0.395988	0.091869	0.396552	0.406968	0.104611	0.249217	0.267284	0.210088	0.273411	0.404823	0.101946	0.097243	0.395988	
3000	1.695768	3	0.093031	0.396579	0.408270	0.102121	0.245005	0.270548	0.220865	0.263582	0.404823	0.101946	0.097243	0.395988	0.093031	0.396579	0.408270	0.102121	0.245005	0.270548	0.220865	0.263582	0.404823	0.101946	0.097243	0.395988	
4000	1.695768	3	0.093031	0.396579	0.408270	0.102121	0.249759	0.269433	0.227928	0.252880	0.404823	0.101946	0.097243	0.395988	0.093031	0.396579	0.408270	0.102121	0.249759	0.269433	0.227928	0.252880	0.404823	0.101946	0.097243	0.395988	
5000	1.695768	3	0.093847	0.404674	0.394970	0.106510	0.244173	0.267198	0.227964	0.260665	0.404823	0.101946	0.097243	0.395988	0.093847	0.404674	0.394970	0.106510	0.244173	0.267198	0.227964	0.260665	0.404823	0.101946	0.097243	0.395988	
6000	1.695768	3	0.093910	0.417960	0.386582	0.101548	0.247385	0.263445	0.240712	0.248457	0.404823	0.101946	0.097243	0.395988	0.093910	0.417960	0.386582	0.101548	0.247385	0.263445	0.240712	0.248457	0.404823	0.101946	0.097243	0.395988	
7000	1.695768	3	0.098714	0.394149	0.402665	0.104472	0.253479	0.258038	0.231042	0.257440	0.404823	0.101946	0.097243	0.395988	0.098714	0.394149	0.402665	0.104472	0.253479	0.258038	0.231042	0.257440	0.404823	0.101946	0.097243	0.395988	
8000	1.695768	3	0.098714	0.394149	0.402665	0.104472	0.254361	0.259195	0.225794	0.260650	0.404823	0.101946	0.097243	0.395988	0.098714	0.394149	0.402665	0.104472	0.254361	0.259195	0.225794	0.260650	0.404823	0.101946	0.097243	0.395988	
9000	1.695768	3	0.103133	0.387428	0.402499	0.106939	0.245870	0.261812	0.226118	0.266200	0.403087	0.103126	0.096912	0.396875	0.103133	0.387428	0.402499	0.106939	0.245870	0.261812	0.226118	0.266200	0.403087	0.103126	0.096912	0.396875	
10000	1.695768	3	0.095328	0.394751	0.407915	0.102007	0.260487	0.263888	0.220219	0.255406	0.403087	0.103126	0.096912	0.396875	0.095328	0.394751	0.407915	0.102007	0.260487	0.263888	0.220219	0.255406	0.403087	0.103126	0.096912	0.396875	
11000	1.695768	3	0.095328	0.394751	0.407915	0.102007	0.246698	0.269848	0.233019	0.250435	0.403087	0.103126	0.096912	0.396875	0.095328	0.394751	0.407915	0.102007	0.246698	0.269848	0.233019	0.250435	0.403087	0.103126	0.096912	0.396875	
12000	1.695768	3	0.095328	0.394751	0.407915	0.102007	0.244183	0.256857	0.235786	0.263174	0.403087	0.103126	0.096912	0.396875	0.095328	0.394751	0.407915	0.102007	0.244183	0.256857	0.235786	0.263174	0.403087	0.103126	0.096912	0.396875	
13000	1.695768	3	0.095328	0.394751	0.407915	0.102007	0.255405	0.257987	0.235887	0.250721	0.403087	0.103126	0.096912	0.396875	0.095328	0.394751	0.407915	0.102007	0.255405	0.257987	0.235887	0.250721	0.403087	0.103126	0.096912	0.396875	
14000	1.695768	3	0.096836	0.393157	0.401311	0.108696	0.260415	0.261072	0.216522	0.261991	0.403087	0.103126	0.096912	0.396875	0.096836	0.393157	0.401311	0.108696	0.260415	0.261072	0.216522	0.261991	0.403087	0.103126	0.096912	0.396875	
15000	1.695768	3	0.093951	0.398856	0.406544	0.100649	0.248569	0.266313	0.232692	0.252425	0.403087	0.103126	0.096912	0.396875	0.093951	0.398856	0.406544	0.100649	0.248569	0.266313	0.232692	0.252425	0.403087	0.103126	0.096912	0.396875	
16000	1.695768	3	0.103044	0.399237	0.397789	0.099931	0.249111	0.257693	0.236955	0.256240	0.401646	0.101778	0.097050	0.399526	0.103044	0.399237	0.397789	0.099931	0.249111	0.257693	0.236955	0.256240	0.401646	0.101778	0.097050	0.399526	
17000	1.695768	3	0.098994	0.404670	0.389415	0.106921	0.256746	0.261209	0.223509	0.258536	0.401646	0.101778	0.097050	0.399526	0.098994	0.404670	0.389415	0.106921	0.256746	0.261209	0.223509	0.258536	0.401646	0.101778	0.097050	0.399526	
18000	1.695768	3	0.099946	0.387406	0.406589	0.106059	0.252463	0.255151	0.245326	0.247059	0.401646	0.101778	0.097050	0.399526	0.099946	0.387406	0.406589	0.106059	0.252463	0.255151	0.245326	0.247059	0.401646	0.101778	0.097050	0.399526	
19000	1.695768	3	0.099296	0.384766	0.412934	0.103004	0.248628	0.266644	0.231933	0.252795	0.403842	0.100266	0.096343	0.399550	0.099296	0.384766	0.412934	0.103004	0.248628	0.266644	0.231933	0.252795	0.403842	0.100266	0.096343	0.399550	
20000	1.695768	3	0.099035	0.398827	0.405903	0.096235	0.255193	0.269331	0.226329	0.249147	0.403842	0.100266	0.096343	0.399550	0.099035	0.398827	0.405903	0.096235	0.255193	0.269331	0.226329	0.249147	0.403842	0.100266	0.096343	0.399550	
21000	1.695768	3	0.093027	0.397064	0.404747	0.105162	0.253010	0.255351	0.224917	0.266722	0.403756	0.097517	0.097644	0.401083	0.093027	0.397064	0.404747	0.105162	0.253010	0.255351	0.224917	0.266722	0.403756	0.097517	0.097644	0.401083	
22000	1.695768	3	0.093027	0.397064	0.404747	0.105162	0.245376	0.259289	0.239471	0.255865	0.403756	0.097517	0.097644	0.401083	0.093027	0.397064	0.404747	0.105162	0.245376	0.259289	0.239471	0.255865	0.403756	0.097517	0.097644	0.401083	
