Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.106692	0.232296	0.132514	0.119300	0.266253	0.142946	0.106692	0.232296	0.132514	0.119300	0.266253	0.142946	0.106692	0.232296	0.132514	0.119300	0.266253	0.142946	0.237699	0.108722	0.141433	0.125899	0.117681	0.268566	0.237699	0.108722	0.141433	0.125899	0.117681	0.268566	0.237699	0.108722	0.141433	0.125899	0.117681	0.268566	
2000	71.353907	2	0.112043	0.243061	0.124274	0.142171	0.243575	0.134876	0.112043	0.243061	0.124274	0.142171	0.243575	0.134876	0.112043	0.243061	0.124274	0.142171	0.243575	0.134876	0.242060	0.108216	0.148509	0.135372	0.121817	0.244026	0.242060	0.108216	0.148509	0.135372	0.121817	0.244026	0.242060	0.108216	0.148509	0.135372	0.121817	0.244026	
3000	71.353907	2	0.116207	0.228060	0.119719	0.145371	0.250518	0.140125	0.116207	0.228060	0.119719	0.145371	0.250518	0.140125	0.116207	0.228060	0.119719	0.145371	0.250518	0.140125	0.257023	0.111917	0.133666	0.134869	0.126204	0.236321	0.257023	0.111917	0.133666	0.134869	0.126204	0.236321	0.257023	0.111917	0.133666	0.134869	0.126204	0.236321	
4000	71.353907	2	0.110521	0.236038	0.115015	0.144720	0.249515	0.144191	0.110521	0.236038	0.115015	0.144720	0.249515	0.144191	0.110521	0.236038	0.115015	0.144720	0.249515	0.144191	0.259757	0.116026	0.132366	0.134041	0.118636	0.239174	0.259757	0.116026	0.132366	0.134041	0.118636	0.239174	0.259757	0.116026	0.132366	0.134041	0.118636	0.239174	
5000	71.353907	2	0.112737	0.246079	0.120470	0.143283	0.240773	0.136658	0.112737	0.246079	0.120470	0.143283	0.240773	0.136658	0.112737	0.246079	0.120470	0.143283	0.240773	0.136658	0.264754	0.118371	0.128342	0.136498	0.125243	0.226792	0.264754	0.118371	0.128342	0.136498	0.125243	0.226792	0.264754	0.118371	0.128342	0.136498	0.125243	0.226792	
6000	71.353907	2	0.114277	0.243984	0.129643	0.130583	0.245469	0.136044	0.114277	0.243984	0.129643	0.130583	0.245469	0.136044	0.114277	0.243984	0.129643	0.130583	0.245469	0.136044	0.247736	0.115227	0.131695	0.138477	0.127445	0.239420	0.247736	0.115227	0.131695	0.138477	0.127445	0.239420	0.247736	0.115227	0.131695	0.138477	0.127445	0.239420	
7000	71.353907	2	0.112442	0.239996	0.114662	0.139896	0.243550	0.149455	0.112442	0.239996	0.114662	0.139896	0.243550	0.149455	0.112442	0.239996	0.114662	0.139896	0.243550	0.149455	0.252348	0.117546	0.126222	0.145664	0.111814	0.246406	0.252348	0.117546	0.126222	0.145664	0.111814	0.246406	0.252348	0.117546	0.126222	0.145664	0.111814	0.246406	
8000	71.353907	2	0.111807	0.240569	0.122996	0.132647	0.249631	0.142350	0.111807	0.240569	0.122996	0.132647	0.249631	0.142350	0.111807	0.240569	0.122996	0.132647	0.249631	0.142350	0.235649	0.124241	0.128086	0.142965	0.117977	0.251082	0.235649	0.124241	0.128086	0.142965	0.117977	0.251082	0.235649	0.124241	0.128086	0.142965	0.117977	0.251082	
9000	71.353907	2	0.111738	0.256336	0.117764	0.133678	0.246675	0.133809	0.111738	0.256336	0.117764	0.133678	0.246675	0.133809	0.111738	0.256336	0.117764	0.133678	0.246675	0.133809	0.249072	0.119186	0.128621	0.137504	0.121132	0.244485	0.249072	0.119186	0.128621	0.137504	0.121132	0.244485	0.249072	0.119186	0.128621	0.137504	0.121132	0.244485	
10000	71.353907	2	0.105044	0.245372	0.116172	0.139383	0.256308	0.137720	0.105044	0.245372	0.116172	0.139383	0.256308	0.137720	0.105044	0.245372	0.116172	0.139383	0.256308	0.137720	0.244652	0.118040	0.126283	0.138870	0.125923	0.246231	0.244652	0.118040	0.126283	0.138870	0.125923	0.246231	0.244652	0.118040	0.126283	0.138870	0.125923	0.246231	
11000	71.353907	2	0.111956	0.257713	0.113714	0.135649	0.239630	0.141338	0.111956	0.257713	0.113714	0.135649	0.239630	0.141338	0.111956	0.257713	0.113714	0.135649	0.239630	0.141338	0.258483	0.121222	0.125180	0.130217	0.121455	0.243443	0.258483	0.121222	0.125180	0.130217	0.121455	0.243443	0.258483	0.121222	0.125180	0.130217	0.121455	0.243443	
12000	71.353907	2	0.112494	0.246489	0.119952	0.140692	0.242525	0.137849	0.112494	0.246489	0.119952	0.140692	0.242525	0.137849	0.112494	0.246489	0.119952	0.140692	0.242525	0.137849	0.232376	0.128262	0.122867	0.141609	0.114842	0.260044	0.232376	0.128262	0.122867	0.141609	0.114842	0.260044	0.232376	0.128262	0.122867	0.141609	0.114842	0.260044	
13000	71.353907	2	0.119561	0.239827	0.122484	0.136219	0.246394	0.135515	0.119561	0.239827	0.122484	0.136219	0.246394	0.135515	0.119561	0.239827	0.122484	0.136219	0.246394	0.135515	0.241920	0.120844	0.129249	0.146126	0.116887	0.244974	0.241920	0.120844	0.129249	0.146126	0.116887	0.244974	0.241920	0.120844	0.129249	0.146126	0.116887	0.244974	
14000	71.353907	2	0.115875	0.239645	0.114582	0.148346	0.242316	0.139235	0.115875	0.239645	0.114582	0.148346	0.242316	0.139235	0.115875	0.239645	0.114582	0.148346	0.242316	0.139235	0.253296	0.117831	0.124147	0.149655	0.119845	0.235226	0.253296	0.117831	0.124147	0.149655	0.119845	0.235226	0.253296	0.117831	0.124147	0.149655	0.119845	0.235226	
15000	71.353907	2	0.115056	0.249725	0.123496	0.136113	0.242354	0.133256	0.115056	0.249725	0.123496	0.136113	0.242354	0.133256	0.115056	0.249725	0.123496	0.136113	0.242354	0.133256	0.248513	0.118772	0.128534	0.140700	0.120606	0.242875	0.248513	0.118772	0.128534	0.140700	0.120606	0.242875	0.248513	0.118772	0.128534	0.140700	0.120606	0.242875	
16000	71.353907	2	0.111425	0.245077	0.122121	0.135257	0.257858	0.128262	0.111425	0.245077	0.122121	0.135257	0.257858	0.128262	0.111425	0.245077	0.122121	0.135257	0.257858	0.128262	0.246068	0.129539	0.126117	0.127751	0.119732	0.250792	0.246068	0.129539	0.126117	0.127751	0.119732	0.250792	0.246068	0.129539	0.126117	0.127751	0.119732	0.250792	
17000	71.353907	2	0.126484	0.233980	0.118330	0.135603	0.247425	0.138179	0.126484	0.233980	0.118330	0.135603	0.247425	0.138179	0.126484	0.233980	0.118330	0.135603	0.247425	0.138179	0.258796	0.114490	0.128621	0.141449	0.111799	0.244844	0.258796	0.114490	0.128621	0.141449	0.111799	0.244844	0.258796	0.114490	0.128621	0.141449	0.111799	0.244844	
18000	71.353907	2	0.117317	0.252983	0.118929	0.133224	0.254729	0.122818	0.117317	0.252983	0.118929	0.133224	0.254729	0.122818	0.117317	0.252983	0.118929	0.133224	0.254729	0.122818	0.253876	0.131230	0.117875	0.131657	0.122015	0.243348	0.253876	0.131230	0.117875	0.131657	0.122015	0.243348	0.253876	0.131230	0.117875	0.131657	0.122015	0.243348	
19000	71.353907	2	0.119312	0.241232	0.120951	0.132968	0.247838	0.137700	0.119312	0.241232	0.120951	0.132968	0.247838	0.137700	0.119312	0.241232	0.120951	0.132968	0.247838	0.137700	0.243439	0.122051	0.131155	0.130221	0.130079	0.243055	0.243439	0.122051	0.131155	0.130221	0.130079	0.243055	0.243439	0.122051	0.131155	0.130221	0.130079	0.243055	
20000	71.353907	2	0.123186	0.236284	0.125280	0.132591	0.248317	0.134342	0.123186	0.236284	0.125280	0.132591	0.248317	0.134342	0.123186	0.236284	0.125280	0.132591	0.248317	0.134342	0.251304	0.119753	0.127930	0.137378	0.124198	0.239437	0.251304	0.119753	0.127930	0.137378	0.124198	0.239437	0.251304	0.119753	0.127930	0.137378	0.124198	0.239437	
21000	71.353907	2	0.115256	0.245748	0.119493	0.135422	0.248338	0.135742	0.115256	0.245748	0.119493	0.135422	0.248338	0.135742	0.115256	0.245748	0.119493	0.135422	0.248338	0.135742	0.248926	0.120256	0.127809	0.137162	0.130417	0.235430	0.248926	0.120256	0.127809	0.137162	0.130417	0.235430	0.248926	0.120256	0.127809	0.137162	0.130417	0.235430	
22000	71.353907	2	0.113157	0.242283	0.120185	0.142026	0.248103	0.134246	0.113157	0.242283	0.120185	0.142026	0.248103	0.134246	0.113157	0.242283	0.120185	0.142026	0.248103	0.134246	0.239900	0.122256	0.132278	0.133832	0.117969	0.253764	0.239900	0.122256	0.132278	0.133832	0.117969	0.253764	0.239900	0.122256	0.132278	0.133832	0.117969	0.253764	
23000	71.353907	2	0.112127	0.234456	0.121922	0.140873	0.256470	0.134152	0.112127	0.234456	0.121922	0.140873	0.256470	0.134152	0.112127	0.234456	0.121922	0.140873	0.256470	0.134152	0.257452	0.109114	0.130245	0.138507	0.124919	0.239763	0.257452	0.109114	0.130245	0.138507	0.124919	0.239763	0.257452	0.109114	0.130245	0.138507	0.124919	0.239763	
