Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.098152	0.410499	0.395993	0.095356	0.233365	0.258656	0.243498	0.264482	0.402150	0.101491	0.104387	0.391972	0.098152	0.410499	0.395993	0.095356	0.233365	0.258656	0.243498	0.264482	0.402150	0.101491	0.104387	0.391972	
2000	71.353907	3	0.099001	0.418899	0.383057	0.099043	0.248014	0.256281	0.241163	0.254542	0.402150	0.101491	0.104387	0.391972	0.099001	0.418899	0.383057	0.099043	0.248014	0.256281	0.241163	0.254542	0.402150	0.101491	0.104387	0.391972	
3000	71.353907	3	0.099739	0.408151	0.392081	0.100029	0.207980	0.282953	0.259588	0.249479	0.402150	0.101491	0.104387	0.391972	0.099739	0.408151	0.392081	0.100029	0.207980	0.282953	0.259588	0.249479	0.402150	0.101491	0.104387	0.391972	
4000	71.353907	3	0.109333	0.404537	0.382514	0.103615	0.241469	0.254859	0.249069	0.254603	0.402150	0.101491	0.104387	0.391972	0.109333	0.404537	0.382514	0.103615	0.241469	0.254859	0.249069	0.254603	0.402150	0.101491	0.104387	0.391972	
5000	71.353907	3	0.108847	0.402015	0.392863	0.096275	0.248501	0.254065	0.242488	0.254945	0.404612	0.096448	0.099969	0.398971	0.108847	0.402015	0.392863	0.096275	0.248501	0.254065	0.242488	0.254945	0.404612	0.096448	0.099969	0.398971	
6000	71.353907	3	0.106999	0.414425	0.380803	0.097774	0.251651	0.265279	0.247112	0.235958	0.400312	0.101334	0.095997	0.402357	0.106999	0.414425	0.380803	0.097774	0.251651	0.265279	0.247112	0.235958	0.400312	0.101334	0.095997	0.402357	
7000	71.353907	3	0.107903	0.408315	0.392180	0.091602	0.257758	0.255391	0.236085	0.250766	0.400312	0.101334	0.095997	0.402357	0.107903	0.408315	0.392180	0.091602	0.257758	0.255391	0.236085	0.250766	0.400312	0.101334	0.095997	0.402357	
8000	71.353907	4	0.095799	0.399189	0.410295	0.094717	0.231064	0.277875	0.250466	0.240595	0.400312	0.101334	0.095997	0.402357	0.095799	0.399189	0.410295	0.094717	0.231064	0.277875	0.250466	0.240595	0.384556	0.101595	0.105896	0.407952	
9000	71.353907	3	0.099156	0.401566	0.397804	0.101474	0.233697	0.260788	0.267723	0.237792	0.399552	0.096951	0.104919	0.398578	0.099156	0.401566	0.397804	0.101474	0.233697	0.260788	0.267723	0.237792	0.399552	0.096951	0.104919	0.398578	
10000	71.353907	3	0.098190	0.409613	0.392998	0.099200	0.255261	0.248485	0.257401	0.238853	0.399552	0.096951	0.104919	0.398578	0.098190	0.409613	0.392998	0.099200	0.255261	0.248485	0.257401	0.238853	0.399552	0.096951	0.104919	0.398578	
11000	71.353907	3	0.098190	0.409613	0.392998	0.099200	0.249488	0.264235	0.253931	0.232347	0.399552	0.096951	0.104919	0.398578	0.098190	0.409613	0.392998	0.099200	0.249488	0.264235	0.253931	0.232347	0.399552	0.096951	0.104919	0.398578	
12000	71.353907	3	0.097470	0.395878	0.405527	0.101124	0.236813	0.248177	0.261645	0.253365	0.399552	0.096951	0.104919	0.398578	0.097470	0.395878	0.405527	0.101124	0.236813	0.248177	0.261645	0.253365	0.399552	0.096951	0.104919	0.398578	
13000	71.353907	3	0.097470	0.395878	0.405527	0.101124	0.246051	0.251123	0.256502	0.246324	0.399552	0.096951	0.104919	0.398578	0.097470	0.395878	0.405527	0.101124	0.246051	0.251123	0.256502	0.246324	0.399552	0.096951	0.104919	0.398578	
14000	71.353907	3	0.097470	0.395878	0.405527	0.101124	0.244053	0.252231	0.247910	0.255805	0.399552	0.096951	0.104919	0.398578	0.097470	0.395878	0.405527	0.101124	0.244053	0.252231	0.247910	0.255805	0.399552	0.096951	0.104919	0.398578	
15000	71.353907	3	0.097470	0.395878	0.405527	0.101124	0.239736	0.252976	0.248766	0.258522	0.397692	0.099003	0.101682	0.401623	0.097470	0.395878	0.405527	0.101124	0.239736	0.252976	0.248766	0.258522	0.397692	0.099003	0.101682	0.401623	
16000	71.353907	3	0.097470	0.395878	0.405527	0.101124	0.242998	0.248856	0.249795	0.258351	0.393992	0.100974	0.104987	0.400048	0.097470	0.395878	0.405527	0.101124	0.242998	0.248856	0.249795	0.258351	0.393992	0.100974	0.104987	0.400048	
17000	71.353907	3	0.097470	0.395878	0.405527	0.101124	0.255647	0.255644	0.238015	0.250694	0.393992	0.100974	0.104987	0.400048	0.097470	0.395878	0.405527	0.101124	0.255647	0.255644	0.238015	0.250694	0.393992	0.100974	0.104987	0.400048	
18000	71.353907	3	0.099478	0.391919	0.409395	0.099208	0.247859	0.257796	0.244169	0.250176	0.392011	0.099727	0.106815	0.401447	0.099478	0.391919	0.409395	0.099208	0.247859	0.257796	0.244169	0.250176	0.392011	0.099727	0.106815	0.401447	
19000	71.353907	3	0.100984	0.387363	0.410200	0.101453	0.257540	0.252390	0.246377	0.243693	0.392819	0.101899	0.102611	0.402672	0.100984	0.387363	0.410200	0.101453	0.257540	0.252390	0.246377	0.243693	0.392819	0.101899	0.102611	0.402672	
