Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.136809	0.245379	0.129062	0.115931	0.251847	0.120972	0.136809	0.245379	0.129062	0.115931	0.251847	0.120972	0.136809	0.245379	0.129062	0.115931	0.251847	0.120972	0.243612	0.116373	0.139064	0.140490	0.130744	0.229717	0.243612	0.116373	0.139064	0.140490	0.130744	0.229717	0.243612	0.116373	0.139064	0.140490	0.130744	0.229717	
2000	71.353907	2	0.138211	0.253987	0.134921	0.107878	0.240469	0.124534	0.138211	0.253987	0.134921	0.107878	0.240469	0.124534	0.138211	0.253987	0.134921	0.107878	0.240469	0.124534	0.224914	0.127703	0.143693	0.127536	0.123904	0.252250	0.224914	0.127703	0.143693	0.127536	0.123904	0.252250	0.224914	0.127703	0.143693	0.127536	0.123904	0.252250	
3000	71.353907	2	0.136322	0.248785	0.128713	0.118463	0.251635	0.116083	0.136322	0.248785	0.128713	0.118463	0.251635	0.116083	0.136322	0.248785	0.128713	0.118463	0.251635	0.116083	0.238082	0.133696	0.136515	0.125866	0.128702	0.237139	0.238082	0.133696	0.136515	0.125866	0.128702	0.237139	0.238082	0.133696	0.136515	0.125866	0.128702	0.237139	
4000	71.353907	2	0.134437	0.258257	0.124715	0.122146	0.237574	0.122871	0.134437	0.258257	0.124715	0.122146	0.237574	0.122871	0.134437	0.258257	0.124715	0.122146	0.237574	0.122871	0.223483	0.124507	0.143231	0.134317	0.131397	0.243066	0.223483	0.124507	0.143231	0.134317	0.131397	0.243066	0.223483	0.124507	0.143231	0.134317	0.131397	0.243066	
5000	71.353907	2	0.127272	0.250617	0.121165	0.124839	0.242264	0.133842	0.127272	0.250617	0.121165	0.124839	0.242264	0.133842	0.127272	0.250617	0.121165	0.124839	0.242264	0.133842	0.229656	0.119905	0.143032	0.133415	0.143085	0.230908	0.229656	0.119905	0.143032	0.133415	0.143085	0.230908	0.229656	0.119905	0.143032	0.133415	0.143085	0.230908	
6000	71.353907	2	0.128731	0.250079	0.123065	0.122192	0.256839	0.119094	0.128731	0.250079	0.123065	0.122192	0.256839	0.119094	0.128731	0.250079	0.123065	0.122192	0.256839	0.119094	0.217743	0.113998	0.130132	0.129246	0.120584	0.288297	0.217743	0.113998	0.130132	0.129246	0.120584	0.288297	0.217743	0.113998	0.130132	0.129246	0.120584	0.288297	
7000	71.353907	2	0.135401	0.245370	0.129635	0.118067	0.248495	0.123033	0.135401	0.245370	0.129635	0.118067	0.248495	0.123033	0.135401	0.245370	0.129635	0.118067	0.248495	0.123033	0.250697	0.130197	0.134143	0.124507	0.125566	0.234890	0.250697	0.130197	0.134143	0.124507	0.125566	0.234890	0.250697	0.130197	0.134143	0.124507	0.125566	0.234890	
8000	71.353907	2	0.139177	0.245701	0.126203	0.109735	0.255716	0.123468	0.139177	0.245701	0.126203	0.109735	0.255716	0.123468	0.139177	0.245701	0.126203	0.109735	0.255716	0.123468	0.229238	0.125013	0.141738	0.129171	0.121755	0.253085	0.229238	0.125013	0.141738	0.129171	0.121755	0.253085	0.229238	0.125013	0.141738	0.129171	0.121755	0.253085	
9000	71.353907	2	0.132373	0.246840	0.119750	0.134348	0.244062	0.122627	0.132373	0.246840	0.119750	0.134348	0.244062	0.122627	0.132373	0.246840	0.119750	0.134348	0.244062	0.122627	0.219950	0.123032	0.133486	0.130208	0.132929	0.260396	0.219950	0.123032	0.133486	0.130208	0.132929	0.260396	0.219950	0.123032	0.133486	0.130208	0.132929	0.260396	
10000	71.353907	2	0.126677	0.252272	0.126270	0.117254	0.250175	0.127353	0.126677	0.252272	0.126270	0.117254	0.250175	0.127353	0.126677	0.252272	0.126270	0.117254	0.250175	0.127353	0.241177	0.115850	0.133353	0.128769	0.131570	0.249280	0.241177	0.115850	0.133353	0.128769	0.131570	0.249280	0.241177	0.115850	0.133353	0.128769	0.131570	0.249280	
