Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	4	0.173838	0.054257	1.118518	0.851319	0.054257	0.173838	
2000	0.092720	3	0.211674	0.050227	0.811247	0.811247	0.050227	0.211674	
3000	0.092720	3	0.218606	0.053995	0.835255	0.835255	0.053995	0.218606	
4000	0.092720	3	0.211128	0.049816	0.743101	0.743101	0.049816	0.211128	
5000	0.092720	3	0.216485	0.053554	0.776128	0.776128	0.053554	0.216485	
6000	0.092720	3	0.211081	0.056034	0.754087	0.754087	0.056034	0.211081	
7000	0.092720	3	0.209853	0.053499	0.753122	0.753122	0.053499	0.209853	
8000	0.092720	3	0.212437	0.054066	0.752620	0.752620	0.054066	0.212437	
9000	0.092720	3	0.214058	0.051364	0.755481	0.755481	0.051364	0.214058	
10000	0.092720	3	0.204497	0.055235	0.741544	0.741544	0.055235	0.204497	
11000	0.092720	3	0.209882	0.056607	0.733007	0.733007	0.056607	0.209882	
12000	0.092720	3	0.209508	0.056657	0.750447	0.750447	0.056657	0.209508	
13000	0.092720	3	0.208678	0.052218	0.749268	0.749268	0.052218	0.208678	
14000	0.092720	3	0.202867	0.053428	0.731219	0.731219	0.053428	0.202867	
15000	0.092720	3	0.206425	0.060214	0.723868	0.723868	0.060214	0.206425	
16000	0.092720	3	0.204695	0.056151	0.736440	0.736440	0.056151	0.204695	
17000	0.092720	3	0.199937	0.055804	0.773260	0.773260	0.055804	0.199937	
18000	0.092720	3	0.203509	0.055187	0.714769	0.714769	0.055187	0.203509	
19000	0.092720	3	0.217429	0.058896	0.717619	0.717619	0.058896	0.217429	
20000	0.092720	3	0.202148	0.054868	0.739377	0.739377	0.054868	0.202148	
21000	0.092720	3	0.200944	0.058032	0.759706	0.759706	0.058032	0.200944	
22000	0.092720	3	0.206770	0.056710	0.724035	0.724035	0.056710	0.206770	
23000	0.092720	3	0.215955	0.054013	0.745481	0.745481	0.054013	0.215955	
24000	0.092720	3	0.203316	0.055858	0.774784	0.774784	0.055858	0.203316	
25000	0.092720	3	0.205852	0.058998	0.801243	0.801243	0.058998	0.205852	
26000	0.092720	3	0.211575	0.056067	0.761950	0.761950	0.056067	0.211575	
27000	0.092720	3	0.202551	0.058272	0.790525	0.790525	0.058272	0.202551	
28000	0.092720	3	0.208059	0.055335	0.757388	0.757388	0.055335	0.208059	
29000	0.092720	3	0.201706	0.057790	0.737630	0.737630	0.057790	0.201706	
