Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.132141	0.250471	0.131836	0.124241	0.224968	0.136343	0.132141	0.250471	0.131836	0.124241	0.224968	0.136343	0.132141	0.250471	0.131836	0.124241	0.224968	0.136343	0.270468	0.140097	0.144017	0.116447	0.111855	0.217117	0.270468	0.140097	0.144017	0.116447	0.111855	0.217117	0.270468	0.140097	0.144017	0.116447	0.111855	0.217117	
2000	71.353907	2	0.134162	0.236804	0.127532	0.135867	0.244271	0.121364	0.134162	0.236804	0.127532	0.135867	0.244271	0.121364	0.134162	0.236804	0.127532	0.135867	0.244271	0.121364	0.287264	0.125119	0.126738	0.132276	0.105041	0.223562	0.287264	0.125119	0.126738	0.132276	0.105041	0.223562	0.287264	0.125119	0.126738	0.132276	0.105041	0.223562	
3000	71.353907	2	0.139345	0.257256	0.125644	0.114887	0.236943	0.125924	0.139345	0.257256	0.125644	0.114887	0.236943	0.125924	0.139345	0.257256	0.125644	0.114887	0.236943	0.125924	0.277206	0.124376	0.139291	0.123516	0.112034	0.223577	0.277206	0.124376	0.139291	0.123516	0.112034	0.223577	0.277206	0.124376	0.139291	0.123516	0.112034	0.223577	
4000	71.353907	2	0.128293	0.253744	0.127536	0.126211	0.234685	0.129531	0.128293	0.253744	0.127536	0.126211	0.234685	0.129531	0.128293	0.253744	0.127536	0.126211	0.234685	0.129531	0.259797	0.128340	0.129911	0.133408	0.105043	0.243500	0.259797	0.128340	0.129911	0.133408	0.105043	0.243500	0.259797	0.128340	0.129911	0.133408	0.105043	0.243500	
5000	71.353907	2	0.132536	0.246434	0.127905	0.118567	0.248270	0.126288	0.132536	0.246434	0.127905	0.118567	0.248270	0.126288	0.132536	0.246434	0.127905	0.118567	0.248270	0.126288	0.273787	0.125048	0.124229	0.133677	0.109236	0.234023	0.273787	0.125048	0.124229	0.133677	0.109236	0.234023	0.273787	0.125048	0.124229	0.133677	0.109236	0.234023	
6000	71.353907	2	0.140682	0.248590	0.130829	0.119286	0.233556	0.127057	0.140682	0.248590	0.130829	0.119286	0.233556	0.127057	0.140682	0.248590	0.130829	0.119286	0.233556	0.127057	0.268866	0.124179	0.126793	0.140530	0.113215	0.226417	0.268866	0.124179	0.126793	0.140530	0.113215	0.226417	0.268866	0.124179	0.126793	0.140530	0.113215	0.226417	
7000	71.353907	2	0.133098	0.246526	0.125059	0.127856	0.240550	0.126911	0.133098	0.246526	0.125059	0.127856	0.240550	0.126911	0.133098	0.246526	0.125059	0.127856	0.240550	0.126911	0.261995	0.129365	0.132044	0.132501	0.102032	0.242062	0.261995	0.129365	0.132044	0.132501	0.102032	0.242062	0.261995	0.129365	0.132044	0.132501	0.102032	0.242062	
8000	71.353907	2	0.133969	0.243524	0.124552	0.129133	0.242717	0.126105	0.133969	0.243524	0.124552	0.129133	0.242717	0.126105	0.133969	0.243524	0.124552	0.129133	0.242717	0.126105	0.268474	0.119570	0.133647	0.119451	0.118812	0.240047	0.268474	0.119570	0.133647	0.119451	0.118812	0.240047	0.268474	0.119570	0.133647	0.119451	0.118812	0.240047	
9000	71.353907	2	0.139530	0.234432	0.122326	0.122185	0.247421	0.134107	0.139530	0.234432	0.122326	0.122185	0.247421	0.134107	0.139530	0.234432	0.122326	0.122185	0.247421	0.134107	0.250699	0.132027	0.132011	0.116339	0.119380	0.249544	0.250699	0.132027	0.132011	0.116339	0.119380	0.249544	0.250699	0.132027	0.132011	0.116339	0.119380	0.249544	
10000	71.353907	2	0.136091	0.246741	0.126553	0.126461	0.235984	0.128170	0.136091	0.246741	0.126553	0.126461	0.235984	0.128170	0.136091	0.246741	0.126553	0.126461	0.235984	0.128170	0.259454	0.123843	0.122970	0.130589	0.131125	0.232019	0.259454	0.123843	0.122970	0.130589	0.131125	0.232019	0.259454	0.123843	0.122970	0.130589	0.131125	0.232019	
