Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.104902	0.395701	0.405816	0.093581	0.268629	0.248278	0.250103	0.232990	0.406215	0.096636	0.100239	0.396910	0.104902	0.395701	0.405816	0.093581	0.268629	0.248278	0.250103	0.232990	0.406215	0.096636	0.100239	0.396910	
2000	71.353907	3	0.103369	0.420612	0.377912	0.098106	0.263983	0.240934	0.246994	0.248089	0.406215	0.096636	0.100239	0.396910	0.103369	0.420612	0.377912	0.098106	0.263983	0.240934	0.246994	0.248089	0.406215	0.096636	0.100239	0.396910	
3000	71.353907	3	0.099756	0.407089	0.396023	0.097132	0.249809	0.236704	0.257191	0.256296	0.406215	0.096636	0.100239	0.396910	0.099756	0.407089	0.396023	0.097132	0.249809	0.236704	0.257191	0.256296	0.406215	0.096636	0.100239	0.396910	
4000	71.353907	3	0.097729	0.409085	0.399280	0.093907	0.247311	0.248675	0.256430	0.247584	0.404167	0.096096	0.101820	0.397917	0.097729	0.409085	0.399280	0.093907	0.247311	0.248675	0.256430	0.247584	0.404167	0.096096	0.101820	0.397917	
5000	71.353907	3	0.104216	0.402403	0.398999	0.094382	0.250381	0.251781	0.256117	0.241720	0.404167	0.096096	0.101820	0.397917	0.104216	0.402403	0.398999	0.094382	0.250381	0.251781	0.256117	0.241720	0.404167	0.096096	0.101820	0.397917	
6000	71.353907	3	0.104087	0.402138	0.396408	0.097367	0.251970	0.247684	0.263966	0.236379	0.404167	0.096096	0.101820	0.397917	0.104087	0.402138	0.396408	0.097367	0.251970	0.247684	0.263966	0.236379	0.404167	0.096096	0.101820	0.397917	
7000	71.353907	3	0.102592	0.401883	0.395766	0.099758	0.241383	0.254084	0.260896	0.243637	0.401385	0.097836	0.103270	0.397510	0.102592	0.401883	0.395766	0.099758	0.241383	0.254084	0.260896	0.243637	0.401385	0.097836	0.103270	0.397510	
8000	71.353907	3	0.098499	0.402225	0.397724	0.101551	0.249148	0.247378	0.275152	0.228322	0.405115	0.096947	0.099405	0.398533	0.098499	0.402225	0.397724	0.101551	0.249148	0.247378	0.275152	0.228322	0.405115	0.096947	0.099405	0.398533	
9000	71.353907	3	0.100807	0.413379	0.391246	0.094568	0.259824	0.238775	0.271066	0.230336	0.407848	0.094877	0.093326	0.403949	0.100807	0.413379	0.391246	0.094568	0.259824	0.238775	0.271066	0.230336	0.407848	0.094877	0.093326	0.403949	
10000	71.353907	3	0.100807	0.413379	0.391246	0.094568	0.238903	0.248047	0.264380	0.248671	0.412563	0.094335	0.097451	0.395651	0.100807	0.413379	0.391246	0.094568	0.238903	0.248047	0.264380	0.248671	0.412563	0.094335	0.097451	0.395651	
11000	71.353907	3	0.100807	0.413379	0.391246	0.094568	0.258724	0.253370	0.244288	0.243618	0.405762	0.095424	0.097833	0.400980	0.100807	0.413379	0.391246	0.094568	0.258724	0.253370	0.244288	0.243618	0.405762	0.095424	0.097833	0.400980	
12000	71.353907	3	0.103132	0.395688	0.402921	0.098260	0.248282	0.255817	0.263391	0.232510	0.404290	0.092785	0.099580	0.403344	0.103132	0.395688	0.402921	0.098260	0.248282	0.255817	0.263391	0.232510	0.404290	0.092785	0.099580	0.403344	
13000	71.353907	3	0.096860	0.407094	0.402785	0.093261	0.221557	0.267779	0.268984	0.241681	0.404290	0.092785	0.099580	0.403344	0.096860	0.407094	0.402785	0.093261	0.221557	0.267779	0.268984	0.241681	0.404290	0.092785	0.099580	0.403344	
14000	71.353907	3	0.096140	0.392003	0.411406	0.100451	0.243878	0.242742	0.267057	0.246324	0.397229	0.094183	0.101731	0.406857	0.096140	0.392003	0.411406	0.100451	0.243878	0.242742	0.267057	0.246324	0.397229	0.094183	0.101731	0.406857	
15000	71.353907	3	0.103046	0.400519	0.394091	0.102343	0.238015	0.249438	0.269924	0.242623	0.397229	0.094183	0.101731	0.406857	0.103046	0.400519	0.394091	0.102343	0.238015	0.249438	0.269924	0.242623	0.397229	0.094183	0.101731	0.406857	
16000	71.353907	3	0.097285	0.394160	0.406525	0.102031	0.241424	0.248758	0.258231	0.251587	0.402654	0.093396	0.101125	0.402824	0.097285	0.394160	0.406525	0.102031	0.241424	0.248758	0.258231	0.251587	0.402654	0.093396	0.101125	0.402824	
17000	71.353907	3	0.100388	0.398877	0.403626	0.097109	0.250554	0.253070	0.264619	0.231757	0.397460	0.099539	0.102969	0.400032	0.100388	0.398877	0.403626	0.097109	0.250554	0.253070	0.264619	0.231757	0.397460	0.099539	0.102969	0.400032	
18000	71.353907	3	0.100388	0.398877	0.403626	0.097109	0.250558	0.264388	0.267928	0.217126	0.397460	0.099539	0.102969	0.400032	0.100388	0.398877	0.403626	0.097109	0.250558	0.264388	0.267928	0.217126	0.397460	0.099539	0.102969	0.400032	
19000	71.353907	3	0.100388	0.398877	0.403626	0.097109	0.245740	0.246885	0.270059	0.237316	0.397460	0.099539	0.102969	0.400032	0.100388	0.398877	0.403626	0.097109	0.245740	0.246885	0.270059	0.237316	0.397460	0.099539	0.102969	0.400032	
20000	71.353907	3	0.096088	0.408504	0.401897	0.093511	0.249571	0.248530	0.249918	0.251982	0.402440	0.096466	0.098585	0.402509	0.096088	0.408504	0.401897	0.093511	0.249571	0.248530	0.249918	0.251982	0.402440	0.096466	0.098585	0.402509	
21000	71.353907	3	0.099394	0.410324	0.395326	0.094956	0.248523	0.261602	0.256867	0.233009	0.400126	0.095231	0.099332	0.405311	0.099394	0.410324	0.395326	0.094956	0.248523	0.261602	0.256867	0.233009	0.400126	0.095231	0.099332	0.405311	
22000	71.353907	3	0.097723	0.415360	0.387630	0.099287	0.253380	0.241821	0.253760	0.251039	0.400126	0.095231	0.099332	0.405311	0.097723	0.415360	0.387630	0.099287	0.253380	0.241821	0.253760	0.251039	0.400126	0.095231	0.099332	0.405311	
23000	71.353907	3	0.091643	0.401369	0.410774	0.096213	0.242134	0.246400	0.266816	0.244651	0.400126	0.095231	0.099332	0.405311	0.091643	0.401369	0.410774	0.096213	0.242134	0.246400	0.266816	0.244651	0.400126	0.095231	0.099332	0.405311	
24000	71.353907	3	0.091911	0.406892	0.406366	0.094831	0.252927	0.245387	0.270353	0.231332	0.400126	0.095231	0.099332	0.405311	0.091911	0.406892	0.406366	0.094831	0.252927	0.245387	0.270353	0.231332	0.400126	0.095231	0.099332	0.405311	
25000	71.353907	3	0.098346	0.408723	0.394677	0.098253	0.243005	0.258952	0.259074	0.238969	0.400126	0.095231	0.099332	0.405311	0.098346	0.408723	0.394677	0.098253	0.243005	0.258952	0.259074	0.238969	0.400126	0.095231	0.099332	0.405311	
26000	71.353907	3	0.098346	0.408723	0.394677	0.098253	0.251935	0.246570	0.251304	0.250192	0.400126	0.095231	0.099332	0.405311	0.098346	0.408723	0.394677	0.098253	0.251935	0.246570	0.251304	0.250192	0.400126	0.095231	0.099332	0.405311	
27000	71.353907	3	0.098701	0.398213	0.408391	0.094694	0.249698	0.254930	0.248930	0.246442	0.400126	0.095231	0.099332	0.405311	0.098701	0.398213	0.408391	0.094694	0.249698	0.254930	0.248930	0.246442	0.400126	0.095231	0.099332	0.405311	
28000	71.353907	3	0.103076	0.394182	0.402457	0.100285	0.253871	0.247427	0.268794	0.229909	0.397007	0.098407	0.096513	0.408073	0.103076	0.394182	0.402457	0.100285	0.253871	0.247427	0.268794	0.229909	0.397007	0.098407	0.096513	0.408073	
29000	71.353907	3	0.099399	0.394281	0.409005	0.097315	0.256327	0.245837	0.256543	0.241292	0.397007	0.098407	0.096513	0.408073	0.099399	0.394281	0.409005	0.097315	0.256327	0.245837	0.256543	0.241292	0.397007	0.098407	0.096513	0.408073	
