Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.183030	0.059529	0.688934	0.688934	0.059529	0.183030	
2000	0.092720	3	0.177139	0.057264	0.685392	0.685392	0.057264	0.177139	
3000	0.092720	3	0.172324	0.058512	0.690217	0.690217	0.058512	0.172324	
4000	0.092720	3	0.179134	0.056829	0.712206	0.712206	0.056829	0.179134	
5000	0.092720	3	0.171683	0.056551	0.730844	0.730844	0.056551	0.171683	
6000	0.092720	3	0.181151	0.059350	0.730272	0.730272	0.059350	0.181151	
7000	0.092720	3	0.179101	0.057696	0.731585	0.731585	0.057696	0.179101	
8000	0.092720	3	0.176736	0.060671	0.700246	0.700246	0.060671	0.176736	
9000	0.092720	3	0.173327	0.059544	0.679188	0.679188	0.059544	0.173327	
10000	0.092720	3	0.178112	0.059413	0.699144	0.699144	0.059413	0.178112	
11000	0.092720	3	0.179626	0.062981	0.728232	0.728232	0.062981	0.179626	
12000	0.092720	3	0.174728	0.057911	0.743847	0.743847	0.057911	0.174728	
13000	0.092720	3	0.176795	0.061005	0.713862	0.713862	0.061005	0.176795	
14000	0.092720	3	0.180256	0.057700	0.703611	0.703611	0.057700	0.180256	
15000	0.092720	3	0.186239	0.062614	0.740502	0.740502	0.062614	0.186239	
16000	0.092720	3	0.186341	0.064533	0.744497	0.744497	0.064533	0.186341	
17000	0.092720	3	0.182772	0.063254	0.747204	0.747204	0.063254	0.182772	
18000	0.092720	3	0.186340	0.058799	0.734306	0.734306	0.058799	0.186340	
19000	0.092720	3	0.186919	0.063714	0.754627	0.754627	0.063714	0.186919	
20000	0.092720	3	0.180368	0.063851	0.771944	0.771944	0.063851	0.180368	
21000	0.092720	3	0.179242	0.061043	0.749382	0.749382	0.061043	0.179242	
22000	0.092720	3	0.185052	0.063977	0.718086	0.718086	0.063977	0.185052	
23000	0.092720	3	0.179896	0.062375	0.755245	0.755245	0.062375	0.179896	
24000	0.092720	3	0.176715	0.060705	0.788580	0.788580	0.060705	0.176715	
25000	0.092720	3	0.181151	0.063117	0.755758	0.755758	0.063117	0.181151	
26000	0.092720	3	0.183614	0.062181	0.737142	0.737142	0.062181	0.183614	
27000	0.092720	3	0.175629	0.062002	0.751676	0.751676	0.062002	0.175629	
28000	0.092720	3	0.181533	0.061336	0.755152	0.755152	0.061336	0.181533	
29000	0.092720	3	0.182549	0.064456	0.756856	0.756856	0.064456	0.182549	
30000	0.092720	3	0.177334	0.061792	0.696051	0.696051	0.061792	0.177334	
31000	0.092720	3	0.181084	0.063746	0.799562	0.799562	0.063746	0.181084	
32000	0.092720	3	0.183565	0.061107	0.777779	0.777779	0.061107	0.183565	
33000	0.092720	3	0.183724	0.062076	0.751965	0.751965	0.062076	0.183724	
34000	0.092720	4	0.180991	0.061599	0.764907	0.720242	0.061599	0.180991	
35000	0.092720	3	0.181600	0.061193	0.782805	0.782805	0.061193	0.181600	
36000	0.092720	3	0.179252	0.062241	0.800631	0.800631	0.062241	0.179252	
37000	0.092720	3	0.181762	0.063477	0.775956	0.775956	0.063477	0.181762	
38000	0.092720	3	0.185857	0.060531	0.804308	0.804308	0.060531	0.185857	
39000	0.092720	3	0.177026	0.061439	0.803565	0.803565	0.061439	0.177026	
40000	0.092720	3	0.186410	0.063727	0.756213	0.756213	0.063727	0.186410	
41000	0.092720	3	0.185712	0.061130	0.810712	0.810712	0.061130	0.185712	
42000	0.092720	3	0.178777	0.064717	0.799600	0.799600	0.064717	0.178777	
43000	0.092720	3	0.177340	0.062119	0.792914	0.792914	0.062119	0.177340	
