Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	71.353907	5	8.499484	9.789417	13.552070	10.256881	9.248152	13.552070	
2000	71.353907	4	8.354290	9.608425	19.266411	9.297724	9.297724	19.266411	
3000	71.353907	5	8.623700	9.838775	20.684777	9.570942	8.809664	20.684777	
4000	71.353907	4	9.470881	10.029204	20.586640	8.762433	9.470881	20.586640	
5000	71.353907	5	9.947283	9.810689	21.315870	9.837367	10.722880	21.315870	
6000	71.353907	5	9.988073	10.627036	22.700135	10.157171	10.570652	22.700135	
7000	71.353907	4	9.941480	10.492615	23.395535	9.793047	9.941480	23.395535	
8000	71.353907	5	9.568521	10.500412	23.382283	9.936606	9.917500	23.382283	
9000	71.353907	5	9.615361	11.048614	22.345433	10.072278	10.184964	22.345433	
10000	71.353907	5	11.057097	11.418729	22.136458	9.783826	10.124912	22.136458	
11000	71.353907	5	10.068690	11.090025	21.310478	9.245789	9.988941	21.310478	
12000	71.353907	3	9.837186	9.837186	20.685801	9.184559	9.837186	20.685801	
13000	71.353907	5	10.328359	9.794585	20.354128	9.300754	10.033348	20.354128	
14000	71.353907	5	9.543492	12.461328	20.952570	9.567824	9.540509	20.952570	
15000	71.353907	5	10.459201	10.555358	20.417435	8.748107	10.189079	20.417435	
16000	71.353907	5	9.224149	10.940712	20.251645	8.469260	9.140519	20.251645	
17000	71.353907	5	9.883598	11.565684	19.667060	8.764704	10.339256	19.667060	
18000	71.353907	5	10.219539	9.431732	19.726928	8.653267	9.297165	19.726928	
19000	71.353907	5	9.699795	11.250261	21.281413	8.387871	10.045463	21.281413	
20000	71.353907	5	11.100185	11.456977	20.048174	8.629048	10.473016	20.048174	
21000	71.353907	5	10.698056	12.358111	19.293362	7.523155	9.998709	19.293362	
22000	71.353907	4	10.510797	11.881049	19.810292	8.538675	11.881049	19.810292	
23000	71.353907	5	9.487164	10.890422	19.027915	9.835067	11.959593	19.027915	
24000	71.353907	4	10.196051	11.618656	19.332274	8.612790	11.618656	19.332274	
25000	71.353907	5	10.159700	11.781405	19.247669	8.535604	11.660763	19.247669	
26000	71.353907	5	9.540374	11.229902	18.750606	8.283395	12.147082	18.750606	
27000	71.353907	5	9.853988	11.369036	19.480666	8.557096	10.512415	19.480666	
28000	71.353907	5	10.601975	10.814702	19.214553	8.497903	11.714101	19.214553	
29000	71.353907	4	10.589809	10.589809	18.738395	8.874122	11.517090	18.738395	
30000	71.353907	4	10.980001	10.864732	18.554374	8.140577	18.554374	18.554374	
31000	71.353907	4	10.543433	9.953371	17.970814	8.870827	17.970814	17.970814	
32000	71.353907	5	10.571910	10.271310	17.964166	8.957410	11.326818	17.964166	
33000	71.353907	4	9.384798	10.285203	18.029289	9.585134	18.029289	18.029289	
34000	71.353907	4	9.168519	9.910604	17.201846	8.734150	17.201846	17.201846	
35000	71.353907	4	10.302764	10.547288	18.134826	8.856582	18.134826	18.134826	
36000	71.353907	4	9.726234	10.078749	17.637819	7.975375	17.637819	17.637819	
37000	71.353907	4	9.043221	10.405560	17.255864	7.975275	17.255864	17.255864	
38000	71.353907	4	9.313494	10.396536	17.630803	9.097963	17.630803	17.630803	
39000	71.353907	4	9.931464	9.781284	17.278836	7.308590	17.278836	17.278836	
40000	71.353907	3	8.466314	9.563120	17.184140	8.466314	17.184140	17.184140	
41000	71.353907	4	10.264888	10.703609	17.355426	7.758641	17.355426	17.355426	
42000	71.353907	4	9.847946	9.716760	16.839744	8.752705	16.839744	16.839744	
43000	71.353907	4	9.851541	10.256825	17.886525	7.078651	17.886525	17.886525	
44000	71.353907	3	8.555100	11.646785	17.803018	8.555100	17.803018	17.803018	
45000	71.353907	3	9.140124	9.832456	17.452007	9.140124	17.452007	17.452007	
46000	71.353907	4	9.114494	11.067526	16.756585	8.170011	16.756585	16.756585	
47000	71.353907	4	9.139663	9.725421	17.315200	7.901216	17.315200	17.315200	
48000	71.353907	4	9.870908	10.761107	17.447075	8.821909	17.447075	17.447075	
49000	71.353907	4	9.041324	9.769654	17.043996	8.731970	17.043996	17.043996	
50000	71.353907	4	9.152550	10.550210	17.502787	9.077717	17.502787	17.502787	
51000	71.353907	5	8.969756	10.175705	16.726906	7.884191	10.819303	16.726906	
52000	71.353907	5	9.039072	9.708300	16.989674	7.972192	10.009592	16.989674	
53000	71.353907	4	8.506081	10.292743	16.659781	7.863728	16.659781	16.659781	
54000	71.353907	5	8.885581	10.442917	17.055337	8.007432	11.340355	17.055337	
55000	71.353907	5	8.695096	10.978807	16.501338	8.195647	12.369929	16.501338	
56000	71.353907	4	8.733336	10.898188	16.624690	8.717444	16.624690	16.624690	
57000	71.353907	5	10.059221	9.315502	17.136322	8.241342	11.583745	17.136322	
58000	71.353907	5	9.153825	10.019959	16.889831	8.167434	10.434720	16.889831	
59000	71.353907	5	8.328948	10.667909	16.496744	8.238788	10.416545	16.496744	
60000	71.353907	4	8.669333	10.002067	16.583714	8.886052	16.583714	16.583714	
61000	71.353907	3	8.364052	10.996940	16.781260	8.364052	16.781260	16.781260	
62000	71.353907	4	9.818484	10.595430	16.512934	8.138282	16.512934	16.512934	
63000	71.353907	4	9.131063	9.676075	16.022069	8.491131	16.022069	16.022069	
64000	71.353907	5	9.772158	11.593168	16.653865	7.837892	9.729282	16.653865	
65000	71.353907	4	8.250356	10.584264	16.126589	8.250356	10.586721	16.126589	
66000	71.353907	5	9.393471	10.843348	16.301501	8.608324	10.324793	16.301501	
67000	71.353907	5	8.880451	10.658175	17.262003	8.620326	10.744832	17.262003	
68000	71.353907	5	10.156178	10.678286	16.567538	8.618500	11.078608	16.567538	
69000	71.353907	5	9.241236	9.960774	17.180012	8.431607	11.284255	17.180012	
70000	71.353907	5	8.764577	10.049583	16.407082	8.308151	10.578157	16.407082	
71000	71.353907	3	9.224420	10.792424	16.017166	9.224420	16.017166	16.017166	
72000	71.353907	5	9.233485	9.577153	16.091599	8.633550	10.090042	16.091599	
73000	71.353907	4	9.105639	10.977597	15.942540	8.723887	15.942540	15.942540	
74000	71.353907	5	8.850260	10.766991	15.900785	8.345543	11.224074	15.900785	
75000	71.353907	4	8.378158	9.801102	15.891330	8.378158	11.158419	15.891330	
76000	71.353907	5	8.988596	10.534493	16.375324	8.250822	11.326819	16.375324	
77000	71.353907	5	9.197050	9.465970	16.659450	7.352138	12.206622	16.659450	
78000	71.353907	4	8.330944	10.150189	16.301588	8.330944	10.898561	16.301588	
79000	71.353907	5	8.143778	10.117843	16.921475	8.592275	10.289797	16.921475	
80000	71.353907	5	8.563383	9.921741	16.178725	7.969947	11.430911	16.178725	
81000	71.353907	5	8.751661	10.208554	15.861566	7.388892	10.117718	15.861566	
82000	71.353907	5	9.228068	9.992072	16.150291	8.447881	11.948466	16.150291	
83000	71.353907	5	8.749853	10.527329	16.815855	8.481849	10.702456	16.815855	
84000	71.353907	5	8.156082	10.748546	16.393727	9.048160	11.264103	16.393727	
85000	71.353907	4	8.736612	10.367640	15.774121	8.162041	15.774121	15.774121	
86000	71.353907	4	8.405353	10.051413	16.758914	8.405353	10.243597	16.758914	
87000	71.353907	5	8.541441	10.367295	15.878717	8.069913	10.298609	15.878717	
88000	71.353907	4	10.073003	10.243288	16.305694	9.640486	16.305694	16.305694	
89000	71.353907	5	8.827249	11.145339	16.951782	9.129105	10.248241	16.951782	
90000	71.353907	5	8.743376	10.316931	16.056329	8.166576	10.308581	16.056329	
91000	71.353907	4	9.200695	11.265326	16.442561	7.230654	11.265326	16.442561	
92000	71.353907	4	8.437516	10.226923	16.408765	8.437516	11.277579	16.408765	
93000	71.353907	5	9.211076	10.038224	15.775529	9.027343	11.124085	15.775529	
94000	71.353907	4	8.095630	11.079854	16.150148	8.095630	10.677218	16.150148	
95000	71.353907	5	7.925790	10.421062	16.130453	7.159623	10.116873	16.130453	
96000	71.353907	5	8.400376	10.206721	16.552383	8.912693	11.606030	16.552383	
97000	71.353907	5	8.882239	10.708553	15.727268	7.739915	11.040751	15.727268	
98000	71.353907	4	8.499154	10.021250	16.362852	8.637304	16.362852	16.362852	
99000	71.353907	5	8.997714	10.780309	16.182998	8.586634	10.899109	16.182998	
100000	71.353907	5	8.795504	10.281351	16.379363	8.388857	11.139180	16.379363	
101000	71.353907	4	9.132134	9.860882	16.125606	9.132134	10.779538	16.125606	
102000	71.353907	5	8.304145	11.379856	16.977954	8.218003	11.415104	16.977954	
103000	71.353907	5	8.903067	9.709921	16.679602	8.069133	10.980733	16.679602	
104000	71.353907	5	8.839969	10.671697	16.135939	8.561357	10.652693	16.135939	
105000	71.353907	5	8.343641	8.833784	16.464144	8.269609	10.922273	16.464144	
106000	71.353907	4	8.175542	10.669148	17.047460	8.175542	10.784186	17.047460	
107000	71.353907	4	7.745083	10.097040	16.048480	7.745083	10.347981	16.048480	
108000	71.353907	4	7.962124	10.408247	16.839979	7.962124	10.740931	16.839979	
109000	71.353907	5	9.225786	11.027468	16.377157	8.592496	10.819044	16.377157	
110000	71.353907	4	8.724950	11.633658	16.667224	8.724950	11.628223	16.667224	
111000	71.353907	4	9.565954	9.853877	16.137880	9.017529	9.853877	16.137880	
112000	71.353907	5	8.627345	10.602097	16.029282	7.685152	11.411899	16.029282	
113000	71.353907	4	7.883601	9.781286	16.003276	7.883601	10.546788	16.003276	
114000	71.353907	5	8.688261	10.222230	17.005329	8.020132	10.271564	17.005329	
115000	71.353907	5	8.481360	10.779848	15.965557	8.460860	11.657536	15.965557	
116000	71.353907	4	8.606544	10.891536	16.159490	8.110778	10.891536	16.159490	
117000	71.353907	4	7.699240	10.210432	16.548563	7.699240	10.470440	16.548563	
118000	71.353907	5	8.946119	10.752064	16.567432	8.379268	11.375926	16.567432	
119000	71.353907	4	8.960419	10.810321	16.776013	8.960419	11.581538	16.776013	
120000	71.353907	4	8.415945	10.834832	16.302931	8.415945	10.441447	16.302931	
121000	71.353907	5	8.309549	9.569394	16.583426	7.951779	11.281417	16.583426	
122000	71.353907	5	9.478459	9.251177	16.294090	7.796356	11.126370	16.294090	
123000	71.353907	5	9.220148	9.059518	16.437430	7.962857	10.054386	16.437430	
124000	71.353907	5	8.574027	10.360078	16.376856	8.528373	10.484532	16.376856	
125000	71.353907	4	9.336202	10.366497	16.217664	9.336202	11.527856	16.217664	
126000	71.353907	5	9.469458	10.399500	16.265717	8.371884	12.720966	16.265717	
127000	71.353907	5	8.347825	10.011598	16.705392	7.661905	12.031231	16.705392	
128000	71.353907	5	9.140169	10.357007	16.512960	7.829457	11.520030	16.512960	
129000	71.353907	5	9.264845	10.306824	16.440823	7.615015	10.732065	16.440823	
130000	71.353907	4	9.007994	10.664511	16.378476	7.865317	16.378476	16.378476	
131000	71.353907	4	9.386125	10.067012	16.462077	7.608009	16.462077	16.462077	
132000	71.353907	5	9.029467	10.735563	16.754822	7.006328	10.255122	16.754822	
133000	71.353907	4	8.698315	10.434467	15.760857	7.422217	15.760857	15.760857	
134000	71.353907	4	7.965450	9.067487	15.806594	7.965450	11.335688	15.806594	
135000	71.353907	5	9.303638	10.596872	16.904470	7.630240	11.321786	16.904470	
136000	71.353907	4	8.574427	9.977554	16.210621	7.728988	16.210621	16.210621	
137000	71.353907	5	8.676554	9.565798	15.537701	8.251768	11.477537	15.537701	
138000	71.353907	4	8.128265	9.404725	16.175799	8.128265	11.316824	16.175799	
139000	71.353907	4	8.370546	10.085578	14.732735	8.370546	10.483935	14.732735	
140000	71.353907	5	8.480394	11.060377	15.847945	6.976593	10.726651	15.847945	
141000	71.353907	5	9.014272	10.159264	16.369362	8.143571	11.632460	16.369362	
142000	71.353907	5	8.806720	9.349461	15.647300	8.254763	11.404084	15.647300	
143000	71.353907	4	7.735907	10.895240	16.473177	7.735907	10.892942	16.473177	
144000	71.353907	4	7.549626	9.798928	15.868136	7.549626	11.891461	15.868136	
145000	71.353907	5	9.289706	10.373736	15.790584	8.483473	11.674160	15.790584	
146000	71.353907	4	7.959536	10.461388	16.418138	7.959536	11.044969	16.418138	
147000	71.353907	5	8.526924	10.921423	15.178724	8.398217	10.442321	15.178724	
148000	71.353907	4	8.075567	10.466992	15.088548	8.075567	10.612693	15.088548	
149000	71.353907	3	7.673062	9.866231	15.418940	7.673062	15.418940	15.418940	
150000	71.353907	4	8.727254	10.328083	15.665570	8.630272	15.665570	15.665570	
151000	71.353907	3	7.840724	9.804251	15.371100	7.840724	15.371100	15.371100	
152000	71.353907	3	8.029047	9.714557	15.637612	8.029047	15.637612	15.637612	
153000	71.353907	4	7.719116	10.417813	16.309755	7.719116	10.345000	16.309755	
154000	71.353907	5	8.980028	9.681793	15.420731	8.945726	9.844882	15.420731	
155000	71.353907	3	8.604073	9.664747	15.391310	8.604073	15.391310	15.391310	
156000	71.353907	3	8.728026	9.756253	15.654447	8.728026	15.654447	15.654447	
157000	71.353907	5	8.681850	9.497059	15.593398	8.532841	11.840189	15.593398	
158000	71.353907	3	8.231033	9.478155	15.703946	8.231033	15.703946	15.703946	
159000	71.353907	5	8.577004	8.836220	15.191452	7.794194	10.927616	15.191452	
160000	71.353907	3	8.353355	10.427035	15.832438	8.353355	15.832438	15.832438	
161000	71.353907	4	9.176449	9.278201	14.887854	7.727813	14.887854	14.887854	
162000	71.353907	4	8.649782	10.050278	15.305702	7.694068	15.305702	15.305702	
163000	71.353907	3	7.820858	9.215476	15.695399	7.820858	15.695399	15.695399	
164000	71.353907	4	9.520700	9.508651	15.826263	8.535546	15.826263	15.826263	
165000	71.353907	3	7.983016	10.119100	16.276807	7.983016	16.276807	16.276807	
166000	71.353907	4	8.010196	8.804784	15.631368	7.551200	15.631368	15.631368	
167000	71.353907	4	8.526707	10.808409	15.725425	8.195874	15.725425	15.725425	
168000	71.353907	4	8.822230	9.751067	15.179742	8.694150	15.179742	15.179742	
169000	71.353907	3	7.561479	9.579332	15.226978	7.561479	15.226978	15.226978	
170000	71.353907	5	7.952737	10.502833	15.847967	7.946959	12.022474	15.847967	
171000	71.353907	4	7.376704	9.872537	15.673393	7.376704	10.358226	15.673393	
172000	71.353907	3	7.087077	11.127334	15.603812	7.087077	15.603812	15.603812	
173000	71.353907	4	8.014287	9.257634	15.780822	8.014287	10.961526	15.780822	
174000	71.353907	3	7.381568	9.182891	14.780817	7.381568	14.780817	14.780817	
175000	71.353907	5	8.546388	9.091185	15.756246	8.763169	10.982378	15.756246	
176000	71.353907	5	8.937130	10.193315	14.920308	7.594776	10.629797	14.920308	
177000	71.353907	4	8.849177	9.730991	15.626943	8.929949	15.626943	15.626943	
178000	71.353907	4	7.844845	8.892150	15.171903	7.844845	11.657480	15.171903	
179000	71.353907	4	8.400069	9.247713	14.767885	9.048564	14.767885	14.767885	
180000	71.353907	5	7.979420	9.855338	15.390760	7.026139	11.831074	15.390760	
181000	71.353907	3	8.357285	8.357285	15.458927	8.098819	15.458927	15.458927	
182000	71.353907	4	7.856201	10.649241	14.859081	7.856201	11.107491	14.859081	
183000	71.353907	4	6.860945	8.968398	15.291707	6.860945	10.181102	15.291707	
184000	71.353907	4	8.249178	9.446299	14.712263	8.249178	10.281029	14.712263	
185000	71.353907	3	7.759682	9.027349	15.615085	7.759682	15.615085	15.615085	
186000	71.353907	4	6.981002	9.487938	14.514616	6.981002	10.451188	14.514616	
187000	71.353907	4	7.786483	9.864683	15.024001	7.786483	10.040654	15.024001	
188000	71.353907	3	7.624377	9.272754	15.196612	7.624377	15.196612	15.196612	
189000	71.353907	4	8.090747	10.071702	14.880512	8.090747	11.408241	14.880512	
190000	71.353907	4	7.934471	9.558023	14.584249	7.934471	10.829472	14.584249	
191000	71.353907	4	7.186263	9.790976	15.152368	7.186263	9.937308	15.152368	
192000	71.353907	4	7.080035	9.542009	14.924120	7.080035	11.234599	14.924120	
193000	71.353907	4	6.985923	9.872724	15.167495	6.985923	10.462714	15.167495	
194000	71.353907	4	8.666442	9.786966	14.997768	8.666442	10.960243	14.997768	
195000	71.353907	4	6.891643	9.067676	14.908702	6.891643	10.698987	14.908702	
196000	71.353907	3	7.211804	8.857588	14.522006	7.211804	14.522006	14.522006	
197000	71.353907	4	6.639380	10.098720	15.286734	6.639380	10.799620	15.286734	
198000	71.353907	4	7.612989	9.106928	14.658332	7.612989	10.550186	14.658332	
199000	71.353907	4	6.885984	9.983741	14.593237	6.885984	9.838104	14.593237	
200000	71.353907	4	6.890585	9.348906	15.250452	6.890585	10.241354	15.250452	
201000	71.353907	4	7.068260	9.491235	15.093570	7.068260	10.126460	15.093570	
202000	71.353907	4	6.950217	9.501640	15.533902	6.950217	10.728980	15.533902	
203000	71.353907	3	6.706396	8.914427	15.161603	6.706396	15.161603	15.161603	
204000	71.353907	4	8.401462	9.577593	15.091805	6.953730	15.091805	15.091805	
205000	71.353907	4	7.094131	9.718152	15.032174	7.094131	11.576515	15.032174	
206000	71.353907	4	6.962753	9.578851	15.658910	6.962753	10.699778	15.658910	
207000	71.353907	4	7.216016	9.214718	14.441093	7.216016	10.739665	14.441093	
208000	71.353907	3	7.652258	9.037584	15.040196	7.652258	15.040196	15.040196	
209000	71.353907	3	7.027917	8.894446	14.711670	7.027917	14.711670	14.711670	
210000	71.353907	4	6.943435	10.013477	14.494198	6.943435	10.633264	14.494198	
