Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.098822	0.396646	0.402629	0.101903	0.265538	0.244819	0.241145	0.248498	0.419028	0.106470	0.100476	0.374026	0.098822	0.396646	0.402629	0.101903	0.265538	0.244819	0.241145	0.248498	0.419028	0.106470	0.100476	0.374026	
2000	0.092720	3	0.098822	0.396646	0.402629	0.101903	0.265538	0.244819	0.241145	0.248498	0.398234	0.100697	0.101562	0.399507	0.098822	0.396646	0.402629	0.101903	0.265538	0.244819	0.241145	0.248498	0.398234	0.100697	0.101562	0.399507	
3000	0.092720	3	0.098822	0.396646	0.402629	0.101903	0.241181	0.237172	0.260168	0.261479	0.398234	0.100697	0.101562	0.399507	0.098822	0.396646	0.402629	0.101903	0.241181	0.237172	0.260168	0.261479	0.398234	0.100697	0.101562	0.399507	
4000	0.092720	3	0.098822	0.396646	0.402629	0.101903	0.245625	0.258386	0.246517	0.249472	0.398308	0.099068	0.099769	0.402855	0.098822	0.396646	0.402629	0.101903	0.245625	0.258386	0.246517	0.249472	0.398308	0.099068	0.099769	0.402855	
5000	0.092720	3	0.102068	0.402551	0.385648	0.109732	0.257228	0.248482	0.239796	0.254494	0.398308	0.099068	0.099769	0.402855	0.102068	0.402551	0.385648	0.109732	0.257228	0.248482	0.239796	0.254494	0.398308	0.099068	0.099769	0.402855	
6000	0.092720	3	0.095014	0.407835	0.388559	0.108592	0.236204	0.262213	0.250667	0.250916	0.398308	0.099068	0.099769	0.402855	0.095014	0.407835	0.388559	0.108592	0.236204	0.262213	0.250667	0.250916	0.398308	0.099068	0.099769	0.402855	
7000	0.092720	3	0.097544	0.405682	0.390625	0.106149	0.233805	0.250499	0.251959	0.263737	0.398308	0.099068	0.099769	0.402855	0.097544	0.405682	0.390625	0.106149	0.233805	0.250499	0.251959	0.263737	0.398308	0.099068	0.099769	0.402855	
8000	0.092720	3	0.097566	0.403682	0.394867	0.103886	0.232635	0.237894	0.250774	0.278698	0.398308	0.099068	0.099769	0.402855	0.097566	0.403682	0.394867	0.103886	0.232635	0.237894	0.250774	0.278698	0.398308	0.099068	0.099769	0.402855	
9000	0.092720	3	0.093951	0.398274	0.402048	0.105727	0.260280	0.242424	0.241429	0.255867	0.398308	0.099068	0.099769	0.402855	0.093951	0.398274	0.402048	0.105727	0.260280	0.242424	0.241429	0.255867	0.398308	0.099068	0.099769	0.402855	
10000	0.092720	3	0.100946	0.393630	0.397320	0.108105	0.241191	0.246923	0.252412	0.259474	0.398308	0.099068	0.099769	0.402855	0.100946	0.393630	0.397320	0.108105	0.241191	0.246923	0.252412	0.259474	0.398308	0.099068	0.099769	0.402855	
11000	0.092720	3	0.100946	0.393630	0.397320	0.108105	0.247235	0.238780	0.260523	0.253462	0.401733	0.098101	0.100967	0.399199	0.100946	0.393630	0.397320	0.108105	0.247235	0.238780	0.260523	0.253462	0.401733	0.098101	0.100967	0.399199	
12000	0.092720	3	0.100946	0.393630	0.397320	0.108105	0.252692	0.240125	0.247411	0.259772	0.401733	0.098101	0.100967	0.399199	0.100946	0.393630	0.397320	0.108105	0.252692	0.240125	0.247411	0.259772	0.401733	0.098101	0.100967	0.399199	
13000	0.092720	3	0.096179	0.404881	0.385717	0.113223	0.251526	0.239308	0.243133	0.266033	0.402172	0.095033	0.101758	0.401037	0.096179	0.404881	0.385717	0.113223	0.251526	0.239308	0.243133	0.266033	0.402172	0.095033	0.101758	0.401037	
14000	0.092720	3	0.097983	0.403588	0.386289	0.112141	0.243940	0.239183	0.259331	0.257547	0.405211	0.095818	0.099332	0.399638	0.097983	0.403588	0.386289	0.112141	0.243940	0.239183	0.259331	0.257547	0.405211	0.095818	0.099332	0.399638	
15000	0.092720	3	0.097983	0.403588	0.386289	0.112141	0.251735	0.243864	0.254795	0.249605	0.405211	0.095818	0.099332	0.399638	0.097983	0.403588	0.386289	0.112141	0.251735	0.243864	0.254795	0.249605	0.405211	0.095818	0.099332	0.399638	
16000	0.092720	3	0.097983	0.403588	0.386289	0.112141	0.261012	0.245507	0.248206	0.245275	0.400761	0.097430	0.099281	0.402528	0.097983	0.403588	0.386289	0.112141	0.261012	0.245507	0.248206	0.245275	0.400761	0.097430	0.099281	0.402528	
17000	0.092720	3	0.097983	0.403588	0.386289	0.112141	0.259282	0.248614	0.246034	0.246071	0.400761	0.097430	0.099281	0.402528	0.097983	0.403588	0.386289	0.112141	0.259282	0.248614	0.246034	0.246071	0.400761	0.097430	0.099281	0.402528	
18000	0.092720	3	0.096471	0.396772	0.400543	0.106214	0.235460	0.259987	0.253502	0.251051	0.400761	0.097430	0.099281	0.402528	0.096471	0.396772	0.400543	0.106214	0.235460	0.259987	0.253502	0.251051	0.400761	0.097430	0.099281	0.402528	
19000	0.092720	3	0.096463	0.401804	0.390786	0.110948	0.239463	0.258883	0.249638	0.252016	0.400761	0.097430	0.099281	0.402528	0.096463	0.401804	0.390786	0.110948	0.239463	0.258883	0.249638	0.252016	0.400761	0.097430	0.099281	0.402528	
20000	0.092720	3	0.096463	0.401804	0.390786	0.110948	0.252247	0.237888	0.243279	0.266587	0.400761	0.097430	0.099281	0.402528	0.096463	0.401804	0.390786	0.110948	0.252247	0.237888	0.243279	0.266587	0.400761	0.097430	0.099281	0.402528	
21000	0.092720	3	0.099443	0.398931	0.388836	0.112791	0.244482	0.249177	0.249287	0.257054	0.400761	0.097430	0.099281	0.402528	0.099443	0.398931	0.388836	0.112791	0.244482	0.249177	0.249287	0.257054	0.400761	0.097430	0.099281	0.402528	
22000	0.092720	3	0.099318	0.419160	0.372746	0.108777	0.241637	0.244979	0.249738	0.263646	0.400761	0.097430	0.099281	0.402528	0.099318	0.419160	0.372746	0.108777	0.241637	0.244979	0.249738	0.263646	0.400761	0.097430	0.099281	0.402528	
23000	0.092720	3	0.109333	0.396877	0.383257	0.110532	0.239285	0.258746	0.246704	0.255265	0.400761	0.097430	0.099281	0.402528	0.109333	0.396877	0.383257	0.110532	0.239285	0.258746	0.246704	0.255265	0.400761	0.097430	0.099281	0.402528	
24000	0.092720	3	0.095589	0.398270	0.402055	0.104086	0.240835	0.248158	0.251106	0.259901	0.400761	0.097430	0.099281	0.402528	0.095589	0.398270	0.402055	0.104086	0.240835	0.248158	0.251106	0.259901	0.400761	0.097430	0.099281	0.402528	
25000	0.092720	3	0.093912	0.414312	0.385615	0.106160	0.241152	0.248750	0.252192	0.257906	0.400761	0.097430	0.099281	0.402528	0.093912	0.414312	0.385615	0.106160	0.241152	0.248750	0.252192	0.257906	0.400761	0.097430	0.099281	0.402528	
26000	0.092720	3	0.093912	0.414312	0.385615	0.106160	0.246606	0.233549	0.251029	0.268815	0.397573	0.099721	0.103782	0.398925	0.093912	0.414312	0.385615	0.106160	0.246606	0.233549	0.251029	0.268815	0.397573	0.099721	0.103782	0.398925	
27000	0.092720	3	0.096677	0.398123	0.395599	0.109601	0.252410	0.241093	0.238425	0.268072	0.397254	0.097755	0.097581	0.407410	0.096677	0.398123	0.395599	0.109601	0.252410	0.241093	0.238425	0.268072	0.397254	0.097755	0.097581	0.407410	
28000	0.092720	3	0.096677	0.398123	0.395599	0.109601	0.252074	0.240113	0.242483	0.265330	0.397254	0.097755	0.097581	0.407410	0.096677	0.398123	0.395599	0.109601	0.252074	0.240113	0.242483	0.265330	0.397254	0.097755	0.097581	0.407410	
29000	0.092720	3	0.096677	0.398123	0.395599	0.109601	0.258372	0.244288	0.239969	0.257371	0.402760	0.100874	0.098350	0.398016	0.096677	0.398123	0.395599	0.109601	0.258372	0.244288	0.239969	0.257371	0.402760	0.100874	0.098350	0.398016	
30000	0.092720	3	0.096677	0.398123	0.395599	0.109601	0.246392	0.243858	0.255519	0.254231	0.400059	0.095510	0.105100	0.399332	0.096677	0.398123	0.395599	0.109601	0.246392	0.243858	0.255519	0.254231	0.400059	0.095510	0.105100	0.399332	
31000	0.092720	3	0.097211	0.405805	0.391755	0.105228	0.245094	0.244614	0.252513	0.257779	0.400700	0.098116	0.098463	0.402721	0.097211	0.405805	0.391755	0.105228	0.245094	0.244614	0.252513	0.257779	0.400700	0.098116	0.098463	0.402721	
32000	0.092720	3	0.094107	0.407916	0.394196	0.103781	0.247006	0.260214	0.234507	0.258273	0.400700	0.098116	0.098463	0.402721	0.094107	0.407916	0.394196	0.103781	0.247006	0.260214	0.234507	0.258273	0.400700	0.098116	0.098463	0.402721	
33000	0.092720	3	0.097530	0.414401	0.383109	0.104960	0.261865	0.242991	0.235766	0.259378	0.392499	0.101858	0.102507	0.403136	0.097530	0.414401	0.383109	0.104960	0.261865	0.242991	0.235766	0.259378	0.392499	0.101858	0.102507	0.403136	
34000	0.092720	3	0.105925	0.403939	0.385090	0.105046	0.265400	0.240181	0.231848	0.262571	0.392499	0.101858	0.102507	0.403136	0.105925	0.403939	0.385090	0.105046	0.265400	0.240181	0.231848	0.262571	0.392499	0.101858	0.102507	0.403136	
35000	0.092720	3	0.100513	0.398615	0.395653	0.105219	0.245038	0.246301	0.251113	0.257548	0.403831	0.102156	0.099249	0.394764	0.100513	0.398615	0.395653	0.105219	0.245038	0.246301	0.251113	0.257548	0.403831	0.102156	0.099249	0.394764	
36000	0.092720	3	0.096878	0.407394	0.389696	0.106032	0.251792	0.242934	0.250827	0.254448	0.403831	0.102156	0.099249	0.394764	0.096878	0.407394	0.389696	0.106032	0.251792	0.242934	0.250827	0.254448	0.403831	0.102156	0.099249	0.394764	
37000	0.092720	3	0.098301	0.405648	0.390451	0.105600	0.254636	0.241868	0.247380	0.256116	0.405252	0.100770	0.098113	0.395864	0.098301	0.405648	0.390451	0.105600	0.254636	0.241868	0.247380	0.256116	0.405252	0.100770	0.098113	0.395864	
38000	0.092720	3	0.101118	0.398847	0.383522	0.116513	0.245495	0.245808	0.254790	0.253906	0.405252	0.100770	0.098113	0.395864	0.101118	0.398847	0.383522	0.116513	0.245495	0.245808	0.254790	0.253906	0.405252	0.100770	0.098113	0.395864	
39000	0.092720	3	0.098234	0.405586	0.390505	0.105675	0.244972	0.255029	0.239546	0.260453	0.405252	0.100770	0.098113	0.395864	0.098234	0.405586	0.390505	0.105675	0.244972	0.255029	0.239546	0.260453	0.405252	0.100770	0.098113	0.395864	
40000	0.092720	3	0.094314	0.405829	0.397265	0.102592	0.256352	0.245981	0.244502	0.253166	0.395372	0.099254	0.098078	0.407296	0.094314	0.405829	0.397265	0.102592	0.256352	0.245981	0.244502	0.253166	0.395372	0.099254	0.098078	0.407296	
41000	0.092720	3	0.096395	0.406350	0.385834	0.111421	0.255776	0.246053	0.238671	0.259500	0.395029	0.097535	0.097256	0.410179	0.096395	0.406350	0.385834	0.111421	0.255776	0.246053	0.238671	0.259500	0.395029	0.097535	0.097256	0.410179	
42000	0.092720	3	0.096395	0.406350	0.385834	0.111421	0.247854	0.233829	0.254606	0.263712	0.399615	0.098073	0.098600	0.403712	0.096395	0.406350	0.385834	0.111421	0.247854	0.233829	0.254606	0.263712	0.399615	0.098073	0.098600	0.403712	
43000	0.092720	3	0.091119	0.408860	0.389357	0.110664	0.247668	0.255190	0.239716	0.257426	0.399615	0.098073	0.098600	0.403712	0.091119	0.408860	0.389357	0.110664	0.247668	0.255190	0.239716	0.257426	0.399615	0.098073	0.098600	0.403712	
44000	0.092720	3	0.095203	0.402270	0.387094	0.115433	0.246048	0.252941	0.247629	0.253382	0.399615	0.098073	0.098600	0.403712	0.095203	0.402270	0.387094	0.115433	0.246048	0.252941	0.247629	0.253382	0.399615	0.098073	0.098600	0.403712	
45000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.255386	0.244892	0.234882	0.264839	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.255386	0.244892	0.234882	0.264839	0.399615	0.098073	0.098600	0.403712	
46000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.263376	0.245143	0.239849	0.251632	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.263376	0.245143	0.239849	0.251632	0.399615	0.098073	0.098600	0.403712	
47000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.248569	0.250878	0.237328	0.263225	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.248569	0.250878	0.237328	0.263225	0.399615	0.098073	0.098600	0.403712	
48000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.246702	0.251631	0.255354	0.246313	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.246702	0.251631	0.255354	0.246313	0.399615	0.098073	0.098600	0.403712	
49000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.248731	0.235448	0.239227	0.276594	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.248731	0.235448	0.239227	0.276594	0.399615	0.098073	0.098600	0.403712	
50000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.248402	0.256572	0.242360	0.252667	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.248402	0.256572	0.242360	0.252667	0.399615	0.098073	0.098600	0.403712	
51000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.248426	0.248994	0.244272	0.258308	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.248426	0.248994	0.244272	0.258308	0.399615	0.098073	0.098600	0.403712	
52000	0.092720	3	0.096126	0.403796	0.392813	0.107265	0.257169	0.241791	0.244210	0.256829	0.399615	0.098073	0.098600	0.403712	0.096126	0.403796	0.392813	0.107265	0.257169	0.241791	0.244210	0.256829	0.399615	0.098073	0.098600	0.403712	
53000	0.092720	3	0.100791	0.403344	0.383942	0.111924	0.245866	0.245976	0.250877	0.257282	0.402332	0.097056	0.098201	0.402411	0.100791	0.403344	0.383942	0.111924	0.245866	0.245976	0.250877	0.257282	0.402332	0.097056	0.098201	0.402411	
54000	0.092720	3	0.100791	0.403344	0.383942	0.111924	0.243825	0.247451	0.244687	0.264037	0.402332	0.097056	0.098201	0.402411	0.100791	0.403344	0.383942	0.111924	0.243825	0.247451	0.244687	0.264037	0.402332	0.097056	0.098201	0.402411	
55000	0.092720	3	0.098200	0.396838	0.395170	0.109793	0.248530	0.244768	0.255037	0.251665	0.402332	0.097056	0.098201	0.402411	0.098200	0.396838	0.395170	0.109793	0.248530	0.244768	0.255037	0.251665	0.402332	0.097056	0.098201	0.402411	
56000	0.092720	3	0.096238	0.406017	0.383461	0.114285	0.261865	0.235376	0.252199	0.250560	0.402332	0.097056	0.098201	0.402411	0.096238	0.406017	0.383461	0.114285	0.261865	0.235376	0.252199	0.250560	0.402332	0.097056	0.098201	0.402411	
57000	0.092720	3	0.097857	0.402505	0.394259	0.105379	0.256889	0.251376	0.231494	0.260242	0.402332	0.097056	0.098201	0.402411	0.097857	0.402505	0.394259	0.105379	0.256889	0.251376	0.231494	0.260242	0.402332	0.097056	0.098201	0.402411	
58000	0.092720	3	0.097857	0.402505	0.394259	0.105379	0.251060	0.240383	0.252920	0.255637	0.402332	0.097056	0.098201	0.402411	0.097857	0.402505	0.394259	0.105379	0.251060	0.240383	0.252920	0.255637	0.402332	0.097056	0.098201	0.402411	
59000	0.092720	3	0.097857	0.402505	0.394259	0.105379	0.256891	0.248125	0.238265	0.256719	0.389443	0.102819	0.099720	0.408019	0.097857	0.402505	0.394259	0.105379	0.256891	0.248125	0.238265	0.256719	0.389443	0.102819	0.099720	0.408019	
60000	0.092720	3	0.094306	0.407059	0.393025	0.105610	0.249277	0.240076	0.250405	0.260241	0.389443	0.102819	0.099720	0.408019	0.094306	0.407059	0.393025	0.105610	0.249277	0.240076	0.250405	0.260241	0.389443	0.102819	0.099720	0.408019	
61000	0.092720	3	0.097743	0.405719	0.389484	0.107054	0.246529	0.228444	0.262966	0.262061	0.400749	0.097340	0.094490	0.407421	0.097743	0.405719	0.389484	0.107054	0.246529	0.228444	0.262966	0.262061	0.400749	0.097340	0.094490	0.407421	
62000	0.092720	3	0.095434	0.407294	0.391393	0.105879	0.251767	0.237332	0.244384	0.266517	0.404975	0.100294	0.095814	0.398917	0.095434	0.407294	0.391393	0.105879	0.251767	0.237332	0.244384	0.266517	0.404975	0.100294	0.095814	0.398917	
63000	0.092720	3	0.095237	0.409147	0.390904	0.104712	0.250063	0.238963	0.249138	0.261836	0.393050	0.099671	0.098352	0.408928	0.095237	0.409147	0.390904	0.104712	0.250063	0.238963	0.249138	0.261836	0.393050	0.099671	0.098352	0.408928	
64000	0.092720	3	0.099995	0.411697	0.376021	0.112287	0.243551	0.242562	0.244366	0.269522	0.395541	0.103240	0.097300	0.403919	0.099995	0.411697	0.376021	0.112287	0.243551	0.242562	0.244366	0.269522	0.395541	0.103240	0.097300	0.403919	
65000	0.092720	3	0.100758	0.397371	0.388669	0.113201	0.255221	0.233305	0.243293	0.268181	0.395541	0.103240	0.097300	0.403919	0.100758	0.397371	0.388669	0.113201	0.255221	0.233305	0.243293	0.268181	0.395541	0.103240	0.097300	0.403919	
66000	0.092720	3	0.100758	0.397371	0.388669	0.113201	0.251295	0.250078	0.245474	0.253154	0.395541	0.103240	0.097300	0.403919	0.100758	0.397371	0.388669	0.113201	0.251295	0.250078	0.245474	0.253154	0.395541	0.103240	0.097300	0.403919	
67000	0.092720	3	0.099214	0.408128	0.386291	0.106366	0.250686	0.242860	0.253797	0.252657	0.395541	0.103240	0.097300	0.403919	0.099214	0.408128	0.386291	0.106366	0.250686	0.242860	0.253797	0.252657	0.395541	0.103240	0.097300	0.403919	
68000	0.092720	3	0.099214	0.408128	0.386291	0.106366	0.252236	0.244164	0.246796	0.256804	0.388166	0.102370	0.100234	0.409229	0.099214	0.408128	0.386291	0.106366	0.252236	0.244164	0.246796	0.256804	0.388166	0.102370	0.100234	0.409229	
69000	0.092720	3	0.099214	0.408128	0.386291	0.106366	0.252345	0.245801	0.246114	0.255740	0.398666	0.101665	0.098279	0.401390	0.099214	0.408128	0.386291	0.106366	0.252345	0.245801	0.246114	0.255740	0.398666	0.101665	0.098279	0.401390	
70000	0.092720	3	0.095871	0.396503	0.387376	0.120249	0.263551	0.251606	0.238451	0.246392	0.398666	0.101665	0.098279	0.401390	0.095871	0.396503	0.387376	0.120249	0.263551	0.251606	0.238451	0.246392	0.398666	0.101665	0.098279	0.401390	
71000	0.092720	3	0.101523	0.395722	0.393886	0.108869	0.243938	0.238769	0.253448	0.263845	0.398666	0.101665	0.098279	0.401390	0.101523	0.395722	0.393886	0.108869	0.243938	0.238769	0.253448	0.263845	0.398666	0.101665	0.098279	0.401390	
72000	0.092720	3	0.101523	0.395722	0.393886	0.108869	0.239653	0.253573	0.251926	0.254848	0.398666	0.101665	0.098279	0.401390	0.101523	0.395722	0.393886	0.108869	0.239653	0.253573	0.251926	0.254848	0.398666	0.101665	0.098279	0.401390	
73000	0.092720	3	0.101165	0.411725	0.380210	0.106900	0.249847	0.237998	0.255425	0.256731	0.398666	0.101665	0.098279	0.401390	0.101165	0.411725	0.380210	0.106900	0.249847	0.237998	0.255425	0.256731	0.398666	0.101665	0.098279	0.401390	
74000	0.092720	3	0.101165	0.411725	0.380210	0.106900	0.251446	0.246828	0.239366	0.262360	0.398666	0.101665	0.098279	0.401390	0.101165	0.411725	0.380210	0.106900	0.251446	0.246828	0.239366	0.262360	0.398666	0.101665	0.098279	0.401390	
75000	0.092720	3	0.101165	0.411725	0.380210	0.106900	0.250832	0.239377	0.257696	0.252096	0.398666	0.101665	0.098279	0.401390	0.101165	0.411725	0.380210	0.106900	0.250832	0.239377	0.257696	0.252096	0.398666	0.101665	0.098279	0.401390	
76000	0.092720	3	0.094983	0.398739	0.399384	0.106894	0.244293	0.251126	0.255639	0.248943	0.387470	0.099272	0.103557	0.409701	0.094983	0.398739	0.399384	0.106894	0.244293	0.251126	0.255639	0.248943	0.387470	0.099272	0.103557	0.409701	
77000	0.092720	3	0.094983	0.398739	0.399384	0.106894	0.255132	0.246591	0.236550	0.261727	0.387594	0.101213	0.103868	0.407326	0.094983	0.398739	0.399384	0.106894	0.255132	0.246591	0.236550	0.261727	0.387594	0.101213	0.103868	0.407326	
78000	0.092720	3	0.095768	0.404113	0.392965	0.107154	0.255132	0.246591	0.236550	0.261727	0.400056	0.097111	0.096180	0.406653	0.095768	0.404113	0.392965	0.107154	0.255132	0.246591	0.236550	0.261727	0.400056	0.097111	0.096180	0.406653	
79000	0.092720	3	0.095768	0.404113	0.392965	0.107154	0.249337	0.236399	0.257887	0.256377	0.399296	0.096606	0.098920	0.405178	0.095768	0.404113	0.392965	0.107154	0.249337	0.236399	0.257887	0.256377	0.399296	0.096606	0.098920	0.405178	
80000	0.092720	3	0.095768	0.404113	0.392965	0.107154	0.251525	0.245291	0.247116	0.256068	0.399296	0.096606	0.098920	0.405178	0.095768	0.404113	0.392965	0.107154	0.251525	0.245291	0.247116	0.256068	0.399296	0.096606	0.098920	0.405178	
81000	0.092720	3	0.102028	0.394984	0.395360	0.107627	0.248240	0.253258	0.250684	0.247818	0.399296	0.096606	0.098920	0.405178	0.102028	0.394984	0.395360	0.107627	0.248240	0.253258	0.250684	0.247818	0.399296	0.096606	0.098920	0.405178	
82000	0.092720	3	0.098329	0.405118	0.389911	0.106643	0.248714	0.242815	0.242941	0.265530	0.399296	0.096606	0.098920	0.405178	0.098329	0.405118	0.389911	0.106643	0.248714	0.242815	0.242941	0.265530	0.399296	0.096606	0.098920	0.405178	
