Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	3	0.230459	0.053183	0.754091	0.754091	0.053183	0.230459	
2000	1.695768	3	0.210038	0.051187	0.700253	0.700253	0.051187	0.210038	
3000	1.695768	5	0.211057	0.050350	0.736601	0.736601	0.054951	0.207610	
4000	1.695768	3	0.213108	0.053476	0.750379	0.750379	0.053476	0.213108	
5000	1.695768	3	0.215242	0.054333	0.747213	0.747213	0.054333	0.215242	
6000	1.695768	3	0.213304	0.051927	0.710461	0.710461	0.051927	0.213304	
7000	1.695768	3	0.213835	0.050604	0.738717	0.738717	0.050604	0.213835	
8000	1.695768	3	0.215359	0.054103	0.763930	0.763930	0.054103	0.215359	
9000	1.695768	4	0.211302	0.054552	0.732553	0.765077	0.054552	0.211302	
10000	1.695768	3	0.213196	0.054780	0.749083	0.749083	0.054780	0.213196	
11000	1.695768	3	0.214905	0.053574	0.774979	0.774979	0.053574	0.214905	
12000	1.695768	3	0.215203	0.049899	0.764119	0.764119	0.049899	0.215203	
13000	1.695768	4	0.221171	0.053135	0.711215	0.754283	0.053135	0.221171	
14000	1.695768	3	0.219739	0.055497	0.855023	0.855023	0.055497	0.219739	
15000	1.695768	3	0.204295	0.048603	0.783650	0.783650	0.048603	0.204295	
16000	1.695768	3	0.215002	0.051324	0.787646	0.787646	0.051324	0.215002	
17000	1.695768	4	0.215766	0.056022	0.821666	0.732353	0.056022	0.215766	
18000	1.695768	3	0.213729	0.053394	0.764985	0.764985	0.053394	0.213729	
19000	1.695768	3	0.212715	0.053527	0.815278	0.815278	0.053527	0.212715	
20000	1.695768	3	0.214163	0.052166	0.786337	0.786337	0.052166	0.214163	
21000	1.695768	3	0.213672	0.052459	0.799271	0.799271	0.052459	0.213672	
22000	1.695768	3	0.216242	0.051581	0.767811	0.767811	0.051581	0.216242	
23000	1.695768	3	0.218429	0.055654	0.816798	0.816798	0.055654	0.218429	
24000	1.695768	3	0.217738	0.053156	0.773390	0.773390	0.053156	0.217738	
25000	1.695768	4	0.213196	0.052471	0.748476	0.714215	0.052471	0.213196	
26000	1.695768	3	0.210230	0.054027	0.799467	0.799467	0.054027	0.210230	
27000	1.695768	3	0.219079	0.053207	0.801636	0.801636	0.053207	0.219079	
28000	1.695768	3	0.216001	0.054444	0.792864	0.792864	0.054444	0.216001	
29000	1.695768	3	0.219480	0.057610	0.806559	0.806559	0.057610	0.219480	
30000	1.695768	3	0.220041	0.054365	0.790796	0.790796	0.054365	0.220041	
31000	1.695768	3	0.205536	0.057770	0.780377	0.780377	0.057770	0.205536	
32000	1.695768	3	0.212800	0.054135	0.747397	0.747397	0.054135	0.212800	
33000	1.695768	3	0.224154	0.056265	0.764712	0.764712	0.056265	0.224154	
34000	1.695768	3	0.211346	0.053281	0.792777	0.792777	0.053281	0.211346	
