Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.125942	0.214815	0.128422	0.144652	0.261617	0.124552	0.125942	0.214815	0.128422	0.144652	0.261617	0.124552	0.125942	0.214815	0.128422	0.144652	0.261617	0.124552	0.249553	0.124811	0.131994	0.135167	0.135681	0.222795	0.249553	0.124811	0.131994	0.135167	0.135681	0.222795	0.249553	0.124811	0.131994	0.135167	0.135681	0.222795	
2000	1.695768	2	0.132895	0.248527	0.129404	0.136942	0.235741	0.116490	0.132895	0.248527	0.129404	0.136942	0.235741	0.116490	0.132895	0.248527	0.129404	0.136942	0.235741	0.116490	0.233511	0.129787	0.122249	0.135412	0.137239	0.241803	0.233511	0.129787	0.122249	0.135412	0.137239	0.241803	0.233511	0.129787	0.122249	0.135412	0.137239	0.241803	
3000	1.695768	2	0.134056	0.247428	0.117556	0.133333	0.233949	0.133677	0.134056	0.247428	0.117556	0.133333	0.233949	0.133677	0.134056	0.247428	0.117556	0.133333	0.233949	0.133677	0.239167	0.134015	0.118959	0.134666	0.134591	0.238602	0.239167	0.134015	0.118959	0.134666	0.134591	0.238602	0.239167	0.134015	0.118959	0.134666	0.134591	0.238602	
4000	1.695768	2	0.125722	0.249108	0.125852	0.130694	0.233568	0.135057	0.125722	0.249108	0.125852	0.130694	0.233568	0.135057	0.125722	0.249108	0.125852	0.130694	0.233568	0.135057	0.242771	0.129382	0.120384	0.126907	0.134864	0.245692	0.242771	0.129382	0.120384	0.126907	0.134864	0.245692	0.242771	0.129382	0.120384	0.126907	0.134864	0.245692	
5000	1.695768	2	0.125682	0.234799	0.134913	0.129784	0.239207	0.135616	0.125682	0.234799	0.134913	0.129784	0.239207	0.135616	0.125682	0.234799	0.134913	0.129784	0.239207	0.135616	0.241289	0.140388	0.129755	0.130017	0.127772	0.230779	0.241289	0.140388	0.129755	0.130017	0.127772	0.230779	0.241289	0.140388	0.129755	0.130017	0.127772	0.230779	
6000	1.695768	2	0.128886	0.242054	0.124927	0.127939	0.240229	0.135966	0.128886	0.242054	0.124927	0.127939	0.240229	0.135966	0.128886	0.242054	0.124927	0.127939	0.240229	0.135966	0.238201	0.128039	0.120787	0.131120	0.139719	0.242134	0.238201	0.128039	0.120787	0.131120	0.139719	0.242134	0.238201	0.128039	0.120787	0.131120	0.139719	0.242134	
7000	1.695768	2	0.124188	0.241405	0.130165	0.133659	0.239580	0.131004	0.124188	0.241405	0.130165	0.133659	0.239580	0.131004	0.124188	0.241405	0.130165	0.133659	0.239580	0.131004	0.234805	0.132717	0.113334	0.137266	0.139245	0.242634	0.234805	0.132717	0.113334	0.137266	0.139245	0.242634	0.234805	0.132717	0.113334	0.137266	0.139245	0.242634	
8000	1.695768	2	0.135768	0.243337	0.126796	0.124403	0.239089	0.130607	0.135768	0.243337	0.126796	0.124403	0.239089	0.130607	0.135768	0.243337	0.126796	0.124403	0.239089	0.130607	0.250123	0.131118	0.119835	0.134616	0.126952	0.237356	0.250123	0.131118	0.119835	0.134616	0.126952	0.237356	0.250123	0.131118	0.119835	0.134616	0.126952	0.237356	
9000	1.695768	2	0.128803	0.251406	0.125041	0.125670	0.245767	0.123314	0.128803	0.251406	0.125041	0.125670	0.245767	0.123314	0.128803	0.251406	0.125041	0.125670	0.245767	0.123314	0.239096	0.127127	0.133525	0.128406	0.127456	0.244390	0.239096	0.127127	0.133525	0.128406	0.127456	0.244390	0.239096	0.127127	0.133525	0.128406	0.127456	0.244390	
10000	1.695768	2	0.123151	0.250637	0.131481	0.128853	0.240950	0.124927	0.123151	0.250637	0.131481	0.128853	0.240950	0.124927	0.123151	0.250637	0.131481	0.128853	0.240950	0.124927	0.256557	0.131513	0.118943	0.123658	0.138522	0.230806	0.256557	0.131513	0.118943	0.123658	0.138522	0.230806	0.256557	0.131513	0.118943	0.123658	0.138522	0.230806	
11000	1.695768	2	0.129403	0.245963	0.119220	0.115464	0.251784	0.138166	0.129403	0.245963	0.119220	0.115464	0.251784	0.138166	0.129403	0.245963	0.119220	0.115464	0.251784	0.138166	0.251697	0.132434	0.126623	0.125693	0.130357	0.233195	0.251697	0.132434	0.126623	0.125693	0.130357	0.233195	0.251697	0.132434	0.126623	0.125693	0.130357	0.233195	
