Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	3	0.213141	0.053000	0.752533	0.752533	0.053000	0.213141	
2000	71.353907	4	0.210966	0.054144	0.735022	0.689259	0.054144	0.210966	
3000	71.353907	3	0.199416	0.052553	0.687917	0.687917	0.052553	0.199416	
4000	71.353907	5	0.190366	0.054455	0.695573	0.628122	0.053584	0.190366	
5000	71.353907	4	0.186192	0.057030	0.731924	0.750322	0.057030	0.186192	
6000	71.353907	3	0.197889	0.057374	0.724021	0.724021	0.057374	0.197889	
7000	71.353907	4	0.182121	0.056501	0.699622	0.699622	0.056501	0.211172	
8000	71.353907	4	0.203317	0.054534	0.737460	0.616696	0.054534	0.203317	
9000	71.353907	4	0.190193	0.065182	0.780618	0.650862	0.065182	0.190193	
10000	71.353907	3	0.184278	0.059444	0.712205	0.712205	0.059444	0.184278	
11000	71.353907	4	0.192809	0.057226	0.699540	0.678154	0.057226	0.192809	
12000	71.353907	5	0.189965	0.055732	0.756745	0.738300	0.056735	0.189965	
13000	71.353907	4	0.205519	0.060220	0.707471	0.689156	0.060220	0.205519	
14000	71.353907	3	0.190814	0.057546	0.758142	0.758142	0.057546	0.190814	
15000	71.353907	4	0.198429	0.058041	0.711424	0.725305	0.058041	0.198429	
16000	71.353907	3	0.187469	0.059836	0.760079	0.760079	0.059836	0.187469	
17000	71.353907	4	0.185067	0.057632	0.748697	0.708999	0.057632	0.185067	
18000	71.353907	3	0.184812	0.060059	0.744988	0.744988	0.060059	0.184812	
19000	71.353907	3	0.192187	0.058372	0.786440	0.786440	0.058372	0.192187	
20000	71.353907	3	0.189756	0.059301	0.722613	0.722613	0.059301	0.189756	
21000	71.353907	3	0.191752	0.056565	0.745602	0.745602	0.056565	0.191752	
22000	71.353907	4	0.196663	0.058756	0.785879	0.785879	0.058756	0.200834	
23000	71.353907	4	0.197387	0.058964	0.750460	0.750460	0.060227	0.197387	
24000	71.353907	3	0.190537	0.061548	0.702633	0.702633	0.061548	0.190537	
25000	71.353907	3	0.192624	0.055369	0.762741	0.762741	0.055369	0.192624	
26000	71.353907	4	0.195442	0.059587	0.692939	0.748720	0.059587	0.195442	
27000	71.353907	3	0.191013	0.046006	0.713033	0.713033	0.046006	0.191013	
28000	71.353907	5	0.192408	0.058459	0.727479	0.801371	0.058459	0.186452	
29000	71.353907	3	0.192816	0.050057	0.716611	0.716611	0.050057	0.192816	
30000	71.353907	4	0.200471	0.060754	0.714685	0.820490	0.060754	0.200471	
31000	71.353907	3	0.195876	0.057539	0.736148	0.736148	0.057539	0.195876	
32000	71.353907	3	0.202111	0.054933	0.770783	0.770783	0.054933	0.202111	
33000	71.353907	5	0.187605	0.049059	0.776688	0.776688	0.058971	0.177693	
34000	71.353907	5	0.192841	0.051636	0.726892	0.683028	0.055165	0.192841	
35000	71.353907	5	0.198438	0.062021	0.778062	0.711106	0.062021	0.178837	
36000	71.353907	4	0.193056	0.054251	0.792940	0.758013	0.054251	0.193056	
37000	71.353907	3	0.195391	0.055453	0.778548	0.778548	0.055453	0.195391	
38000	71.353907	3	0.190758	0.058575	0.796597	0.796597	0.058575	0.190758	
39000	71.353907	3	0.195787	0.057224	0.773478	0.773478	0.057224	0.195787	
40000	71.353907	4	0.193680	0.061435	0.762910	0.779600	0.061435	0.193680	
41000	71.353907	3	0.193966	0.059975	0.747695	0.747695	0.059975	0.193966	
42000	71.353907	5	0.195304	0.060569	0.744358	0.796004	0.062409	0.195304	
43000	71.353907	3	0.193518	0.056279	0.753407	0.753407	0.056279	0.193518	
44000	71.353907	4	0.207162	0.057893	0.741596	0.741596	0.057893	0.205495	
45000	71.353907	4	0.208370	0.060780	0.781611	0.829430	0.060780	0.208370	
46000	71.353907	5	0.182994	0.060878	0.774031	0.717592	0.058748	0.182994	
47000	71.353907	3	0.193564	0.057350	0.763579	0.763579	0.057350	0.193564	
48000	71.353907	3	0.193151	0.058425	0.845100	0.845100	0.058425	0.193151	
49000	71.353907	3	0.195820	0.060827	0.806851	0.806851	0.060827	0.195820	
50000	71.353907	3	0.202346	0.060519	0.774024	0.774024	0.060519	0.202346	
51000	71.353907	5	0.180499	0.061566	0.767417	0.682495	0.057716	0.180499	
52000	71.353907	4	0.195224	0.061349	0.775510	0.775510	0.061349	0.184308	
53000	71.353907	3	0.191815	0.062608	0.770094	0.770094	0.062608	0.191815	
54000	71.353907	4	0.194878	0.064203	0.731953	0.712331	0.064203	0.194878	
55000	71.353907	4	0.184674	0.061649	0.764020	0.764020	0.059133	0.184674	
56000	71.353907	4	0.196995	0.060678	0.770984	0.770984	0.060678	0.208580	
57000	71.353907	3	0.188551	0.062134	0.774790	0.774790	0.062134	0.188551	
58000	71.353907	3	0.198716	0.059344	0.740464	0.740464	0.059344	0.198716	
59000	71.353907	3	0.191263	0.061713	0.728276	0.728276	0.061713	0.191263	
