Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.209095	0.055261	0.736951	0.736951	0.055261	0.209095	
2000	0.092720	3	0.208568	0.053673	0.744226	0.744226	0.053673	0.208568	
3000	0.092720	3	0.211275	0.051668	0.786341	0.786341	0.051668	0.211275	
4000	0.092720	3	0.192779	0.052360	0.751382	0.751382	0.052360	0.192779	
5000	0.092720	3	0.195132	0.051843	0.758151	0.758151	0.051843	0.195132	
6000	0.092720	3	0.191983	0.052080	0.735163	0.735163	0.052080	0.191983	
7000	0.092720	3	0.194627	0.053325	0.717775	0.717775	0.053325	0.194627	
8000	0.092720	3	0.189854	0.051710	0.739576	0.739576	0.051710	0.189854	
9000	0.092720	3	0.197833	0.054691	0.717775	0.717775	0.054691	0.197833	
10000	0.092720	3	0.196619	0.053537	0.704888	0.704888	0.053537	0.196619	
11000	0.092720	3	0.199115	0.050579	0.691791	0.691791	0.050579	0.199115	
12000	0.092720	3	0.195714	0.050303	0.717451	0.717451	0.050303	0.195714	
13000	0.092720	3	0.196904	0.053886	0.702152	0.702152	0.053886	0.196904	
14000	0.092720	3	0.200309	0.051781	0.693147	0.693147	0.051781	0.200309	
15000	0.092720	3	0.192380	0.052556	0.707937	0.707937	0.052556	0.192380	
16000	0.092720	3	0.189167	0.051294	0.697707	0.697707	0.051294	0.189167	
17000	0.092720	3	0.187353	0.052601	0.717023	0.717023	0.052601	0.187353	
18000	0.092720	3	0.197976	0.051148	0.735006	0.735006	0.051148	0.197976	
19000	0.092720	3	0.197226	0.050500	0.721745	0.721745	0.050500	0.197226	
20000	0.092720	4	0.189382	0.052966	0.724467	0.724467	0.052966	0.208272	
21000	0.092720	4	0.177162	0.053870	0.753747	0.753747	0.053870	0.227594	
22000	0.092720	3	0.193148	0.052180	0.776788	0.776788	0.052180	0.193148	
23000	0.092720	4	0.162147	0.053657	0.748487	0.748487	0.053657	0.206747	
24000	0.092720	3	0.194469	0.053373	0.727406	0.727406	0.053373	0.194469	
25000	0.092720	3	0.198219	0.054273	0.748040	0.748040	0.054273	0.198219	
26000	0.092720	3	0.191216	0.052833	0.753276	0.753276	0.052833	0.191216	
27000	0.092720	3	0.201875	0.053143	0.769324	0.769324	0.053143	0.201875	
28000	0.092720	3	0.186624	0.052842	0.720514	0.720514	0.052842	0.186624	
29000	0.092720	3	0.197775	0.055154	0.730270	0.730270	0.055154	0.197775	
30000	0.092720	3	0.193929	0.054075	0.744514	0.744514	0.054075	0.193929	
31000	0.092720	3	0.195370	0.054078	0.711153	0.711153	0.054078	0.195370	
32000	0.092720	3	0.185490	0.053068	0.726796	0.726796	0.053068	0.185490	
33000	0.092720	4	0.185972	0.055345	0.753431	0.753431	0.055345	0.231667	
34000	0.092720	3	0.197542	0.053832	0.762527	0.762527	0.053832	0.197542	
35000	0.092720	3	0.195548	0.059606	0.768209	0.768209	0.059606	0.195548	
36000	0.092720	3	0.195348	0.052633	0.776933	0.776933	0.052633	0.195348	
37000	0.092720	3	0.200723	0.054788	0.733097	0.733097	0.054788	0.200723	
38000	0.092720	3	0.196698	0.054565	0.737268	0.737268	0.054565	0.196698	
39000	0.092720	3	0.197658	0.056264	0.715993	0.715993	0.056264	0.197658	
40000	0.092720	3	0.193604	0.053425	0.778332	0.778332	0.053425	0.193604	
41000	0.092720	3	0.197177	0.053811	0.764781	0.764781	0.053811	0.197177	
42000	0.092720	3	0.193193	0.054346	0.732145	0.732145	0.054346	0.193193	
43000	0.092720	3	0.197352	0.056681	0.771452	0.771452	0.056681	0.197352	
44000	0.092720	3	0.197614	0.058984	0.768294	0.768294	0.058984	0.197614	
45000	0.092720	3	0.200227	0.054092	0.792364	0.792364	0.054092	0.200227	
46000	0.092720	3	0.200071	0.058674	0.775473	0.775473	0.058674	0.200071	
47000	0.092720	3	0.191198	0.054584	0.732760	0.732760	0.054584	0.191198	
48000	0.092720	3	0.195709	0.057951	0.724365	0.724365	0.057951	0.195709	
49000	0.092720	3	0.192841	0.053448	0.776848	0.776848	0.053448	0.192841	
50000	0.092720	3	0.192617	0.054140	0.761793	0.761793	0.054140	0.192617	
51000	0.092720	3	0.187402	0.056547	0.752015	0.752015	0.056547	0.187402	
52000	0.092720	3	0.195441	0.056878	0.733140	0.733140	0.056878	0.195441	
53000	0.092720	3	0.203677	0.057946	0.780727	0.780727	0.057946	0.203677	
54000	0.092720	3	0.191775	0.056723	0.737539	0.737539	0.056723	0.191775	
55000	0.092720	3	0.193369	0.056562	0.766088	0.766088	0.056562	0.193369	
56000	0.092720	3	0.198426	0.054306	0.750931	0.750931	0.054306	0.198426	
57000	0.092720	3	0.201052	0.055812	0.763751	0.763751	0.055812	0.201052	
58000	0.092720	3	0.193889	0.055705	0.745528	0.745528	0.055705	0.193889	
59000	0.092720	3	0.194170	0.056581	0.773286	0.773286	0.056581	0.194170	
60000	0.092720	3	0.197387	0.054502	0.763733	0.763733	0.054502	0.197387	
61000	0.092720	3	0.194636	0.055154	0.760056	0.760056	0.055154	0.194636	
62000	0.092720	3	0.191554	0.057818	0.745977	0.745977	0.057818	0.191554	
63000	0.092720	3	0.197654	0.054782	0.762959	0.762959	0.054782	0.197654	
64000	0.092720	4	0.183504	0.055093	0.791612	0.791612	0.055093	0.206518	
65000	0.092720	3	0.205107	0.055344	0.777335	0.777335	0.055344	0.205107	
66000	0.092720	3	0.196673	0.056317	0.807536	0.807536	0.056317	0.196673	
67000	0.092720	3	0.189693	0.056851	0.723674	0.723674	0.056851	0.189693	
68000	0.092720	3	0.189687	0.052462	0.716247	0.716247	0.052462	0.189687	
69000	0.092720	3	0.190634	0.056752	0.753119	0.753119	0.056752	0.190634	
70000	0.092720	3	0.193611	0.055185	0.766913	0.766913	0.055185	0.193611	
71000	0.092720	3	0.192931	0.055015	0.720045	0.720045	0.055015	0.192931	
72000	0.092720	3	0.194498	0.058456	0.728452	0.728452	0.058456	0.194498	
73000	0.092720	3	0.189794	0.057702	0.731932	0.731932	0.057702	0.189794	
74000	0.092720	3	0.199988	0.055797	0.745358	0.745358	0.055797	0.199988	
75000	0.092720	3	0.198085	0.056120	0.751992	0.751992	0.056120	0.198085	
76000	0.092720	3	0.199184	0.056562	0.765985	0.765985	0.056562	0.199184	
77000	0.092720	3	0.200509	0.055235	0.738155	0.738155	0.055235	0.200509	
78000	0.092720	3	0.196862	0.057611	0.731046	0.731046	0.057611	0.196862	
79000	0.092720	3	0.197017	0.057871	0.727633	0.727633	0.057871	0.197017	
80000	0.092720	4	0.200880	0.056193	0.819999	0.777738	0.056193	0.200880	
81000	0.092720	3	0.202333	0.058718	0.759098	0.759098	0.058718	0.202333	
82000	0.092720	3	0.206623	0.058113	0.771230	0.771230	0.058113	0.206623	
83000	0.092720	3	0.195833	0.056639	0.773529	0.773529	0.056639	0.195833	
84000	0.092720	3	0.199928	0.057707	0.745741	0.745741	0.057707	0.199928	
85000	0.092720	3	0.202920	0.057131	0.760213	0.760213	0.057131	0.202920	
86000	0.092720	3	0.199765	0.055535	0.766294	0.766294	0.055535	0.199765	
87000	0.092720	3	0.197943	0.057518	0.792435	0.792435	0.057518	0.197943	
88000	0.092720	3	0.202893	0.057475	0.770783	0.770783	0.057475	0.202893	
89000	0.092720	3	0.205128	0.056565	0.794888	0.794888	0.056565	0.205128	
