Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	1.695768	3	9.267650	10.795906	25.498160	9.267650	10.795906	25.498160	
2000	1.695768	4	12.230652	9.834316	24.607854	7.946323	12.230652	24.607854	
3000	1.695768	4	12.367660	9.264295	21.917566	8.746932	12.367660	21.917566	
4000	1.695768	5	13.383812	8.545743	22.591547	7.646701	10.670646	22.591547	
5000	1.695768	3	12.393308	8.001804	21.680649	8.001804	12.393308	21.680649	
6000	1.695768	4	21.231086	8.490770	21.231086	7.977321	10.503610	21.231086	
7000	1.695768	3	20.937726	7.835470	20.937726	7.835470	10.209246	20.937726	
8000	1.695768	3	21.240093	8.437481	21.240093	8.437481	11.270390	21.240093	
9000	1.695768	3	21.187526	7.963665	21.187526	7.963665	11.084731	21.187526	
10000	1.695768	3	21.064593	7.948603	21.064593	7.948603	11.070201	21.064593	
11000	1.695768	3	20.770124	7.861314	20.770124	7.861314	11.160723	20.770124	
12000	1.695768	3	12.376872	7.881288	20.287275	7.881288	12.376872	20.287275	
13000	1.695768	3	11.493677	7.675020	20.801108	7.675020	11.493677	20.801108	
14000	1.695768	4	12.883996	7.412548	20.302994	7.412548	11.781481	20.302994	
15000	1.695768	4	11.552545	7.421440	20.122253	7.421440	10.891658	20.122253	
16000	1.695768	3	11.098061	7.258239	19.366074	7.258239	11.098061	19.366074	
17000	1.695768	3	11.967271	7.639642	18.854924	7.639642	11.967271	18.854924	
18000	1.695768	3	11.464313	7.003242	19.353401	7.003242	11.464313	19.353401	
19000	1.695768	3	10.800782	6.764890	19.259617	6.764890	10.800782	19.259617	
20000	1.695768	3	11.324524	6.758426	18.524188	6.758426	11.324524	18.524188	
21000	1.695768	3	11.568073	6.679462	19.703891	6.679462	11.568073	19.703891	
22000	1.695768	3	11.758199	6.936426	19.082837	6.936426	11.758199	19.082837	
23000	1.695768	3	11.259067	6.744661	19.012739	6.744661	11.259067	19.012739	
24000	1.695768	4	11.266370	6.852469	18.412460	6.852469	11.571156	18.412460	
25000	1.695768	3	10.935463	6.452241	18.416356	6.452241	10.935463	18.416356	
26000	1.695768	3	10.896693	6.735242	17.623655	6.735242	10.896693	17.623655	
27000	1.695768	3	10.705907	6.817201	18.995666	6.817201	10.705907	18.995666	
28000	1.695768	3	11.306016	6.899671	17.633436	6.899671	11.306016	17.633436	
29000	1.695768	3	10.951970	6.250336	18.253240	6.250336	10.951970	18.253240	
30000	1.695768	4	11.272932	6.957292	18.561307	6.957292	10.773471	18.561307	
