Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.124892	0.252935	0.130772	0.125722	0.232631	0.133047	0.124892	0.252935	0.130772	0.125722	0.232631	0.133047	0.124892	0.252935	0.130772	0.125722	0.232631	0.133047	0.249057	0.140293	0.143929	0.110431	0.125933	0.230357	0.249057	0.140293	0.143929	0.110431	0.125933	0.230357	0.249057	0.140293	0.143929	0.110431	0.125933	0.230357	
2000	1.695768	2	0.117909	0.262787	0.128984	0.138108	0.221731	0.130481	0.117909	0.262787	0.128984	0.138108	0.221731	0.130481	0.117909	0.262787	0.128984	0.138108	0.221731	0.130481	0.260590	0.125054	0.142499	0.117070	0.115569	0.239218	0.260590	0.125054	0.142499	0.117070	0.115569	0.239218	0.260590	0.125054	0.142499	0.117070	0.115569	0.239218	
3000	1.695768	2	0.112928	0.263472	0.136879	0.118316	0.229989	0.138416	0.112928	0.263472	0.136879	0.118316	0.229989	0.138416	0.112928	0.263472	0.136879	0.118316	0.229989	0.138416	0.247393	0.133380	0.140734	0.119454	0.113622	0.245417	0.247393	0.133380	0.140734	0.119454	0.113622	0.245417	0.247393	0.133380	0.140734	0.119454	0.113622	0.245417	
4000	1.695768	2	0.104775	0.254133	0.129230	0.145532	0.231814	0.134515	0.104775	0.254133	0.129230	0.145532	0.231814	0.134515	0.104775	0.254133	0.129230	0.145532	0.231814	0.134515	0.249263	0.141672	0.136270	0.116159	0.123356	0.233279	0.249263	0.141672	0.136270	0.116159	0.123356	0.233279	0.249263	0.141672	0.136270	0.116159	0.123356	0.233279	
5000	1.695768	2	0.105787	0.267758	0.129241	0.128395	0.227464	0.141355	0.105787	0.267758	0.129241	0.128395	0.227464	0.141355	0.105787	0.267758	0.129241	0.128395	0.227464	0.141355	0.255064	0.131188	0.122389	0.118344	0.128009	0.245007	0.255064	0.131188	0.122389	0.118344	0.128009	0.245007	0.255064	0.131188	0.122389	0.118344	0.128009	0.245007	
6000	1.695768	2	0.115108	0.265482	0.132056	0.127943	0.220531	0.138880	0.115108	0.265482	0.132056	0.127943	0.220531	0.138880	0.115108	0.265482	0.132056	0.127943	0.220531	0.138880	0.245649	0.125816	0.130834	0.124809	0.115676	0.257216	0.245649	0.125816	0.130834	0.124809	0.115676	0.257216	0.245649	0.125816	0.130834	0.124809	0.115676	0.257216	
7000	1.695768	2	0.106863	0.259826	0.130267	0.145986	0.238747	0.118311	0.106863	0.259826	0.130267	0.145986	0.238747	0.118311	0.106863	0.259826	0.130267	0.145986	0.238747	0.118311	0.244846	0.125163	0.132846	0.127948	0.116663	0.252534	0.244846	0.125163	0.132846	0.127948	0.116663	0.252534	0.244846	0.125163	0.132846	0.127948	0.116663	0.252534	
8000	1.695768	2	0.105190	0.262944	0.137167	0.133139	0.228225	0.133334	0.105190	0.262944	0.137167	0.133139	0.228225	0.133334	0.105190	0.262944	0.137167	0.133139	0.228225	0.133334	0.250782	0.115116	0.138938	0.128153	0.133086	0.233926	0.250782	0.115116	0.138938	0.128153	0.133086	0.233926	0.250782	0.115116	0.138938	0.128153	0.133086	0.233926	
9000	1.695768	2	0.103543	0.262406	0.129695	0.142954	0.229842	0.131560	0.103543	0.262406	0.129695	0.142954	0.229842	0.131560	0.103543	0.262406	0.129695	0.142954	0.229842	0.131560	0.247070	0.123863	0.126761	0.126206	0.124922	0.251179	0.247070	0.123863	0.126761	0.126206	0.124922	0.251179	0.247070	0.123863	0.126761	0.126206	0.124922	0.251179	
10000	1.695768	2	0.107640	0.248238	0.129403	0.137531	0.248045	0.129143	0.107640	0.248238	0.129403	0.137531	0.248045	0.129143	0.107640	0.248238	0.129403	0.137531	0.248045	0.129143	0.235317	0.121144	0.142828	0.117881	0.119576	0.263254	0.235317	0.121144	0.142828	0.117881	0.119576	0.263254	0.235317	0.121144	0.142828	0.117881	0.119576	0.263254	
