Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.199262	0.056023	0.625525	0.625525	0.056023	0.199262	
2000	0.092720	3	0.181309	0.053960	0.625319	0.625319	0.053960	0.181309	
3000	0.092720	3	0.205566	0.056399	0.683844	0.683844	0.056399	0.205566	
4000	0.092720	3	0.204942	0.055493	0.710715	0.710715	0.055493	0.204942	
5000	0.092720	3	0.220881	0.053193	0.728639	0.728639	0.053193	0.220881	
6000	0.092720	4	0.168173	0.057798	0.764031	0.764031	0.057798	0.217865	
7000	0.092720	3	0.202535	0.055277	0.697105	0.697105	0.055277	0.202535	
8000	0.092720	3	0.197230	0.054307	0.710366	0.710366	0.054307	0.197230	
9000	0.092720	4	0.184623	0.057887	0.715918	0.715918	0.057887	0.241735	
10000	0.092720	3	0.200746	0.057760	0.685752	0.685752	0.057760	0.200746	
11000	0.092720	4	0.221145	0.058935	0.712852	0.712852	0.058935	0.222237	
12000	0.092720	3	0.206451	0.058074	0.711687	0.711687	0.058074	0.206451	
13000	0.092720	4	0.172184	0.058517	0.709479	0.709479	0.058517	0.229803	
14000	0.092720	3	0.195973	0.061017	0.689520	0.689520	0.061017	0.195973	
15000	0.092720	3	0.196304	0.058102	0.705778	0.705778	0.058102	0.196304	
16000	0.092720	3	0.211150	0.059566	0.688215	0.688215	0.059566	0.211150	
17000	0.092720	3	0.209369	0.058851	0.717150	0.717150	0.058851	0.209369	
18000	0.092720	3	0.195675	0.057769	0.715314	0.715314	0.057769	0.195675	
19000	0.092720	3	0.204726	0.058534	0.661353	0.661353	0.058534	0.204726	
20000	0.092720	3	0.205320	0.061216	0.676993	0.676993	0.061216	0.205320	
21000	0.092720	4	0.197270	0.060915	0.702617	0.702617	0.060915	0.217071	
22000	0.092720	3	0.210907	0.055942	0.677302	0.677302	0.055942	0.210907	
23000	0.092720	3	0.208497	0.055040	0.719437	0.719437	0.055040	0.208497	
24000	0.092720	3	0.205027	0.058571	0.686783	0.686783	0.058571	0.205027	
25000	0.092720	3	0.194592	0.059361	0.641290	0.641290	0.059361	0.194592	
26000	0.092720	3	0.210297	0.061259	0.661547	0.661547	0.061259	0.210297	
27000	0.092720	3	0.201992	0.059213	0.665337	0.665337	0.059213	0.201992	
28000	0.092720	3	0.205589	0.058893	0.697601	0.697601	0.058893	0.205589	
29000	0.092720	3	0.214051	0.059671	0.677584	0.677584	0.059671	0.214051	
30000	0.092720	3	0.204085	0.057339	0.633785	0.633785	0.057339	0.204085	
31000	0.092720	3	0.198662	0.060266	0.640137	0.640137	0.060266	0.198662	
32000	0.092720	4	0.198105	0.059675	0.682379	0.682379	0.059675	0.229040	
33000	0.092720	3	0.196871	0.058603	0.696293	0.696293	0.058603	0.196871	
34000	0.092720	3	0.196053	0.060333	0.686751	0.686751	0.060333	0.196053	
35000	0.092720	3	0.197668	0.060196	0.695507	0.695507	0.060196	0.197668	
36000	0.092720	3	0.197965	0.060769	0.666311	0.666311	0.060769	0.197965	
37000	0.092720	3	0.207886	0.059825	0.662321	0.662321	0.059825	0.207886	
38000	0.092720	3	0.207987	0.058918	0.650325	0.650325	0.058918	0.207987	
39000	0.092720	3	0.208708	0.058503	0.690497	0.690497	0.058503	0.208708	
40000	0.092720	3	0.201005	0.059461	0.702967	0.702967	0.059461	0.201005	
41000	0.092720	3	0.205752	0.058367	0.654949	0.654949	0.058367	0.205752	
42000	0.092720	3	0.199533	0.057585	0.703937	0.703937	0.057585	0.199533	
43000	0.092720	3	0.197449	0.056595	0.678216	0.678216	0.056595	0.197449	
44000	0.092720	3	0.208105	0.061148	0.678622	0.678622	0.061148	0.208105	
45000	0.092720	3	0.192019	0.056280	0.672642	0.672642	0.056280	0.192019	
