Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.217860	0.052226	0.782372	0.678425	0.052226	0.217860	
2000	71.353907	4	0.213279	0.052561	0.813997	0.708779	0.052561	0.213279	
3000	71.353907	3	0.218037	0.054869	0.824825	0.824825	0.054869	0.218037	
4000	71.353907	3	0.217502	0.052268	0.727006	0.727006	0.052268	0.217502	
5000	71.353907	3	0.215833	0.052634	0.735751	0.735751	0.052634	0.215833	
6000	71.353907	3	0.200677	0.056865	0.772362	0.772362	0.056865	0.200677	
7000	71.353907	3	0.200124	0.053909	0.686771	0.686771	0.053909	0.200124	
8000	71.353907	4	0.208395	0.057166	0.712451	0.688499	0.057166	0.208395	
9000	71.353907	4	0.216440	0.054731	0.717626	0.717626	0.055259	0.216440	
10000	71.353907	3	0.213950	0.060522	0.819234	0.819234	0.060522	0.213950	
11000	71.353907	3	0.212911	0.056129	0.776063	0.776063	0.056129	0.212911	
12000	71.353907	4	0.196388	0.056418	0.891414	0.701428	0.056418	0.196388	
13000	71.353907	5	0.203490	0.057539	0.730334	0.674460	0.057539	0.212720	
14000	71.353907	3	0.204249	0.056983	0.781524	0.781524	0.056983	0.204249	
15000	71.353907	3	0.208568	0.055093	0.660226	0.660226	0.055093	0.208568	
16000	71.353907	4	0.198864	0.058577	0.845764	0.672030	0.058577	0.198864	
17000	71.353907	5	0.187719	0.056484	0.749763	0.692423	0.056484	0.232005	
18000	71.353907	3	0.224915	0.053333	0.767966	0.767966	0.053333	0.224915	
19000	71.353907	3	0.201908	0.057650	0.780163	0.780163	0.057650	0.201908	
20000	71.353907	5	0.176338	0.056060	0.774872	0.798801	0.056060	0.207595	
21000	71.353907	4	0.221730	0.055631	0.739583	0.698019	0.055631	0.221730	
22000	71.353907	4	0.209470	0.056888	0.637160	0.793030	0.056888	0.209470	
23000	71.353907	4	0.198969	0.056389	0.786534	0.786534	0.053216	0.198969	
24000	71.353907	4	0.194017	0.054020	0.757730	0.698610	0.054020	0.194017	
25000	71.353907	4	0.206002	0.058814	0.789131	0.641524	0.058814	0.206002	
26000	71.353907	3	0.202777	0.051637	0.763979	0.763979	0.051637	0.202777	
27000	71.353907	3	0.196441	0.056691	0.788558	0.788558	0.056691	0.196441	
28000	71.353907	4	0.193333	0.056646	0.794457	0.686080	0.056646	0.193333	
29000	71.353907	3	0.199533	0.056079	0.707170	0.707170	0.056079	0.199533	
30000	71.353907	4	0.181362	0.055879	0.736127	0.736127	0.055879	0.202732	
31000	71.353907	5	0.183081	0.055785	0.713769	0.748450	0.054660	0.183081	
32000	71.353907	4	0.202551	0.056616	0.744938	0.702010	0.056616	0.202551	
33000	71.353907	4	0.206723	0.056046	0.728268	0.728268	0.056046	0.202282	
34000	71.353907	3	0.197529	0.057460	0.711600	0.711600	0.057460	0.197529	
35000	71.353907	4	0.195124	0.054694	0.771842	0.747547	0.054694	0.195124	
36000	71.353907	4	0.201253	0.055067	0.766978	0.698447	0.055067	0.201253	
37000	71.353907	3	0.202278	0.054543	0.691633	0.691633	0.054543	0.202278	
38000	71.353907	4	0.198697	0.057725	0.752408	0.756728	0.057725	0.198697	
39000	71.353907	3	0.214765	0.064598	0.733286	0.733286	0.064598	0.214765	
40000	71.353907	4	0.202479	0.058019	0.760767	0.644090	0.058019	0.202479	
41000	71.353907	4	0.197203	0.058494	0.754555	0.754555	0.058494	0.206088	
42000	71.353907	4	0.187396	0.056716	0.786767	0.734423	0.056716	0.187396	
43000	71.353907	3	0.193415	0.057301	0.724919	0.724919	0.057301	0.193415	
44000	71.353907	3	0.204416	0.058733	0.730579	0.730579	0.058733	0.204416	
45000	71.353907	4	0.197275	0.055055	0.783280	0.716655	0.055055	0.197275	
46000	71.353907	3	0.202100	0.057236	0.739683	0.739683	0.057236	0.202100	
