Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.098691	0.389256	0.417262	0.094791	0.253014	0.248666	0.229959	0.268361	0.386926	0.098266	0.102740	0.412067	0.098691	0.389256	0.417262	0.094791	0.253014	0.248666	0.229959	0.268361	0.386926	0.098266	0.102740	0.412067	
2000	71.353907	3	0.095223	0.388942	0.413062	0.102772	0.250564	0.243798	0.255873	0.249765	0.386926	0.098266	0.102740	0.412067	0.095223	0.388942	0.413062	0.102772	0.250564	0.243798	0.255873	0.249765	0.386926	0.098266	0.102740	0.412067	
3000	71.353907	3	0.095223	0.388942	0.413062	0.102772	0.256959	0.227439	0.254893	0.260708	0.392082	0.096007	0.103768	0.408143	0.095223	0.388942	0.413062	0.102772	0.256959	0.227439	0.254893	0.260708	0.392082	0.096007	0.103768	0.408143	
4000	71.353907	3	0.095223	0.388942	0.413062	0.102772	0.278117	0.227791	0.244685	0.249407	0.388858	0.099747	0.102331	0.409065	0.095223	0.388942	0.413062	0.102772	0.278117	0.227791	0.244685	0.249407	0.388858	0.099747	0.102331	0.409065	
5000	71.353907	3	0.100036	0.383098	0.413726	0.103140	0.258620	0.236196	0.254177	0.251007	0.388858	0.099747	0.102331	0.409065	0.100036	0.383098	0.413726	0.103140	0.258620	0.236196	0.254177	0.251007	0.388858	0.099747	0.102331	0.409065	
6000	71.353907	3	0.098225	0.385469	0.411658	0.104648	0.263585	0.239889	0.251578	0.244948	0.402959	0.095933	0.093211	0.407897	0.098225	0.385469	0.411658	0.104648	0.263585	0.239889	0.251578	0.244948	0.402959	0.095933	0.093211	0.407897	
7000	71.353907	3	0.098225	0.385469	0.411658	0.104648	0.261811	0.238801	0.236084	0.263305	0.402959	0.095933	0.093211	0.407897	0.098225	0.385469	0.411658	0.104648	0.261811	0.238801	0.236084	0.263305	0.402959	0.095933	0.093211	0.407897	
8000	71.353907	3	0.099151	0.387674	0.411943	0.101232	0.250132	0.251866	0.244470	0.253532	0.401705	0.095284	0.099300	0.403711	0.099151	0.387674	0.411943	0.101232	0.250132	0.251866	0.244470	0.253532	0.401705	0.095284	0.099300	0.403711	
9000	71.353907	3	0.095934	0.389283	0.415220	0.099563	0.257779	0.256834	0.244616	0.240771	0.401705	0.095284	0.099300	0.403711	0.095934	0.389283	0.415220	0.099563	0.257779	0.256834	0.244616	0.240771	0.401705	0.095284	0.099300	0.403711	
10000	71.353907	3	0.095934	0.389283	0.415220	0.099563	0.254189	0.240114	0.244648	0.261049	0.401705	0.095284	0.099300	0.403711	0.095934	0.389283	0.415220	0.099563	0.254189	0.240114	0.244648	0.261049	0.401705	0.095284	0.099300	0.403711	
