Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.092660	0.403148	0.406057	0.098135	0.259825	0.256897	0.235014	0.248263	0.399185	0.099947	0.098697	0.402171	0.092660	0.403148	0.406057	0.098135	0.259825	0.256897	0.235014	0.248263	0.399185	0.099947	0.098697	0.402171	
2000	0.092720	3	0.097281	0.407084	0.399401	0.096235	0.256769	0.248351	0.248795	0.246086	0.396685	0.103268	0.101196	0.398850	0.097281	0.407084	0.399401	0.096235	0.256769	0.248351	0.248795	0.246086	0.396685	0.103268	0.101196	0.398850	
3000	0.092720	3	0.098133	0.404723	0.407094	0.090050	0.250372	0.247103	0.245238	0.257287	0.396685	0.103268	0.101196	0.398850	0.098133	0.404723	0.407094	0.090050	0.250372	0.247103	0.245238	0.257287	0.396685	0.103268	0.101196	0.398850	
4000	0.092720	3	0.098133	0.404723	0.407094	0.090050	0.254795	0.246675	0.253226	0.245304	0.396685	0.103268	0.101196	0.398850	0.098133	0.404723	0.407094	0.090050	0.254795	0.246675	0.253226	0.245304	0.396685	0.103268	0.101196	0.398850	
5000	0.092720	3	0.098133	0.404723	0.407094	0.090050	0.254895	0.259829	0.244604	0.240672	0.395764	0.105013	0.099072	0.400151	0.098133	0.404723	0.407094	0.090050	0.254895	0.259829	0.244604	0.240672	0.395764	0.105013	0.099072	0.400151	
6000	0.092720	3	0.098133	0.404723	0.407094	0.090050	0.252321	0.254855	0.233042	0.259781	0.395764	0.105013	0.099072	0.400151	0.098133	0.404723	0.407094	0.090050	0.252321	0.254855	0.233042	0.259781	0.395764	0.105013	0.099072	0.400151	
7000	0.092720	3	0.100757	0.393076	0.411617	0.094550	0.246912	0.254852	0.249371	0.248865	0.395764	0.105013	0.099072	0.400151	0.100757	0.393076	0.411617	0.094550	0.246912	0.254852	0.249371	0.248865	0.395764	0.105013	0.099072	0.400151	
8000	0.092720	3	0.099761	0.411283	0.393596	0.095359	0.249639	0.254496	0.240179	0.255685	0.395764	0.105013	0.099072	0.400151	0.099761	0.411283	0.393596	0.095359	0.249639	0.254496	0.240179	0.255685	0.395764	0.105013	0.099072	0.400151	
9000	0.092720	3	0.100565	0.401802	0.404590	0.093042	0.251047	0.256877	0.237810	0.254266	0.395764	0.105013	0.099072	0.400151	0.100565	0.401802	0.404590	0.093042	0.251047	0.256877	0.237810	0.254266	0.395764	0.105013	0.099072	0.400151	
10000	0.092720	3	0.095122	0.407769	0.401591	0.095518	0.245834	0.256521	0.242024	0.255621	0.395764	0.105013	0.099072	0.400151	0.095122	0.407769	0.401591	0.095518	0.245834	0.256521	0.242024	0.255621	0.395764	0.105013	0.099072	0.400151	
11000	0.092720	3	0.101714	0.406277	0.397318	0.094690	0.252709	0.235165	0.262012	0.250115	0.403230	0.106383	0.100443	0.389944	0.101714	0.406277	0.397318	0.094690	0.252709	0.235165	0.262012	0.250115	0.403230	0.106383	0.100443	0.389944	
12000	0.092720	3	0.101714	0.406277	0.397318	0.094690	0.245138	0.258460	0.245984	0.250418	0.403230	0.106383	0.100443	0.389944	0.101714	0.406277	0.397318	0.094690	0.245138	0.258460	0.245984	0.250418	0.403230	0.106383	0.100443	0.389944	
