Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.093880	0.416314	0.400868	0.088938	0.244593	0.259538	0.249910	0.245959	0.386372	0.105692	0.097968	0.409968	0.093880	0.416314	0.400868	0.088938	0.244593	0.259538	0.249910	0.245959	0.386372	0.105692	0.097968	0.409968	
2000	71.353907	3	0.096672	0.402307	0.407203	0.093818	0.252675	0.259847	0.263623	0.223855	0.401247	0.104500	0.094202	0.400051	0.096672	0.402307	0.407203	0.093818	0.252675	0.259847	0.263623	0.223855	0.401247	0.104500	0.094202	0.400051	
3000	71.353907	3	0.096920	0.402546	0.395836	0.104699	0.258153	0.255005	0.257075	0.229767	0.401247	0.104500	0.094202	0.400051	0.096920	0.402546	0.395836	0.104699	0.258153	0.255005	0.257075	0.229767	0.401247	0.104500	0.094202	0.400051	
4000	71.353907	3	0.096920	0.402546	0.395836	0.104699	0.246978	0.260690	0.252755	0.239577	0.401247	0.104500	0.094202	0.400051	0.096920	0.402546	0.395836	0.104699	0.246978	0.260690	0.252755	0.239577	0.401247	0.104500	0.094202	0.400051	
5000	71.353907	3	0.096920	0.402546	0.395836	0.104699	0.244765	0.263538	0.250961	0.240736	0.401247	0.104500	0.094202	0.400051	0.096920	0.402546	0.395836	0.104699	0.244765	0.263538	0.250961	0.240736	0.401247	0.104500	0.094202	0.400051	
6000	71.353907	3	0.096920	0.402546	0.395836	0.104699	0.245865	0.256989	0.257223	0.239922	0.388704	0.103314	0.093563	0.414420	0.096920	0.402546	0.395836	0.104699	0.245865	0.256989	0.257223	0.239922	0.388704	0.103314	0.093563	0.414420	
7000	71.353907	3	0.095576	0.418488	0.392887	0.093049	0.237622	0.266070	0.247322	0.248986	0.402691	0.102645	0.095956	0.398709	0.095576	0.418488	0.392887	0.093049	0.237622	0.266070	0.247322	0.248986	0.402691	0.102645	0.095956	0.398709	
8000	71.353907	3	0.096785	0.417625	0.386074	0.099516	0.245171	0.262096	0.250576	0.242157	0.390039	0.105943	0.096440	0.407578	0.096785	0.417625	0.386074	0.099516	0.245171	0.262096	0.250576	0.242157	0.390039	0.105943	0.096440	0.407578	
9000	71.353907	3	0.096785	0.417625	0.386074	0.099516	0.252175	0.251806	0.256984	0.239035	0.390039	0.105943	0.096440	0.407578	0.096785	0.417625	0.386074	0.099516	0.252175	0.251806	0.256984	0.239035	0.390039	0.105943	0.096440	0.407578	
10000	71.353907	3	0.097032	0.397579	0.401429	0.103960	0.246615	0.258757	0.255796	0.238832	0.397888	0.103394	0.093315	0.405403	0.097032	0.397579	0.401429	0.103960	0.246615	0.258757	0.255796	0.238832	0.397888	0.103394	0.093315	0.405403	
11000	71.353907	3	0.094486	0.406828	0.394026	0.104660	0.242253	0.262222	0.256517	0.239008	0.397888	0.103394	0.093315	0.405403	0.094486	0.406828	0.394026	0.104660	0.242253	0.262222	0.256517	0.239008	0.397888	0.103394	0.093315	0.405403	
12000	71.353907	3	0.094486	0.406828	0.394026	0.104660	0.255718	0.250200	0.262054	0.232028	0.397888	0.103394	0.093315	0.405403	0.094486	0.406828	0.394026	0.104660	0.255718	0.250200	0.262054	0.232028	0.397888	0.103394	0.093315	0.405403	
13000	71.353907	3	0.096006	0.407263	0.398023	0.098708	0.252039	0.247986	0.271816	0.228160	0.397443	0.100621	0.092375	0.409561	0.096006	0.407263	0.398023	0.098708	0.252039	0.247986	0.271816	0.228160	0.397443	0.100621	0.092375	0.409561	
14000	71.353907	3	0.096006	0.407263	0.398023	0.098708	0.243193	0.262106	0.264663	0.230037	0.397443	0.100621	0.092375	0.409561	0.096006	0.407263	0.398023	0.098708	0.243193	0.262106	0.264663	0.230037	0.397443	0.100621	0.092375	0.409561	
