Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	4	0.197159	0.056059	0.824125	0.713154	0.056059	0.197159	
2000	1.695768	3	0.197508	0.055736	0.815566	0.815566	0.055736	0.197508	
3000	1.695768	3	0.206669	0.053033	0.781911	0.781911	0.053033	0.206669	
4000	1.695768	3	0.196744	0.057956	0.785370	0.785370	0.057956	0.196744	
5000	1.695768	3	0.194846	0.059321	0.788925	0.788925	0.059321	0.194846	
6000	1.695768	3	0.188439	0.057271	0.712287	0.712287	0.057271	0.188439	
7000	1.695768	3	0.192028	0.051978	0.756225	0.756225	0.051978	0.192028	
8000	1.695768	4	0.200039	0.056538	0.790815	0.790815	0.056538	0.198397	
9000	1.695768	3	0.187330	0.056249	0.762820	0.762820	0.056249	0.187330	
10000	1.695768	3	0.189699	0.055547	0.792668	0.792668	0.055547	0.189699	
11000	1.695768	3	0.183910	0.056118	0.768895	0.768895	0.056118	0.183910	
12000	1.695768	3	0.193615	0.055866	0.774971	0.774971	0.055866	0.193615	
13000	1.695768	3	0.191439	0.057090	0.783668	0.783668	0.057090	0.191439	
14000	1.695768	3	0.193693	0.056161	0.795277	0.795277	0.056161	0.193693	
15000	1.695768	3	0.194821	0.059384	0.806962	0.806962	0.059384	0.194821	
16000	1.695768	3	0.195826	0.053573	0.798631	0.798631	0.053573	0.195826	
17000	1.695768	3	0.194069	0.057485	0.806778	0.806778	0.057485	0.194069	
18000	1.695768	4	0.193665	0.059507	0.793602	0.793602	0.054566	0.193665	
19000	1.695768	3	0.196669	0.051853	0.797331	0.797331	0.051853	0.196669	
20000	1.695768	3	0.201503	0.051475	0.787096	0.787096	0.051475	0.201503	
21000	1.695768	3	0.196814	0.057251	0.827574	0.827574	0.057251	0.196814	
22000	1.695768	3	0.192991	0.057659	0.793613	0.793613	0.057659	0.192991	
23000	1.695768	3	0.197047	0.055984	0.816912	0.816912	0.055984	0.197047	
24000	1.695768	3	0.196816	0.055457	0.839940	0.839940	0.055457	0.196816	
25000	1.695768	3	0.193212	0.057666	0.871833	0.871833	0.057666	0.193212	
26000	1.695768	3	0.199189	0.059679	0.820748	0.820748	0.059679	0.199189	
27000	1.695768	3	0.201800	0.055508	0.838192	0.838192	0.055508	0.201800	
28000	1.695768	3	0.197106	0.056766	0.801381	0.801381	0.056766	0.197106	
29000	1.695768	3	0.201565	0.057760	0.848178	0.848178	0.057760	0.201565	
30000	1.695768	4	0.202545	0.060114	0.867236	0.867236	0.055035	0.202545	
31000	1.695768	3	0.207916	0.053008	0.860210	0.860210	0.053008	0.207916	
32000	1.695768	3	0.204788	0.059768	0.850684	0.850684	0.059768	0.204788	
33000	1.695768	3	0.195457	0.057822	0.877055	0.877055	0.057822	0.195457	
34000	1.695768	3	0.197734	0.054875	0.836463	0.836463	0.054875	0.197734	
35000	1.695768	3	0.193985	0.056473	0.797816	0.797816	0.056473	0.193985	
36000	1.695768	3	0.196340	0.059006	0.846339	0.846339	0.059006	0.196340	
37000	1.695768	3	0.199244	0.054410	0.853005	0.853005	0.054410	0.199244	
38000	1.695768	3	0.201386	0.057949	0.825886	0.825886	0.057949	0.201386	
39000	1.695768	3	0.205601	0.055766	0.815246	0.815246	0.055766	0.205601	
40000	1.695768	3	0.200610	0.057304	0.862360	0.862360	0.057304	0.200610	
41000	1.695768	4	0.215875	0.060269	0.844086	0.844086	0.060269	0.200304	
42000	1.695768	3	0.203516	0.057707	0.869511	0.869511	0.057707	0.203516	
43000	1.695768	3	0.205765	0.058400	0.844473	0.844473	0.058400	0.205765	
44000	1.695768	3	0.207591	0.058737	0.874793	0.874793	0.058737	0.207591	
