Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.095176	0.415727	0.388746	0.100351	0.235280	0.274600	0.240952	0.249168	0.406714	0.100223	0.088943	0.404120	0.095176	0.415727	0.388746	0.100351	0.235280	0.274600	0.240952	0.249168	0.406714	0.100223	0.088943	0.404120	
2000	0.092720	3	0.104836	0.409255	0.383688	0.102221	0.242493	0.277334	0.236984	0.243190	0.391045	0.103324	0.096642	0.408990	0.104836	0.409255	0.383688	0.102221	0.242493	0.277334	0.236984	0.243190	0.391045	0.103324	0.096642	0.408990	
3000	0.092720	3	0.100354	0.410064	0.391762	0.097820	0.240247	0.280910	0.238302	0.240540	0.397533	0.102449	0.094140	0.405878	0.100354	0.410064	0.391762	0.097820	0.240247	0.280910	0.238302	0.240540	0.397533	0.102449	0.094140	0.405878	
4000	0.092720	3	0.100354	0.410064	0.391762	0.097820	0.257816	0.268773	0.235223	0.238188	0.395564	0.094121	0.099628	0.410687	0.100354	0.410064	0.391762	0.097820	0.257816	0.268773	0.235223	0.238188	0.395564	0.094121	0.099628	0.410687	
5000	0.092720	3	0.100354	0.410064	0.391762	0.097820	0.246113	0.272620	0.227664	0.253603	0.392484	0.101617	0.097911	0.407988	0.100354	0.410064	0.391762	0.097820	0.246113	0.272620	0.227664	0.253603	0.392484	0.101617	0.097911	0.407988	
6000	0.092720	3	0.100354	0.410064	0.391762	0.097820	0.256971	0.267197	0.240546	0.235286	0.405205	0.100007	0.094050	0.400739	0.100354	0.410064	0.391762	0.097820	0.256971	0.267197	0.240546	0.235286	0.405205	0.100007	0.094050	0.400739	
7000	0.092720	3	0.094200	0.407610	0.399126	0.099064	0.244169	0.267953	0.245533	0.242345	0.388969	0.097639	0.100759	0.412633	0.094200	0.407610	0.399126	0.099064	0.244169	0.267953	0.245533	0.242345	0.388969	0.097639	0.100759	0.412633	
8000	0.092720	3	0.094302	0.411306	0.396469	0.097923	0.246340	0.255496	0.242062	0.256102	0.388969	0.097639	0.100759	0.412633	0.094302	0.411306	0.396469	0.097923	0.246340	0.255496	0.242062	0.256102	0.388969	0.097639	0.100759	0.412633	
9000	0.092720	3	0.095300	0.400429	0.406336	0.097935	0.257704	0.275546	0.238409	0.228341	0.384391	0.099328	0.096875	0.419406	0.095300	0.400429	0.406336	0.097935	0.257704	0.275546	0.238409	0.228341	0.384391	0.099328	0.096875	0.419406	
10000	0.092720	3	0.095997	0.415291	0.391644	0.097068	0.258001	0.257017	0.241646	0.243336	0.384391	0.099328	0.096875	0.419406	0.095997	0.415291	0.391644	0.097068	0.258001	0.257017	0.241646	0.243336	0.384391	0.099328	0.096875	0.419406	
11000	0.092720	3	0.095997	0.415291	0.391644	0.097068	0.252845	0.266106	0.228776	0.252273	0.386813	0.101088	0.098319	0.413780	0.095997	0.415291	0.391644	0.097068	0.252845	0.266106	0.228776	0.252273	0.386813	0.101088	0.098319	0.413780	
12000	0.092720	3	0.095106	0.410934	0.396622	0.097339	0.244495	0.269609	0.247418	0.238478	0.394497	0.101553	0.093070	0.410879	0.095106	0.410934	0.396622	0.097339	0.244495	0.269609	0.247418	0.238478	0.394497	0.101553	0.093070	0.410879	
