Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	4	0.190498	0.051125	0.655678	0.644114	0.051125	0.190498	
2000	1.695768	3	0.188726	0.051409	0.694070	0.694070	0.051409	0.188726	
3000	1.695768	3	0.184439	0.048502	0.700989	0.700989	0.048502	0.184439	
4000	1.695768	3	0.185329	0.053168	0.741478	0.741478	0.053168	0.185329	
5000	1.695768	3	0.183054	0.053648	0.755198	0.755198	0.053648	0.183054	
6000	1.695768	3	0.189674	0.050604	0.684193	0.684193	0.050604	0.189674	
7000	1.695768	4	0.186569	0.053907	0.700588	0.700588	0.048246	0.186569	
8000	1.695768	3	0.182539	0.049308	0.722447	0.722447	0.049308	0.182539	
9000	1.695768	4	0.186023	0.052581	0.714112	0.719719	0.052581	0.186023	
10000	1.695768	3	0.183006	0.052759	0.734131	0.734131	0.052759	0.183006	
11000	1.695768	3	0.181379	0.049331	0.718968	0.718968	0.049331	0.181379	
12000	1.695768	3	0.183303	0.052184	0.703105	0.703105	0.052184	0.183303	
13000	1.695768	4	0.185947	0.052525	0.690211	0.690211	0.052525	0.177816	
14000	1.695768	3	0.185372	0.056759	0.686093	0.686093	0.056759	0.185372	
15000	1.695768	3	0.178510	0.054185	0.697989	0.697989	0.054185	0.178510	
16000	1.695768	3	0.178440	0.053969	0.738954	0.738954	0.053969	0.178440	
17000	1.695768	3	0.172330	0.053319	0.699719	0.699719	0.053319	0.172330	
18000	1.695768	3	0.177713	0.058966	0.745192	0.745192	0.058966	0.177713	
19000	1.695768	3	0.174929	0.051790	0.714263	0.714263	0.051790	0.174929	
20000	1.695768	3	0.183424	0.055206	0.769627	0.769627	0.055206	0.183424	
21000	1.695768	3	0.173334	0.055706	0.692659	0.692659	0.055706	0.173334	
22000	1.695768	3	0.184430	0.053828	0.750178	0.750178	0.053828	0.184430	
23000	1.695768	3	0.180665	0.053230	0.718252	0.718252	0.053230	0.180665	
24000	1.695768	3	0.179819	0.054779	0.763411	0.763411	0.054779	0.179819	
25000	1.695768	4	0.180013	0.054524	0.798600	0.709966	0.054524	0.180013	
26000	1.695768	3	0.173289	0.055823	0.717507	0.717507	0.055823	0.173289	
27000	1.695768	4	0.179938	0.052783	0.791339	0.791339	0.049824	0.179938	
28000	1.695768	4	0.177655	0.053777	0.755410	0.785075	0.053777	0.177655	
29000	1.695768	3	0.179504	0.053236	0.788059	0.788059	0.053236	0.179504	
30000	1.695768	3	0.181476	0.056504	0.728602	0.728602	0.056504	0.181476	
31000	1.695768	3	0.188324	0.060316	0.758251	0.758251	0.060316	0.188324	
32000	1.695768	4	0.179091	0.060056	0.743775	0.743775	0.055630	0.179091	
33000	1.695768	3	0.187774	0.048005	0.717643	0.717643	0.048005	0.187774	
34000	1.695768	3	0.185562	0.057750	0.774200	0.774200	0.057750	0.185562	
35000	1.695768	3	0.195141	0.054302	0.757911	0.757911	0.054302	0.195141	
36000	1.695768	3	0.189469	0.057415	0.781980	0.781980	0.057415	0.189469	
37000	1.695768	3	0.185885	0.054660	0.741551	0.741551	0.054660	0.185885	
