Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.136443	0.231635	0.130902	0.116925	0.245420	0.138675	0.136443	0.231635	0.130902	0.116925	0.245420	0.138675	0.136443	0.231635	0.130902	0.116925	0.245420	0.138675	0.231556	0.140131	0.130809	0.134416	0.127066	0.236021	0.231556	0.140131	0.130809	0.134416	0.127066	0.236021	0.231556	0.140131	0.130809	0.134416	0.127066	0.236021	
2000	71.353907	2	0.129883	0.242708	0.133611	0.117151	0.247177	0.129471	0.129883	0.242708	0.133611	0.117151	0.247177	0.129471	0.129883	0.242708	0.133611	0.117151	0.247177	0.129471	0.239430	0.123502	0.136441	0.131517	0.115746	0.253364	0.239430	0.123502	0.136441	0.131517	0.115746	0.253364	0.239430	0.123502	0.136441	0.131517	0.115746	0.253364	
3000	71.353907	2	0.138538	0.235067	0.130453	0.116680	0.245530	0.133731	0.138538	0.235067	0.130453	0.116680	0.245530	0.133731	0.138538	0.235067	0.130453	0.116680	0.245530	0.133731	0.216796	0.127655	0.131723	0.137162	0.124351	0.262313	0.216796	0.127655	0.131723	0.137162	0.124351	0.262313	0.216796	0.127655	0.131723	0.137162	0.124351	0.262313	
4000	71.353907	2	0.135095	0.247539	0.130956	0.115682	0.238289	0.132439	0.135095	0.247539	0.130956	0.115682	0.238289	0.132439	0.135095	0.247539	0.130956	0.115682	0.238289	0.132439	0.226186	0.127123	0.142122	0.130460	0.129995	0.244114	0.226186	0.127123	0.142122	0.130460	0.129995	0.244114	0.226186	0.127123	0.142122	0.130460	0.129995	0.244114	
5000	71.353907	2	0.133515	0.249774	0.125115	0.116256	0.238736	0.136604	0.133515	0.249774	0.125115	0.116256	0.238736	0.136604	0.133515	0.249774	0.125115	0.116256	0.238736	0.136604	0.222411	0.137237	0.142284	0.135904	0.121686	0.240479	0.222411	0.137237	0.142284	0.135904	0.121686	0.240479	0.222411	0.137237	0.142284	0.135904	0.121686	0.240479	
6000	71.353907	2	0.116379	0.246965	0.126100	0.127757	0.242338	0.140462	0.116379	0.246965	0.126100	0.127757	0.242338	0.140462	0.116379	0.246965	0.126100	0.127757	0.242338	0.140462	0.226579	0.126590	0.134335	0.132256	0.121907	0.258333	0.226579	0.126590	0.134335	0.132256	0.121907	0.258333	0.226579	0.126590	0.134335	0.132256	0.121907	0.258333	
7000	71.353907	2	0.127775	0.251429	0.120104	0.127769	0.245381	0.127542	0.127775	0.251429	0.120104	0.127769	0.245381	0.127542	0.127775	0.251429	0.120104	0.127769	0.245381	0.127542	0.256553	0.138120	0.131769	0.124402	0.110447	0.238708	0.256553	0.138120	0.131769	0.124402	0.110447	0.238708	0.256553	0.138120	0.131769	0.124402	0.110447	0.238708	
8000	71.353907	2	0.131121	0.255106	0.123928	0.121985	0.227651	0.140208	0.131121	0.255106	0.123928	0.121985	0.227651	0.140208	0.131121	0.255106	0.123928	0.121985	0.227651	0.140208	0.238306	0.127147	0.142259	0.126028	0.119145	0.247116	0.238306	0.127147	0.142259	0.126028	0.119145	0.247116	0.238306	0.127147	0.142259	0.126028	0.119145	0.247116	
9000	71.353907	2	0.129451	0.252587	0.124773	0.120230	0.241155	0.131802	0.129451	0.252587	0.124773	0.120230	0.241155	0.131802	0.129451	0.252587	0.124773	0.120230	0.241155	0.131802	0.230923	0.137671	0.131254	0.132657	0.114772	0.252723	0.230923	0.137671	0.131254	0.132657	0.114772	0.252723	0.230923	0.137671	0.131254	0.132657	0.114772	0.252723	
10000	71.353907	2	0.135062	0.243053	0.126551	0.117450	0.236453	0.141431	0.135062	0.243053	0.126551	0.117450	0.236453	0.141431	0.135062	0.243053	0.126551	0.117450	0.236453	0.141431	0.229168	0.128734	0.134253	0.119947	0.123087	0.264811	0.229168	0.128734	0.134253	0.119947	0.123087	0.264811	0.229168	0.128734	0.134253	0.119947	0.123087	0.264811	
