Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.088920	0.415802	0.402489	0.092788	0.245090	0.257349	0.253308	0.244252	0.399312	0.099409	0.095316	0.405963	0.088920	0.415802	0.402489	0.092788	0.245090	0.257349	0.253308	0.244252	0.399312	0.099409	0.095316	0.405963	
2000	0.092720	3	0.100559	0.422944	0.379791	0.096706	0.244416	0.255035	0.241684	0.258865	0.414311	0.099765	0.095511	0.390414	0.100559	0.422944	0.379791	0.096706	0.244416	0.255035	0.241684	0.258865	0.414311	0.099765	0.095511	0.390414	
3000	0.092720	3	0.102745	0.399728	0.397341	0.100185	0.254633	0.261112	0.236197	0.248058	0.404082	0.101335	0.094442	0.400141	0.102745	0.399728	0.397341	0.100185	0.254633	0.261112	0.236197	0.248058	0.404082	0.101335	0.094442	0.400141	
4000	0.092720	3	0.102745	0.399728	0.397341	0.100185	0.262645	0.241445	0.251250	0.244660	0.401029	0.098176	0.097530	0.403265	0.102745	0.399728	0.397341	0.100185	0.262645	0.241445	0.251250	0.244660	0.401029	0.098176	0.097530	0.403265	
5000	0.092720	3	0.100376	0.396945	0.398811	0.103869	0.239920	0.265990	0.248138	0.245952	0.401469	0.099344	0.099801	0.399386	0.100376	0.396945	0.398811	0.103869	0.239920	0.265990	0.248138	0.245952	0.401469	0.099344	0.099801	0.399386	
6000	0.092720	3	0.095027	0.410676	0.393923	0.100374	0.248034	0.248911	0.252178	0.250877	0.401469	0.099344	0.099801	0.399386	0.095027	0.410676	0.393923	0.100374	0.248034	0.248911	0.252178	0.250877	0.401469	0.099344	0.099801	0.399386	
7000	0.092720	3	0.103795	0.403695	0.397555	0.094954	0.255894	0.262333	0.247720	0.234053	0.401469	0.099344	0.099801	0.399386	0.103795	0.403695	0.397555	0.094954	0.255894	0.262333	0.247720	0.234053	0.401469	0.099344	0.099801	0.399386	
8000	0.092720	3	0.103795	0.403695	0.397555	0.094954	0.242220	0.259004	0.247110	0.251666	0.399475	0.101380	0.102279	0.396867	0.103795	0.403695	0.397555	0.094954	0.242220	0.259004	0.247110	0.251666	0.399475	0.101380	0.102279	0.396867	
9000	0.092720	3	0.103795	0.403695	0.397555	0.094954	0.235366	0.268005	0.249836	0.246793	0.399475	0.101380	0.102279	0.396867	0.103795	0.403695	0.397555	0.094954	0.235366	0.268005	0.249836	0.246793	0.399475	0.101380	0.102279	0.396867	
10000	0.092720	3	0.108485	0.401943	0.391230	0.098342	0.246925	0.260836	0.239917	0.252322	0.399475	0.101380	0.102279	0.396867	0.108485	0.401943	0.391230	0.098342	0.246925	0.260836	0.239917	0.252322	0.399475	0.101380	0.102279	0.396867	
11000	0.092720	3	0.101179	0.413269	0.382853	0.102699	0.247462	0.258960	0.243863	0.249715	0.399475	0.101380	0.102279	0.396867	0.101179	0.413269	0.382853	0.102699	0.247462	0.258960	0.243863	0.249715	0.399475	0.101380	0.102279	0.396867	
12000	0.092720	3	0.100061	0.407047	0.396262	0.096630	0.239709	0.250809	0.251233	0.258249	0.399475	0.101380	0.102279	0.396867	0.100061	0.407047	0.396262	0.096630	0.239709	0.250809	0.251233	0.258249	0.399475	0.101380	0.102279	0.396867	
13000	0.092720	3	0.097098	0.401750	0.401748	0.099404	0.260892	0.241183	0.252058	0.245866	0.399475	0.101380	0.102279	0.396867	0.097098	0.401750	0.401748	0.099404	0.260892	0.241183	0.252058	0.245866	0.399475	0.101380	0.102279	0.396867	
14000	0.092720	3	0.097098	0.401750	0.401748	0.099404	0.241510	0.254786	0.253439	0.250266	0.395526	0.104113	0.101986	0.398376	0.097098	0.401750	0.401748	0.099404	0.241510	0.254786	0.253439	0.250266	0.395526	0.104113	0.101986	0.398376	
15000	0.092720	3	0.097745	0.407695	0.394115	0.100445	0.245616	0.251164	0.257633	0.245587	0.395526	0.104113	0.101986	0.398376	0.097745	0.407695	0.394115	0.100445	0.245616	0.251164	0.257633	0.245587	0.395526	0.104113	0.101986	0.398376	
16000	0.092720	3	0.097745	0.407695	0.394115	0.100445	0.236431	0.261202	0.266327	0.236040	0.395526	0.104113	0.101986	0.398376	0.097745	0.407695	0.394115	0.100445	0.236431	0.261202	0.266327	0.236040	0.395526	0.104113	0.101986	0.398376	
17000	0.092720	3	0.097745	0.407695	0.394115	0.100445	0.237040	0.256877	0.246640	0.259444	0.395526	0.104113	0.101986	0.398376	0.097745	0.407695	0.394115	0.100445	0.237040	0.256877	0.246640	0.259444	0.395526	0.104113	0.101986	0.398376	
18000	0.092720	3	0.097745	0.407695	0.394115	0.100445	0.245416	0.256009	0.247258	0.251317	0.395526	0.104113	0.101986	0.398376	0.097745	0.407695	0.394115	0.100445	0.245416	0.256009	0.247258	0.251317	0.395526	0.104113	0.101986	0.398376	
19000	0.092720	3	0.098713	0.408553	0.393009	0.099725	0.241752	0.259316	0.247788	0.251145	0.395526	0.104113	0.101986	0.398376	0.098713	0.408553	0.393009	0.099725	0.241752	0.259316	0.247788	0.251145	0.395526	0.104113	0.101986	0.398376	
20000	0.092720	3	0.104138	0.399284	0.399764	0.096814	0.250787	0.244808	0.256548	0.247857	0.408832	0.101196	0.100204	0.389768	0.104138	0.399284	0.399764	0.096814	0.250787	0.244808	0.256548	0.247857	0.408832	0.101196	0.100204	0.389768	
21000	0.092720	3	0.105714	0.407884	0.388322	0.098080	0.228237	0.267649	0.247738	0.256376	0.392943	0.100858	0.102741	0.403459	0.105714	0.407884	0.388322	0.098080	0.228237	0.267649	0.247738	0.256376	0.392943	0.100858	0.102741	0.403459	
22000	0.092720	3	0.100803	0.395668	0.399469	0.104061	0.253369	0.251425	0.243944	0.251261	0.400007	0.101619	0.099691	0.398683	0.100803	0.395668	0.399469	0.104061	0.253369	0.251425	0.243944	0.251261	0.400007	0.101619	0.099691	0.398683	
23000	0.092720	3	0.101555	0.402792	0.397958	0.097695	0.251892	0.242943	0.248355	0.256810	0.400007	0.101619	0.099691	0.398683	0.101555	0.402792	0.397958	0.097695	0.251892	0.242943	0.248355	0.256810	0.400007	0.101619	0.099691	0.398683	
