Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	5	0.188873	0.051432	0.695949	0.731592	0.051432	0.190090	
2000	1.695768	3	0.191777	0.048464	0.711085	0.711085	0.048464	0.191777	
3000	1.695768	3	0.199344	0.051627	0.750462	0.750462	0.051627	0.199344	
4000	1.695768	3	0.189947	0.055635	0.707389	0.707389	0.055635	0.189947	
5000	1.695768	3	0.190359	0.051257	0.715059	0.715059	0.051257	0.190359	
6000	1.695768	4	0.191398	0.053440	0.691331	0.711549	0.053440	0.191398	
7000	1.695768	3	0.192929	0.054519	0.695954	0.695954	0.054519	0.192929	
8000	1.695768	3	0.191834	0.052510	0.705235	0.705235	0.052510	0.191834	
9000	1.695768	3	0.188820	0.055283	0.724277	0.724277	0.055283	0.188820	
10000	1.695768	3	0.192264	0.058005	0.724600	0.724600	0.058005	0.192264	
11000	1.695768	3	0.192187	0.055195	0.711016	0.711016	0.055195	0.192187	
12000	1.695768	3	0.198143	0.058441	0.685548	0.685548	0.058441	0.198143	
13000	1.695768	3	0.187177	0.054314	0.691107	0.691107	0.054314	0.187177	
14000	1.695768	3	0.186152	0.058455	0.723696	0.723696	0.058455	0.186152	
15000	1.695768	3	0.191447	0.054308	0.693533	0.693533	0.054308	0.191447	
16000	1.695768	3	0.189389	0.053429	0.746761	0.746761	0.053429	0.189389	
17000	1.695768	3	0.194678	0.052967	0.730272	0.730272	0.052967	0.194678	
18000	1.695768	4	0.192817	0.055112	0.735876	0.702886	0.055112	0.192817	
19000	1.695768	3	0.193586	0.052662	0.725618	0.725618	0.052662	0.193586	
20000	1.695768	3	0.190111	0.056488	0.731941	0.731941	0.056488	0.190111	
21000	1.695768	3	0.193901	0.056856	0.775944	0.775944	0.056856	0.193901	
22000	1.695768	3	0.189195	0.054785	0.786294	0.786294	0.054785	0.189195	
23000	1.695768	3	0.174685	0.053102	0.765798	0.765798	0.053102	0.174685	
24000	1.695768	3	0.191715	0.058562	0.789344	0.789344	0.058562	0.191715	
25000	1.695768	3	0.191413	0.054241	0.727965	0.727965	0.054241	0.191413	
26000	1.695768	4	0.192407	0.059125	0.761235	0.761235	0.040922	0.192407	
27000	1.695768	3	0.186451	0.054176	0.734039	0.734039	0.054176	0.186451	
28000	1.695768	3	0.205726	0.056548	0.791621	0.791621	0.056548	0.205726	
29000	1.695768	4	0.191083	0.053972	0.741648	0.741648	0.053972	0.195482	
30000	1.695768	3	0.188238	0.057512	0.782631	0.782631	0.057512	0.188238	
31000	1.695768	3	0.189405	0.057144	0.761152	0.761152	0.057144	0.189405	
32000	1.695768	4	0.186853	0.057945	0.755856	0.734700	0.057945	0.186853	
33000	1.695768	3	0.192743	0.055363	0.766525	0.766525	0.055363	0.192743	
34000	1.695768	3	0.200219	0.056503	0.739777	0.739777	0.056503	0.200219	
35000	1.695768	3	0.192380	0.054887	0.764064	0.764064	0.054887	0.192380	
36000	1.695768	3	0.194672	0.057264	0.802756	0.802756	0.057264	0.194672	
37000	1.695768	3	0.194993	0.055703	0.750475	0.750475	0.055703	0.194993	
38000	1.695768	5	0.194867	0.059159	0.767565	0.724387	0.049669	0.194867	
39000	1.695768	5	0.193016	0.057565	0.715183	0.715183	0.055856	0.200868	
40000	1.695768	3	0.186185	0.061905	0.755431	0.755431	0.061905	0.186185	
41000	1.695768	3	0.196563	0.058476	0.763434	0.763434	0.058476	0.196563	
42000	1.695768	3	0.189827	0.060297	0.770516	0.770516	0.060297	0.189827	
43000	1.695768	3	0.198399	0.056301	0.760678	0.760678	0.056301	0.198399	
44000	1.695768	3	0.193268	0.050858	0.772257	0.772257	0.050858	0.193268	
