Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.201250	0.055981	0.689275	0.689275	0.055981	0.201250	
2000	0.092720	3	0.212995	0.057079	0.661606	0.661606	0.057079	0.212995	
3000	0.092720	3	0.211080	0.060352	0.676771	0.676771	0.060352	0.211080	
4000	0.092720	3	0.212187	0.060287	0.690471	0.690471	0.060287	0.212187	
5000	0.092720	3	0.211972	0.061635	0.704013	0.704013	0.061635	0.211972	
6000	0.092720	3	0.202704	0.057591	0.693371	0.693371	0.057591	0.202704	
7000	0.092720	3	0.209197	0.056682	0.734051	0.734051	0.056682	0.209197	
8000	0.092720	3	0.206485	0.058809	0.709577	0.709577	0.058809	0.206485	
9000	0.092720	3	0.203237	0.059693	0.692722	0.692722	0.059693	0.203237	
10000	0.092720	4	0.196447	0.062432	0.781194	0.781194	0.062432	0.210082	
11000	0.092720	3	0.206027	0.063022	0.748870	0.748870	0.063022	0.206027	
12000	0.092720	3	0.199211	0.059717	0.681559	0.681559	0.059717	0.199211	
13000	0.092720	3	0.202890	0.060111	0.719210	0.719210	0.060111	0.202890	
14000	0.092720	3	0.206541	0.059498	0.702349	0.702349	0.059498	0.206541	
15000	0.092720	3	0.196816	0.059210	0.692421	0.692421	0.059210	0.196816	
16000	0.092720	3	0.196659	0.059877	0.720289	0.720289	0.059877	0.196659	
17000	0.092720	3	0.197535	0.059630	0.700719	0.700719	0.059630	0.197535	
18000	0.092720	3	0.202851	0.056511	0.689192	0.689192	0.056511	0.202851	
19000	0.092720	3	0.199485	0.057883	0.730022	0.730022	0.057883	0.199485	
20000	0.092720	3	0.201634	0.055927	0.708632	0.708632	0.055927	0.201634	
21000	0.092720	3	0.199181	0.059310	0.725401	0.725401	0.059310	0.199181	
22000	0.092720	3	0.205863	0.057450	0.726315	0.726315	0.057450	0.205863	
23000	0.092720	3	0.196267	0.058372	0.708034	0.708034	0.058372	0.196267	
24000	0.092720	3	0.205394	0.058598	0.749236	0.749236	0.058598	0.205394	
25000	0.092720	3	0.202316	0.058339	0.694405	0.694405	0.058339	0.202316	
26000	0.092720	3	0.201416	0.053615	0.684782	0.684782	0.053615	0.201416	
27000	0.092720	3	0.199084	0.058229	0.716841	0.716841	0.058229	0.199084	
28000	0.092720	3	0.200202	0.058324	0.731884	0.731884	0.058324	0.200202	
29000	0.092720	3	0.199131	0.059994	0.717990	0.717990	0.059994	0.199131	
30000	0.092720	3	0.194443	0.060496	0.688145	0.688145	0.060496	0.194443	
