Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.203515	0.053351	0.625378	0.578639	0.053351	0.203515	
2000	71.353907	4	0.164057	0.054184	0.630856	0.630856	0.054184	0.247795	
3000	71.353907	3	0.202799	0.053144	0.654182	0.654182	0.053144	0.202799	
4000	71.353907	4	0.179704	0.055527	0.620126	0.620126	0.055527	0.208465	
5000	71.353907	5	0.188600	0.052678	0.628689	0.628689	0.057275	0.192112	
6000	71.353907	5	0.199135	0.047809	0.622133	0.645821	0.047809	0.197741	
7000	71.353907	5	0.159345	0.052057	0.675826	0.675826	0.056293	0.232180	
8000	71.353907	4	0.177183	0.055455	0.657778	0.661560	0.055455	0.177183	
9000	71.353907	5	0.170258	0.051015	0.639182	0.608727	0.051015	0.248577	
10000	71.353907	4	0.166381	0.047225	0.617601	0.656803	0.047225	0.166381	
11000	71.353907	3	0.201573	0.057696	0.669337	0.669337	0.057696	0.201573	
12000	71.353907	3	0.176875	0.052108	0.633895	0.633895	0.052108	0.176875	
13000	71.353907	4	0.194264	0.053281	0.696099	0.562468	0.053281	0.194264	
14000	71.353907	5	0.176987	0.054250	0.582410	0.612469	0.054250	0.195095	
15000	71.353907	4	0.193692	0.053498	0.669298	0.669298	0.053498	0.203534	
16000	71.353907	3	0.201616	0.054309	0.634062	0.634062	0.054309	0.201616	
17000	71.353907	5	0.200549	0.051273	0.693657	0.711906	0.054316	0.200549	
18000	71.353907	4	0.188519	0.054851	0.672730	0.672730	0.054851	0.202124	
19000	71.353907	3	0.200268	0.055386	0.665040	0.665040	0.055386	0.200268	
20000	71.353907	4	0.191332	0.053016	0.692040	0.684149	0.053016	0.191332	
21000	71.353907	3	0.203316	0.052127	0.576395	0.576395	0.052127	0.203316	
22000	71.353907	3	0.192276	0.055323	0.675749	0.675749	0.055323	0.192276	
23000	71.353907	4	0.184036	0.055169	0.612003	0.695054	0.055169	0.184036	
24000	71.353907	3	0.191563	0.055651	0.634280	0.634280	0.055651	0.191563	
25000	71.353907	4	0.190740	0.060993	0.649869	0.688895	0.060993	0.190740	
26000	71.353907	3	0.187455	0.056840	0.613088	0.613088	0.056840	0.187455	
27000	71.353907	3	0.187801	0.055098	0.660820	0.660820	0.055098	0.187801	
28000	71.353907	4	0.173088	0.054633	0.622086	0.634367	0.054633	0.173088	
29000	71.353907	3	0.211083	0.051550	0.635179	0.635179	0.051550	0.211083	
30000	71.353907	5	0.170972	0.054890	0.648315	0.647787	0.054890	0.211336	
31000	71.353907	4	0.194904	0.054751	0.597255	0.707910	0.054751	0.194904	
32000	71.353907	3	0.196439	0.054010	0.658255	0.658255	0.054010	0.196439	
33000	71.353907	3	0.187664	0.054062	0.608032	0.608032	0.054062	0.187664	
34000	71.353907	3	0.198507	0.056938	0.642928	0.642928	0.056938	0.198507	
35000	71.353907	5	0.188191	0.055293	0.671571	0.674046	0.055293	0.198105	
36000	71.353907	3	0.186974	0.056591	0.649403	0.649403	0.056591	0.186974	
37000	71.353907	3	0.181301	0.055309	0.658828	0.658828	0.055309	0.181301	
38000	71.353907	4	0.193569	0.056132	0.643416	0.714777	0.056132	0.193569	
39000	71.353907	3	0.195097	0.054750	0.653831	0.653831	0.054750	0.195097	
40000	71.353907	3	0.190048	0.054143	0.636591	0.636591	0.054143	0.190048	
41000	71.353907	4	0.188418	0.056049	0.710124	0.710124	0.060829	0.188418	
42000	71.353907	4	0.197571	0.053746	0.623501	0.687644	0.053746	0.197571	
43000	71.353907	3	0.188375	0.058321	0.588091	0.588091	0.058321	0.188375	
44000	71.353907	3	0.194607	0.055641	0.665737	0.665737	0.055641	0.194607	
45000	71.353907	3	0.194601	0.053818	0.640961	0.640961	0.053818	0.194601	
46000	71.353907	5	0.188438	0.053979	0.628666	0.628666	0.063551	0.216342	
47000	71.353907	3	0.211181	0.058492	0.636062	0.636062	0.058492	0.211181	
48000	71.353907	3	0.196504	0.055615	0.625225	0.625225	0.055615	0.196504	
49000	71.353907	3	0.208402	0.061515	0.675692	0.675692	0.061515	0.208402	
50000	71.353907	3	0.191884	0.056163	0.655735	0.655735	0.056163	0.191884	
51000	71.353907	3	0.198276	0.052953	0.685914	0.685914	0.052953	0.198276	
52000	71.353907	4	0.199181	0.057085	0.680131	0.683679	0.057085	0.199181	
53000	71.353907	3	0.195308	0.055856	0.691843	0.691843	0.055856	0.195308	
54000	71.353907	3	0.197743	0.055908	0.639810	0.639810	0.055908	0.197743	
55000	71.353907	3	0.201546	0.055557	0.657210	0.657210	0.055557	0.201546	
56000	71.353907	5	0.197200	0.056632	0.597440	0.750373	0.056632	0.220305	
57000	71.353907	3	0.191532	0.056076	0.695854	0.695854	0.056076	0.191532	
58000	71.353907	4	0.173198	0.060444	0.646849	0.646849	0.060444	0.208555	
59000	71.353907	5	0.179669	0.055083	0.704601	0.631571	0.055083	0.191760	
60000	71.353907	3	0.197440	0.062720	0.676200	0.676200	0.062720	0.197440	
61000	71.353907	3	0.197370	0.060940	0.662208	0.662208	0.060940	0.197370	
62000	71.353907	4	0.182522	0.056593	0.752210	0.752210	0.056593	0.196457	
63000	71.353907	4	0.174414	0.061578	0.714871	0.714871	0.061578	0.198757	
64000	71.353907	4	0.180712	0.058443	0.647989	0.647989	0.058443	0.204055	
65000	71.353907	5	0.186591	0.058327	0.668328	0.819483	0.058327	0.206385	
66000	71.353907	3	0.192425	0.064195	0.716630	0.716630	0.064195	0.192425	
67000	71.353907	4	0.176051	0.059283	0.637421	0.637421	0.059283	0.184727	
68000	71.353907	4	0.187732	0.062485	0.680579	0.655769	0.062485	0.187732	
69000	71.353907	3	0.185073	0.057991	0.688217	0.688217	0.057991	0.185073	
70000	71.353907	3	0.199071	0.061200	0.710780	0.710780	0.061200	0.199071	
71000	71.353907	4	0.219620	0.057129	0.684878	0.684878	0.059308	0.219620	
72000	71.353907	3	0.205636	0.064374	0.738372	0.738372	0.064374	0.205636	
73000	71.353907	3	0.204683	0.060569	0.688527	0.688527	0.060569	0.204683	
74000	71.353907	4	0.196606	0.057707	0.647062	0.723008	0.057707	0.196606	
75000	71.353907	3	0.202588	0.057856	0.753162	0.753162	0.057856	0.202588	
76000	71.353907	4	0.167362	0.056520	0.743522	0.743522	0.056520	0.202537	
77000	71.353907	3	0.193821	0.059438	0.729135	0.729135	0.059438	0.193821	
78000	71.353907	4	0.185462	0.059725	0.726778	0.726778	0.059725	0.208169	
79000	71.353907	3	0.201893	0.061034	0.683386	0.683386	0.061034	0.201893	
80000	71.353907	4	0.180648	0.060787	0.658129	0.676229	0.060787	0.180648	
81000	71.353907	3	0.211626	0.058389	0.714734	0.714734	0.058389	0.211626	
82000	71.353907	3	0.176870	0.056916	0.665252	0.665252	0.056916	0.176870	
83000	71.353907	5	0.171998	0.057760	0.711931	0.634096	0.057760	0.211230	
84000	71.353907	3	0.174091	0.059752	0.750571	0.750571	0.059752	0.174091	
85000	71.353907	4	0.168329	0.059022	0.721505	0.721505	0.059022	0.211476	
86000	71.353907	3	0.183636	0.064736	0.765965	0.765965	0.064736	0.183636	
87000	71.353907	3	0.209229	0.065305	0.740113	0.740113	0.065305	0.209229	
88000	71.353907	4	0.204625	0.056878	0.734239	0.734239	0.068467	0.204625	
89000	71.353907	3	0.193124	0.059790	0.681257	0.681257	0.059790	0.193124	
90000	71.353907	3	0.203823	0.061101	0.753432	0.753432	0.061101	0.203823	
91000	71.353907	3	0.194003	0.060731	0.667164	0.667164	0.060731	0.194003	
92000	71.353907	4	0.170599	0.061830	0.730224	0.730224	0.061830	0.207211	
93000	71.353907	4	0.215294	0.061794	0.802892	0.685548	0.061794	0.215294	
94000	71.353907	4	0.199779	0.062140	0.724986	0.692341	0.062140	0.199779	
95000	71.353907	4	0.204207	0.059615	0.733043	0.675246	0.059615	0.204207	
96000	71.353907	4	0.205132	0.055692	0.731403	0.731403	0.066799	0.205132	
97000	71.353907	3	0.169532	0.054380	0.677267	0.677267	0.054380	0.169532	
98000	71.353907	3	0.199525	0.060647	0.694324	0.694324	0.060647	0.199525	
99000	71.353907	4	0.205141	0.059734	0.775143	0.690277	0.059734	0.205141	
100000	71.353907	4	0.181737	0.058803	0.711921	0.711921	0.058803	0.189409	
101000	71.353907	4	0.196529	0.060803	0.729880	0.685706	0.060803	0.196529	
102000	71.353907	4	0.170926	0.061022	0.673826	0.673826	0.061022	0.260603	
103000	71.353907	4	0.215794	0.058889	0.760132	0.784554	0.058889	0.215794	
104000	71.353907	3	0.215432	0.061576	0.714457	0.714457	0.061576	0.215432	
105000	71.353907	3	0.174152	0.061688	0.743502	0.743502	0.061688	0.174152	
106000	71.353907	3	0.195178	0.059267	0.724715	0.724715	0.059267	0.195178	
107000	71.353907	4	0.192588	0.059222	0.761700	0.739091	0.059222	0.192588	
108000	71.353907	5	0.177693	0.059499	0.756333	0.727972	0.059499	0.193818	
109000	71.353907	4	0.206018	0.062025	0.753534	0.714031	0.062025	0.206018	
110000	71.353907	4	0.199802	0.059690	0.665309	0.756811	0.059690	0.199802	
111000	71.353907	3	0.192203	0.060218	0.686185	0.686185	0.060218	0.192203	
112000	71.353907	3	0.190460	0.062115	0.749781	0.749781	0.062115	0.190460	
113000	71.353907	3	0.190709	0.060125	0.685947	0.685947	0.060125	0.190709	
114000	71.353907	4	0.186131	0.062090	0.702178	0.739651	0.062090	0.186131	
115000	71.353907	4	0.192719	0.059625	0.684009	0.764379	0.059625	0.192719	
116000	71.353907	3	0.192804	0.059712	0.748919	0.748919	0.059712	0.192804	
117000	71.353907	4	0.197679	0.057851	0.727216	0.704431	0.057851	0.197679	
118000	71.353907	5	0.184387	0.059281	0.820237	0.670363	0.059281	0.212682	
119000	71.353907	4	0.198048	0.060422	0.761649	0.749486	0.060422	0.198048	
120000	71.353907	5	0.192967	0.061688	0.741084	0.741084	0.062150	0.201847	
121000	71.353907	4	0.194771	0.060188	0.666970	0.764177	0.060188	0.194771	
122000	71.353907	3	0.210536	0.060610	0.681979	0.681979	0.060610	0.210536	
123000	71.353907	3	0.197998	0.059058	0.755047	0.755047	0.059058	0.197998	
124000	71.353907	4	0.203897	0.061213	0.688223	0.671885	0.061213	0.203897	
125000	71.353907	3	0.182216	0.059905	0.725984	0.725984	0.059905	0.182216	
126000	71.353907	3	0.200171	0.061305	0.781444	0.781444	0.061305	0.200171	
127000	71.353907	4	0.199015	0.060338	0.710046	0.710046	0.058994	0.199015	
128000	71.353907	3	0.188825	0.058431	0.737631	0.737631	0.058431	0.188825	
129000	71.353907	4	0.189683	0.061335	0.757673	0.759586	0.061335	0.189683	
130000	71.353907	4	0.198386	0.059127	0.733673	0.733673	0.062623	0.198386	
131000	71.353907	3	0.201810	0.059948	0.720616	0.720616	0.059948	0.201810	
132000	71.353907	3	0.185861	0.061676	0.743821	0.743821	0.061676	0.185861	
133000	71.353907	3	0.191986	0.059046	0.728016	0.728016	0.059046	0.191986	
134000	71.353907	3	0.202244	0.059048	0.737649	0.737649	0.059048	0.202244	
135000	71.353907	4	0.179225	0.061070	0.656850	0.719214	0.061070	0.179225	
136000	71.353907	5	0.200442	0.057882	0.741256	0.673810	0.057882	0.204799	
137000	71.353907	5	0.154808	0.062017	0.744793	0.677916	0.062017	0.228319	
138000	71.353907	3	0.203516	0.060295	0.701314	0.701314	0.060295	0.203516	
139000	71.353907	3	0.207201	0.059068	0.729110	0.729110	0.059068	0.207201	
140000	71.353907	4	0.223709	0.061884	0.716530	0.698947	0.061884	0.223709	
