Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.126908	0.262608	0.129745	0.125381	0.245789	0.109570	0.126908	0.262608	0.129745	0.125381	0.245789	0.109570	0.126908	0.262608	0.129745	0.125381	0.245789	0.109570	0.257047	0.134794	0.122012	0.120021	0.127607	0.238519	0.257047	0.134794	0.122012	0.120021	0.127607	0.238519	0.257047	0.134794	0.122012	0.120021	0.127607	0.238519	
2000	71.353907	2	0.126660	0.240111	0.136217	0.132924	0.240521	0.123567	0.126660	0.240111	0.136217	0.132924	0.240521	0.123567	0.126660	0.240111	0.136217	0.132924	0.240521	0.123567	0.231254	0.120607	0.140384	0.130633	0.121529	0.255593	0.231254	0.120607	0.140384	0.130633	0.121529	0.255593	0.231254	0.120607	0.140384	0.130633	0.121529	0.255593	
3000	71.353907	2	0.120785	0.242940	0.133896	0.127404	0.247916	0.127060	0.120785	0.242940	0.133896	0.127404	0.247916	0.127060	0.120785	0.242940	0.133896	0.127404	0.247916	0.127060	0.232853	0.121238	0.134419	0.127947	0.136429	0.247114	0.232853	0.121238	0.134419	0.127947	0.136429	0.247114	0.232853	0.121238	0.134419	0.127947	0.136429	0.247114	
4000	71.353907	2	0.117801	0.257636	0.139017	0.124933	0.232942	0.127671	0.117801	0.257636	0.139017	0.124933	0.232942	0.127671	0.117801	0.257636	0.139017	0.124933	0.232942	0.127671	0.230165	0.123589	0.144248	0.119794	0.121846	0.260358	0.230165	0.123589	0.144248	0.119794	0.121846	0.260358	0.230165	0.123589	0.144248	0.119794	0.121846	0.260358	
5000	71.353907	2	0.120793	0.245617	0.137423	0.123080	0.235181	0.137906	0.120793	0.245617	0.137423	0.123080	0.235181	0.137906	0.120793	0.245617	0.137423	0.123080	0.235181	0.137906	0.250244	0.135831	0.134550	0.120316	0.115043	0.244015	0.250244	0.135831	0.134550	0.120316	0.115043	0.244015	0.250244	0.135831	0.134550	0.120316	0.115043	0.244015	
6000	71.353907	2	0.129936	0.244495	0.129256	0.129458	0.235962	0.130892	0.129936	0.244495	0.129256	0.129458	0.235962	0.130892	0.129936	0.244495	0.129256	0.129458	0.235962	0.130892	0.228209	0.133661	0.142729	0.122575	0.124355	0.248472	0.228209	0.133661	0.142729	0.122575	0.124355	0.248472	0.228209	0.133661	0.142729	0.122575	0.124355	0.248472	
7000	71.353907	2	0.131596	0.234867	0.134982	0.112696	0.250777	0.135081	0.131596	0.234867	0.134982	0.112696	0.250777	0.135081	0.131596	0.234867	0.134982	0.112696	0.250777	0.135081	0.235630	0.123209	0.133992	0.128195	0.126867	0.252106	0.235630	0.123209	0.133992	0.128195	0.126867	0.252106	0.235630	0.123209	0.133992	0.128195	0.126867	0.252106	
8000	71.353907	2	0.125241	0.255797	0.127779	0.121444	0.244537	0.125204	0.125241	0.255797	0.127779	0.121444	0.244537	0.125204	0.125241	0.255797	0.127779	0.121444	0.244537	0.125204	0.238832	0.123107	0.130690	0.133167	0.122307	0.251898	0.238832	0.123107	0.130690	0.133167	0.122307	0.251898	0.238832	0.123107	0.130690	0.133167	0.122307	0.251898	
9000	71.353907	2	0.128139	0.238197	0.133904	0.125835	0.247732	0.126193	0.128139	0.238197	0.133904	0.125835	0.247732	0.126193	0.128139	0.238197	0.133904	0.125835	0.247732	0.126193	0.217492	0.120930	0.135503	0.131750	0.126482	0.267842	0.217492	0.120930	0.135503	0.131750	0.126482	0.267842	0.217492	0.120930	0.135503	0.131750	0.126482	0.267842	
10000	71.353907	2	0.129033	0.236592	0.134849	0.123847	0.236654	0.139026	0.129033	0.236592	0.134849	0.123847	0.236654	0.139026	0.129033	0.236592	0.134849	0.123847	0.236654	0.139026	0.224160	0.116546	0.139734	0.120961	0.139664	0.258937	0.224160	0.116546	0.139734	0.120961	0.139664	0.258937	0.224160	0.116546	0.139734	0.120961	0.139664	0.258937	
