Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.098206	0.407879	0.392729	0.101185	0.254531	0.249923	0.252870	0.242676	0.399404	0.108124	0.107381	0.385091	0.098206	0.407879	0.392729	0.101185	0.254531	0.249923	0.252870	0.242676	0.399404	0.108124	0.107381	0.385091	
2000	0.092720	3	0.098206	0.407879	0.392729	0.101185	0.262966	0.245593	0.244693	0.246748	0.388398	0.104145	0.096882	0.410575	0.098206	0.407879	0.392729	0.101185	0.262966	0.245593	0.244693	0.246748	0.388398	0.104145	0.096882	0.410575	
3000	0.092720	3	0.098206	0.407879	0.392729	0.101185	0.253972	0.249981	0.250665	0.245382	0.388398	0.104145	0.096882	0.410575	0.098206	0.407879	0.392729	0.101185	0.253972	0.249981	0.250665	0.245382	0.388398	0.104145	0.096882	0.410575	
4000	0.092720	3	0.097117	0.410029	0.393361	0.099493	0.249505	0.245454	0.254454	0.250587	0.388398	0.104145	0.096882	0.410575	0.097117	0.410029	0.393361	0.099493	0.249505	0.245454	0.254454	0.250587	0.388398	0.104145	0.096882	0.410575	
5000	0.092720	3	0.097017	0.401740	0.399962	0.101281	0.253469	0.253879	0.248757	0.243895	0.398528	0.105878	0.097735	0.397859	0.097017	0.401740	0.399962	0.101281	0.253469	0.253879	0.248757	0.243895	0.398528	0.105878	0.097735	0.397859	
6000	0.092720	3	0.094708	0.402245	0.400661	0.102387	0.253818	0.247135	0.254175	0.244871	0.398528	0.105878	0.097735	0.397859	0.094708	0.402245	0.400661	0.102387	0.253818	0.247135	0.254175	0.244871	0.398528	0.105878	0.097735	0.397859	
7000	0.092720	3	0.098113	0.410002	0.393817	0.098068	0.261541	0.251486	0.245737	0.241237	0.398528	0.105878	0.097735	0.397859	0.098113	0.410002	0.393817	0.098068	0.261541	0.251486	0.245737	0.241237	0.398528	0.105878	0.097735	0.397859	
8000	0.092720	3	0.100985	0.406727	0.393671	0.098616	0.262317	0.248225	0.257723	0.231735	0.392223	0.107002	0.101163	0.399612	0.100985	0.406727	0.393671	0.098616	0.262317	0.248225	0.257723	0.231735	0.392223	0.107002	0.101163	0.399612	
9000	0.092720	3	0.096256	0.410898	0.393982	0.098864	0.254902	0.242852	0.260999	0.241248	0.382875	0.108662	0.099720	0.408743	0.096256	0.410898	0.393982	0.098864	0.254902	0.242852	0.260999	0.241248	0.382875	0.108662	0.099720	0.408743	
10000	0.092720	3	0.098061	0.402669	0.398756	0.100514	0.259432	0.249841	0.246883	0.243845	0.396949	0.111417	0.097124	0.394510	0.098061	0.402669	0.398756	0.100514	0.259432	0.249841	0.246883	0.243845	0.396949	0.111417	0.097124	0.394510	
