Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	1.695768	4	11.788961	25.878076	25.878076	9.696896	8.684692	25.878076	
2000	1.695768	3	10.500770	23.976309	23.976309	8.874222	8.874222	23.976309	
3000	1.695768	3	10.715259	23.622893	23.622893	8.536712	8.536712	23.622893	
4000	1.695768	4	10.167105	24.551839	24.551839	9.409041	9.052671	24.551839	
5000	1.695768	4	10.792759	23.555379	23.555379	8.949436	8.712292	23.555379	
6000	1.695768	4	10.601727	22.092301	22.092301	9.160491	10.088755	22.092301	
7000	1.695768	3	11.630125	22.083407	22.083407	9.145004	9.145004	22.083407	
8000	1.695768	3	10.892970	22.430795	22.430795	9.479137	9.479137	22.430795	
9000	1.695768	3	10.498649	22.492767	22.492767	9.381496	9.381496	22.492767	
10000	1.695768	4	9.940071	21.854958	21.854958	9.351683	10.007703	21.854958	
11000	1.695768	3	11.522490	22.507922	22.507922	9.592569	9.592569	22.507922	
12000	1.695768	4	10.476484	22.073450	22.073450	9.670807	9.577499	22.073450	
13000	1.695768	3	11.525276	21.450896	21.450896	8.149094	8.149094	21.450896	
14000	1.695768	3	11.171580	21.601430	21.601430	9.202272	9.202272	21.601430	
15000	1.695768	3	11.141912	21.880437	21.880437	8.849453	8.849453	21.880437	
16000	1.695768	3	12.758407	12.758407	22.426428	8.624157	8.624157	22.426428	
17000	1.695768	3	10.633875	21.597175	21.597175	8.882276	8.882276	21.597175	
18000	1.695768	3	10.799476	22.561174	22.561174	8.756510	8.756510	22.561174	
19000	1.695768	3	11.867737	21.592597	21.592597	8.383046	8.383046	21.592597	
20000	1.695768	3	10.551102	21.803836	21.803836	8.471793	10.551102	21.803836	
21000	1.695768	4	11.888348	20.947821	20.947821	8.407872	8.960022	20.947821	
22000	1.695768	3	10.874464	21.656728	21.656728	8.289129	8.289129	21.656728	
23000	1.695768	3	10.052789	20.464836	20.464836	8.067142	8.067142	20.464836	
24000	1.695768	3	9.773338	19.330618	19.330618	8.060597	8.060597	19.330618	
25000	1.695768	3	10.147524	19.941774	19.941774	7.835129	7.835129	19.941774	
26000	1.695768	3	11.446509	19.596051	19.596051	7.387682	7.387682	19.596051	
27000	1.695768	5	10.351631	12.567505	20.422911	7.424259	8.563419	20.422911	
28000	1.695768	3	10.259722	19.671046	19.671046	7.563775	7.563775	19.671046	
29000	1.695768	3	10.174106	19.326393	19.326393	7.810295	7.810295	19.326393	
30000	1.695768	4	10.105231	10.816037	19.735812	9.098453	9.098453	19.735812	
31000	1.695768	4	10.515371	19.687677	19.687677	7.422529	8.464315	19.687677	
32000	1.695768	3	10.580454	10.580454	19.054840	7.930258	7.930258	19.054840	
33000	1.695768	4	10.520974	19.320906	19.320906	7.200502	8.635573	19.320906	
34000	1.695768	4	9.657558	11.263414	19.428651	8.062107	8.062107	19.428651	
35000	1.695768	4	9.137379	11.469178	19.424535	7.558884	7.558884	19.424535	
36000	1.695768	3	9.317089	19.382385	19.382385	8.291430	8.291430	19.382385	
37000	1.695768	3	10.690494	10.690494	19.794417	8.505009	8.505009	19.794417	
38000	1.695768	4	8.834486	11.847799	20.372582	8.376638	8.834486	20.372582	
39000	1.695768	4	8.725638	11.733187	18.858158	7.356160	8.725638	18.858158	
40000	1.695768	4	9.546376	10.453829	18.845346	8.264829	8.264829	18.845346	
41000	1.695768	5	9.693022	10.571827	19.444781	7.404734	8.195537	19.444781	
42000	1.695768	4	9.678690	11.868640	19.882517	8.362719	8.362719	19.882517	
43000	1.695768	3	10.229175	18.957861	18.957861	7.534801	7.534801	18.957861	
44000	1.695768	4	9.985631	11.328220	18.794506	8.253340	8.253340	18.794506	
45000	1.695768	5	9.760527	12.183504	18.981399	7.761019	7.773169	18.981399	
46000	1.695768	4	8.576569	12.443109	18.572363	7.866712	8.576569	18.572363	
47000	1.695768	4	10.209242	11.373699	18.218878	8.432989	8.432989	18.218878	
48000	1.695768	4	9.805745	11.178182	18.889656	8.605516	8.605516	18.889656	
49000	1.695768	4	8.728391	10.642199	18.956095	7.337966	7.337966	18.956095	
50000	1.695768	4	8.209695	9.363069	18.931974	8.209695	8.449606	18.931974	
51000	1.695768	4	9.542472	12.282176	17.873018	7.860276	7.860276	17.873018	
52000	1.695768	5	9.588471	10.309865	19.385240	7.487023	8.702977	19.385240	
53000	1.695768	3	9.298924	18.302493	18.302493	7.531389	7.531389	18.302493	
54000	1.695768	4	9.465795	11.024947	19.110007	8.176465	8.176465	19.110007	
55000	1.695768	5	9.710634	10.436154	18.658152	7.301674	8.413500	18.658152	
56000	1.695768	4	9.089539	11.477704	18.765956	7.476009	7.476009	18.765956	
57000	1.695768	4	9.046365	12.641913	18.813995	8.438987	8.438987	18.813995	
58000	1.695768	4	8.961800	10.156535	18.259557	7.238329	7.238329	18.259557	
59000	1.695768	4	10.020765	10.862218	18.579561	7.706649	7.706649	18.579561	
60000	1.695768	4	9.511824	10.714516	17.681759	7.543013	7.543013	17.681759	
61000	1.695768	4	9.492610	11.562683	19.028071	7.793419	7.793419	19.028071	
62000	1.695768	4	9.155552	11.010063	18.702249	8.155248	8.155248	18.702249	
63000	1.695768	4	9.138249	11.507122	18.373373	7.513926	7.513926	18.373373	
64000	1.695768	4	8.955947	11.447385	18.071419	7.882704	7.882704	18.071419	
65000	1.695768	4	9.343048	11.482476	18.046740	7.674163	7.674163	18.046740	
