Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.177301	0.055741	0.757978	0.639126	0.055741	0.177301	
2000	71.353907	3	0.204594	0.058598	0.651760	0.651760	0.058598	0.204594	
3000	71.353907	4	0.192680	0.062042	0.668588	0.677691	0.062042	0.192680	
4000	71.353907	4	0.195850	0.061399	0.724229	0.611306	0.061399	0.195850	
5000	71.353907	3	0.178621	0.062339	0.663705	0.663705	0.062339	0.178621	
6000	71.353907	3	0.186803	0.058170	0.674487	0.674487	0.058170	0.186803	
7000	71.353907	3	0.187229	0.059199	0.721819	0.721819	0.059199	0.187229	
8000	71.353907	3	0.189436	0.059511	0.687443	0.687443	0.059511	0.189436	
9000	71.353907	3	0.188887	0.063366	0.686910	0.686910	0.063366	0.188887	
10000	71.353907	3	0.195616	0.064272	0.664277	0.664277	0.064272	0.195616	
11000	71.353907	4	0.182838	0.065762	0.728860	0.728860	0.065762	0.194721	
12000	71.353907	3	0.188272	0.060066	0.690116	0.690116	0.060066	0.188272	
13000	71.353907	3	0.193016	0.063825	0.715213	0.715213	0.063825	0.193016	
14000	71.353907	3	0.192248	0.062407	0.768616	0.768616	0.062407	0.192248	
15000	71.353907	4	0.175706	0.055134	0.769085	0.766275	0.055134	0.175706	
16000	71.353907	3	0.198609	0.062311	0.854569	0.854569	0.062311	0.198609	
17000	71.353907	5	0.189057	0.064473	0.751718	0.695510	0.064473	0.201894	
18000	71.353907	3	0.194693	0.063583	0.763428	0.763428	0.063583	0.194693	
19000	71.353907	4	0.190936	0.065008	0.751702	0.751702	0.065008	0.196567	
20000	71.353907	3	0.191452	0.061751	0.820973	0.820973	0.061751	0.191452	
21000	71.353907	4	0.196468	0.063526	0.748556	0.764395	0.063526	0.196468	
22000	71.353907	4	0.187653	0.061742	0.797236	0.751565	0.061742	0.187653	
23000	71.353907	3	0.201593	0.065557	0.783445	0.783445	0.065557	0.201593	
24000	71.353907	3	0.207762	0.061444	0.710335	0.710335	0.061444	0.207762	
25000	71.353907	4	0.194524	0.063123	0.757930	0.688913	0.063123	0.194524	
26000	71.353907	3	0.206633	0.062655	0.696487	0.696487	0.062655	0.206633	
27000	71.353907	4	0.187128	0.067073	0.792164	0.792164	0.067073	0.201735	
28000	71.353907	3	0.192752	0.061431	0.784506	0.784506	0.061431	0.192752	
29000	71.353907	4	0.180628	0.064124	0.798504	0.798504	0.064124	0.203008	
30000	71.353907	3	0.187818	0.061375	0.806634	0.806634	0.061375	0.187818	
31000	71.353907	5	0.198574	0.068215	0.832044	0.665235	0.062092	0.198574	
32000	71.353907	4	0.173420	0.066867	0.786041	0.667579	0.066867	0.173420	
33000	71.353907	3	0.213121	0.066104	0.810549	0.810549	0.066104	0.213121	
34000	71.353907	4	0.199086	0.064428	0.763986	0.763986	0.064428	0.198197	
35000	71.353907	3	0.200511	0.068975	0.818144	0.818144	0.068975	0.200511	
36000	71.353907	3	0.195892	0.062940	0.699621	0.699621	0.062940	0.195892	
37000	71.353907	3	0.197408	0.060276	0.773846	0.773846	0.060276	0.197408	
38000	71.353907	4	0.190422	0.063806	0.761299	0.761299	0.058078	0.190422	
39000	71.353907	5	0.198668	0.062396	0.725804	0.827457	0.062396	0.211292	
40000	71.353907	4	0.202327	0.048193	0.767968	0.607228	0.048193	0.202327	
41000	71.353907	4	0.190399	0.061529	0.680510	0.767991	0.061529	0.190399	
42000	71.353907	3	0.188522	0.069724	0.758108	0.758108	0.069724	0.188522	
43000	71.353907	3	0.195461	0.066358	0.819608	0.819608	0.066358	0.195461	
44000	71.353907	3	0.206702	0.054995	0.787194	0.787194	0.054995	0.206702	
45000	71.353907	3	0.199703	0.063478	0.740519	0.740519	0.063478	0.199703	
46000	71.353907	4	0.192921	0.061698	0.804426	0.770383	0.061698	0.192921	
47000	71.353907	4	0.198007	0.066579	0.748818	0.748818	0.054247	0.198007	
48000	71.353907	5	0.192825	0.055326	0.834031	0.769428	0.053796	0.192825	
49000	71.353907	3	0.198837	0.065189	0.775171	0.775171	0.065189	0.198837	
50000	71.353907	4	0.190859	0.061441	0.795545	0.795545	0.061441	0.208067	
51000	71.353907	5	0.187884	0.064185	0.790846	0.679441	0.060166	0.187884	
52000	71.353907	3	0.205127	0.057850	0.796985	0.796985	0.057850	0.205127	
53000	71.353907	4	0.198696	0.064369	0.817396	0.746183	0.064369	0.198696	
54000	71.353907	4	0.191302	0.062130	0.770016	0.770016	0.062957	0.191302	
55000	71.353907	3	0.192780	0.061853	0.814877	0.814877	0.061853	0.192780	
56000	71.353907	3	0.200271	0.065121	0.726440	0.726440	0.065121	0.200271	
57000	71.353907	3	0.202267	0.060983	0.774543	0.774543	0.060983	0.202267	
58000	71.353907	4	0.191007	0.062986	0.891870	0.778187	0.062986	0.191007	
59000	71.353907	4	0.194812	0.062774	0.792580	0.792580	0.055163	0.194812	
60000	71.353907	5	0.179141	0.069465	0.823578	0.875880	0.069465	0.204546	
61000	71.353907	4	0.192379	0.068648	0.839494	0.839494	0.068648	0.199498	
62000	71.353907	3	0.219774	0.063183	0.789346	0.789346	0.063183	0.219774	
63000	71.353907	4	0.204276	0.064919	0.793643	0.793643	0.056644	0.204276	
64000	71.353907	3	0.190346	0.063516	0.754186	0.754186	0.063516	0.190346	
65000	71.353907	4	0.181420	0.064016	0.786282	0.786282	0.064016	0.216057	
66000	71.353907	3	0.191930	0.059718	0.823406	0.823406	0.059718	0.191930	
67000	71.353907	4	0.199207	0.059057	0.862900	0.759409	0.059057	0.199207	
68000	71.353907	4	0.201002	0.057064	0.770431	0.770431	0.057955	0.201002	
69000	71.353907	3	0.205821	0.059656	0.803184	0.803184	0.059656	0.205821	
70000	71.353907	4	0.189133	0.061800	0.838614	0.777796	0.061800	0.189133	
71000	71.353907	3	0.197250	0.056195	0.752878	0.752878	0.056195	0.197250	
72000	71.353907	3	0.190425	0.066081	0.773711	0.773711	0.066081	0.190425	
73000	71.353907	3	0.190536	0.051674	0.828201	0.828201	0.051674	0.190536	
74000	71.353907	3	0.210253	0.064766	0.784432	0.784432	0.064766	0.210253	
75000	71.353907	3	0.190978	0.060549	0.834743	0.834743	0.060549	0.190978	
76000	71.353907	4	0.172710	0.062225	0.758296	0.758296	0.062225	0.202259	
77000	71.353907	4	0.174488	0.062450	0.811251	0.811251	0.062450	0.206109	
78000	71.353907	5	0.203529	0.063482	0.777261	0.777261	0.057559	0.219568	
79000	71.353907	3	0.208259	0.066865	0.790809	0.790809	0.066865	0.208259	
80000	71.353907	4	0.175726	0.061610	0.838204	0.838204	0.061610	0.200585	
81000	71.353907	3	0.177189	0.061660	0.914066	0.914066	0.061660	0.177189	
82000	71.353907	4	0.199022	0.059943	0.800297	0.751131	0.059943	0.199022	
83000	71.353907	4	0.180489	0.060478	0.826996	0.826996	0.060478	0.202151	
84000	71.353907	5	0.200170	0.066299	0.798160	0.770460	0.066299	0.195023	
85000	71.353907	5	0.189361	0.064853	0.750729	0.670504	0.064853	0.198792	
86000	71.353907	6	0.204168	0.061302	0.770100	0.676790	0.058022	0.202849	
87000	71.353907	5	0.193096	0.064575	0.931825	0.931825	0.061193	0.201280	
88000	71.353907	4	0.190716	0.059553	0.816842	0.726659	0.059553	0.190716	
89000	71.353907	4	0.191722	0.061327	0.770610	0.770610	0.061327	0.195745	
90000	71.353907	3	0.169322	0.059628	0.787991	0.787991	0.059628	0.169322	
91000	71.353907	4	0.177755	0.060800	0.743761	0.743761	0.060800	0.221057	
92000	71.353907	4	0.197353	0.060390	0.808658	0.819609	0.060390	0.197353	
93000	71.353907	3	0.192969	0.063755	0.746904	0.746904	0.063755	0.192969	
94000	71.353907	5	0.191452	0.061650	0.837382	0.723045	0.060523	0.191452	
95000	71.353907	4	0.197282	0.060833	0.835575	0.748997	0.060833	0.197282	
96000	71.353907	5	0.202233	0.064370	0.876599	0.768697	0.064370	0.199463	
97000	71.353907	3	0.201614	0.061426	0.809013	0.809013	0.061426	0.201614	
98000	71.353907	3	0.209177	0.061686	0.861148	0.861148	0.061686	0.209177	
99000	71.353907	4	0.199603	0.062981	0.803129	0.803129	0.062981	0.204998	
100000	71.353907	3	0.201897	0.054589	0.830195	0.830195	0.054589	0.201897	
101000	71.353907	3	0.197473	0.057230	0.781761	0.781761	0.057230	0.197473	
102000	71.353907	4	0.199236	0.057795	0.816455	0.846885	0.057795	0.199236	
103000	71.353907	4	0.199818	0.059137	0.848888	0.769066	0.059137	0.199818	
104000	71.353907	4	0.199411	0.062322	0.825922	0.742704	0.062322	0.199411	
105000	71.353907	4	0.201018	0.064501	0.835175	0.730427	0.064501	0.201018	
106000	71.353907	3	0.191355	0.061671	0.793665	0.793665	0.061671	0.191355	
107000	71.353907	3	0.197484	0.062922	0.806790	0.806790	0.062922	0.197484	
108000	71.353907	4	0.202130	0.061314	0.857093	0.760870	0.061314	0.202130	
109000	71.353907	4	0.203696	0.063430	0.767312	0.722958	0.063430	0.203696	
110000	71.353907	4	0.192357	0.060401	0.803411	0.773229	0.060401	0.192357	
111000	71.353907	4	0.195312	0.064230	0.857706	0.857706	0.064230	0.215579	
112000	71.353907	3	0.192623	0.062595	0.832202	0.832202	0.062595	0.192623	
113000	71.353907	4	0.216604	0.061408	0.851891	0.847909	0.061408	0.216604	
114000	71.353907	3	0.183803	0.065971	0.819537	0.819537	0.065971	0.183803	
115000	71.353907	3	0.207149	0.062555	0.712723	0.712723	0.062555	0.207149	
116000	71.353907	4	0.188547	0.063148	0.781183	0.781183	0.061741	0.188547	
117000	71.353907	4	0.194999	0.060998	0.691614	0.763688	0.060998	0.194999	
118000	71.353907	4	0.189553	0.061526	0.791043	0.715461	0.061526	0.189553	
119000	71.353907	5	0.183546	0.053507	0.835509	0.751092	0.053507	0.207726	
120000	71.353907	3	0.193885	0.060922	0.820571	0.820571	0.060922	0.193885	
121000	71.353907	3	0.195370	0.061621	0.745882	0.745882	0.061621	0.195370	
122000	71.353907	4	0.193808	0.061802	0.783193	0.708392	0.061802	0.193808	
123000	71.353907	3	0.188485	0.059969	0.751586	0.751586	0.059969	0.188485	
124000	71.353907	4	0.197469	0.054157	0.740633	0.854565	0.054157	0.197469	
125000	71.353907	3	0.191802	0.063968	0.786753	0.786753	0.063968	0.191802	
126000	71.353907	5	0.184300	0.064863	0.878077	0.799149	0.064863	0.202549	
127000	71.353907	4	0.202221	0.062769	0.813638	0.814028	0.062769	0.202221	
128000	71.353907	4	0.194150	0.062853	0.708848	0.701784	0.062853	0.194150	
129000	71.353907	4	0.216958	0.061681	0.794928	0.794928	0.061681	0.202990	
130000	71.353907	3	0.206455	0.062741	0.828263	0.828263	0.062741	0.206455	
131000	71.353907	4	0.180175	0.060629	0.777341	0.777341	0.060629	0.196703	
132000	71.353907	4	0.176653	0.061274	0.676976	0.676976	0.061274	0.196677	
133000	71.353907	3	0.211847	0.058823	0.747310	0.747310	0.058823	0.211847	
134000	71.353907	4	0.201495	0.061321	0.874716	0.780910	0.061321	0.201495	
135000	71.353907	4	0.200061	0.062483	0.728760	0.725036	0.062483	0.200061	
136000	71.353907	3	0.196503	0.060721	0.814623	0.814623	0.060721	0.196503	
137000	71.353907	5	0.198235	0.060110	0.818800	0.779594	0.060110	0.208603	
138000	71.353907	3	0.183856	0.060043	0.739530	0.739530	0.060043	0.183856	
139000	71.353907	4	0.200827	0.060486	0.769982	0.765492	0.060486	0.200827	
140000	71.353907	4	0.200133	0.063717	0.816357	0.796647	0.063717	0.200133	
141000	71.353907	5	0.176260	0.063407	0.863772	0.857269	0.063407	0.228652	
142000	71.353907	6	0.202440	0.064246	0.808350	0.899477	0.056286	0.204156	
