Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.100768	0.397441	0.405614	0.096177	0.243518	0.256072	0.254596	0.245813	0.399347	0.101097	0.115857	0.383699	0.100768	0.397441	0.405614	0.096177	0.243518	0.256072	0.254596	0.245813	0.399347	0.101097	0.115857	0.383699	
2000	1.695768	3	0.093373	0.395244	0.408290	0.103093	0.241126	0.268848	0.247925	0.242100	0.399601	0.097459	0.100535	0.402405	0.093373	0.395244	0.408290	0.103093	0.241126	0.268848	0.247925	0.242100	0.399601	0.097459	0.100535	0.402405	
3000	1.695768	3	0.093373	0.395244	0.408290	0.103093	0.231914	0.267304	0.253841	0.246941	0.397277	0.097447	0.100822	0.404454	0.093373	0.395244	0.408290	0.103093	0.231914	0.267304	0.253841	0.246941	0.397277	0.097447	0.100822	0.404454	
4000	1.695768	3	0.097549	0.395637	0.398426	0.108387	0.231914	0.267304	0.253841	0.246941	0.397277	0.097447	0.100822	0.404454	0.097549	0.395637	0.398426	0.108387	0.231914	0.267304	0.253841	0.246941	0.397277	0.097447	0.100822	0.404454	
5000	1.695768	3	0.097549	0.395637	0.398426	0.108387	0.260383	0.252926	0.257556	0.229134	0.401610	0.098519	0.104106	0.395765	0.097549	0.395637	0.398426	0.108387	0.260383	0.252926	0.257556	0.229134	0.401610	0.098519	0.104106	0.395765	
6000	1.695768	3	0.097549	0.395637	0.398426	0.108387	0.241777	0.261099	0.257137	0.239987	0.391924	0.101794	0.104716	0.401566	0.097549	0.395637	0.398426	0.108387	0.241777	0.261099	0.257137	0.239987	0.391924	0.101794	0.104716	0.401566	
7000	1.695768	3	0.093972	0.405054	0.394459	0.106516	0.236759	0.255947	0.268449	0.238845	0.398279	0.100619	0.103349	0.397753	0.093972	0.405054	0.394459	0.106516	0.236759	0.255947	0.268449	0.238845	0.398279	0.100619	0.103349	0.397753	
8000	1.695768	3	0.095624	0.396081	0.404541	0.103754	0.233005	0.258976	0.256852	0.251167	0.398279	0.100619	0.103349	0.397753	0.095624	0.396081	0.404541	0.103754	0.233005	0.258976	0.256852	0.251167	0.398279	0.100619	0.103349	0.397753	
9000	1.695768	3	0.097643	0.407275	0.385214	0.109868	0.239277	0.256134	0.263060	0.241529	0.398279	0.100619	0.103349	0.397753	0.097643	0.407275	0.385214	0.109868	0.239277	0.256134	0.263060	0.241529	0.398279	0.100619	0.103349	0.397753	
10000	1.695768	3	0.094895	0.399505	0.401200	0.104400	0.236469	0.261487	0.260523	0.241521	0.405081	0.097756	0.103080	0.394082	0.094895	0.399505	0.401200	0.104400	0.236469	0.261487	0.260523	0.241521	0.405081	0.097756	0.103080	0.394082	
11000	1.695768	3	0.094505	0.397994	0.397334	0.110167	0.241053	0.259411	0.254777	0.244759	0.405081	0.097756	0.103080	0.394082	0.094505	0.397994	0.397334	0.110167	0.241053	0.259411	0.254777	0.244759	0.405081	0.097756	0.103080	0.394082	
12000	1.695768	3	0.094505	0.397994	0.397334	0.110167	0.234638	0.252606	0.264851	0.247906	0.402355	0.095864	0.103909	0.397873	0.094505	0.397994	0.397334	0.110167	0.234638	0.252606	0.264851	0.247906	0.402355	0.095864	0.103909	0.397873	
13000	1.695768	3	0.094505	0.397994	0.397334	0.110167	0.244607	0.253750	0.248960	0.252683	0.402355	0.095864	0.103909	0.397873	0.094505	0.397994	0.397334	0.110167	0.244607	0.253750	0.248960	0.252683	0.402355	0.095864	0.103909	0.397873	
14000	1.695768	3	0.101933	0.403384	0.393590	0.101092	0.230936	0.268905	0.253792	0.246367	0.402355	0.095864	0.103909	0.397873	0.101933	0.403384	0.393590	0.101092	0.230936	0.268905	0.253792	0.246367	0.402355	0.095864	0.103909	0.397873	
15000	1.695768	3	0.100587	0.388569	0.403466	0.107378	0.249763	0.254408	0.251541	0.244289	0.402355	0.095864	0.103909	0.397873	0.100587	0.388569	0.403466	0.107378	0.249763	0.254408	0.251541	0.244289	0.402355	0.095864	0.103909	0.397873	
16000	1.695768	3	0.097417	0.395334	0.400757	0.106492	0.240229	0.261061	0.254981	0.243730	0.402355	0.095864	0.103909	0.397873	0.097417	0.395334	0.400757	0.106492	0.240229	0.261061	0.254981	0.243730	0.402355	0.095864	0.103909	0.397873	
17000	1.695768	3	0.097417	0.395334	0.400757	0.106492	0.252113	0.256885	0.257613	0.233389	0.402355	0.095864	0.103909	0.397873	0.097417	0.395334	0.400757	0.106492	0.252113	0.256885	0.257613	0.233389	0.402355	0.095864	0.103909	0.397873	
18000	1.695768	3	0.097417	0.395334	0.400757	0.106492	0.248786	0.256292	0.252933	0.241988	0.402355	0.095864	0.103909	0.397873	0.097417	0.395334	0.400757	0.106492	0.248786	0.256292	0.252933	0.241988	0.402355	0.095864	0.103909	0.397873	
19000	1.695768	3	0.097417	0.395334	0.400757	0.106492	0.248786	0.256292	0.252933	0.241988	0.402355	0.095864	0.103909	0.397873	0.097417	0.395334	0.400757	0.106492	0.248786	0.256292	0.252933	0.241988	0.402355	0.095864	0.103909	0.397873	
20000	1.695768	3	0.097417	0.395334	0.400757	0.106492	0.233052	0.254389	0.257228	0.255331	0.399377	0.098271	0.103932	0.398420	0.097417	0.395334	0.400757	0.106492	0.233052	0.254389	0.257228	0.255331	0.399377	0.098271	0.103932	0.398420	
21000	1.695768	3	0.098859	0.388566	0.410108	0.102468	0.249717	0.260239	0.255244	0.234800	0.406862	0.097066	0.105300	0.390771	0.098859	0.388566	0.410108	0.102468	0.249717	0.260239	0.255244	0.234800	0.406862	0.097066	0.105300	0.390771	
22000	1.695768	3	0.098859	0.388566	0.410108	0.102468	0.236308	0.249994	0.266607	0.247091	0.406862	0.097066	0.105300	0.390771	0.098859	0.388566	0.410108	0.102468	0.236308	0.249994	0.266607	0.247091	0.406862	0.097066	0.105300	0.390771	
23000	1.695768	3	0.100341	0.387726	0.405782	0.106151	0.240794	0.277789	0.237937	0.243481	0.406862	0.097066	0.105300	0.390771	0.100341	0.387726	0.405782	0.106151	0.240794	0.277789	0.237937	0.243481	0.406862	0.097066	0.105300	0.390771	
24000	1.695768	3	0.101181	0.398867	0.394215	0.105737	0.240509	0.255860	0.260605	0.243026	0.394881	0.098074	0.101584	0.405461	0.101181	0.398867	0.394215	0.105737	0.240509	0.255860	0.260605	0.243026	0.394881	0.098074	0.101584	0.405461	
25000	1.695768	3	0.097473	0.389190	0.398991	0.114346	0.238119	0.269517	0.258596	0.233767	0.402389	0.101587	0.099257	0.396767	0.097473	0.389190	0.398991	0.114346	0.238119	0.269517	0.258596	0.233767	0.402389	0.101587	0.099257	0.396767	
26000	1.695768	3	0.093943	0.398848	0.398286	0.108923	0.238615	0.271068	0.251102	0.239215	0.402389	0.101587	0.099257	0.396767	0.093943	0.398848	0.398286	0.108923	0.238615	0.271068	0.251102	0.239215	0.402389	0.101587	0.099257	0.396767	
27000	1.695768	3	0.098520	0.385085	0.405791	0.110604	0.233380	0.267310	0.252306	0.247003	0.395472	0.098657	0.100457	0.405414	0.098520	0.385085	0.405791	0.110604	0.233380	0.267310	0.252306	0.247003	0.395472	0.098657	0.100457	0.405414	
28000	1.695768	4	0.103152	0.391504	0.392645	0.112699	0.253735	0.248022	0.256073	0.242170	0.395472	0.098657	0.100457	0.405414	0.103152	0.391504	0.392645	0.112699	0.245976	0.280447	0.236310	0.237267	0.395472	0.098657	0.100457	0.405414	
29000	1.695768	3	0.103152	0.391504	0.392645	0.112699	0.233357	0.261245	0.258501	0.246897	0.394346	0.099572	0.102234	0.403849	0.103152	0.391504	0.392645	0.112699	0.233357	0.261245	0.258501	0.246897	0.394346	0.099572	0.102234	0.403849	
30000	1.695768	3	0.103158	0.385805	0.399575	0.111463	0.234863	0.270500	0.235766	0.258871	0.401958	0.098485	0.099657	0.399899	0.103158	0.385805	0.399575	0.111463	0.234863	0.270500	0.235766	0.258871	0.401958	0.098485	0.099657	0.399899	
31000	1.695768	3	0.095075	0.391761	0.403024	0.110140	0.245741	0.265110	0.251458	0.237691	0.401958	0.098485	0.099657	0.399899	0.095075	0.391761	0.403024	0.110140	0.245741	0.265110	0.251458	0.237691	0.401958	0.098485	0.099657	0.399899	
