Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.131676	0.202197	0.137677	0.130070	0.267154	0.131225	0.131676	0.202197	0.137677	0.130070	0.267154	0.131225	0.131676	0.202197	0.137677	0.130070	0.267154	0.131225	0.228910	0.141546	0.136250	0.112001	0.127669	0.253624	0.228910	0.141546	0.136250	0.112001	0.127669	0.253624	0.228910	0.141546	0.136250	0.112001	0.127669	0.253624	
2000	71.353907	2	0.138286	0.231240	0.128943	0.128851	0.253662	0.119018	0.138286	0.231240	0.128943	0.128851	0.253662	0.119018	0.138286	0.231240	0.128943	0.128851	0.253662	0.119018	0.243373	0.126072	0.141192	0.118932	0.122283	0.248148	0.243373	0.126072	0.141192	0.118932	0.122283	0.248148	0.243373	0.126072	0.141192	0.118932	0.122283	0.248148	
3000	71.353907	2	0.130156	0.224357	0.123223	0.135377	0.264782	0.122104	0.130156	0.224357	0.123223	0.135377	0.264782	0.122104	0.130156	0.224357	0.123223	0.135377	0.264782	0.122104	0.235859	0.129514	0.142012	0.124659	0.123772	0.244184	0.235859	0.129514	0.142012	0.124659	0.123772	0.244184	0.235859	0.129514	0.142012	0.124659	0.123772	0.244184	
4000	71.353907	2	0.133756	0.226246	0.126235	0.131386	0.266733	0.115643	0.133756	0.226246	0.126235	0.131386	0.266733	0.115643	0.133756	0.226246	0.126235	0.131386	0.266733	0.115643	0.235528	0.129076	0.149085	0.113877	0.149177	0.223257	0.235528	0.129076	0.149085	0.113877	0.149177	0.223257	0.235528	0.129076	0.149085	0.113877	0.149177	0.223257	
5000	71.353907	2	0.128094	0.228097	0.119985	0.134710	0.264367	0.124747	0.128094	0.228097	0.119985	0.134710	0.264367	0.124747	0.128094	0.228097	0.119985	0.134710	0.264367	0.124747	0.243690	0.109904	0.148354	0.122604	0.143338	0.232110	0.243690	0.109904	0.148354	0.122604	0.143338	0.232110	0.243690	0.109904	0.148354	0.122604	0.143338	0.232110	
6000	71.353907	2	0.131524	0.225439	0.119562	0.139509	0.264260	0.119705	0.131524	0.225439	0.119562	0.139509	0.264260	0.119705	0.131524	0.225439	0.119562	0.139509	0.264260	0.119705	0.253380	0.116100	0.143086	0.112594	0.130713	0.244127	0.253380	0.116100	0.143086	0.112594	0.130713	0.244127	0.253380	0.116100	0.143086	0.112594	0.130713	0.244127	
7000	71.353907	2	0.142401	0.221369	0.128278	0.114341	0.260052	0.133559	0.142401	0.221369	0.128278	0.114341	0.260052	0.133559	0.142401	0.221369	0.128278	0.114341	0.260052	0.133559	0.240217	0.122259	0.140624	0.119830	0.136168	0.240903	0.240217	0.122259	0.140624	0.119830	0.136168	0.240903	0.240217	0.122259	0.140624	0.119830	0.136168	0.240903	
8000	71.353907	2	0.127650	0.228577	0.126167	0.129544	0.261627	0.126435	0.127650	0.228577	0.126167	0.129544	0.261627	0.126435	0.127650	0.228577	0.126167	0.129544	0.261627	0.126435	0.246119	0.113279	0.155423	0.115229	0.136014	0.233936	0.246119	0.113279	0.155423	0.115229	0.136014	0.233936	0.246119	0.113279	0.155423	0.115229	0.136014	0.233936	
9000	71.353907	2	0.125434	0.239335	0.133984	0.119643	0.255146	0.126457	0.125434	0.239335	0.133984	0.119643	0.255146	0.126457	0.125434	0.239335	0.133984	0.119643	0.255146	0.126457	0.237819	0.126970	0.140767	0.121537	0.129238	0.243669	0.237819	0.126970	0.140767	0.121537	0.129238	0.243669	0.237819	0.126970	0.140767	0.121537	0.129238	0.243669	
10000	71.353907	2	0.129604	0.220614	0.122693	0.133847	0.257345	0.135897	0.129604	0.220614	0.122693	0.133847	0.257345	0.135897	0.129604	0.220614	0.122693	0.133847	0.257345	0.135897	0.235919	0.122682	0.140505	0.122042	0.138006	0.240846	0.235919	0.122682	0.140505	0.122042	0.138006	0.240846	0.235919	0.122682	0.140505	0.122042	0.138006	0.240846	
