Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.089400	0.403195	0.398110	0.109295	0.262662	0.266516	0.221832	0.248990	0.404812	0.102597	0.098888	0.393704	0.089400	0.403195	0.398110	0.109295	0.262662	0.266516	0.221832	0.248990	0.404812	0.102597	0.098888	0.393704	
2000	71.353907	3	0.089400	0.403195	0.398110	0.109295	0.257421	0.261177	0.237110	0.244291	0.404812	0.102597	0.098888	0.393704	0.089400	0.403195	0.398110	0.109295	0.257421	0.261177	0.237110	0.244291	0.404812	0.102597	0.098888	0.393704	
3000	71.353907	3	0.089400	0.403195	0.398110	0.109295	0.254435	0.259961	0.245850	0.239755	0.403008	0.102921	0.101569	0.392501	0.089400	0.403195	0.398110	0.109295	0.254435	0.259961	0.245850	0.239755	0.403008	0.102921	0.101569	0.392501	
4000	71.353907	3	0.093607	0.408500	0.398985	0.098909	0.264212	0.254696	0.230733	0.250360	0.403008	0.102921	0.101569	0.392501	0.093607	0.408500	0.398985	0.098909	0.264212	0.254696	0.230733	0.250360	0.403008	0.102921	0.101569	0.392501	
5000	71.353907	3	0.091440	0.399448	0.405822	0.103291	0.274969	0.256522	0.232672	0.235837	0.383431	0.102898	0.102767	0.410904	0.091440	0.399448	0.405822	0.103291	0.274969	0.256522	0.232672	0.235837	0.383431	0.102898	0.102767	0.410904	
6000	71.353907	3	0.090157	0.410833	0.394229	0.104781	0.261506	0.258473	0.233007	0.247015	0.395669	0.107348	0.098404	0.398579	0.090157	0.410833	0.394229	0.104781	0.261506	0.258473	0.233007	0.247015	0.395669	0.107348	0.098404	0.398579	
7000	71.353907	3	0.090157	0.410833	0.394229	0.104781	0.245695	0.266580	0.243148	0.244577	0.395669	0.107348	0.098404	0.398579	0.090157	0.410833	0.394229	0.104781	0.245695	0.266580	0.243148	0.244577	0.395669	0.107348	0.098404	0.398579	
8000	71.353907	3	0.089620	0.415180	0.397275	0.097926	0.262294	0.253741	0.235022	0.248944	0.392393	0.100622	0.098173	0.408812	0.089620	0.415180	0.397275	0.097926	0.262294	0.253741	0.235022	0.248944	0.392393	0.100622	0.098173	0.408812	
9000	71.353907	3	0.089620	0.415180	0.397275	0.097926	0.269591	0.250942	0.230915	0.248552	0.396575	0.101787	0.096835	0.404803	0.089620	0.415180	0.397275	0.097926	0.269591	0.250942	0.230915	0.248552	0.396575	0.101787	0.096835	0.404803	
10000	71.353907	3	0.089858	0.417257	0.393109	0.099776	0.249833	0.258826	0.242481	0.248860	0.397758	0.101219	0.102756	0.398267	0.089858	0.417257	0.393109	0.099776	0.249833	0.258826	0.242481	0.248860	0.397758	0.101219	0.102756	0.398267	
11000	71.353907	3	0.089858	0.417257	0.393109	0.099776	0.270885	0.246844	0.233595	0.248676	0.403835	0.099099	0.098167	0.398899	0.089858	0.417257	0.393109	0.099776	0.270885	0.246844	0.233595	0.248676	0.403835	0.099099	0.098167	0.398899	
12000	71.353907	3	0.089858	0.417257	0.393109	0.099776	0.266504	0.269940	0.230849	0.232708	0.404729	0.100589	0.098241	0.396441	0.089858	0.417257	0.393109	0.099776	0.266504	0.269940	0.230849	0.232708	0.404729	0.100589	0.098241	0.396441	
13000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.273648	0.257940	0.231693	0.236720	0.393771	0.105259	0.096216	0.404755	0.091684	0.407257	0.398708	0.102351	0.273648	0.257940	0.231693	0.236720	0.393771	0.105259	0.096216	0.404755	
14000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.266581	0.241759	0.243803	0.247858	0.393771	0.105259	0.096216	0.404755	0.091684	0.407257	0.398708	0.102351	0.266581	0.241759	0.243803	0.247858	0.393771	0.105259	0.096216	0.404755	
15000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.253134	0.254695	0.238922	0.253248	0.393771	0.105259	0.096216	0.404755	0.091684	0.407257	0.398708	0.102351	0.253134	0.254695	0.238922	0.253248	0.393771	0.105259	0.096216	0.404755	
16000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.260306	0.256799	0.241791	0.241105	0.393771	0.105259	0.096216	0.404755	0.091684	0.407257	0.398708	0.102351	0.260306	0.256799	0.241791	0.241105	0.393771	0.105259	0.096216	0.404755	
17000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.259805	0.255552	0.246998	0.237645	0.397620	0.104919	0.095527	0.401934	0.091684	0.407257	0.398708	0.102351	0.259805	0.255552	0.246998	0.237645	0.397620	0.104919	0.095527	0.401934	
18000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.250830	0.264636	0.245059	0.239474	0.397620	0.104919	0.095527	0.401934	0.091684	0.407257	0.398708	0.102351	0.250830	0.264636	0.245059	0.239474	0.397620	0.104919	0.095527	0.401934	
19000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.274042	0.255766	0.220844	0.249348	0.396325	0.098978	0.099527	0.405171	0.091684	0.407257	0.398708	0.102351	0.274042	0.255766	0.220844	0.249348	0.396325	0.098978	0.099527	0.405171	
20000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.260246	0.252091	0.241226	0.246438	0.396325	0.098978	0.099527	0.405171	0.091684	0.407257	0.398708	0.102351	0.260246	0.252091	0.241226	0.246438	0.396325	0.098978	0.099527	0.405171	
21000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.261502	0.255022	0.238057	0.245419	0.396873	0.099352	0.101493	0.402282	0.091684	0.407257	0.398708	0.102351	0.261502	0.255022	0.238057	0.245419	0.396873	0.099352	0.101493	0.402282	
22000	71.353907	3	0.091684	0.407257	0.398708	0.102351	0.263169	0.262290	0.228446	0.246095	0.396873	0.099352	0.101493	0.402282	0.091684	0.407257	0.398708	0.102351	0.263169	0.262290	0.228446	0.246095	0.396873	0.099352	0.101493	0.402282	
23000	71.353907	3	0.089724	0.409589	0.402720	0.097967	0.253440	0.259467	0.230848	0.256245	0.396873	0.099352	0.101493	0.402282	0.089724	0.409589	0.402720	0.097967	0.253440	0.259467	0.230848	0.256245	0.396873	0.099352	0.101493	0.402282	
24000	71.353907	3	0.088461	0.407897	0.399944	0.103697	0.251652	0.249639	0.249066	0.249643	0.401658	0.099781	0.098360	0.400202	0.088461	0.407897	0.399944	0.103697	0.251652	0.249639	0.249066	0.249643	0.401658	0.099781	0.098360	0.400202	
25000	71.353907	3	0.090196	0.414451	0.390039	0.105315	0.252790	0.258188	0.249164	0.239858	0.401658	0.099781	0.098360	0.400202	0.090196	0.414451	0.390039	0.105315	0.252790	0.258188	0.249164	0.239858	0.401658	0.099781	0.098360	0.400202	
26000	71.353907	3	0.092437	0.409718	0.398174	0.099671	0.260368	0.254804	0.239323	0.245505	0.401658	0.099781	0.098360	0.400202	0.092437	0.409718	0.398174	0.099671	0.260368	0.254804	0.239323	0.245505	0.401658	0.099781	0.098360	0.400202	
27000	71.353907	3	0.093891	0.413674	0.387761	0.104674	0.253529	0.268614	0.232427	0.245431	0.401658	0.099781	0.098360	0.400202	0.093891	0.413674	0.387761	0.104674	0.253529	0.268614	0.232427	0.245431	0.401658	0.099781	0.098360	0.400202	
28000	71.353907	3	0.092341	0.399738	0.404324	0.103598	0.272710	0.255255	0.229831	0.242204	0.401658	0.099781	0.098360	0.400202	0.092341	0.399738	0.404324	0.103598	0.272710	0.255255	0.229831	0.242204	0.401658	0.099781	0.098360	0.400202	
29000	71.353907	3	0.091799	0.402256	0.400889	0.105055	0.259184	0.253828	0.247966	0.239023	0.401658	0.099781	0.098360	0.400202	0.091799	0.402256	0.400889	0.105055	0.259184	0.253828	0.247966	0.239023	0.401658	0.099781	0.098360	0.400202	
30000	71.353907	3	0.092010	0.404300	0.401724	0.101967	0.256358	0.257146	0.234750	0.251745	0.401658	0.099781	0.098360	0.400202	0.092010	0.404300	0.401724	0.101967	0.256358	0.257146	0.234750	0.251745	0.401658	0.099781	0.098360	0.400202	
31000	71.353907	3	0.094713	0.406962	0.392399	0.105926	0.257490	0.258325	0.248294	0.235891	0.401658	0.099781	0.098360	0.400202	0.094713	0.406962	0.392399	0.105926	0.257490	0.258325	0.248294	0.235891	0.401658	0.099781	0.098360	0.400202	
