Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.118203	0.389843	0.396190	0.095764	0.252602	0.286220	0.229821	0.231357	0.395455	0.109724	0.102017	0.392804	0.118203	0.389843	0.396190	0.095764	0.252602	0.286220	0.229821	0.231357	0.395455	0.109724	0.102017	0.392804	
2000	1.695768	3	0.106166	0.397481	0.394933	0.101421	0.250131	0.277262	0.227457	0.245150	0.396264	0.105435	0.099894	0.398407	0.106166	0.397481	0.394933	0.101421	0.250131	0.277262	0.227457	0.245150	0.396264	0.105435	0.099894	0.398407	
3000	1.695768	3	0.104640	0.408915	0.390000	0.096444	0.252141	0.280623	0.232486	0.234750	0.396264	0.105435	0.099894	0.398407	0.104640	0.408915	0.390000	0.096444	0.252141	0.280623	0.232486	0.234750	0.396264	0.105435	0.099894	0.398407	
4000	1.695768	3	0.100308	0.408363	0.396564	0.094765	0.244830	0.271349	0.248005	0.235815	0.385175	0.107830	0.107102	0.399893	0.100308	0.408363	0.396564	0.094765	0.244830	0.271349	0.248005	0.235815	0.385175	0.107830	0.107102	0.399893	
5000	1.695768	3	0.097816	0.401081	0.404817	0.096285	0.237318	0.276534	0.245996	0.240152	0.399488	0.098435	0.106925	0.395152	0.097816	0.401081	0.404817	0.096285	0.237318	0.276534	0.245996	0.240152	0.399488	0.098435	0.106925	0.395152	
6000	1.695768	3	0.097816	0.401081	0.404817	0.096285	0.242242	0.275782	0.244954	0.237022	0.396586	0.106383	0.108686	0.388345	0.097816	0.401081	0.404817	0.096285	0.242242	0.275782	0.244954	0.237022	0.396586	0.106383	0.108686	0.388345	
7000	1.695768	3	0.097816	0.401081	0.404817	0.096285	0.247523	0.280604	0.235245	0.236629	0.396586	0.106383	0.108686	0.388345	0.097816	0.401081	0.404817	0.096285	0.247523	0.280604	0.235245	0.236629	0.396586	0.106383	0.108686	0.388345	
8000	1.695768	3	0.107657	0.403445	0.387850	0.101048	0.248703	0.276606	0.240276	0.234416	0.381159	0.109146	0.102216	0.407479	0.107657	0.403445	0.387850	0.101048	0.248703	0.276606	0.240276	0.234416	0.381159	0.109146	0.102216	0.407479	
9000	1.695768	3	0.107657	0.403445	0.387850	0.101048	0.250089	0.270710	0.236130	0.243071	0.396586	0.102664	0.105681	0.395069	0.107657	0.403445	0.387850	0.101048	0.250089	0.270710	0.236130	0.243071	0.396586	0.102664	0.105681	0.395069	
10000	1.695768	3	0.105818	0.398292	0.397809	0.098081	0.257638	0.271108	0.240615	0.230639	0.396586	0.102664	0.105681	0.395069	0.105818	0.398292	0.397809	0.098081	0.257638	0.271108	0.240615	0.230639	0.396586	0.102664	0.105681	0.395069	
