Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	71.353907	3	0.091565	0.399006	0.407060	0.102369	0.262196	0.252545	0.248314	0.236946	0.402278	0.094404	0.102542	0.400776	0.091565	0.399006	0.407060	0.102369	0.262196	0.252545	0.248314	0.236946	0.402278	0.094404	0.102542	0.400776	
2000	71.353907	3	0.094399	0.393733	0.412357	0.099510	0.266471	0.251827	0.242851	0.238850	0.402278	0.094404	0.102542	0.400776	0.094399	0.393733	0.412357	0.099510	0.266471	0.251827	0.242851	0.238850	0.402278	0.094404	0.102542	0.400776	
3000	71.353907	3	0.092832	0.393731	0.412813	0.100624	0.254998	0.244413	0.246919	0.253669	0.402278	0.094404	0.102542	0.400776	0.092832	0.393731	0.412813	0.100624	0.254998	0.244413	0.246919	0.253669	0.402278	0.094404	0.102542	0.400776	
4000	71.353907	3	0.092832	0.393731	0.412813	0.100624	0.253604	0.256754	0.245004	0.244639	0.402278	0.094404	0.102542	0.400776	0.092832	0.393731	0.412813	0.100624	0.253604	0.256754	0.245004	0.244639	0.402278	0.094404	0.102542	0.400776	
5000	71.353907	3	0.093679	0.383933	0.425259	0.097129	0.273884	0.241556	0.234948	0.249611	0.402278	0.094404	0.102542	0.400776	0.093679	0.383933	0.425259	0.097129	0.273884	0.241556	0.234948	0.249611	0.402278	0.094404	0.102542	0.400776	
6000	71.353907	3	0.092712	0.397394	0.407669	0.102224	0.259267	0.252947	0.239909	0.247878	0.402278	0.094404	0.102542	0.400776	0.092712	0.397394	0.407669	0.102224	0.259267	0.252947	0.239909	0.247878	0.402278	0.094404	0.102542	0.400776	
7000	71.353907	3	0.093014	0.398578	0.404275	0.104133	0.258577	0.250029	0.245793	0.245600	0.406764	0.100304	0.100710	0.392222	0.093014	0.398578	0.404275	0.104133	0.258577	0.250029	0.245793	0.245600	0.406764	0.100304	0.100710	0.392222	
8000	71.353907	3	0.094887	0.384352	0.411495	0.109266	0.258577	0.250029	0.245793	0.245600	0.406764	0.100304	0.100710	0.392222	0.094887	0.384352	0.411495	0.109266	0.258577	0.250029	0.245793	0.245600	0.406764	0.100304	0.100710	0.392222	
9000	71.353907	3	0.095614	0.402411	0.400104	0.101870	0.260641	0.251951	0.248648	0.238759	0.406764	0.100304	0.100710	0.392222	0.095614	0.402411	0.400104	0.101870	0.260641	0.251951	0.248648	0.238759	0.406764	0.100304	0.100710	0.392222	
10000	71.353907	3	0.095618	0.395485	0.404355	0.104542	0.260641	0.251951	0.248648	0.238759	0.402876	0.100583	0.101568	0.394974	0.095618	0.395485	0.404355	0.104542	0.260641	0.251951	0.248648	0.238759	0.402876	0.100583	0.101568	0.394974	
