Generation	ConcentrationParm	Degree	TL[1]	TL[2]	TL[3]	TL[4]	TL[5]	TL[6]	
1000	0.092720	3	10.745107	10.216734	25.151919	10.216734	10.216734	25.151919	
2000	0.092720	3	12.635356	9.425936	24.961547	9.425936	12.635356	24.961547	
3000	0.092720	2	10.409977	10.409977	25.166119	10.409977	10.409977	25.166119	
4000	0.092720	3	10.626881	9.408086	23.128314	9.408086	10.626881	23.128314	
5000	0.092720	3	10.534894	8.414732	20.755952	8.414732	10.534894	20.755952	
6000	0.092720	3	8.907938	8.907938	21.094154	8.907938	10.592762	21.094154	
7000	0.092720	3	9.751671	9.751671	20.827831	9.295725	9.751671	20.827831	
8000	0.092720	3	8.377400	8.377400	20.258576	8.377400	10.097299	20.258576	
9000	0.092720	3	8.467537	8.467537	20.231109	8.467537	10.857446	20.231109	
10000	0.092720	3	11.129344	9.738402	19.682603	9.738402	11.129344	19.682603	
11000	0.092720	3	11.096886	7.675577	19.630084	7.675577	11.096886	19.630084	
12000	0.092720	4	9.780612	8.546845	20.226794	8.546845	11.551139	20.226794	
13000	0.092720	3	10.822375	7.375619	18.526034	7.375619	10.822375	18.526034	
14000	0.092720	3	10.144205	7.300771	18.516467	7.300771	10.144205	18.516467	
15000	0.092720	3	9.970751	7.058575	18.610785	7.058575	9.970751	18.610785	
16000	0.092720	3	10.909646	7.100959	18.504686	7.100959	10.909646	18.504686	
17000	0.092720	4	9.291517	7.479233	18.138605	7.479233	11.175650	18.138605	
18000	0.092720	4	8.707558	7.090792	18.762513	7.090792	12.374408	18.762513	
19000	0.092720	4	8.911729	6.945046	18.615945	6.945046	11.258134	18.615945	
20000	0.092720	4	9.726616	7.242389	18.174229	7.242389	11.816897	18.174229	
21000	0.092720	4	8.752980	6.814162	18.705477	6.814162	12.269706	18.705477	
22000	0.092720	4	9.212806	6.758457	18.040952	6.758457	10.529013	18.040952	
23000	0.092720	4	9.178047	7.012461	18.225237	7.012461	12.051591	18.225237	
24000	0.092720	4	8.776274	6.969966	17.403935	6.969966	11.079681	17.403935	
25000	0.092720	4	9.627285	6.831197	17.423219	6.831197	11.282538	17.423219	
26000	0.092720	4	9.733573	9.733573	17.754101	8.442831	11.774138	17.754101	
27000	0.092720	4	7.841282	7.841282	17.687678	8.041738	10.967608	17.687678	
28000	0.092720	3	8.888123	8.888123	18.811972	8.888123	11.036127	18.811972	
29000	0.092720	4	8.597871	8.597871	17.844998	8.211870	11.481256	17.844998	
30000	0.092720	4	9.282263	9.282263	18.280226	8.329097	11.606781	18.280226	
31000	0.092720	3	7.266323	7.266323	18.331938	7.266323	10.609583	18.331938	
32000	0.092720	4	9.022761	8.556773	17.010218	8.556773	10.886090	17.010218	
33000	0.092720	4	8.078601	7.382564	17.829914	7.382564	11.107962	17.829914	
34000	0.092720	2	7.092431	7.092431	16.490017	7.092431	16.490017	16.490017	
35000	0.092720	3	9.064575	7.071659	17.300970	7.071659	17.300970	17.300970	
36000	0.092720	4	8.584599	7.289943	16.825873	7.289943	10.388961	16.825873	
37000	0.092720	3	7.178466	7.178466	16.773996	7.178466	11.565602	16.773996	
38000	0.092720	3	7.212491	7.212491	17.398363	7.212491	11.451701	17.398363	
39000	0.092720	4	7.603092	7.603092	17.296991	7.082822	10.922862	17.296991	
40000	0.092720	3	8.968950	8.200942	17.008394	8.200942	17.008394	17.008394	
41000	0.092720	3	7.472934	7.472934	17.456485	7.472934	10.876793	17.456485	
42000	0.092720	3	7.801872	7.801872	17.307033	7.801872	10.723765	17.307033	
43000	0.092720	3	7.253342	7.253342	16.624707	7.253342	10.584323	16.624707	
44000	0.092720	4	9.040695	6.879460	17.394427	6.879460	11.163337	17.394427	
45000	0.092720	3	8.197748	8.197748	17.446296	8.197748	11.033585	17.446296	
46000	0.092720	3	8.005000	8.005000	16.663338	8.005000	10.539722	16.663338	
47000	0.092720	3	6.740055	6.740055	16.578568	6.740055	10.303872	16.578568	
48000	0.092720	3	7.035153	7.035153	16.664522	7.035153	10.465057	16.664522	
49000	0.092720	3	6.970524	6.970524	16.998294	6.970524	10.502268	16.998294	
50000	0.092720	3	7.264758	7.264758	16.166321	7.264758	10.400556	16.166321	
