Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.131652	0.228321	0.127687	0.123119	0.264259	0.124963	0.131652	0.228321	0.127687	0.123119	0.264259	0.124963	0.131652	0.228321	0.127687	0.123119	0.264259	0.124963	0.231127	0.117682	0.121535	0.155349	0.121181	0.253126	0.231127	0.117682	0.121535	0.155349	0.121181	0.253126	0.231127	0.117682	0.121535	0.155349	0.121181	0.253126	
2000	0.092720	2	0.136147	0.229249	0.122159	0.121052	0.251461	0.139933	0.136147	0.229249	0.122159	0.121052	0.251461	0.139933	0.136147	0.229249	0.122159	0.121052	0.251461	0.139933	0.248889	0.112629	0.128669	0.141044	0.125541	0.243230	0.248889	0.112629	0.128669	0.141044	0.125541	0.243230	0.248889	0.112629	0.128669	0.141044	0.125541	0.243230	
3000	0.092720	2	0.136227	0.226714	0.129740	0.122919	0.252394	0.132007	0.136227	0.226714	0.129740	0.122919	0.252394	0.132007	0.136227	0.226714	0.129740	0.122919	0.252394	0.132007	0.221827	0.127756	0.126494	0.130019	0.135709	0.258196	0.221827	0.127756	0.126494	0.130019	0.135709	0.258196	0.221827	0.127756	0.126494	0.130019	0.135709	0.258196	
4000	0.092720	2	0.139588	0.232055	0.128166	0.123129	0.249586	0.127476	0.139588	0.232055	0.128166	0.123129	0.249586	0.127476	0.139588	0.232055	0.128166	0.123129	0.249586	0.127476	0.225183	0.123215	0.127022	0.137929	0.126154	0.260496	0.225183	0.123215	0.127022	0.137929	0.126154	0.260496	0.225183	0.123215	0.127022	0.137929	0.126154	0.260496	
5000	0.092720	2	0.120709	0.237142	0.135379	0.118995	0.248540	0.139235	0.120709	0.237142	0.135379	0.118995	0.248540	0.139235	0.120709	0.237142	0.135379	0.118995	0.248540	0.139235	0.240667	0.118703	0.128100	0.133381	0.122138	0.257011	0.240667	0.118703	0.128100	0.133381	0.122138	0.257011	0.240667	0.118703	0.128100	0.133381	0.122138	0.257011	
6000	0.092720	2	0.131457	0.223856	0.135651	0.116473	0.244691	0.147872	0.131457	0.223856	0.135651	0.116473	0.244691	0.147872	0.131457	0.223856	0.135651	0.116473	0.244691	0.147872	0.241554	0.118535	0.124449	0.130856	0.136918	0.247687	0.241554	0.118535	0.124449	0.130856	0.136918	0.247687	0.241554	0.118535	0.124449	0.130856	0.136918	0.247687	
7000	0.092720	2	0.134272	0.250355	0.127471	0.129143	0.228315	0.130444	0.134272	0.250355	0.127471	0.129143	0.228315	0.130444	0.134272	0.250355	0.127471	0.129143	0.228315	0.130444	0.231884	0.113196	0.132631	0.126020	0.131950	0.264319	0.231884	0.113196	0.132631	0.126020	0.131950	0.264319	0.231884	0.113196	0.132631	0.126020	0.131950	0.264319	
8000	0.092720	2	0.136280	0.237780	0.128613	0.120017	0.230361	0.146949	0.136280	0.237780	0.128613	0.120017	0.230361	0.146949	0.136280	0.237780	0.128613	0.120017	0.230361	0.146949	0.237293	0.117820	0.127610	0.134994	0.129783	0.252500	0.237293	0.117820	0.127610	0.134994	0.129783	0.252500	0.237293	0.117820	0.127610	0.134994	0.129783	0.252500	
9000	0.092720	2	0.128732	0.241664	0.132206	0.113734	0.231161	0.152504	0.128732	0.241664	0.132206	0.113734	0.231161	0.152504	0.128732	0.241664	0.132206	0.113734	0.231161	0.152504	0.223272	0.127017	0.135411	0.132404	0.119515	0.262381	0.223272	0.127017	0.135411	0.132404	0.119515	0.262381	0.223272	0.127017	0.135411	0.132404	0.119515	0.262381	
10000	0.092720	2	0.123714	0.243731	0.132223	0.129686	0.242823	0.127822	0.123714	0.243731	0.132223	0.129686	0.242823	0.127822	0.123714	0.243731	0.132223	0.129686	0.242823	0.127822	0.234540	0.112817	0.139286	0.119322	0.129989	0.264046	0.234540	0.112817	0.139286	0.119322	0.129989	0.264046	0.234540	0.112817	0.139286	0.119322	0.129989	0.264046	
