Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.177445	0.051791	0.668496	0.668496	0.051791	0.177445	
2000	0.092720	3	0.189694	0.055243	0.683424	0.683424	0.055243	0.189694	
3000	0.092720	3	0.192649	0.055401	0.758992	0.758992	0.055401	0.192649	
4000	0.092720	3	0.194830	0.056078	0.771376	0.771376	0.056078	0.194830	
5000	0.092720	3	0.188867	0.058562	0.770064	0.770064	0.058562	0.188867	
6000	0.092720	3	0.187539	0.056300	0.735272	0.735272	0.056300	0.187539	
7000	0.092720	3	0.186974	0.057750	0.766790	0.766790	0.057750	0.186974	
8000	0.092720	3	0.192714	0.057717	0.740926	0.740926	0.057717	0.192714	
9000	0.092720	3	0.196350	0.058564	0.771386	0.771386	0.058564	0.196350	
10000	0.092720	3	0.190391	0.059679	0.750140	0.750140	0.059679	0.190391	
11000	0.092720	3	0.189369	0.057801	0.747109	0.747109	0.057801	0.189369	
12000	0.092720	3	0.189362	0.060621	0.827108	0.827108	0.060621	0.189362	
13000	0.092720	3	0.188108	0.058617	0.747200	0.747200	0.058617	0.188108	
14000	0.092720	3	0.193657	0.059159	0.782791	0.782791	0.059159	0.193657	
15000	0.092720	3	0.190775	0.055953	0.745091	0.745091	0.055953	0.190775	
16000	0.092720	3	0.195011	0.057795	0.798386	0.798386	0.057795	0.195011	
17000	0.092720	4	0.180730	0.057992	0.776260	0.712675	0.057992	0.180730	
18000	0.092720	3	0.192727	0.058445	0.808685	0.808685	0.058445	0.192727	
19000	0.092720	3	0.192452	0.059185	0.775668	0.775668	0.059185	0.192452	
20000	0.092720	3	0.196397	0.060918	0.778338	0.778338	0.060918	0.196397	
21000	0.092720	3	0.191709	0.060458	0.784741	0.784741	0.060458	0.191709	
22000	0.092720	3	0.185189	0.060129	0.774976	0.774976	0.060129	0.185189	
23000	0.092720	3	0.192375	0.059979	0.817644	0.817644	0.059979	0.192375	
24000	0.092720	3	0.193773	0.058312	0.765211	0.765211	0.058312	0.193773	
25000	0.092720	3	0.189300	0.056292	0.807998	0.807998	0.056292	0.189300	
26000	0.092720	3	0.186332	0.062484	0.747993	0.747993	0.062484	0.186332	
27000	0.092720	3	0.191186	0.061184	0.799239	0.799239	0.061184	0.191186	
28000	0.092720	3	0.184340	0.058556	0.791267	0.791267	0.058556	0.184340	
29000	0.092720	3	0.195548	0.060346	0.764818	0.764818	0.060346	0.195548	
30000	0.092720	3	0.184676	0.060988	0.808081	0.808081	0.060988	0.184676	
31000	0.092720	3	0.181239	0.062816	0.823073	0.823073	0.062816	0.181239	
32000	0.092720	3	0.193251	0.065200	0.772033	0.772033	0.065200	0.193251	
33000	0.092720	3	0.184494	0.060417	0.779836	0.779836	0.060417	0.184494	
34000	0.092720	3	0.187569	0.060430	0.778270	0.778270	0.060430	0.187569	
35000	0.092720	3	0.185762	0.062848	0.811184	0.811184	0.062848	0.185762	
36000	0.092720	3	0.192139	0.063232	0.755838	0.755838	0.063232	0.192139	
37000	0.092720	3	0.191215	0.059891	0.762753	0.762753	0.059891	0.191215	
38000	0.092720	3	0.190077	0.063474	0.745445	0.745445	0.063474	0.190077	
39000	0.092720	3	0.183141	0.061917	0.765974	0.765974	0.061917	0.183141	
40000	0.092720	3	0.181192	0.062702	0.794316	0.794316	0.062702	0.181192	
41000	0.092720	3	0.187431	0.067245	0.829644	0.829644	0.067245	0.187431	
42000	0.092720	3	0.189104	0.064917	0.774746	0.774746	0.064917	0.189104	
43000	0.092720	3	0.192070	0.066109	0.822283	0.822283	0.066109	0.192070	
44000	0.092720	3	0.188866	0.062374	0.825278	0.825278	0.062374	0.188866	
45000	0.092720	3	0.187107	0.064948	0.819414	0.819414	0.064948	0.187107	
46000	0.092720	3	0.186320	0.065724	0.780864	0.780864	0.065724	0.186320	
47000	0.092720	4	0.187214	0.064926	0.858059	0.725217	0.064926	0.187214	
48000	0.092720	3	0.193086	0.063168	0.752973	0.752973	0.063168	0.193086	
49000	0.092720	3	0.185920	0.061836	0.808941	0.808941	0.061836	0.185920	
50000	0.092720	3	0.182081	0.063192	0.788577	0.788577	0.063192	0.182081	
51000	0.092720	3	0.195356	0.065176	0.797412	0.797412	0.065176	0.195356	
52000	0.092720	3	0.182797	0.063346	0.781454	0.781454	0.063346	0.182797	
53000	0.092720	3	0.191590	0.066585	0.841195	0.841195	0.066585	0.191590	
54000	0.092720	3	0.191746	0.065578	0.804828	0.804828	0.065578	0.191746	
55000	0.092720	3	0.176427	0.065626	0.781742	0.781742	0.065626	0.176427	
56000	0.092720	3	0.199973	0.063318	0.771165	0.771165	0.063318	0.199973	
57000	0.092720	3	0.192876	0.063997	0.828687	0.828687	0.063997	0.192876	
58000	0.092720	3	0.186142	0.062619	0.789972	0.789972	0.062619	0.186142	
59000	0.092720	3	0.207295	0.064335	0.808786	0.808786	0.064335	0.207295	
60000	0.092720	3	0.191911	0.063500	0.815322	0.815322	0.063500	0.191911	
61000	0.092720	3	0.177941	0.065815	0.815463	0.815463	0.065815	0.177941	
62000	0.092720	3	0.200963	0.064661	0.880458	0.880458	0.064661	0.200963	
63000	0.092720	3	0.191612	0.064139	0.847487	0.847487	0.064139	0.191612	
64000	0.092720	3	0.193775	0.065167	0.856351	0.856351	0.065167	0.193775	
65000	0.092720	3	0.186940	0.066067	0.855175	0.855175	0.066067	0.186940	
66000	0.092720	3	0.183015	0.067131	0.817624	0.817624	0.067131	0.183015	
67000	0.092720	3	0.182057	0.062638	0.791809	0.791809	0.062638	0.182057	
68000	0.092720	3	0.191957	0.066131	0.812111	0.812111	0.066131	0.191957	
69000	0.092720	3	0.190489	0.064480	0.829111	0.829111	0.064480	0.190489	
70000	0.092720	3	0.190316	0.064052	0.821676	0.821676	0.064052	0.190316	
71000	0.092720	3	0.176187	0.063694	0.874566	0.874566	0.063694	0.176187	
72000	0.092720	3	0.178705	0.061250	0.814082	0.814082	0.061250	0.178705	
73000	0.092720	3	0.181200	0.064214	0.856701	0.856701	0.064214	0.181200	
74000	0.092720	3	0.179069	0.064488	0.806404	0.806404	0.064488	0.179069	
75000	0.092720	3	0.181711	0.062963	0.804906	0.804906	0.062963	0.181711	
76000	0.092720	3	0.180150	0.063167	0.870977	0.870977	0.063167	0.180150	
77000	0.092720	3	0.185869	0.065662	0.834354	0.834354	0.065662	0.185869	
78000	0.092720	3	0.183729	0.061538	0.831020	0.831020	0.061538	0.183729	
79000	0.092720	3	0.183713	0.062128	0.822655	0.822655	0.062128	0.183713	
80000	0.092720	3	0.190323	0.065685	0.828173	0.828173	0.065685	0.190323	
81000	0.092720	3	0.190715	0.061829	0.893990	0.893990	0.061829	0.190715	
