Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.092299	0.395186	0.403198	0.109317	0.256998	0.242276	0.260445	0.240280	0.399967	0.102775	0.090970	0.406288	0.092299	0.395186	0.403198	0.109317	0.256998	0.242276	0.260445	0.240280	0.399967	0.102775	0.090970	0.406288	
2000	1.695768	3	0.098464	0.394997	0.400959	0.105579	0.280538	0.227710	0.255724	0.236028	0.399967	0.102775	0.090970	0.406288	0.098464	0.394997	0.400959	0.105579	0.280538	0.227710	0.255724	0.236028	0.399967	0.102775	0.090970	0.406288	
3000	1.695768	3	0.098464	0.394997	0.400959	0.105579	0.265151	0.238234	0.259561	0.237054	0.399967	0.102775	0.090970	0.406288	0.098464	0.394997	0.400959	0.105579	0.265151	0.238234	0.259561	0.237054	0.399967	0.102775	0.090970	0.406288	
4000	1.695768	3	0.098464	0.394997	0.400959	0.105579	0.253097	0.249744	0.243530	0.253629	0.394552	0.103585	0.092999	0.408864	0.098464	0.394997	0.400959	0.105579	0.253097	0.249744	0.243530	0.253629	0.394552	0.103585	0.092999	0.408864	
5000	1.695768	3	0.101127	0.401521	0.392041	0.105311	0.255689	0.245465	0.256504	0.242343	0.394552	0.103585	0.092999	0.408864	0.101127	0.401521	0.392041	0.105311	0.255689	0.245465	0.256504	0.242343	0.394552	0.103585	0.092999	0.408864	
6000	1.695768	3	0.103126	0.384531	0.412297	0.100046	0.262650	0.231147	0.249233	0.256970	0.394552	0.103585	0.092999	0.408864	0.103126	0.384531	0.412297	0.100046	0.262650	0.231147	0.249233	0.256970	0.394552	0.103585	0.092999	0.408864	
7000	1.695768	3	0.099498	0.393310	0.403558	0.103634	0.266725	0.236247	0.255260	0.241768	0.390663	0.105226	0.097299	0.406812	0.099498	0.393310	0.403558	0.103634	0.266725	0.236247	0.255260	0.241768	0.390663	0.105226	0.097299	0.406812	
8000	1.695768	3	0.099498	0.393310	0.403558	0.103634	0.257983	0.247364	0.259679	0.234974	0.390663	0.105226	0.097299	0.406812	0.099498	0.393310	0.403558	0.103634	0.257983	0.247364	0.259679	0.234974	0.390663	0.105226	0.097299	0.406812	
9000	1.695768	3	0.099498	0.393310	0.403558	0.103634	0.254080	0.253473	0.251490	0.240957	0.392780	0.106488	0.098727	0.402006	0.099498	0.393310	0.403558	0.103634	0.254080	0.253473	0.251490	0.240957	0.392780	0.106488	0.098727	0.402006	
10000	1.695768	3	0.099498	0.393310	0.403558	0.103634	0.263537	0.231490	0.253143	0.251830	0.392780	0.106488	0.098727	0.402006	0.099498	0.393310	0.403558	0.103634	0.263537	0.231490	0.253143	0.251830	0.392780	0.106488	0.098727	0.402006	
11000	1.695768	3	0.105191	0.385534	0.402956	0.106320	0.258320	0.248701	0.255391	0.237587	0.392780	0.106488	0.098727	0.402006	0.105191	0.385534	0.402956	0.106320	0.258320	0.248701	0.255391	0.237587	0.392780	0.106488	0.098727	0.402006	
12000	1.695768	3	0.105191	0.385534	0.402956	0.106320	0.261739	0.232593	0.261260	0.244408	0.392780	0.106488	0.098727	0.402006	0.105191	0.385534	0.402956	0.106320	0.261739	0.232593	0.261260	0.244408	0.392780	0.106488	0.098727	0.402006	
13000	1.695768	3	0.103721	0.389347	0.402240	0.104692	0.252975	0.237660	0.256417	0.252948	0.392780	0.106488	0.098727	0.402006	0.103721	0.389347	0.402240	0.104692	0.252975	0.237660	0.256417	0.252948	0.392780	0.106488	0.098727	0.402006	
14000	1.695768	3	0.102506	0.391650	0.401602	0.104242	0.261665	0.240149	0.252525	0.245661	0.392780	0.106488	0.098727	0.402006	0.102506	0.391650	0.401602	0.104242	0.261665	0.240149	0.252525	0.245661	0.392780	0.106488	0.098727	0.402006	
15000	1.695768	3	0.102506	0.391650	0.401602	0.104242	0.278915	0.227511	0.254953	0.238621	0.392780	0.106488	0.098727	0.402006	0.102506	0.391650	0.401602	0.104242	0.278915	0.227511	0.254953	0.238621	0.392780	0.106488	0.098727	0.402006	
16000	1.695768	3	0.100080	0.388617	0.399065	0.112237	0.262148	0.238106	0.250378	0.249368	0.392780	0.106488	0.098727	0.402006	0.100080	0.388617	0.399065	0.112237	0.262148	0.238106	0.250378	0.249368	0.392780	0.106488	0.098727	0.402006	
17000	1.695768	3	0.100080	0.388617	0.399065	0.112237	0.264253	0.231898	0.251155	0.252694	0.392780	0.106488	0.098727	0.402006	0.100080	0.388617	0.399065	0.112237	0.264253	0.231898	0.251155	0.252694	0.392780	0.106488	0.098727	0.402006	
18000	1.695768	3	0.098535	0.402648	0.395497	0.103321	0.252516	0.240685	0.251440	0.255360	0.392780	0.106488	0.098727	0.402006	0.098535	0.402648	0.395497	0.103321	0.252516	0.240685	0.251440	0.255360	0.392780	0.106488	0.098727	0.402006	
19000	1.695768	3	0.097589	0.400623	0.397937	0.103851	0.265847	0.228617	0.263723	0.241813	0.392780	0.106488	0.098727	0.402006	0.097589	0.400623	0.397937	0.103851	0.265847	0.228617	0.263723	0.241813	0.392780	0.106488	0.098727	0.402006	
20000	1.695768	3	0.097589	0.400623	0.397937	0.103851	0.262336	0.242308	0.250478	0.244879	0.392495	0.106443	0.098665	0.402397	0.097589	0.400623	0.397937	0.103851	0.262336	0.242308	0.250478	0.244879	0.392495	0.106443	0.098665	0.402397	
21000	1.695768	3	0.093375	0.395324	0.407192	0.104109	0.255353	0.241940	0.251170	0.251536	0.392495	0.106443	0.098665	0.402397	0.093375	0.395324	0.407192	0.104109	0.255353	0.241940	0.251170	0.251536	0.392495	0.106443	0.098665	0.402397	
