Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	4	0.157096	0.054220	0.706712	0.706712	0.054220	0.205049	
2000	1.695768	3	0.207549	0.064757	0.759932	0.759932	0.064757	0.207549	
3000	1.695768	3	0.203470	0.065274	0.759515	0.759515	0.065274	0.203470	
4000	1.695768	3	0.204863	0.064938	0.760272	0.760272	0.064938	0.204863	
5000	1.695768	3	0.210847	0.066656	0.760681	0.760681	0.066656	0.210847	
6000	1.695768	3	0.200531	0.063872	0.817798	0.817798	0.063872	0.200531	
7000	1.695768	3	0.201147	0.064291	0.790934	0.790934	0.064291	0.201147	
8000	1.695768	3	0.197014	0.063739	0.770715	0.770715	0.063739	0.197014	
9000	1.695768	4	0.189449	0.062979	0.776614	0.765952	0.062979	0.189449	
10000	1.695768	3	0.188275	0.061935	0.794750	0.794750	0.061935	0.188275	
11000	1.695768	3	0.202093	0.063728	0.755442	0.755442	0.063728	0.202093	
12000	1.695768	3	0.201783	0.064939	0.773000	0.773000	0.064939	0.201783	
13000	1.695768	3	0.203650	0.063590	0.744057	0.744057	0.063590	0.203650	
14000	1.695768	3	0.202477	0.061866	0.761496	0.761496	0.061866	0.202477	
15000	1.695768	3	0.182727	0.065701	0.766619	0.766619	0.065701	0.182727	
16000	1.695768	3	0.197605	0.064314	0.752808	0.752808	0.064314	0.197605	
17000	1.695768	3	0.196769	0.060546	0.772054	0.772054	0.060546	0.196769	
18000	1.695768	3	0.195187	0.063829	0.809182	0.809182	0.063829	0.195187	
19000	1.695768	3	0.194911	0.060274	0.789029	0.789029	0.060274	0.194911	
20000	1.695768	3	0.192059	0.061561	0.714239	0.714239	0.061561	0.192059	
21000	1.695768	3	0.188981	0.064299	0.787823	0.787823	0.064299	0.188981	
22000	1.695768	3	0.193579	0.064537	0.747215	0.747215	0.064537	0.193579	
23000	1.695768	3	0.195738	0.060420	0.764826	0.764826	0.060420	0.195738	
24000	1.695768	4	0.190867	0.059668	0.747314	0.747314	0.059668	0.188458	
