Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	1.695768	3	0.211851	0.055414	0.654753	0.654753	0.055414	0.211851	
2000	1.695768	4	0.168296	0.052415	0.674832	0.674832	0.052415	0.212007	
3000	1.695768	3	0.231086	0.051167	0.664384	0.664384	0.051167	0.231086	
4000	1.695768	3	0.213776	0.053377	0.652082	0.652082	0.053377	0.213776	
5000	1.695768	4	0.205335	0.053616	0.679589	0.654713	0.053616	0.205335	
6000	1.695768	3	0.218187	0.054953	0.713087	0.713087	0.054953	0.218187	
7000	1.695768	3	0.208458	0.056210	0.666703	0.666703	0.056210	0.208458	
8000	1.695768	3	0.209473	0.055517	0.630149	0.630149	0.055517	0.209473	
9000	1.695768	3	0.211513	0.056602	0.701076	0.701076	0.056602	0.211513	
10000	1.695768	3	0.218636	0.054043	0.677234	0.677234	0.054043	0.218636	
11000	1.695768	4	0.210753	0.054317	0.689365	0.648018	0.054317	0.210753	
12000	1.695768	4	0.194931	0.055445	0.670793	0.670793	0.055445	0.229620	
13000	1.695768	4	0.205137	0.055444	0.715533	0.715533	0.055444	0.209743	
14000	1.695768	3	0.205787	0.052302	0.683968	0.683968	0.052302	0.205787	
15000	1.695768	3	0.202769	0.052045	0.686586	0.686586	0.052045	0.202769	
16000	1.695768	3	0.215192	0.052791	0.700539	0.700539	0.052791	0.215192	
17000	1.695768	4	0.207231	0.055348	0.647247	0.665708	0.055348	0.207231	
18000	1.695768	4	0.199317	0.055499	0.651271	0.680025	0.055499	0.199317	
19000	1.695768	3	0.213488	0.056967	0.675614	0.675614	0.056967	0.213488	
20000	1.695768	3	0.202139	0.054892	0.654871	0.654871	0.054892	0.202139	
21000	1.695768	3	0.205736	0.053937	0.652242	0.652242	0.053937	0.205736	
22000	1.695768	3	0.208099	0.055470	0.668639	0.668639	0.055470	0.208099	
23000	1.695768	3	0.211136	0.053910	0.677275	0.677275	0.053910	0.211136	
24000	1.695768	4	0.203001	0.054989	0.673695	0.672384	0.054989	0.203001	
25000	1.695768	4	0.202640	0.052373	0.705660	0.699162	0.052373	0.202640	
26000	1.695768	3	0.204565	0.056994	0.670277	0.670277	0.056994	0.204565	
27000	1.695768	3	0.205633	0.054364	0.723872	0.723872	0.054364	0.205633	
28000	1.695768	3	0.204766	0.054682	0.676451	0.676451	0.054682	0.204766	
29000	1.695768	3	0.210940	0.053836	0.684878	0.684878	0.053836	0.210940	
30000	1.695768	3	0.205108	0.053593	0.668528	0.668528	0.053593	0.205108	
31000	1.695768	4	0.213146	0.054862	0.690182	0.690182	0.053672	0.213146	
32000	1.695768	3	0.208195	0.055227	0.664439	0.664439	0.055227	0.208195	
33000	1.695768	3	0.205676	0.055422	0.695419	0.695419	0.055422	0.205676	
