Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.118122	0.238058	0.129735	0.123119	0.246355	0.144612	0.118122	0.238058	0.129735	0.123119	0.246355	0.144612	0.118122	0.238058	0.129735	0.123119	0.246355	0.144612	0.222861	0.156246	0.113566	0.142609	0.128515	0.236203	0.222861	0.156246	0.113566	0.142609	0.128515	0.236203	0.222861	0.156246	0.113566	0.142609	0.128515	0.236203	
2000	1.695768	2	0.121959	0.231403	0.128173	0.124887	0.266582	0.126995	0.121959	0.231403	0.128173	0.124887	0.266582	0.126995	0.121959	0.231403	0.128173	0.124887	0.266582	0.126995	0.241963	0.138827	0.120104	0.137039	0.128676	0.233391	0.241963	0.138827	0.120104	0.137039	0.128676	0.233391	0.241963	0.138827	0.120104	0.137039	0.128676	0.233391	
3000	1.695768	2	0.129177	0.234809	0.124592	0.133169	0.258445	0.119807	0.129177	0.234809	0.124592	0.133169	0.258445	0.119807	0.129177	0.234809	0.124592	0.133169	0.258445	0.119807	0.245152	0.145114	0.114931	0.135541	0.120025	0.239237	0.245152	0.145114	0.114931	0.135541	0.120025	0.239237	0.245152	0.145114	0.114931	0.135541	0.120025	0.239237	
4000	1.695768	2	0.125340	0.226432	0.122200	0.122776	0.271145	0.132107	0.125340	0.226432	0.122200	0.122776	0.271145	0.132107	0.125340	0.226432	0.122200	0.122776	0.271145	0.132107	0.259906	0.127373	0.116059	0.136882	0.124778	0.235001	0.259906	0.127373	0.116059	0.136882	0.124778	0.235001	0.259906	0.127373	0.116059	0.136882	0.124778	0.235001	
5000	1.695768	2	0.131571	0.228847	0.123646	0.133544	0.263807	0.118586	0.131571	0.228847	0.123646	0.133544	0.263807	0.118586	0.131571	0.228847	0.123646	0.133544	0.263807	0.118586	0.244643	0.133611	0.119358	0.134762	0.125394	0.242233	0.244643	0.133611	0.119358	0.134762	0.125394	0.242233	0.244643	0.133611	0.119358	0.134762	0.125394	0.242233	
6000	1.695768	2	0.126197	0.211237	0.126981	0.132094	0.280069	0.123422	0.126197	0.211237	0.126981	0.132094	0.280069	0.123422	0.126197	0.211237	0.126981	0.132094	0.280069	0.123422	0.242424	0.129736	0.123049	0.138425	0.130820	0.235546	0.242424	0.129736	0.123049	0.138425	0.130820	0.235546	0.242424	0.129736	0.123049	0.138425	0.130820	0.235546	
7000	1.695768	2	0.112886	0.227678	0.123802	0.143977	0.263427	0.128230	0.112886	0.227678	0.123802	0.143977	0.263427	0.128230	0.112886	0.227678	0.123802	0.143977	0.263427	0.128230	0.249571	0.125211	0.122175	0.130224	0.126526	0.246294	0.249571	0.125211	0.122175	0.130224	0.126526	0.246294	0.249571	0.125211	0.122175	0.130224	0.126526	0.246294	
8000	1.695768	2	0.123326	0.217619	0.132044	0.136054	0.272806	0.118151	0.123326	0.217619	0.132044	0.136054	0.272806	0.118151	0.123326	0.217619	0.132044	0.136054	0.272806	0.118151	0.227571	0.141748	0.118057	0.135506	0.132929	0.244189	0.227571	0.141748	0.118057	0.135506	0.132929	0.244189	0.227571	0.141748	0.118057	0.135506	0.132929	0.244189	
9000	1.695768	2	0.122889	0.236862	0.134825	0.121056	0.256681	0.127687	0.122889	0.236862	0.134825	0.121056	0.256681	0.127687	0.122889	0.236862	0.134825	0.121056	0.256681	0.127687	0.250871	0.122614	0.110671	0.137329	0.133838	0.244677	0.250871	0.122614	0.110671	0.137329	0.133838	0.244677	0.250871	0.122614	0.110671	0.137329	0.133838	0.244677	
10000	1.695768	2	0.122012	0.229922	0.122945	0.136197	0.272161	0.116764	0.122012	0.229922	0.122945	0.136197	0.272161	0.116764	0.122012	0.229922	0.122945	0.136197	0.272161	0.116764	0.254761	0.132077	0.122639	0.121475	0.127521	0.241527	0.254761	0.132077	0.122639	0.121475	0.127521	0.241527	0.254761	0.132077	0.122639	0.121475	0.127521	0.241527	
11000	1.695768	2	0.124782	0.226967	0.123280	0.135657	0.259396	0.129919	0.124782	0.226967	0.123280	0.135657	0.259396	0.129919	0.124782	0.226967	0.123280	0.135657	0.259396	0.129919	0.250261	0.131207	0.122334	0.128891	0.124706	0.242600	0.250261	0.131207	0.122334	0.128891	0.124706	0.242600	0.250261	0.131207	0.122334	0.128891	0.124706	0.242600	
12000	1.695768	2	0.139719	0.232823	0.123669	0.121234	0.261758	0.120797	0.139719	0.232823	0.123669	0.121234	0.261758	0.120797	0.139719	0.232823	0.123669	0.121234	0.261758	0.120797	0.252724	0.141130	0.103722	0.130851	0.134308	0.237264	0.252724	0.141130	0.103722	0.130851	0.134308	0.237264	0.252724	0.141130	0.103722	0.130851	0.134308	0.237264	
13000	1.695768	2	0.127720	0.225000	0.124572	0.124444	0.268389	0.129875	0.127720	0.225000	0.124572	0.124444	0.268389	0.129875	0.127720	0.225000	0.124572	0.124444	0.268389	0.129875	0.247825	0.134488	0.116434	0.125111	0.129074	0.247069	0.247825	0.134488	0.116434	0.125111	0.129074	0.247069	0.247825	0.134488	0.116434	0.125111	0.129074	0.247069	
14000	1.695768	2	0.121243	0.227870	0.129514	0.125636	0.269650	0.126086	0.121243	0.227870	0.129514	0.125636	0.269650	0.126086	0.121243	0.227870	0.129514	0.125636	0.269650	0.126086	0.230602	0.135064	0.108166	0.118642	0.153419	0.254107	0.230602	0.135064	0.108166	0.118642	0.153419	0.254107	0.230602	0.135064	0.108166	0.118642	0.153419	0.254107	
15000	1.695768	2	0.126394	0.235557	0.120397	0.129742	0.263364	0.124546	0.126394	0.235557	0.120397	0.129742	0.263364	0.124546	0.126394	0.235557	0.120397	0.129742	0.263364	0.124546	0.239065	0.120254	0.120911	0.130180	0.132409	0.257181	0.239065	0.120254	0.120911	0.130180	0.132409	0.257181	0.239065	0.120254	0.120911	0.130180	0.132409	0.257181	
16000	1.695768	2	0.125138	0.228724	0.115758	0.130190	0.273612	0.126578	0.125138	0.228724	0.115758	0.130190	0.273612	0.126578	0.125138	0.228724	0.115758	0.130190	0.273612	0.126578	0.238686	0.131008	0.114483	0.126046	0.134495	0.255283	0.238686	0.131008	0.114483	0.126046	0.134495	0.255283	0.238686	0.131008	0.114483	0.126046	0.134495	0.255283	
17000	1.695768	2	0.130478	0.237309	0.120084	0.125111	0.262659	0.124359	0.130478	0.237309	0.120084	0.125111	0.262659	0.124359	0.130478	0.237309	0.120084	0.125111	0.262659	0.124359	0.253064	0.123727	0.117876	0.127093	0.134623	0.243616	0.253064	0.123727	0.117876	0.127093	0.134623	0.243616	0.253064	0.123727	0.117876	0.127093	0.134623	0.243616	
18000	1.695768	2	0.129587	0.237242	0.123917	0.125304	0.263896	0.120055	0.129587	0.237242	0.123917	0.125304	0.263896	0.120055	0.129587	0.237242	0.123917	0.125304	0.263896	0.120055	0.256422	0.131997	0.113579	0.130279	0.129417	0.238307	0.256422	0.131997	0.113579	0.130279	0.129417	0.238307	0.256422	0.131997	0.113579	0.130279	0.129417	0.238307	
19000	1.695768	2	0.128195	0.222135	0.124347	0.126707	0.277584	0.121033	0.128195	0.222135	0.124347	0.126707	0.277584	0.121033	0.128195	0.222135	0.124347	0.126707	0.277584	0.121033	0.263191	0.127236	0.107867	0.128707	0.127855	0.245144	0.263191	0.127236	0.107867	0.128707	0.127855	0.245144	0.263191	0.127236	0.107867	0.128707	0.127855	0.245144	
20000	1.695768	2	0.124933	0.223615	0.126525	0.128363	0.272877	0.123686	0.124933	0.223615	0.126525	0.128363	0.272877	0.123686	0.124933	0.223615	0.126525	0.128363	0.272877	0.123686	0.254561	0.135339	0.113394	0.125588	0.129324	0.241794	0.254561	0.135339	0.113394	0.125588	0.129324	0.241794	0.254561	0.135339	0.113394	0.125588	0.129324	0.241794	
21000	1.695768	2	0.112779	0.243042	0.119475	0.132422	0.271943	0.120339	0.112779	0.243042	0.119475	0.132422	0.271943	0.120339	0.112779	0.243042	0.119475	0.132422	0.271943	0.120339	0.250357	0.129481	0.115881	0.121198	0.129609	0.253474	0.250357	0.129481	0.115881	0.121198	0.129609	0.253474	0.250357	0.129481	0.115881	0.121198	0.129609	0.253474	
22000	1.695768	2	0.120130	0.241215	0.122767	0.129170	0.259754	0.126965	0.120130	0.241215	0.122767	0.129170	0.259754	0.126965	0.120130	0.241215	0.122767	0.129170	0.259754	0.126965	0.261221	0.117004	0.120925	0.130971	0.133576	0.236304	0.261221	0.117004	0.120925	0.130971	0.133576	0.236304	0.261221	0.117004	0.120925	0.130971	0.133576	0.236304	
23000	1.695768	2	0.118725	0.236252	0.123802	0.119184	0.271507	0.130531	0.118725	0.236252	0.123802	0.119184	0.271507	0.130531	0.118725	0.236252	0.123802	0.119184	0.271507	0.130531	0.255486	0.116431	0.129437	0.120618	0.131531	0.246497	0.255486	0.116431	0.129437	0.120618	0.131531	0.246497	0.255486	0.116431	0.129437	0.120618	0.131531	0.246497	
24000	1.695768	2	0.124097	0.227219	0.127933	0.128472	0.266931	0.125349	0.124097	0.227219	0.127933	0.128472	0.266931	0.125349	0.124097	0.227219	0.127933	0.128472	0.266931	0.125349	0.248244	0.117427	0.121814	0.122937	0.142146	0.247433	0.248244	0.117427	0.121814	0.122937	0.142146	0.247433	0.248244	0.117427	0.121814	0.122937	0.142146	0.247433	
25000	1.695768	2	0.120474	0.224314	0.133112	0.126638	0.270267	0.125195	0.120474	0.224314	0.133112	0.126638	0.270267	0.125195	0.120474	0.224314	0.133112	0.126638	0.270267	0.125195	0.244000	0.138364	0.120315	0.119457	0.131885	0.245979	0.244000	0.138364	0.120315	0.119457	0.131885	0.245979	0.244000	0.138364	0.120315	0.119457	0.131885	0.245979	
26000	1.695768	2	0.119396	0.225850	0.121430	0.133028	0.274336	0.125960	0.119396	0.225850	0.121430	0.133028	0.274336	0.125960	0.119396	0.225850	0.121430	0.133028	0.274336	0.125960	0.252147	0.129416	0.115228	0.129330	0.131567	0.242312	0.252147	0.129416	0.115228	0.129330	0.131567	0.242312	0.252147	0.129416	0.115228	0.129330	0.131567	0.242312	
27000	1.695768	2	0.119992	0.229129	0.130175	0.120326	0.280071	0.120308	0.119992	0.229129	0.130175	0.120326	0.280071	0.120308	0.119992	0.229129	0.130175	0.120326	0.280071	0.120308	0.242440	0.125278	0.122776	0.127895	0.138217	0.243395	0.242440	0.125278	0.122776	0.127895	0.138217	0.243395	0.242440	0.125278	0.122776	0.127895	0.138217	0.243395	
28000	1.695768	2	0.118853	0.224838	0.122034	0.135036	0.276359	0.122880	0.118853	0.224838	0.122034	0.135036	0.276359	0.122880	0.118853	0.224838	0.122034	0.135036	0.276359	0.122880	0.256481	0.140797	0.104796	0.120104	0.144694	0.233129	0.256481	0.140797	0.104796	0.120104	0.144694	0.233129	0.256481	0.140797	0.104796	0.120104	0.144694	0.233129	
29000	1.695768	2	0.126222	0.241752	0.124536	0.116968	0.268925	0.121597	0.126222	0.241752	0.124536	0.116968	0.268925	0.121597	0.126222	0.241752	0.124536	0.116968	0.268925	0.121597	0.255854	0.123537	0.109466	0.127535	0.132972	0.250636	0.255854	0.123537	0.109466	0.127535	0.132972	0.250636	0.255854	0.123537	0.109466	0.127535	0.132972	0.250636	
30000	1.695768	2	0.121059	0.227932	0.121035	0.132049	0.275568	0.122357	0.121059	0.227932	0.121035	0.132049	0.275568	0.122357	0.121059	0.227932	0.121035	0.132049	0.275568	0.122357	0.250614	0.131662	0.122912	0.129573	0.131856	0.233383	0.250614	0.131662	0.122912	0.129573	0.131856	0.233383	0.250614	0.131662	0.122912	0.129573	0.131856	0.233383	
31000	1.695768	2	0.114317	0.227202	0.125276	0.130481	0.277069	0.125656	0.114317	0.227202	0.125276	0.130481	0.277069	0.125656	0.114317	0.227202	0.125276	0.130481	0.277069	0.125656	0.247913	0.138154	0.116416	0.126447	0.125164	0.245907	0.247913	0.138154	0.116416	0.126447	0.125164	0.245907	0.247913	0.138154	0.116416	0.126447	0.125164	0.245907	
32000	1.695768	2	0.114269	0.236044	0.121439	0.123165	0.272960	0.132124	0.114269	0.236044	0.121439	0.123165	0.272960	0.132124	0.114269	0.236044	0.121439	0.123165	0.272960	0.132124	0.237026	0.128619	0.109264	0.121905	0.135904	0.267281	0.237026	0.128619	0.109264	0.121905	0.135904	0.267281	0.237026	0.128619	0.109264	0.121905	0.135904	0.267281	
