Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.136772	0.246207	0.124567	0.150760	0.225174	0.116520	0.136772	0.246207	0.124567	0.150760	0.225174	0.116520	0.136772	0.246207	0.124567	0.150760	0.225174	0.116520	0.259249	0.120678	0.149425	0.135426	0.115433	0.219789	0.259249	0.120678	0.149425	0.135426	0.115433	0.219789	0.259249	0.120678	0.149425	0.135426	0.115433	0.219789	
2000	1.695768	2	0.137825	0.257115	0.123267	0.136895	0.227567	0.117331	0.137825	0.257115	0.123267	0.136895	0.227567	0.117331	0.137825	0.257115	0.123267	0.136895	0.227567	0.117331	0.259453	0.122324	0.140537	0.149203	0.115319	0.213163	0.259453	0.122324	0.140537	0.149203	0.115319	0.213163	0.259453	0.122324	0.140537	0.149203	0.115319	0.213163	
3000	1.695768	2	0.129533	0.256279	0.125691	0.132170	0.227982	0.128346	0.129533	0.256279	0.125691	0.132170	0.227982	0.128346	0.129533	0.256279	0.125691	0.132170	0.227982	0.128346	0.247107	0.128870	0.147314	0.143270	0.111032	0.222408	0.247107	0.128870	0.147314	0.143270	0.111032	0.222408	0.247107	0.128870	0.147314	0.143270	0.111032	0.222408	
4000	1.695768	2	0.131181	0.254729	0.134339	0.123143	0.244050	0.112558	0.131181	0.254729	0.134339	0.123143	0.244050	0.112558	0.131181	0.254729	0.134339	0.123143	0.244050	0.112558	0.254683	0.119788	0.146201	0.138194	0.118271	0.222863	0.254683	0.119788	0.146201	0.138194	0.118271	0.222863	0.254683	0.119788	0.146201	0.138194	0.118271	0.222863	
5000	1.695768	2	0.135582	0.262689	0.132013	0.129989	0.222952	0.116775	0.135582	0.262689	0.132013	0.129989	0.222952	0.116775	0.135582	0.262689	0.132013	0.129989	0.222952	0.116775	0.247079	0.123025	0.136358	0.136157	0.116989	0.240391	0.247079	0.123025	0.136358	0.136157	0.116989	0.240391	0.247079	0.123025	0.136358	0.136157	0.116989	0.240391	
6000	1.695768	2	0.131777	0.251701	0.133644	0.130183	0.235798	0.116898	0.131777	0.251701	0.133644	0.130183	0.235798	0.116898	0.131777	0.251701	0.133644	0.130183	0.235798	0.116898	0.248536	0.120285	0.148222	0.139823	0.119159	0.223976	0.248536	0.120285	0.148222	0.139823	0.119159	0.223976	0.248536	0.120285	0.148222	0.139823	0.119159	0.223976	
7000	1.695768	2	0.140835	0.260726	0.134010	0.127217	0.216044	0.121168	0.140835	0.260726	0.134010	0.127217	0.216044	0.121168	0.140835	0.260726	0.134010	0.127217	0.216044	0.121168	0.239633	0.127217	0.145218	0.133525	0.116868	0.237539	0.239633	0.127217	0.145218	0.133525	0.116868	0.237539	0.239633	0.127217	0.145218	0.133525	0.116868	0.237539	
8000	1.695768	2	0.138519	0.248996	0.125494	0.139487	0.234495	0.113009	0.138519	0.248996	0.125494	0.139487	0.234495	0.113009	0.138519	0.248996	0.125494	0.139487	0.234495	0.113009	0.256948	0.124141	0.137747	0.137415	0.118494	0.225255	0.256948	0.124141	0.137747	0.137415	0.118494	0.225255	0.256948	0.124141	0.137747	0.137415	0.118494	0.225255	
9000	1.695768	2	0.139109	0.244234	0.130441	0.130490	0.241528	0.114199	0.139109	0.244234	0.130441	0.130490	0.241528	0.114199	0.139109	0.244234	0.130441	0.130490	0.241528	0.114199	0.255923	0.131701	0.141308	0.131111	0.108677	0.231281	0.255923	0.131701	0.141308	0.131111	0.108677	0.231281	0.255923	0.131701	0.141308	0.131111	0.108677	0.231281	
10000	1.695768	3	0.128345	0.265936	0.128872	0.129940	0.238945	0.107962	0.125064	0.225666	0.150161	0.140974	0.154456	0.203680	0.128345	0.265936	0.128872	0.129940	0.238945	0.107962	0.258291	0.116379	0.149817	0.125960	0.112454	0.237099	0.125064	0.225666	0.150161	0.140974	0.154456	0.203680	0.258291	0.116379	0.149817	0.125960	0.112454	0.237099	
