Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	71.353907	2	0.127667	0.264827	0.126803	0.135119	0.224938	0.120647	0.127667	0.264827	0.126803	0.135119	0.224938	0.120647	0.127667	0.264827	0.126803	0.135119	0.224938	0.120647	0.237672	0.131111	0.149730	0.125464	0.109929	0.246095	0.237672	0.131111	0.149730	0.125464	0.109929	0.246095	0.237672	0.131111	0.149730	0.125464	0.109929	0.246095	
2000	71.353907	2	0.131257	0.263211	0.138611	0.122648	0.215001	0.129272	0.131257	0.263211	0.138611	0.122648	0.215001	0.129272	0.131257	0.263211	0.138611	0.122648	0.215001	0.129272	0.241748	0.134209	0.145490	0.144735	0.107671	0.226147	0.241748	0.134209	0.145490	0.144735	0.107671	0.226147	0.241748	0.134209	0.145490	0.144735	0.107671	0.226147	
3000	71.353907	2	0.133535	0.260146	0.138615	0.122467	0.221211	0.124026	0.133535	0.260146	0.138615	0.122467	0.221211	0.124026	0.133535	0.260146	0.138615	0.122467	0.221211	0.124026	0.237888	0.121696	0.155817	0.118035	0.126862	0.239702	0.237888	0.121696	0.155817	0.118035	0.126862	0.239702	0.237888	0.121696	0.155817	0.118035	0.126862	0.239702	
4000	71.353907	2	0.132373	0.254044	0.130937	0.125780	0.229687	0.127180	0.132373	0.254044	0.130937	0.125780	0.229687	0.127180	0.132373	0.254044	0.130937	0.125780	0.229687	0.127180	0.238739	0.127480	0.146958	0.131066	0.113734	0.242023	0.238739	0.127480	0.146958	0.131066	0.113734	0.242023	0.238739	0.127480	0.146958	0.131066	0.113734	0.242023	
5000	71.353907	2	0.134919	0.256725	0.135330	0.127217	0.226951	0.118857	0.134919	0.256725	0.135330	0.127217	0.226951	0.118857	0.134919	0.256725	0.135330	0.127217	0.226951	0.118857	0.250586	0.118297	0.143807	0.128147	0.123584	0.235579	0.250586	0.118297	0.143807	0.128147	0.123584	0.235579	0.250586	0.118297	0.143807	0.128147	0.123584	0.235579	
6000	71.353907	2	0.136751	0.242637	0.132112	0.138941	0.226589	0.122970	0.136751	0.242637	0.132112	0.138941	0.226589	0.122970	0.136751	0.242637	0.132112	0.138941	0.226589	0.122970	0.230227	0.131987	0.140274	0.133668	0.118322	0.245521	0.230227	0.131987	0.140274	0.133668	0.118322	0.245521	0.230227	0.131987	0.140274	0.133668	0.118322	0.245521	
7000	71.353907	2	0.125208	0.244143	0.129012	0.143961	0.238004	0.119671	0.125208	0.244143	0.129012	0.143961	0.238004	0.119671	0.125208	0.244143	0.129012	0.143961	0.238004	0.119671	0.236506	0.126913	0.138390	0.132231	0.122523	0.243438	0.236506	0.126913	0.138390	0.132231	0.122523	0.243438	0.236506	0.126913	0.138390	0.132231	0.122523	0.243438	
8000	71.353907	2	0.132208	0.255076	0.134158	0.120830	0.231937	0.125791	0.132208	0.255076	0.134158	0.120830	0.231937	0.125791	0.132208	0.255076	0.134158	0.120830	0.231937	0.125791	0.233534	0.135468	0.137629	0.129041	0.105010	0.259319	0.233534	0.135468	0.137629	0.129041	0.105010	0.259319	0.233534	0.135468	0.137629	0.129041	0.105010	0.259319	
9000	71.353907	2	0.123168	0.249885	0.134008	0.131950	0.236040	0.124950	0.123168	0.249885	0.134008	0.131950	0.236040	0.124950	0.123168	0.249885	0.134008	0.131950	0.236040	0.124950	0.227876	0.130071	0.152041	0.122112	0.125881	0.242019	0.227876	0.130071	0.152041	0.122112	0.125881	0.242019	0.227876	0.130071	0.152041	0.122112	0.125881	0.242019	
10000	71.353907	2	0.123160	0.250219	0.124521	0.127982	0.247847	0.126270	0.123160	0.250219	0.124521	0.127982	0.247847	0.126270	0.123160	0.250219	0.124521	0.127982	0.247847	0.126270	0.251698	0.123992	0.132753	0.149757	0.106090	0.235710	0.251698	0.123992	0.132753	0.149757	0.106090	0.235710	0.251698	0.123992	0.132753	0.149757	0.106090	0.235710	
