Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.131254	0.269503	0.134256	0.124593	0.217271	0.123122	0.131254	0.269503	0.134256	0.124593	0.217271	0.123122	0.131254	0.269503	0.134256	0.124593	0.217271	0.123122	0.241687	0.126894	0.127310	0.126271	0.119786	0.258052	0.241687	0.126894	0.127310	0.126271	0.119786	0.258052	0.241687	0.126894	0.127310	0.126271	0.119786	0.258052	
2000	1.695768	2	0.137682	0.252980	0.127227	0.117126	0.232614	0.132370	0.137682	0.252980	0.127227	0.117126	0.232614	0.132370	0.137682	0.252980	0.127227	0.117126	0.232614	0.132370	0.245057	0.121021	0.140212	0.105482	0.122607	0.265621	0.245057	0.121021	0.140212	0.105482	0.122607	0.265621	0.245057	0.121021	0.140212	0.105482	0.122607	0.265621	
3000	1.695768	2	0.124941	0.248964	0.120969	0.126278	0.244598	0.134250	0.124941	0.248964	0.120969	0.126278	0.244598	0.134250	0.124941	0.248964	0.120969	0.126278	0.244598	0.134250	0.243713	0.124225	0.131411	0.113652	0.117969	0.269029	0.243713	0.124225	0.131411	0.113652	0.117969	0.269029	0.243713	0.124225	0.131411	0.113652	0.117969	0.269029	
4000	1.695768	2	0.123463	0.245760	0.117975	0.131661	0.250588	0.130554	0.123463	0.245760	0.117975	0.131661	0.250588	0.130554	0.123463	0.245760	0.117975	0.131661	0.250588	0.130554	0.236435	0.119690	0.131695	0.116026	0.136523	0.259631	0.236435	0.119690	0.131695	0.116026	0.136523	0.259631	0.236435	0.119690	0.131695	0.116026	0.136523	0.259631	
5000	1.695768	2	0.130875	0.243801	0.115513	0.127563	0.258925	0.123324	0.130875	0.243801	0.115513	0.127563	0.258925	0.123324	0.130875	0.243801	0.115513	0.127563	0.258925	0.123324	0.254582	0.124724	0.127066	0.124399	0.110715	0.258515	0.254582	0.124724	0.127066	0.124399	0.110715	0.258515	0.254582	0.124724	0.127066	0.124399	0.110715	0.258515	
6000	1.695768	2	0.124803	0.236593	0.120757	0.137532	0.248663	0.131652	0.124803	0.236593	0.120757	0.137532	0.248663	0.131652	0.124803	0.236593	0.120757	0.137532	0.248663	0.131652	0.244088	0.116418	0.133182	0.119389	0.123571	0.263352	0.244088	0.116418	0.133182	0.119389	0.123571	0.263352	0.244088	0.116418	0.133182	0.119389	0.123571	0.263352	
7000	1.695768	2	0.139223	0.234432	0.125275	0.130281	0.244664	0.126124	0.139223	0.234432	0.125275	0.130281	0.244664	0.126124	0.139223	0.234432	0.125275	0.130281	0.244664	0.126124	0.237619	0.119681	0.120217	0.115996	0.123798	0.282688	0.237619	0.119681	0.120217	0.115996	0.123798	0.282688	0.237619	0.119681	0.120217	0.115996	0.123798	0.282688	
8000	1.695768	2	0.136918	0.235473	0.122298	0.137604	0.246344	0.121363	0.136918	0.235473	0.122298	0.137604	0.246344	0.121363	0.136918	0.235473	0.122298	0.137604	0.246344	0.121363	0.237527	0.115616	0.135109	0.121465	0.125096	0.265188	0.237527	0.115616	0.135109	0.121465	0.125096	0.265188	0.237527	0.115616	0.135109	0.121465	0.125096	0.265188	
9000	1.695768	2	0.129569	0.251313	0.128980	0.120895	0.241671	0.127572	0.129569	0.251313	0.128980	0.120895	0.241671	0.127572	0.129569	0.251313	0.128980	0.120895	0.241671	0.127572	0.244641	0.129594	0.124695	0.110803	0.118553	0.271714	0.244641	0.129594	0.124695	0.110803	0.118553	0.271714	0.244641	0.129594	0.124695	0.110803	0.118553	0.271714	
10000	1.695768	2	0.122123	0.231180	0.130412	0.131020	0.260053	0.125212	0.122123	0.231180	0.130412	0.131020	0.260053	0.125212	0.122123	0.231180	0.130412	0.131020	0.260053	0.125212	0.253110	0.118762	0.118988	0.120737	0.123427	0.264976	0.253110	0.118762	0.118988	0.120737	0.123427	0.264976	0.253110	0.118762	0.118988	0.120737	0.123427	0.264976	
11000	1.695768	2	0.140444	0.245235	0.123999	0.119568	0.243895	0.126860	0.140444	0.245235	0.123999	0.119568	0.243895	0.126860	0.140444	0.245235	0.123999	0.119568	0.243895	0.126860	0.245938	0.123160	0.120880	0.112440	0.125390	0.272192	0.245938	0.123160	0.120880	0.112440	0.125390	0.272192	0.245938	0.123160	0.120880	0.112440	0.125390	0.272192	
12000	1.695768	2	0.138152	0.230609	0.130552	0.119050	0.248882	0.132756	0.138152	0.230609	0.130552	0.119050	0.248882	0.132756	0.138152	0.230609	0.130552	0.119050	0.248882	0.132756	0.236965	0.117842	0.125661	0.116225	0.136262	0.267045	0.236965	0.117842	0.125661	0.116225	0.136262	0.267045	0.236965	0.117842	0.125661	0.116225	0.136262	0.267045	
13000	1.695768	2	0.130200	0.234135	0.124378	0.132199	0.249471	0.129618	0.130200	0.234135	0.124378	0.132199	0.249471	0.129618	0.130200	0.234135	0.124378	0.132199	0.249471	0.129618	0.260636	0.115838	0.126087	0.111347	0.126397	0.259695	0.260636	0.115838	0.126087	0.111347	0.126397	0.259695	0.260636	0.115838	0.126087	0.111347	0.126397	0.259695	
14000	1.695768	2	0.131222	0.230845	0.124764	0.117713	0.264889	0.130566	0.131222	0.230845	0.124764	0.117713	0.264889	0.130566	0.131222	0.230845	0.124764	0.117713	0.264889	0.130566	0.249588	0.110410	0.122866	0.123230	0.123245	0.270662	0.249588	0.110410	0.122866	0.123230	0.123245	0.270662	0.249588	0.110410	0.122866	0.123230	0.123245	0.270662	
15000	1.695768	3	0.126551	0.240653	0.123794	0.130469	0.248643	0.129890	0.126551	0.240653	0.123794	0.130469	0.248643	0.129890	0.126551	0.240653	0.123794	0.130469	0.248643	0.129890	0.259547	0.125109	0.123995	0.120011	0.123920	0.247418	0.209598	0.116550	0.185366	0.092858	0.114028	0.281600	0.259547	0.125109	0.123995	0.120011	0.123920	0.247418	
16000	1.695768	2	0.125402	0.252520	0.127103	0.120369	0.247824	0.126782	0.125402	0.252520	0.127103	0.120369	0.247824	0.126782	0.125402	0.252520	0.127103	0.120369	0.247824	0.126782	0.241741	0.117758	0.123795	0.120995	0.120355	0.275357	0.241741	0.117758	0.123795	0.120995	0.120355	0.275357	0.241741	0.117758	0.123795	0.120995	0.120355	0.275357	
