Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	0.092720	3	0.187824	0.056762	0.628021	0.628021	0.056762	0.187824	
2000	0.092720	3	0.211562	0.051534	0.669460	0.669460	0.051534	0.211562	
3000	0.092720	3	0.213755	0.057309	0.684274	0.684274	0.057309	0.213755	
4000	0.092720	3	0.206827	0.058272	0.708288	0.708288	0.058272	0.206827	
5000	0.092720	4	0.211363	0.054591	0.712577	0.712577	0.039290	0.211363	
6000	0.092720	4	0.209081	0.061982	0.736381	0.736381	0.049827	0.209081	
7000	0.092720	3	0.202663	0.034526	0.711193	0.711193	0.034526	0.202663	
8000	0.092720	4	0.208773	0.051933	0.734726	0.734726	0.043617	0.208773	
9000	0.092720	4	0.209953	0.061444	0.720605	0.720605	0.039849	0.209953	
10000	0.092720	3	0.211117	0.064320	0.738398	0.738398	0.064320	0.211117	
11000	0.092720	3	0.216051	0.035952	0.771078	0.771078	0.035952	0.216051	
12000	0.092720	3	0.223818	0.036259	0.747857	0.747857	0.036259	0.223818	
13000	0.092720	3	0.211952	0.057603	0.734701	0.734701	0.057603	0.211952	
14000	0.092720	4	0.214198	0.056670	0.747477	0.747477	0.047252	0.214198	
15000	0.092720	3	0.220111	0.057656	0.749853	0.749853	0.057656	0.220111	
16000	0.092720	4	0.214826	0.078714	0.741508	0.741508	0.029308	0.214826	
17000	0.092720	4	0.214549	0.100254	0.800672	0.800672	0.076552	0.214549	
18000	0.092720	3	0.211251	0.046275	0.706973	0.706973	0.046275	0.211251	
19000	0.092720	4	0.200178	0.064908	0.756186	0.756186	0.055293	0.200178	
20000	0.092720	3	0.203651	0.059106	0.719069	0.719069	0.059106	0.203651	
21000	0.092720	3	0.204806	0.056695	0.683827	0.683827	0.056695	0.204806	
22000	0.092720	4	0.211944	0.068544	0.763501	0.763501	0.051705	0.211944	
23000	0.092720	3	0.205364	0.079936	0.728454	0.728454	0.079936	0.205364	
24000	0.092720	3	0.210044	0.067424	0.750680	0.750680	0.067424	0.210044	
25000	0.092720	3	0.208974	0.063113	0.721963	0.721963	0.063113	0.208974	
26000	0.092720	4	0.205375	0.063354	0.703041	0.703041	0.056222	0.205375	
27000	0.092720	3	0.209115	0.060523	0.754976	0.754976	0.060523	0.209115	
28000	0.092720	3	0.205840	0.053387	0.727742	0.727742	0.053387	0.205840	
29000	0.092720	3	0.207742	0.046575	0.733158	0.733158	0.046575	0.207742	
30000	0.092720	4	0.217287	0.064664	0.774945	0.774945	0.048253	0.217287	
31000	0.092720	3	0.208249	0.060690	0.746378	0.746378	0.060690	0.208249	
32000	0.092720	4	0.211025	0.069253	0.750412	0.750412	0.036101	0.211025	
33000	0.092720	3	0.202341	0.049686	0.741377	0.741377	0.049686	0.202341	
34000	0.092720	3	0.213582	0.052532	0.703203	0.703203	0.052532	0.213582	
35000	0.092720	3	0.215969	0.052672	0.758993	0.758993	0.052672	0.215969	
36000	0.092720	3	0.210041	0.059438	0.737787	0.737787	0.059438	0.210041	
37000	0.092720	3	0.211891	0.051014	0.700367	0.700367	0.051014	0.211891	
38000	0.092720	3	0.208030	0.062739	0.736040	0.736040	0.062739	0.208030	
39000	0.092720	3	0.204152	0.060721	0.764273	0.764273	0.060721	0.204152	
40000	0.092720	3	0.211763	0.066182	0.742525	0.742525	0.066182	0.211763	
41000	0.092720	3	0.214767	0.059686	0.805519	0.805519	0.059686	0.214767	
42000	0.092720	3	0.205072	0.060067	0.760800	0.760800	0.060067	0.205072	
43000	0.092720	3	0.207046	0.060585	0.770581	0.770581	0.060585	0.207046	
44000	0.092720	4	0.202914	0.063054	0.758980	0.750569	0.063054	0.202914	
45000	0.092720	3	0.210852	0.059254	0.756441	0.756441	0.059254	0.210852	
46000	0.092720	3	0.207040	0.059062	0.730295	0.730295	0.059062	0.207040	
47000	0.092720	4	0.206269	0.062717	0.767371	0.767371	0.053032	0.206269	
48000	0.092720	3	0.213707	0.061002	0.764793	0.764793	0.061002	0.213707	
49000	0.092720	3	0.215866	0.059364	0.722741	0.722741	0.059364	0.215866	
50000	0.092720	3	0.205985	0.059629	0.733169	0.733169	0.059629	0.205985	
51000	0.092720	3	0.216407	0.059333	0.759488	0.759488	0.059333	0.216407	
52000	0.092720	3	0.211747	0.060849	0.790893	0.790893	0.060849	0.211747	
53000	0.092720	3	0.213151	0.063926	0.777256	0.777256	0.063926	0.213151	
54000	0.092720	3	0.208341	0.060905	0.761946	0.761946	0.060905	0.208341	
55000	0.092720	3	0.210434	0.065649	0.786396	0.786396	0.065649	0.210434	
56000	0.092720	3	0.214329	0.061048	0.778729	0.778729	0.061048	0.214329	
57000	0.092720	3	0.210046	0.060282	0.747940	0.747940	0.060282	0.210046	
58000	0.092720	3	0.208519	0.061717	0.775179	0.775179	0.061717	0.208519	
59000	0.092720	3	0.205533	0.060180	0.750598	0.750598	0.060180	0.205533	
60000	0.092720	3	0.215218	0.059415	0.738046	0.738046	0.059415	0.215218	
61000	0.092720	3	0.214433	0.062395	0.788612	0.788612	0.062395	0.214433	
62000	0.092720	4	0.212124	0.071194	0.785088	0.785088	0.050957	0.212124	
63000	0.092720	3	0.224290	0.061402	0.754786	0.754786	0.061402	0.224290	
64000	0.092720	3	0.207089	0.061339	0.746637	0.746637	0.061339	0.207089	
65000	0.092720	3	0.211240	0.059188	0.807176	0.807176	0.059188	0.211240	
66000	0.092720	3	0.209754	0.062327	0.798573	0.798573	0.062327	0.209754	
67000	0.092720	3	0.212661	0.058730	0.761398	0.761398	0.058730	0.212661	
68000	0.092720	3	0.214260	0.063954	0.755049	0.755049	0.063954	0.214260	
69000	0.092720	3	0.212489	0.060357	0.776400	0.776400	0.060357	0.212489	
70000	0.092720	3	0.217597	0.058900	0.772350	0.772350	0.058900	0.217597	
71000	0.092720	3	0.204557	0.061214	0.765325	0.765325	0.061214	0.204557	
72000	0.092720	3	0.203133	0.053485	0.784782	0.784782	0.053485	0.203133	
73000	0.092720	3	0.213514	0.056999	0.759570	0.759570	0.056999	0.213514	
74000	0.092720	3	0.212514	0.055661	0.728670	0.728670	0.055661	0.212514	
75000	0.092720	3	0.204732	0.066769	0.760659	0.760659	0.066769	0.204732	
76000	0.092720	4	0.219254	0.066025	0.779755	0.779755	0.048022	0.219254	
77000	0.092720	3	0.210589	0.057529	0.756869	0.756869	0.057529	0.210589	
78000	0.092720	3	0.203303	0.061274	0.734856	0.734856	0.061274	0.203303	
79000	0.092720	3	0.210139	0.066799	0.727110	0.727110	0.066799	0.210139	
80000	0.092720	3	0.214516	0.052962	0.740933	0.740933	0.052962	0.214516	
81000	0.092720	3	0.217722	0.061018	0.760492	0.760492	0.061018	0.217722	
82000	0.092720	3	0.212680	0.061369	0.770472	0.770472	0.061369	0.212680	
83000	0.092720	3	0.207387	0.061833	0.709664	0.709664	0.061833	0.207387	
84000	0.092720	3	0.214411	0.061894	0.774706	0.774706	0.061894	0.214411	
85000	0.092720	3	0.204260	0.059228	0.740047	0.740047	0.059228	0.204260	
86000	0.092720	3	0.215601	0.054981	0.754242	0.754242	0.054981	0.215601	
87000	0.092720	3	0.213586	0.066663	0.735854	0.735854	0.066663	0.213586	
88000	0.092720	3	0.212650	0.065035	0.756791	0.756791	0.065035	0.212650	
89000	0.092720	3	0.220915	0.060390	0.768853	0.768853	0.060390	0.220915	
90000	0.092720	3	0.210667	0.062070	0.742275	0.742275	0.062070	0.210667	
91000	0.092720	3	0.212188	0.059510	0.756483	0.756483	0.059510	0.212188	
92000	0.092720	3	0.206297	0.059058	0.723176	0.723176	0.059058	0.206297	
93000	0.092720	3	0.208402	0.059710	0.764959	0.764959	0.059710	0.208402	
94000	0.092720	4	0.213401	0.059285	0.746473	0.746473	0.054888	0.213401	
95000	0.092720	4	0.210366	0.069141	0.766334	0.766334	0.053810	0.210366	
96000	0.092720	3	0.207851	0.055343	0.721427	0.721427	0.055343	0.207851	
97000	0.092720	3	0.215023	0.062060	0.808531	0.808531	0.062060	0.215023	
98000	0.092720	3	0.214801	0.060404	0.749252	0.749252	0.060404	0.214801	
99000	0.092720	3	0.207423	0.064243	0.769716	0.769716	0.064243	0.207423	
100000	0.092720	3	0.216574	0.061372	0.751766	0.751766	0.061372	0.216574	
101000	0.092720	3	0.210725	0.059943	0.780370	0.780370	0.059943	0.210725	
102000	0.092720	3	0.219356	0.061518	0.746181	0.746181	0.061518	0.219356	
103000	0.092720	3	0.208737	0.060295	0.771284	0.771284	0.060295	0.208737	
