Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	1.695768	2	0.128522	0.215947	0.120059	0.128026	0.252605	0.154842	0.128522	0.215947	0.120059	0.128026	0.252605	0.154842	0.128522	0.215947	0.120059	0.128026	0.252605	0.154842	0.239599	0.130160	0.136407	0.132974	0.127745	0.233115	0.239599	0.130160	0.136407	0.132974	0.127745	0.233115	0.239599	0.130160	0.136407	0.132974	0.127745	0.233115	
2000	1.695768	2	0.136501	0.244519	0.124189	0.116050	0.245907	0.132834	0.136501	0.244519	0.124189	0.116050	0.245907	0.132834	0.136501	0.244519	0.124189	0.116050	0.245907	0.132834	0.230787	0.136212	0.152715	0.126878	0.130400	0.223007	0.230787	0.136212	0.152715	0.126878	0.130400	0.223007	0.230787	0.136212	0.152715	0.126878	0.130400	0.223007	
3000	1.695768	2	0.130192	0.232438	0.126564	0.113139	0.255767	0.141901	0.130192	0.232438	0.126564	0.113139	0.255767	0.141901	0.130192	0.232438	0.126564	0.113139	0.255767	0.141901	0.241781	0.120468	0.136633	0.125996	0.137043	0.238080	0.241781	0.120468	0.136633	0.125996	0.137043	0.238080	0.241781	0.120468	0.136633	0.125996	0.137043	0.238080	
4000	1.695768	2	0.115126	0.244252	0.123343	0.124761	0.255133	0.137385	0.115126	0.244252	0.123343	0.124761	0.255133	0.137385	0.115126	0.244252	0.123343	0.124761	0.255133	0.137385	0.255535	0.125114	0.131697	0.125356	0.134030	0.228268	0.255535	0.125114	0.131697	0.125356	0.134030	0.228268	0.255535	0.125114	0.131697	0.125356	0.134030	0.228268	
5000	1.695768	2	0.110273	0.236639	0.125838	0.122977	0.269561	0.134713	0.110273	0.236639	0.125838	0.122977	0.269561	0.134713	0.110273	0.236639	0.125838	0.122977	0.269561	0.134713	0.251611	0.134190	0.131837	0.123488	0.118556	0.240319	0.251611	0.134190	0.131837	0.123488	0.118556	0.240319	0.251611	0.134190	0.131837	0.123488	0.118556	0.240319	
6000	1.695768	2	0.123221	0.231684	0.124027	0.117053	0.262485	0.141530	0.123221	0.231684	0.124027	0.117053	0.262485	0.141530	0.123221	0.231684	0.124027	0.117053	0.262485	0.141530	0.248372	0.121797	0.135743	0.116510	0.133169	0.244409	0.248372	0.121797	0.135743	0.116510	0.133169	0.244409	0.248372	0.121797	0.135743	0.116510	0.133169	0.244409	
7000	1.695768	2	0.123189	0.235605	0.123866	0.119187	0.264548	0.133604	0.123189	0.235605	0.123866	0.119187	0.264548	0.133604	0.123189	0.235605	0.123866	0.119187	0.264548	0.133604	0.235668	0.137412	0.129979	0.125445	0.133262	0.238233	0.235668	0.137412	0.129979	0.125445	0.133262	0.238233	0.235668	0.137412	0.129979	0.125445	0.133262	0.238233	
8000	1.695768	2	0.117075	0.241339	0.121381	0.112729	0.270307	0.137169	0.117075	0.241339	0.121381	0.112729	0.270307	0.137169	0.117075	0.241339	0.121381	0.112729	0.270307	0.137169	0.244983	0.139156	0.129012	0.128166	0.122991	0.235692	0.244983	0.139156	0.129012	0.128166	0.122991	0.235692	0.244983	0.139156	0.129012	0.128166	0.122991	0.235692	
9000	1.695768	2	0.124930	0.231381	0.120244	0.131701	0.261425	0.130319	0.124930	0.231381	0.120244	0.131701	0.261425	0.130319	0.124930	0.231381	0.120244	0.131701	0.261425	0.130319	0.247260	0.130356	0.131760	0.129772	0.125718	0.235134	0.247260	0.130356	0.131760	0.129772	0.125718	0.235134	0.247260	0.130356	0.131760	0.129772	0.125718	0.235134	
10000	1.695768	2	0.121250	0.227832	0.121334	0.118957	0.269565	0.141061	0.121250	0.227832	0.121334	0.118957	0.269565	0.141061	0.121250	0.227832	0.121334	0.118957	0.269565	0.141061	0.238668	0.134799	0.122247	0.124409	0.126437	0.253441	0.238668	0.134799	0.122247	0.124409	0.126437	0.253441	0.238668	0.134799	0.122247	0.124409	0.126437	0.253441	
11000	1.695768	2	0.121077	0.249377	0.126566	0.127067	0.252098	0.123815	0.121077	0.249377	0.126566	0.127067	0.252098	0.123815	0.121077	0.249377	0.126566	0.127067	0.252098	0.123815	0.243353	0.129736	0.125643	0.124464	0.138739	0.238065	0.243353	0.129736	0.125643	0.124464	0.138739	0.238065	0.243353	0.129736	0.125643	0.124464	0.138739	0.238065	
12000	1.695768	2	0.117262	0.225839	0.124442	0.127404	0.276816	0.128238	0.117262	0.225839	0.124442	0.127404	0.276816	0.128238	0.117262	0.225839	0.124442	0.127404	0.276816	0.128238	0.242662	0.133197	0.127119	0.131436	0.127316	0.238270	0.242662	0.133197	0.127119	0.131436	0.127316	0.238270	0.242662	0.133197	0.127119	0.131436	0.127316	0.238270	
13000	1.695768	2	0.119128	0.236314	0.128952	0.125262	0.260018	0.130327	0.119128	0.236314	0.128952	0.125262	0.260018	0.130327	0.119128	0.236314	0.128952	0.125262	0.260018	0.130327	0.249348	0.122756	0.132618	0.114284	0.134725	0.246269	0.249348	0.122756	0.132618	0.114284	0.134725	0.246269	0.249348	0.122756	0.132618	0.114284	0.134725	0.246269	
14000	1.695768	2	0.116177	0.242574	0.120271	0.130521	0.265132	0.125325	0.116177	0.242574	0.120271	0.130521	0.265132	0.125325	0.116177	0.242574	0.120271	0.130521	0.265132	0.125325	0.235054	0.130384	0.124044	0.129804	0.132642	0.248073	0.235054	0.130384	0.124044	0.129804	0.132642	0.248073	0.235054	0.130384	0.124044	0.129804	0.132642	0.248073	
15000	1.695768	2	0.105743	0.227098	0.122109	0.148711	0.270257	0.126081	0.105743	0.227098	0.122109	0.148711	0.270257	0.126081	0.105743	0.227098	0.122109	0.148711	0.270257	0.126081	0.237102	0.132451	0.119279	0.132904	0.145298	0.232966	0.237102	0.132451	0.119279	0.132904	0.145298	0.232966	0.237102	0.132451	0.119279	0.132904	0.145298	0.232966	
16000	1.695768	2	0.115932	0.233990	0.115832	0.135917	0.271935	0.126394	0.115932	0.233990	0.115832	0.135917	0.271935	0.126394	0.115932	0.233990	0.115832	0.135917	0.271935	0.126394	0.252857	0.122043	0.127320	0.133889	0.120585	0.243305	0.252857	0.122043	0.127320	0.133889	0.120585	0.243305	0.252857	0.122043	0.127320	0.133889	0.120585	0.243305	
17000	1.695768	2	0.118084	0.236011	0.120716	0.123923	0.263936	0.137329	0.118084	0.236011	0.120716	0.123923	0.263936	0.137329	0.118084	0.236011	0.120716	0.123923	0.263936	0.137329	0.235117	0.123719	0.128053	0.122582	0.140503	0.250027	0.235117	0.123719	0.128053	0.122582	0.140503	0.250027	0.235117	0.123719	0.128053	0.122582	0.140503	0.250027	
18000	1.695768	2	0.134257	0.232441	0.118420	0.139519	0.256149	0.119215	0.134257	0.232441	0.118420	0.139519	0.256149	0.119215	0.134257	0.232441	0.118420	0.139519	0.256149	0.119215	0.246594	0.130805	0.124984	0.130011	0.136326	0.231281	0.246594	0.130805	0.124984	0.130011	0.136326	0.231281	0.246594	0.130805	0.124984	0.130011	0.136326	0.231281	
19000	1.695768	2	0.127695	0.240345	0.120123	0.120722	0.257857	0.133258	0.127695	0.240345	0.120123	0.120722	0.257857	0.133258	0.127695	0.240345	0.120123	0.120722	0.257857	0.133258	0.235375	0.124936	0.137064	0.124635	0.138796	0.239194	0.235375	0.124936	0.137064	0.124635	0.138796	0.239194	0.235375	0.124936	0.137064	0.124635	0.138796	0.239194	
20000	1.695768	2	0.131362	0.230446	0.121131	0.127989	0.273684	0.115387	0.131362	0.230446	0.121131	0.127989	0.273684	0.115387	0.131362	0.230446	0.121131	0.127989	0.273684	0.115387	0.244590	0.122671	0.139832	0.120483	0.123042	0.249382	0.244590	0.122671	0.139832	0.120483	0.123042	0.249382	0.244590	0.122671	0.139832	0.120483	0.123042	0.249382	
21000	1.695768	2	0.124398	0.241678	0.128075	0.128893	0.252368	0.124588	0.124398	0.241678	0.128075	0.128893	0.252368	0.124588	0.124398	0.241678	0.128075	0.128893	0.252368	0.124588	0.251559	0.123194	0.125490	0.122348	0.137762	0.239648	0.251559	0.123194	0.125490	0.122348	0.137762	0.239648	0.251559	0.123194	0.125490	0.122348	0.137762	0.239648	
22000	1.695768	2	0.110475	0.247872	0.122468	0.118949	0.275065	0.125171	0.110475	0.247872	0.122468	0.118949	0.275065	0.125171	0.110475	0.247872	0.122468	0.118949	0.275065	0.125171	0.267489	0.123348	0.126006	0.120502	0.128871	0.233783	0.267489	0.123348	0.126006	0.120502	0.128871	0.233783	0.267489	0.123348	0.126006	0.120502	0.128871	0.233783	
23000	1.695768	2	0.120744	0.253363	0.128554	0.123003	0.242298	0.132039	0.120744	0.253363	0.128554	0.123003	0.242298	0.132039	0.120744	0.253363	0.128554	0.123003	0.242298	0.132039	0.262941	0.124476	0.123590	0.125927	0.128556	0.234510	0.262941	0.124476	0.123590	0.125927	0.128556	0.234510	0.262941	0.124476	0.123590	0.125927	0.128556	0.234510	
24000	1.695768	2	0.116480	0.246224	0.119943	0.130242	0.266912	0.120199	0.116480	0.246224	0.119943	0.130242	0.266912	0.120199	0.116480	0.246224	0.119943	0.130242	0.266912	0.120199	0.251744	0.121465	0.127753	0.122833	0.122969	0.253235	0.251744	0.121465	0.127753	0.122833	0.122969	0.253235	0.251744	0.121465	0.127753	0.122833	0.122969	0.253235	
25000	1.695768	2	0.117406	0.241513	0.123736	0.138119	0.251103	0.128122	0.117406	0.241513	0.123736	0.138119	0.251103	0.128122	0.117406	0.241513	0.123736	0.138119	0.251103	0.128122	0.247259	0.128825	0.124470	0.124703	0.133922	0.240821	0.247259	0.128825	0.124470	0.124703	0.133922	0.240821	0.247259	0.128825	0.124470	0.124703	0.133922	0.240821	
26000	1.695768	2	0.128922	0.248678	0.128574	0.126388	0.241917	0.125521	0.128922	0.248678	0.128574	0.126388	0.241917	0.125521	0.128922	0.248678	0.128574	0.126388	0.241917	0.125521	0.245482	0.126932	0.119209	0.141164	0.122639	0.244575	0.245482	0.126932	0.119209	0.141164	0.122639	0.244575	0.245482	0.126932	0.119209	0.141164	0.122639	0.244575	
27000	1.695768	2	0.122391	0.247993	0.124595	0.122851	0.252644	0.129526	0.122391	0.247993	0.124595	0.122851	0.252644	0.129526	0.122391	0.247993	0.124595	0.122851	0.252644	0.129526	0.259506	0.120173	0.129879	0.120780	0.126288	0.243374	0.259506	0.120173	0.129879	0.120780	0.126288	0.243374	0.259506	0.120173	0.129879	0.120780	0.126288	0.243374	
28000	1.695768	2	0.132467	0.235492	0.121383	0.118399	0.266944	0.125315	0.132467	0.235492	0.121383	0.118399	0.266944	0.125315	0.132467	0.235492	0.121383	0.118399	0.266944	0.125315	0.245779	0.125182	0.138673	0.125946	0.124646	0.239774	0.245779	0.125182	0.138673	0.125946	0.124646	0.239774	0.245779	0.125182	0.138673	0.125946	0.124646	0.239774	
29000	1.695768	2	0.130980	0.241941	0.121563	0.117063	0.259536	0.128918	0.130980	0.241941	0.121563	0.117063	0.259536	0.128918	0.130980	0.241941	0.121563	0.117063	0.259536	0.128918	0.263519	0.132850	0.123888	0.125889	0.123195	0.230659	0.263519	0.132850	0.123888	0.125889	0.123195	0.230659	0.263519	0.132850	0.123888	0.125889	0.123195	0.230659	
30000	1.695768	2	0.124473	0.247963	0.123622	0.124862	0.253998	0.125082	0.124473	0.247963	0.123622	0.124862	0.253998	0.125082	0.124473	0.247963	0.123622	0.124862	0.253998	0.125082	0.240741	0.121232	0.123923	0.134037	0.135374	0.244692	0.240741	0.121232	0.123923	0.134037	0.135374	0.244692	0.240741	0.121232	0.123923	0.134037	0.135374	0.244692	
31000	1.695768	2	0.119910	0.252638	0.123253	0.125708	0.255431	0.123059	0.119910	0.252638	0.123253	0.125708	0.255431	0.123059	0.119910	0.252638	0.123253	0.125708	0.255431	0.123059	0.258507	0.130809	0.124263	0.134352	0.129939	0.222130	0.258507	0.130809	0.124263	0.134352	0.129939	0.222130	0.258507	0.130809	0.124263	0.134352	0.129939	0.222130	
