Generation	ConcentrationParm	Degree	Alpha[1]	Alpha[2]	Alpha[3]	Alpha[4]	Alpha[5]	Alpha[6]	
1000	71.353907	4	0.227295	0.053950	0.766659	0.766659	0.053950	0.199384	
2000	71.353907	4	0.212703	0.060777	0.766256	0.766256	0.049764	0.212703	
3000	71.353907	3	0.207897	0.056925	0.690004	0.690004	0.056925	0.207897	
4000	71.353907	3	0.213532	0.058903	0.726511	0.726511	0.058903	0.213532	
5000	71.353907	4	0.215045	0.055404	0.782603	0.835225	0.055404	0.215045	
6000	71.353907	4	0.202099	0.060462	0.702600	0.847976	0.060462	0.202099	
7000	71.353907	3	0.189994	0.061527	0.746193	0.746193	0.061527	0.189994	
8000	71.353907	3	0.202017	0.059333	0.744601	0.744601	0.059333	0.202017	
9000	71.353907	4	0.201800	0.056712	0.760375	0.785948	0.056712	0.201800	
10000	71.353907	3	0.209517	0.062233	0.735807	0.735807	0.062233	0.209517	
11000	71.353907	4	0.211502	0.060692	0.753883	0.753883	0.060692	0.191683	
12000	71.353907	4	0.208235	0.053248	0.822346	0.822346	0.063755	0.208235	
13000	71.353907	3	0.211587	0.060585	0.762103	0.762103	0.060585	0.211587	
14000	71.353907	4	0.203667	0.060309	0.785585	0.872272	0.060309	0.203667	
15000	71.353907	3	0.199204	0.062086	0.808799	0.808799	0.062086	0.199204	
16000	71.353907	3	0.203104	0.059756	0.780396	0.780396	0.059756	0.203104	
17000	71.353907	3	0.199665	0.060302	0.733939	0.733939	0.060302	0.199665	
18000	71.353907	3	0.193822	0.062365	0.782600	0.782600	0.062365	0.193822	
19000	71.353907	4	0.202717	0.059014	0.768389	0.781938	0.059014	0.202717	
20000	71.353907	4	0.211865	0.061146	0.726094	0.792274	0.061146	0.211865	
21000	71.353907	4	0.187919	0.061291	0.785826	0.762422	0.061291	0.187919	
22000	71.353907	3	0.190152	0.060617	0.813983	0.813983	0.060617	0.190152	
23000	71.353907	4	0.191808	0.059482	0.809839	0.892191	0.059482	0.191808	
24000	71.353907	4	0.191060	0.060377	0.814834	0.814834	0.060377	0.181474	
25000	71.353907	3	0.195945	0.057708	0.714038	0.714038	0.057708	0.195945	
26000	71.353907	4	0.201177	0.062907	0.870192	0.740808	0.062907	0.201177	
27000	71.353907	3	0.212137	0.059483	0.788884	0.788884	0.059483	0.212137	
28000	71.353907	3	0.199738	0.059087	0.747755	0.747755	0.059087	0.199738	
29000	71.353907	4	0.206265	0.058259	0.787294	0.787294	0.058259	0.195592	
30000	71.353907	4	0.213107	0.061551	0.863912	0.863912	0.058347	0.213107	
31000	71.353907	5	0.213890	0.057655	0.779647	0.779647	0.058183	0.206914	
32000	71.353907	5	0.210396	0.057889	0.756178	0.756178	0.057189	0.212925	
33000	71.353907	5	0.198467	0.059996	0.748501	0.833595	0.064781	0.198467	
34000	71.353907	4	0.205744	0.065670	0.771390	0.828021	0.065670	0.205744	
35000	71.353907	3	0.198829	0.061558	0.789495	0.789495	0.061558	0.198829	
36000	71.353907	5	0.204895	0.059377	0.784285	0.784285	0.059311	0.199609	
37000	71.353907	3	0.198287	0.059474	0.790807	0.790807	0.059474	0.198287	
38000	71.353907	3	0.202348	0.062594	0.813586	0.813586	0.062594	0.202348	
39000	71.353907	4	0.203199	0.059875	0.779107	0.789658	0.059875	0.203199	
40000	71.353907	3	0.206334	0.060015	0.834067	0.834067	0.060015	0.206334	
41000	71.353907	3	0.186979	0.060718	0.802911	0.802911	0.060718	0.186979	
42000	71.353907	3	0.198095	0.059865	0.803145	0.803145	0.059865	0.198095	
43000	71.353907	4	0.200642	0.059899	0.781306	0.845296	0.059899	0.200642	
44000	71.353907	3	0.205628	0.059180	0.800084	0.800084	0.059180	0.205628	
45000	71.353907	3	0.200984	0.059987	0.805741	0.805741	0.059987	0.200984	
46000	71.353907	4	0.190573	0.062357	0.700982	0.689825	0.062357	0.190573	
47000	71.353907	3	0.210040	0.061774	0.819857	0.819857	0.061774	0.210040	
48000	71.353907	3	0.202829	0.058595	0.771801	0.771801	0.058595	0.202829	
49000	71.353907	4	0.211016	0.058254	0.784935	0.784935	0.058254	0.198937	
50000	71.353907	4	0.209203	0.058658	0.751888	0.751888	0.058658	0.192438	
51000	71.353907	3	0.196646	0.058645	0.794092	0.794092	0.058645	0.196646	
52000	71.353907	3	0.201196	0.060769	0.836236	0.836236	0.060769	0.201196	
53000	71.353907	3	0.206972	0.058063	0.764128	0.764128	0.058063	0.206972	
54000	71.353907	4	0.194544	0.059027	0.765143	0.773184	0.059027	0.194544	
55000	71.353907	3	0.200663	0.059325	0.792021	0.792021	0.059325	0.200663	
56000	71.353907	3	0.201627	0.062055	0.769034	0.769034	0.062055	0.201627	
57000	71.353907	3	0.197434	0.059017	0.770667	0.770667	0.059017	0.197434	
58000	71.353907	4	0.193773	0.066634	0.780199	0.829235	0.066634	0.193773	
59000	71.353907	4	0.202060	0.059752	0.812647	0.754437	0.059752	0.202060	
60000	71.353907	4	0.198191	0.064463	0.833641	0.833641	0.063452	0.198191	
61000	71.353907	3	0.212175	0.061529	0.842640	0.842640	0.061529	0.212175	
62000	71.353907	3	0.199179	0.064799	0.771570	0.771570	0.064799	0.199179	
63000	71.353907	5	0.201315	0.058951	0.890728	0.909105	0.058951	0.201559	
64000	71.353907	3	0.199737	0.060443	0.833476	0.833476	0.060443	0.199737	
65000	71.353907	4	0.200285	0.060319	0.817336	0.817336	0.062637	0.200285	
66000	71.353907	4	0.204689	0.061997	0.751100	0.751100	0.059590	0.204689	
67000	71.353907	3	0.196400	0.061717	0.809828	0.809828	0.061717	0.196400	
68000	71.353907	4	0.207283	0.063659	0.831357	0.788337	0.063659	0.207283	
69000	71.353907	3	0.206951	0.062863	0.850219	0.850219	0.062863	0.206951	
70000	71.353907	3	0.206553	0.062496	0.832869	0.832869	0.062496	0.206553	
71000	71.353907	3	0.208613	0.062781	0.792782	0.792782	0.062781	0.208613	
72000	71.353907	3	0.206531	0.059731	0.819033	0.819033	0.059731	0.206531	
73000	71.353907	4	0.206327	0.062557	0.824757	0.824757	0.062557	0.203707	
74000	71.353907	3	0.211475	0.064337	0.815662	0.815662	0.064337	0.211475	
75000	71.353907	4	0.217638	0.064742	0.821214	0.821214	0.064742	0.207720	
76000	71.353907	3	0.219546	0.062738	0.859947	0.859947	0.062738	0.219546	
77000	71.353907	4	0.200381	0.059707	0.839463	0.791811	0.059707	0.200381	
78000	71.353907	5	0.207354	0.057211	0.803868	0.803868	0.068384	0.194976	
79000	71.353907	3	0.202709	0.060607	0.877789	0.877789	0.060607	0.202709	
80000	71.353907	3	0.207995	0.065544	0.825425	0.825425	0.065544	0.207995	
81000	71.353907	3	0.206084	0.062645	0.857676	0.857676	0.062645	0.206084	
82000	71.353907	4	0.205597	0.059467	0.766721	0.727869	0.059467	0.205597	
83000	71.353907	4	0.207690	0.065814	0.818898	0.727417	0.065814	0.207690	
84000	71.353907	3	0.203076	0.059960	0.890370	0.890370	0.059960	0.203076	
85000	71.353907	3	0.205957	0.065282	0.856255	0.856255	0.065282	0.205957	
86000	71.353907	3	0.208278	0.068273	0.846233	0.846233	0.068273	0.208278	
87000	71.353907	5	0.209732	0.061157	0.797146	0.816938	0.076000	0.209732	
88000	71.353907	3	0.205923	0.062613	0.783163	0.783163	0.062613	0.205923	
