Generation	ConcentrationParm	Degree	R[AC,1]	R[AG,1]	R[AT,1]	R[CG,1]	R[CT,1]	R[GT,1]	R[AC,2]	R[AG,2]	R[AT,2]	R[CG,2]	R[CT,2]	R[GT,2]	R[AC,3]	R[AG,3]	R[AT,3]	R[CG,3]	R[CT,3]	R[GT,3]	R[AC,4]	R[AG,4]	R[AT,4]	R[CG,4]	R[CT,4]	R[GT,4]	R[AC,5]	R[AG,5]	R[AT,5]	R[CG,5]	R[CT,5]	R[GT,5]	R[AC,6]	R[AG,6]	R[AT,6]	R[CG,6]	R[CT,6]	R[GT,6]	
1000	0.092720	2	0.126026	0.236494	0.117501	0.159814	0.232642	0.127523	0.126026	0.236494	0.117501	0.159814	0.232642	0.127523	0.126026	0.236494	0.117501	0.159814	0.232642	0.127523	0.249306	0.137748	0.101988	0.153142	0.121249	0.236567	0.249306	0.137748	0.101988	0.153142	0.121249	0.236567	0.249306	0.137748	0.101988	0.153142	0.121249	0.236567	
2000	0.092720	2	0.119436	0.231253	0.127987	0.158645	0.235403	0.127277	0.119436	0.231253	0.127987	0.158645	0.235403	0.127277	0.119436	0.231253	0.127987	0.158645	0.235403	0.127277	0.248726	0.124712	0.134171	0.136955	0.130322	0.225113	0.248726	0.124712	0.134171	0.136955	0.130322	0.225113	0.248726	0.124712	0.134171	0.136955	0.130322	0.225113	
3000	0.092720	2	0.118789	0.236178	0.132499	0.147443	0.234683	0.130407	0.118789	0.236178	0.132499	0.147443	0.234683	0.130407	0.118789	0.236178	0.132499	0.147443	0.234683	0.130407	0.240894	0.140588	0.124508	0.132436	0.127168	0.234406	0.240894	0.140588	0.124508	0.132436	0.127168	0.234406	0.240894	0.140588	0.124508	0.132436	0.127168	0.234406	
4000	0.092720	2	0.127865	0.236850	0.130699	0.148589	0.234761	0.121235	0.127865	0.236850	0.130699	0.148589	0.234761	0.121235	0.127865	0.236850	0.130699	0.148589	0.234761	0.121235	0.250302	0.127973	0.125918	0.136325	0.136687	0.222795	0.250302	0.127973	0.125918	0.136325	0.136687	0.222795	0.250302	0.127973	0.125918	0.136325	0.136687	0.222795	
5000	0.092720	2	0.130523	0.240819	0.122766	0.146110	0.230863	0.128919	0.130523	0.240819	0.122766	0.146110	0.230863	0.128919	0.130523	0.240819	0.122766	0.146110	0.230863	0.128919	0.237046	0.130228	0.125859	0.128393	0.138392	0.240082	0.237046	0.130228	0.125859	0.128393	0.138392	0.240082	0.237046	0.130228	0.125859	0.128393	0.138392	0.240082	
6000	0.092720	2	0.129134	0.251289	0.131516	0.128586	0.236497	0.122977	0.129134	0.251289	0.131516	0.128586	0.236497	0.122977	0.129134	0.251289	0.131516	0.128586	0.236497	0.122977	0.246140	0.116555	0.126770	0.132810	0.128948	0.248778	0.246140	0.116555	0.126770	0.132810	0.128948	0.248778	0.246140	0.116555	0.126770	0.132810	0.128948	0.248778	
7000	0.092720	2	0.128244	0.250446	0.124930	0.142588	0.231824	0.121969	0.128244	0.250446	0.124930	0.142588	0.231824	0.121969	0.128244	0.250446	0.124930	0.142588	0.231824	0.121969	0.236643	0.129892	0.124670	0.127117	0.147934	0.233744	0.236643	0.129892	0.124670	0.127117	0.147934	0.233744	0.236643	0.129892	0.124670	0.127117	0.147934	0.233744	
8000	0.092720	2	0.129848	0.244022	0.130733	0.143721	0.229751	0.121924	0.129848	0.244022	0.130733	0.143721	0.229751	0.121924	0.129848	0.244022	0.130733	0.143721	0.229751	0.121924	0.258717	0.123599	0.127726	0.129285	0.127177	0.233496	0.258717	0.123599	0.127726	0.129285	0.127177	0.233496	0.258717	0.123599	0.127726	0.129285	0.127177	0.233496	
9000	0.092720	2	0.135553	0.231808	0.128568	0.134791	0.245594	0.123685	0.135553	0.231808	0.128568	0.134791	0.245594	0.123685	0.135553	0.231808	0.128568	0.134791	0.245594	0.123685	0.265322	0.120440	0.133892	0.124224	0.136123	0.219999	0.265322	0.120440	0.133892	0.124224	0.136123	0.219999	0.265322	0.120440	0.133892	0.124224	0.136123	0.219999	
10000	0.092720	2	0.129241	0.248015	0.131762	0.129463	0.234403	0.127116	0.129241	0.248015	0.131762	0.129463	0.234403	0.127116	0.129241	0.248015	0.131762	0.129463	0.234403	0.127116	0.260928	0.122277	0.128586	0.117712	0.133766	0.236731	0.260928	0.122277	0.128586	0.117712	0.133766	0.236731	0.260928	0.122277	0.128586	0.117712	0.133766	0.236731	
11000	0.092720	2	0.124547	0.235417	0.127351	0.141999	0.248111	0.122575	0.124547	0.235417	0.127351	0.141999	0.248111	0.122575	0.124547	0.235417	0.127351	0.141999	0.248111	0.122575	0.245557	0.123061	0.138001	0.122133	0.141743	0.229506	0.245557	0.123061	0.138001	0.122133	0.141743	0.229506	0.245557	0.123061	0.138001	0.122133	0.141743	0.229506	
12000	0.092720	2	0.127867	0.243743	0.126526	0.137326	0.241473	0.123066	0.127867	0.243743	0.126526	0.137326	0.241473	0.123066	0.127867	0.243743	0.126526	0.137326	0.241473	0.123066	0.243231	0.119563	0.139243	0.130429	0.131385	0.236148	0.243231	0.119563	0.139243	0.130429	0.131385	0.236148	0.243231	0.119563	0.139243	0.130429	0.131385	0.236148	
