Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.089587	0.396997	0.412481	0.100935	0.257289	0.263983	0.239075	0.239652	0.399775	0.103286	0.092309	0.404629	0.089587	0.396997	0.412481	0.100935	0.257289	0.263983	0.239075	0.239652	0.399775	0.103286	0.092309	0.404629	
2000	1.695768	3	0.089715	0.416745	0.402599	0.090940	0.243129	0.257523	0.240064	0.259284	0.399775	0.103286	0.092309	0.404629	0.089715	0.416745	0.402599	0.090940	0.243129	0.257523	0.240064	0.259284	0.399775	0.103286	0.092309	0.404629	
3000	1.695768	3	0.101268	0.395152	0.405935	0.097645	0.256847	0.251840	0.251019	0.240294	0.399775	0.103286	0.092309	0.404629	0.101268	0.395152	0.405935	0.097645	0.256847	0.251840	0.251019	0.240294	0.399775	0.103286	0.092309	0.404629	
4000	1.695768	3	0.102335	0.387909	0.412036	0.097720	0.254102	0.253632	0.250081	0.242185	0.407106	0.096187	0.093633	0.403073	0.102335	0.387909	0.412036	0.097720	0.254102	0.253632	0.250081	0.242185	0.407106	0.096187	0.093633	0.403073	
5000	1.695768	3	0.100366	0.394207	0.406540	0.098886	0.266426	0.250528	0.238994	0.244052	0.407106	0.096187	0.093633	0.403073	0.100366	0.394207	0.406540	0.098886	0.266426	0.250528	0.238994	0.244052	0.407106	0.096187	0.093633	0.403073	
6000	1.695768	3	0.101546	0.394975	0.407502	0.095977	0.258248	0.250962	0.240413	0.250376	0.407433	0.098722	0.093276	0.400569	0.101546	0.394975	0.407502	0.095977	0.258248	0.250962	0.240413	0.250376	0.407433	0.098722	0.093276	0.400569	
7000	1.695768	3	0.094340	0.410245	0.395553	0.099862	0.260841	0.248184	0.252662	0.238314	0.404528	0.100814	0.093581	0.401076	0.094340	0.410245	0.395553	0.099862	0.260841	0.248184	0.252662	0.238314	0.404528	0.100814	0.093581	0.401076	
8000	1.695768	3	0.100011	0.392810	0.409732	0.097447	0.257871	0.253588	0.244584	0.243957	0.402859	0.099336	0.093605	0.404201	0.100011	0.392810	0.409732	0.097447	0.257871	0.253588	0.244584	0.243957	0.402859	0.099336	0.093605	0.404201	
9000	1.695768	3	0.095619	0.402976	0.403179	0.098227	0.238544	0.254275	0.255815	0.251366	0.402859	0.099336	0.093605	0.404201	0.095619	0.402976	0.403179	0.098227	0.238544	0.254275	0.255815	0.251366	0.402859	0.099336	0.093605	0.404201	
10000	1.695768	3	0.095619	0.402976	0.403179	0.098227	0.251679	0.255779	0.257287	0.235255	0.411481	0.098044	0.094599	0.395877	0.095619	0.402976	0.403179	0.098227	0.251679	0.255779	0.257287	0.235255	0.411481	0.098044	0.094599	0.395877	
11000	1.695768	3	0.093495	0.406093	0.406092	0.094321	0.261683	0.236680	0.248076	0.253562	0.411481	0.098044	0.094599	0.395877	0.093495	0.406093	0.406092	0.094321	0.261683	0.236680	0.248076	0.253562	0.411481	0.098044	0.094599	0.395877	
