Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	1.695768	3	0.105272	0.403036	0.399735	0.091957	0.250496	0.252348	0.244005	0.253151	0.387712	0.113053	0.093656	0.405580	0.105272	0.403036	0.399735	0.091957	0.250496	0.252348	0.244005	0.253151	0.387712	0.113053	0.093656	0.405580	
2000	1.695768	3	0.105272	0.403036	0.399735	0.091957	0.250269	0.247428	0.249682	0.252621	0.407949	0.103774	0.102265	0.386011	0.105272	0.403036	0.399735	0.091957	0.250269	0.247428	0.249682	0.252621	0.407949	0.103774	0.102265	0.386011	
3000	1.695768	3	0.103054	0.399802	0.404072	0.093072	0.231916	0.258410	0.244106	0.265567	0.407456	0.099105	0.099423	0.394015	0.103054	0.399802	0.404072	0.093072	0.231916	0.258410	0.244106	0.265567	0.407456	0.099105	0.099423	0.394015	
4000	1.695768	3	0.095943	0.399340	0.412596	0.092121	0.237693	0.257443	0.244774	0.260091	0.402048	0.107751	0.094671	0.395530	0.095943	0.399340	0.412596	0.092121	0.237693	0.257443	0.244774	0.260091	0.402048	0.107751	0.094671	0.395530	
5000	1.695768	3	0.095943	0.399340	0.412596	0.092121	0.240552	0.247634	0.235336	0.276478	0.402048	0.107751	0.094671	0.395530	0.095943	0.399340	0.412596	0.092121	0.240552	0.247634	0.235336	0.276478	0.402048	0.107751	0.094671	0.395530	
6000	1.695768	3	0.094481	0.407221	0.401642	0.096657	0.258898	0.248764	0.249457	0.242881	0.403662	0.103630	0.100197	0.392511	0.094481	0.407221	0.401642	0.096657	0.258898	0.248764	0.249457	0.242881	0.403662	0.103630	0.100197	0.392511	
7000	1.695768	3	0.094663	0.400421	0.411241	0.093675	0.240029	0.251446	0.250410	0.258114	0.403573	0.103103	0.097510	0.395814	0.094663	0.400421	0.411241	0.093675	0.240029	0.251446	0.250410	0.258114	0.403573	0.103103	0.097510	0.395814	
8000	1.695768	3	0.094663	0.400421	0.411241	0.093675	0.236378	0.257747	0.235482	0.270393	0.403573	0.103103	0.097510	0.395814	0.094663	0.400421	0.411241	0.093675	0.236378	0.257747	0.235482	0.270393	0.403573	0.103103	0.097510	0.395814	
9000	1.695768	3	0.099780	0.399839	0.409813	0.090568	0.246993	0.254545	0.229530	0.268932	0.399095	0.102397	0.100526	0.397982	0.099780	0.399839	0.409813	0.090568	0.246993	0.254545	0.229530	0.268932	0.399095	0.102397	0.100526	0.397982	
10000	1.695768	3	0.099780	0.399839	0.409813	0.090568	0.251345	0.259996	0.236490	0.252169	0.399095	0.102397	0.100526	0.397982	0.099780	0.399839	0.409813	0.090568	0.251345	0.259996	0.236490	0.252169	0.399095	0.102397	0.100526	0.397982	
11000	1.695768	3	0.094449	0.399181	0.416909	0.089462	0.247581	0.244405	0.249832	0.258182	0.399095	0.102397	0.100526	0.397982	0.094449	0.399181	0.416909	0.089462	0.247581	0.244405	0.249832	0.258182	0.399095	0.102397	0.100526	0.397982	
12000	1.695768	3	0.094449	0.399181	0.416909	0.089462	0.250110	0.254656	0.240851	0.254383	0.399095	0.102397	0.100526	0.397982	0.094449	0.399181	0.416909	0.089462	0.250110	0.254656	0.240851	0.254383	0.399095	0.102397	0.100526	0.397982	
13000	1.695768	3	0.094449	0.399181	0.416909	0.089462	0.256043	0.253049	0.239941	0.250966	0.399095	0.102397	0.100526	0.397982	0.094449	0.399181	0.416909	0.089462	0.256043	0.253049	0.239941	0.250966	0.399095	0.102397	0.100526	0.397982	
14000	1.695768	4	0.099583	0.394726	0.417240	0.088450	0.252049	0.259190	0.250658	0.238103	0.399095	0.102397	0.100526	0.397982	0.099583	0.394726	0.417240	0.088450	0.276337	0.273382	0.214069	0.236211	0.399095	0.102397	0.100526	0.397982	
15000	1.695768	3	0.099115	0.402424	0.403853	0.094608	0.255403	0.242337	0.247093	0.255167	0.402809	0.101778	0.099303	0.396111	0.099115	0.402424	0.403853	0.094608	0.255403	0.242337	0.247093	0.255167	0.402809	0.101778	0.099303	0.396111	
16000	1.695768	3	0.098138	0.408424	0.405146	0.088291	0.252296	0.252392	0.243808	0.251504	0.402809	0.101778	0.099303	0.396111	0.098138	0.408424	0.405146	0.088291	0.252296	0.252392	0.243808	0.251504	0.402809	0.101778	0.099303	0.396111	
17000	1.695768	3	0.095145	0.407803	0.404246	0.092806	0.249835	0.236695	0.259286	0.254184	0.402809	0.101778	0.099303	0.396111	0.095145	0.407803	0.404246	0.092806	0.249835	0.236695	0.259286	0.254184	0.402809	0.101778	0.099303	0.396111	
18000	1.695768	3	0.094820	0.406257	0.408157	0.090766	0.254656	0.247398	0.242871	0.255075	0.402809	0.101778	0.099303	0.396111	0.094820	0.406257	0.408157	0.090766	0.254656	0.247398	0.242871	0.255075	0.402809	0.101778	0.099303	0.396111	
19000	1.695768	3	0.094820	0.406257	0.408157	0.090766	0.245014	0.256728	0.237224	0.261034	0.406152	0.102684	0.096993	0.394171	0.094820	0.406257	0.408157	0.090766	0.245014	0.256728	0.237224	0.261034	0.406152	0.102684	0.096993	0.394171	
20000	1.695768	3	0.098477	0.411731	0.403501	0.086291	0.239469	0.259053	0.244125	0.257353	0.406152	0.102684	0.096993	0.394171	0.098477	0.411731	0.403501	0.086291	0.239469	0.259053	0.244125	0.257353	0.406152	0.102684	0.096993	0.394171	
21000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.249788	0.238008	0.252578	0.259625	0.406152	0.102684	0.096993	0.394171	0.098053	0.407890	0.403618	0.090440	0.249788	0.238008	0.252578	0.259625	0.406152	0.102684	0.096993	0.394171	
22000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.253029	0.259885	0.241904	0.245182	0.406152	0.102684	0.096993	0.394171	0.098053	0.407890	0.403618	0.090440	0.253029	0.259885	0.241904	0.245182	0.406152	0.102684	0.096993	0.394171	
23000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.253912	0.244671	0.244451	0.256966	0.402182	0.099808	0.097317	0.400693	0.098053	0.407890	0.403618	0.090440	0.253912	0.244671	0.244451	0.256966	0.402182	0.099808	0.097317	0.400693	
24000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.246158	0.248163	0.246888	0.258791	0.406914	0.098773	0.098116	0.396198	0.098053	0.407890	0.403618	0.090440	0.246158	0.248163	0.246888	0.258791	0.406914	0.098773	0.098116	0.396198	
25000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.251726	0.255753	0.241228	0.251293	0.404848	0.101676	0.097178	0.396299	0.098053	0.407890	0.403618	0.090440	0.251726	0.255753	0.241228	0.251293	0.404848	0.101676	0.097178	0.396299	
26000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.268460	0.249429	0.248300	0.233811	0.404848	0.101676	0.097178	0.396299	0.098053	0.407890	0.403618	0.090440	0.268460	0.249429	0.248300	0.233811	0.404848	0.101676	0.097178	0.396299	
27000	1.695768	3	0.098053	0.407890	0.403618	0.090440	0.246809	0.248579	0.247632	0.256980	0.404848	0.101676	0.097178	0.396299	0.098053	0.407890	0.403618	0.090440	0.246809	0.248579	0.247632	0.256980	0.404848	0.101676	0.097178	0.396299	
28000	1.695768	3	0.100397	0.409974	0.398099	0.091530	0.264965	0.240349	0.245185	0.249501	0.404848	0.101676	0.097178	0.396299	0.100397	0.409974	0.398099	0.091530	0.264965	0.240349	0.245185	0.249501	0.404848	0.101676	0.097178	0.396299	
29000	1.695768	3	0.102433	0.403705	0.404739	0.089123	0.249430	0.242663	0.242326	0.265581	0.399642	0.104706	0.099046	0.396605	0.102433	0.403705	0.404739	0.089123	0.249430	0.242663	0.242326	0.265581	0.399642	0.104706	0.099046	0.396605	
30000	1.695768	3	0.098516	0.400542	0.410212	0.090731	0.246920	0.234935	0.243764	0.274381	0.399642	0.104706	0.099046	0.396605	0.098516	0.400542	0.410212	0.090731	0.246920	0.234935	0.243764	0.274381	0.399642	0.104706	0.099046	0.396605	
31000	1.695768	3	0.098681	0.403877	0.403264	0.094178	0.259369	0.247843	0.248160	0.244627	0.399642	0.104706	0.099046	0.396605	0.098681	0.403877	0.403264	0.094178	0.259369	0.247843	0.248160	0.244627	0.399642	0.104706	0.099046	0.396605	
32000	1.695768	3	0.098681	0.403877	0.403264	0.094178	0.256098	0.235446	0.249293	0.259163	0.401410	0.101049	0.101595	0.395945	0.098681	0.403877	0.403264	0.094178	0.256098	0.235446	0.249293	0.259163	0.401410	0.101049	0.101595	0.395945	
33000	1.695768	3	0.100303	0.402479	0.404077	0.093141	0.252985	0.243209	0.241869	0.261936	0.401410	0.101049	0.101595	0.395945	0.100303	0.402479	0.404077	0.093141	0.252985	0.243209	0.241869	0.261936	0.401410	0.101049	0.101595	0.395945	
34000	1.695768	3	0.096265	0.409811	0.399444	0.094480	0.252985	0.243209	0.241869	0.261936	0.401410	0.101049	0.101595	0.395945	0.096265	0.409811	0.399444	0.094480	0.252985	0.243209	0.241869	0.261936	0.401410	0.101049	0.101595	0.395945	
35000	1.695768	3	0.096265	0.409811	0.399444	0.094480	0.249332	0.236963	0.246971	0.266735	0.401410	0.101049	0.101595	0.395945	0.096265	0.409811	0.399444	0.094480	0.249332	0.236963	0.246971	0.266735	0.401410	0.101049	0.101595	0.395945	
36000	1.695768	3	0.096265	0.409811	0.399444	0.094480	0.255835	0.241832	0.243567	0.258766	0.401410	0.101049	0.101595	0.395945	0.096265	0.409811	0.399444	0.094480	0.255835	0.241832	0.243567	0.258766	0.401410	0.101049	0.101595	0.395945	
37000	1.695768	3	0.100151	0.406591	0.403494	0.089764	0.253289	0.242991	0.241343	0.262378	0.401410	0.101049	0.101595	0.395945	0.100151	0.406591	0.403494	0.089764	0.253289	0.242991	0.241343	0.262378	0.401410	0.101049	0.101595	0.395945	
38000	1.695768	3	0.098457	0.404004	0.406010	0.091529	0.250135	0.260500	0.238424	0.250941	0.401410	0.101049	0.101595	0.395945	0.098457	0.404004	0.406010	0.091529	0.250135	0.260500	0.238424	0.250941	0.401410	0.101049	0.101595	0.395945	
39000	1.695768	3	0.101244	0.401269	0.404676	0.092811	0.251513	0.250459	0.249494	0.248535	0.401410	0.101049	0.101595	0.395945	0.101244	0.401269	0.404676	0.092811	0.251513	0.250459	0.249494	0.248535	0.401410	0.101049	0.101595	0.395945	
40000	1.695768	3	0.102627	0.403727	0.402405	0.091241	0.254011	0.243165	0.233986	0.268839	0.401410	0.101049	0.101595	0.395945	0.102627	0.403727	0.402405	0.091241	0.254011	0.243165	0.233986	0.268839	0.401410	0.101049	0.101595	0.395945	
41000	1.695768	3	0.098960	0.401039	0.404958	0.095042	0.244550	0.261080	0.233607	0.260762	0.401410	0.101049	0.101595	0.395945	0.098960	0.401039	0.404958	0.095042	0.244550	0.261080	0.233607	0.260762	0.401410	0.101049	0.101595	0.395945	
42000	1.695768	3	0.096464	0.407929	0.402419	0.093189	0.256312	0.236014	0.237196	0.270478	0.401410	0.101049	0.101595	0.395945	0.096464	0.407929	0.402419	0.093189	0.256312	0.236014	0.237196	0.270478	0.401410	0.101049	0.101595	0.395945	
43000	1.695768	3	0.094875	0.406869	0.403320	0.094936	0.272116	0.246280	0.244128	0.237475	0.401410	0.101049	0.101595	0.395945	0.094875	0.406869	0.403320	0.094936	0.272116	0.246280	0.244128	0.237475	0.401410	0.101049	0.101595	0.395945	
44000	1.695768	3	0.100824	0.403618	0.400339	0.095218	0.251257	0.248196	0.245766	0.254781	0.401800	0.103232	0.097695	0.397273	0.100824	0.403618	0.400339	0.095218	0.251257	0.248196	0.245766	0.254781	0.401800	0.103232	0.097695	0.397273	
45000	1.695768	3	0.101585	0.396684	0.410658	0.091073	0.251257	0.248196	0.245766	0.254781	0.401800	0.103232	0.097695	0.397273	0.101585	0.396684	0.410658	0.091073	0.251257	0.248196	0.245766	0.254781	0.401800	0.103232	0.097695	0.397273	
46000	1.695768	3	0.098176	0.406042	0.403357	0.092425	0.250100	0.250667	0.245629	0.253604	0.401800	0.103232	0.097695	0.397273	0.098176	0.406042	0.403357	0.092425	0.250100	0.250667	0.245629	0.253604	0.401800	0.103232	0.097695	0.397273	
47000	1.695768	3	0.098176	0.406042	0.403357	0.092425	0.242649	0.249301	0.249581	0.258469	0.401800	0.103232	0.097695	0.397273	0.098176	0.406042	0.403357	0.092425	0.242649	0.249301	0.249581	0.258469	0.401800	0.103232	0.097695	0.397273	
48000	1.695768	3	0.098176	0.406042	0.403357	0.092425	0.246665	0.251064	0.234128	0.268143	0.401800	0.103232	0.097695	0.397273	0.098176	0.406042	0.403357	0.092425	0.246665	0.251064	0.234128	0.268143	0.401800	0.103232	0.097695	0.397273	
49000	1.695768	3	0.103576	0.395298	0.407321	0.093805	0.245909	0.246114	0.246811	0.261167	0.401800	0.103232	0.097695	0.397273	0.103576	0.395298	0.407321	0.093805	0.245909	0.246114	0.246811	0.261167	0.401800	0.103232	0.097695	0.397273	
50000	1.695768	3	0.100820	0.395587	0.407700	0.095894	0.250117	0.249130	0.250440	0.250314	0.401800	0.103232	0.097695	0.397273	0.100820	0.395587	0.407700	0.095894	0.250117	0.249130	0.250440	0.250314	0.401800	0.103232	0.097695	0.397273	
51000	1.695768	3	0.100820	0.395587	0.407700	0.095894	0.254456	0.250877	0.245054	0.249613	0.401800	0.103232	0.097695	0.397273	0.100820	0.395587	0.407700	0.095894	0.254456	0.250877	0.245054	0.249613	0.401800	0.103232	0.097695	0.397273	
52000	1.695768	3	0.100560	0.400094	0.408293	0.091053	0.250682	0.248178	0.244841	0.256299	0.404183	0.102371	0.095908	0.397539	0.100560	0.400094	0.408293	0.091053	0.250682	0.248178	0.244841	0.256299	0.404183	0.102371	0.095908	0.397539	
53000	1.695768	3	0.096976	0.389676	0.415926	0.097423	0.245373	0.245435	0.255296	0.253896	0.404183	0.102371	0.095908	0.397539	0.096976	0.389676	0.415926	0.097423	0.245373	0.245435	0.255296	0.253896	0.404183	0.102371	0.095908	0.397539	
